City,Region,Country,Postal Code,Latitude,Longitude,Timezone,ISP,Organization,Autonomous System
,,,,,,,,,
,,,,,,,,,
Ewirgol,Xinjiang,China,,42.5,87.5,Asia/Urumqi,CHINATELECOM Xinjiang Kezhou MAN network,Chinanet XJ,AS137694 CHINATELECOM Xinjiang Kezhou MAN network
,,,,,,,,,
Schwedt,Brandenburg,Germany,16303,53.1,14.3,Europe/Berlin,Stadtwerke Schwedt,Stadtwerke Schwedt GmbH,AS61028 Stadtwerke Schwedt GmbH
,,,,,,,,,
Round Rock,Texas,United States,78665,30.5,-97.7,America/Chicago,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc."
,,,,,,,,,
Palo Alto,California,United States,94304,37.4,-122.1,America/Los_Angeles,Hewlett Packard Enterprise Company,Hewlett Packard Enterprise Company,
New York,New York,United States,10123,40.7,-74.0,America/New_York,Charter Communications,Spectrum,AS16787 Charter Communications
São Paulo,São Paulo,Brazil,01000-000,-23.6,-46.6,America/Sao_Paulo,Amazon Technologies Inc.,AWS EC2 (sa-east-1),"AS16509 Amazon.com, Inc."
Zhoutou,Hebei,China,,37.9,114.9,Asia/Shanghai,China Unicom China169 Network,,AS4837 CHINA UNICOM China169 Backbone
Hoogeveen,Drenthe,The Netherlands,7901,52.7,6.5,Europe/Amsterdam,VODAFONE,,AS15480 Vodafone Libertel B.V.
Seongnam-si,Gyeonggi-do,South Korea,13606,37.4,127.1,Asia/Seoul,Korea Telecom,Kornet,AS4766 Korea Telecom
Whitehall,Ohio,United States,43218,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
McCall,Idaho,United States,83638,44.9,-116.1,America/Boise,Wholesail networks LLC,Ziply Fiber,AS20055 Wholesail networks LLC
Vienna,Vienna,Austria,1010,48.2,16.4,Europe/Vienna,KYNDR,,
Calgary,Alberta,Canada,T2C,51.0,-114.0,America/Edmonton,Imperial Oil Limited,Imperial Oil Limited,
Boydton,Virginia,United States,23917,36.7,-78.4,America/New_York,Microsoft Corporation,Microsoft Azure Cloud (eastus),AS8075 Microsoft Corporation
Taiyuan,Shanxi,China,,37.9,112.6,Asia/Shanghai,Chinanet,Sxpdsn,AS4134 CHINANET-BACKBONE
Brisbane,Queensland,Australia,4305,-27.6,152.7,Australia/Brisbane,SingTel Optus Pty Ltd,Optus Internet Pty Ltd,AS4804 Microplex PTY LTD
Umraniye,Istanbul,Turkey,34860,40.9,29.2,Europe/Istanbul,Superonline Iletisim Hizmetleri A.S.,Superonline Iletisim Hizmetleri,AS34984 Superonline Iletisim Hizmetleri A.S.
Beijing,Beijing,China,100000,39.9,116.4,Asia/Shanghai,BSHNET,"Beijing Bosheng Technology Co., Ltd.",
Santiago,Santiago Metropolitan,Chile,34033,-33.5,-70.6,America/Santiago,Informatica Bluehosting Limitada,Informatica Bluehosting Limitada,AS64111 INFORMATICA BLUEHOSTING LIMITADA
Seattle,Washington,United States,98108,47.6,-122.3,America/Los_Angeles,Amazon.com,"Amazon.com, Inc.",
,,,,,,,,,
Montgomery,Alabama,United States,36114,32.4,-86.2,America/Chicago,DoD Network Information Center,Air Force Systems Networking,AS367 DoD Network Information Center
Long Beach,California,United States,90815,33.8,-118.1,America/Los_Angeles,Northrop Grumman,TRW Space and Defense Sector,AS1906 Northrop Grumman
,,,,,,,,,
Antwerp,Flanders,Belgium,2050,51.2,4.4,Europe/Brussels,Mobistar Cable,Mobistar Enterprise Services,AS47377 Orange Belgium SA
Minato-ku,Tokyo,Japan,104-0045,35.7,139.8,Asia/Tokyo,Softbank BB Corp.,Japan nation-wide Network of SOFTBANK Corp.,AS17676 SoftBank Corp.
,,,,,,,,,
Carlow,Leinster,Ireland,R93,52.8,-6.9,Europe/Dublin,RTC-CARLOW,Institute of Technology Carlow,AS1213 HEAnet CLG
Orland Park,Illinois,United States,60462,41.6,-87.8,America/Chicago,"Comcast Cable Communications, LLC","Comcast Cable Communications, Inc.","AS33491 Comcast Cable Communications, LLC"
Monterrey,Nuevo León,Mexico,64260,25.7,-100.4,America/Monterrey,Axtel - Recursos WiMAX,Axtel - Recursos WiMAX,
Shanghai,Shanghai,China,,31.2,121.5,Asia/Shanghai,China Telecom (Group),Chinanet SH,AS4812 China Telecom (Group)
Blacksburg,Virginia,United States,24061,37.2,-80.4,America/New_York,Virginia Polytechnic Institute and State Univ.,Virginia Polytechnic Institute and State Univ.,AS1312 Virginia Polytechnic Institute and State Univ.
Whitehall,Ohio,United States,43218,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
,,,,,,,,,
,,,,,,,,,
Perm,Perm Krai,Russia,614000,58.0,56.2,Asia/Yekaterinburg,OJSC uralsvyazinform,Dynamic distribution IPs for broadband services,AS12389 PJSC Rostelecom
Dorval,Quebec,Canada,H9S,45.4,-73.8,America/Toronto,Beanfield Technologies Inc.,Beanfield Technologies Inc,AS21548 Beanfield Technologies Inc.
Heredia,Heredia Province,Costa Rica,40703,10.0,-84.2,America/Costa_Rica,Instituto Costarricense de Electricidad y Telecom.,San Pedro,AS11830 Instituto Costarricense de Electricidad y Telecom.
Machakos,Machakos County,Kenya,,-1.5,37.3,Africa/Nairobi,Airtel KE Mobile & Fixed Internet,,AS327708 Airtel Rwanda Ltd
,,,,,,,,,
Givors,Auvergne-Rhône-Alpes,France,69700,45.6,4.8,Europe/Paris,Societe Francaise Du Radiotelephone - SFR SA,SFR User Data,AS15557 Societe Francaise Du Radiotelephone - SFR SA
Mountain View,California,United States,94043,37.4,-122.1,America/Los_Angeles,Google LLC,Google LLC,AS396982 Google LLC
Indianapolis,Indiana,United States,46204,39.8,-86.2,America/Chicago,"AT&T Services, Inc.","AT&T Services, Inc.","AS7018 AT&T Services, Inc."
Kyiv,Kyiv City,Ukraine,1010,50.5,30.5,Europe/Kiev,Lifecell UA,Turkcell LLC,"AS34058 Limited Liability Company ""lifecell"""
Whitehall,Ohio,United States,43218,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Seattle,Washington,United States,98108,47.6,-122.3,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",
Munich,Bavaria,Germany,80939,48.2,11.6,Europe/Berlin,A100 ROW Inc,A100 ROW Inc,
San Salvador de Jujuy,Jujuy,Argentina,4600,-24.2,-65.2,America/Argentina/Jujuy,TV MUSIC HOUSE JUJUY,TV MUSIC HOUSE JUJUY,AS52312 TV MUSIC HOUSE JUJUY
,,,,,,,,,
Framingham,Massachusetts,United States,1701,42.3,-71.4,America/New_York,"Akamai Technologies, Inc.",The Bank of New York Mellon Corporation,"AS32787 Akamai Technologies, Inc."
Denver,Colorado,United States,80221,39.8,-105.0,America/Denver,Lockheed Martin Corporation,Lockheed Martin Corporation,
,,,,,,,,,
Redwood City,California,United States,94065,37.5,-122.3,America/Los_Angeles,Oracle Corporation,Oracle Corporation,
Pembroke,New Hampshire,United States,3275,43.2,-71.4,America/New_York,Dartmouth-Hitchcock Medical Center,Dartmouth Hitchcock Medical Center,AS11197 Dartmouth-Hitchcock Medical Center
Sofia,Sofia-Capital,Bulgaria,1000,42.7,23.4,Europe/Sofia,Vivacom Bulgaria EAD,Bulgarian Telecommunications Company Plc.,AS8866 Vivacom Bulgaria EAD
,,,,,,,,,
Xiaolou,Guangdong,China,,23.4,113.8,Asia/Shanghai,Chinanet,Chinanet GD,AS4134 CHINANET-BACKBONE
Beijing,Beijing,China,100000,39.9,116.4,Asia/Shanghai,CTTNET,China TieTong Telecommunications Corporation,
Mechanicsburg,Pennsylvania,United States,17055,40.2,-77.0,America/New_York,Comcast Cable Communications,"Comcast IP Services, L.L.C.","AS7016 Comcast Cable Communications, LLC"
Whitehall,Ohio,United States,43218,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Ann Arbor,Michigan,United States,48108,42.2,-83.7,America/Detroit,Merit Network Inc.,Merit Network Inc,AS237 Merit Network Inc.
Whitehall,Ohio,United States,43218,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
New York,New York,United States,10123,40.7,-74.0,America/New_York,"CenturyLink Communications, LLC","CenturyLink Communications, LLC","AS3561 CenturyLink Communications, LLC"
Kuy-e Ekhtesasi-ye Gomrok,Tehran,Iran,,35.7,51.3,Asia/Tehran,Information Technology Company,,AS58224 Iran Telecommunication Company PJS
,,,,,,,,,
,,,,,,,,,
Aurora,Colorado,United States,80012,39.7,-104.8,America/Denver,"Comcast Cable Communications, LLC","Comcast IP Services, L.L.C.","AS33652 Comcast Cable Communications, LLC"
,,,,,,,,,
Huamu,Shanghai,China,,31.2,121.6,Asia/Shanghai,Oriental Cable Network Co,"Oriental Cable Network Co., Ltd.","AS9812 Oriental Cable Network Co., Ltd."
Settimo Torinese,Piedmont,Italy,10036,45.1,7.8,Europe/Rome,Vodafone,,AS30722 Vodafone Italia S.p.A.
Kista,Stockholm County,Sweden,164 00,59.4,18.0,Europe/Stockholm,Ericsson Inc.,Ericsson AB,AS158 Ericsson Inc.
,,,,,,,,,
Cape Town,Western Cape,South Africa,7441,-33.9,18.4,Africa/Johannesburg,Vodacom UMTS Cape Town Western Cape INTERNET APN,,AS29975 Vodacom
Indianapolis,Indiana,United States,46204,39.8,-86.2,America/Chicago,AT&T Services,"AT&T Services, Inc.",
,,,,,,,,,
Linkou District,New Taipei,Taiwan,,25.1,121.4,Asia/Taipei,T-TYRC.EDU.TW,National Central University,AS1659 Taiwan Academic Network (TANet) Information Center
,,,,,,,,,
Hyderabad,Telangana,India,500032,17.4,78.4,Asia/Kolkata,Reliance Jio Infocomm Limited,Reliance Jio Infocomm Limited,AS55836 Reliance Jio Infocomm Limited
Tokyo,Tokyo,Japan,151-0071,35.7,139.7,Asia/Tokyo,NTN,NTN corporation,"AS2514 NTT PC Communications, Inc."
Fortaleza,Ceará,Brazil,60000,-3.7,-38.5,America/Fortaleza,Secretaria Municipal De Planejamento Orcamento E G,Secretaria Municipal De Planejamento Orcamento E G,AS269175 SECRETARIA MUNICIPAL DE PLANEJAMENTO ORCAMENTO E G
New York,New York,United States,10123,40.7,-74.0,America/New_York,Verizon Business,Verizon Business,AS22394 Verizon Business
Whitehall,Ohio,United States,43218,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
,,,,,,,,,
Chiyoda,Tokyo,Japan,100-8111,35.7,139.8,Asia/Tokyo,NTT Communications Corporation,Mitsubishi Corporation,AS4713 NTT Communications Corporation
Shimomeguro,Tokyo,Japan,153-0061,35.6,139.7,Asia/Tokyo,Keio University,KEIO,AS38635 Keio University
Shumen,Shumen,Bulgaria,9700,43.3,26.9,Europe/Sofia,A1 Bulgaria EAD,Blizoo Media and Broadband EAD,AS13124 A1 Bulgaria EAD
Atlanta,Georgia,United States,30302,33.7,-84.4,America/New_York,"Wayport, LLC","Wayport, LLC",AS14654 AT&T Corp.
Sierra Vista,Arizona,United States,85613,31.6,-110.4,America/Phoenix,DoD Network Information Center,USAISC,AS367 DoD Network Information Center
,,,,,,,,,
Bedlington,England,United Kingdom,NE22,55.1,-1.6,Europe/London,BT Public Internet Service,,AS2856 British Telecommunications PLC
Sierra Vista,Arizona,United States,85613,31.6,-110.4,America/Phoenix,"Headquarters, USAISC",USAISC,"AS1530 Headquarters, USAISC"
Tallinn,Harjumaa,Estonia,,59.4,24.7,Europe/Tallinn,Telia Eesti AS,Elion Enterprises Ltd.,AS3249 Telia Eesti AS
Oslo,Oslo County,Norway,1,59.9,10.7,Europe/Oslo,Norsk Regnesentral,NR NCC,AS59863 Norsk Regnesentral
Toronto,Ontario,Canada,,43.7,-79.4,America/Toronto,Hewlett Packard Enterprise Company,Amazon Technologies Inc. (ca-central-1),
Ningbo,Zhejiang,China,,29.9,121.6,Asia/Shanghai,Chinanet,,AS4134 CHINANET-BACKBONE
London,England,United Kingdom,W1B,51.5,-0.1,Europe/London,DWP,,
Hong Kong,Central and Western District,Hong Kong,,22.3,114.2,Asia/Hong_Kong,Shenzhen Tencent Computer Systems Company Limited,Tencent Cloud Computing,"AS132203 Tencent Building, Kejizhongyi Avenue"
Chennai,Tamil Nadu,India,600041,12.9,80.2,Asia/Kolkata,Hathway IP over Cable Internet Access,Hathway Cable and Datacom Limited,AS17488 Hathway IP Over Cable Internet
San Jose,California,United States,95141,37.3,-121.9,America/Los_Angeles,Akamai International B.V.,"Akamai Technologies, Inc.",AS20940 Akamai International B.V.
Friesoythe,Lower Saxony,Germany,26169,53.0,7.9,Europe/Berlin,EWE TEL GmbH,EWE TEL GmbH,AS9145 EWE TEL GmbH
Vienna,Vienna,Austria,1090,48.2,16.4,Europe/Vienna,A1 Telekom Austria AG,A1 Telekom Austria AG,AS8447 A1 Telekom Austria AG
Charlotte,North Carolina,United States,28273,35.1,-80.9,America/New_York,Atos IT Solutions and Services Inc,Arrowpoint Capital,AS33745 Atos IT Solutions and Services Inc
Princeton,New Jersey,United States,8540,40.4,-74.6,America/New_York,S&P Global Inc.,S&P Global Inc,
Seattle,Washington,United States,98108,47.6,-122.3,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",
,,,,,,,,,
,,,,,,,,,
Ariano nel Polesine,Veneto,Italy,44026,44.9,12.1,Europe/Rome,Delta Web Spa,,AS49653 CADF S.p.A
Natchitoches,Louisiana,United States,71457,31.8,-93.1,America/Chicago,State of Louisiana Office of Technology Services,"Louisiana School the Math, Science, and Arts",AS2048 State of Louisiana Office of Technology Services
Irving,Texas,United States,75063,32.9,-97.0,America/Chicago,NEC Corporation of America,"NEC USA, Inc.",AS13636 NEC Corporation of America
,,,,,,,,,
Kondopoga,Karelia,Russia,186220,62.2,34.3,Europe/Moscow,TRANS-TELECOM,,AS20485 Joint Stock Company TransTeleCom
Shanghai,Shanghai,China,,31.2,121.5,Asia/Shanghai,Chinanet,,AS4134 CHINANET-BACKBONE
Cairo,Cairo Governorate,Egypt,,30.1,31.2,Africa/Cairo,TE Data,TE Data,AS8452 TE-AS
New Pekin,Indiana,United States,47165,38.5,-86.0,America/Indiana/Indianapolis,Intelligent Fiber Network,Washington County RTC,AS3131 Tele-Media Solutions
Monroe,Louisiana,United States,71203,32.6,-92.1,America/Chicago,"Level 3 Communications, Inc.","Level 3, LLC","AS3356 Level 3 Parent, LLC"
Imus,Calabarzon,Philippines,4103,14.4,120.9,Asia/Manila,Philippine Long Distance Telephone Co.,,AS9299 Philippine Long Distance Telephone Company
Cairo,Cairo Governorate,Egypt,,30.1,31.2,Africa/Cairo,TE Data,,AS8452 TE-AS
,,,,,,,,,
Zurich,Zurich,Switzerland,8001,47.4,8.5,Europe/Zurich,UBINET-INTERNET,UBS AG,
Greenwood Village,Colorado,United States,80111,39.6,-104.9,America/Denver,Spectrum,Charter Communications,
,,,,,,,,,
Cupertino,California,United States,95014,37.3,-122.0,America/Los_Angeles,Apple Inc.,Apple Inc,AS714 Apple Inc.
Frankfurt am Main,Hesse,Germany,60326,50.1,8.6,Europe/Berlin,Equinix Frankfurt,Equinix (Germany) GmbH,AS15830 Equinix (EMEA) Acquisition Enterprises B.V.
Taipei,Taiwan,Taiwan,,25.0,121.6,Asia/Taipei,"Chunghwa Telecom Co., Ltd.",Chunghwa Telecom Co. Ltd.,AS3462 Data Communication Business Group
Istanbul,Istanbul,Türkiye,34096,41.0,29.0,Europe/Istanbul,Site 1,,AS15924 Vodafone Net Iletisim Hizmetler AS
Shenzhen,Guangdong,China,518000,22.5,114.1,Asia/Shanghai,China Internet Network Information Center,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
Negishi,Saitama,Japan,336-0021,35.9,139.6,Asia/Tokyo,Softbank BB Corp.,SOFTBANK Corp,AS17676 SoftBank Corp.
,,,,,,,,,
Handan,Hebei,China,,36.6,114.5,Asia/Shanghai,China Unicom Hebei Province Network,,AS4837 CHINA UNICOM China169 Backbone
,,,,,,,,,
Malakāpuram,Andhra Pradesh,India,530011,17.7,83.2,Asia/Kolkata,Bharti Airtel Limited,BCL NORTH,AS45609 Bharti Airtel Ltd. AS for GPRS Service
Minato-ku,Tokyo,Japan,206-0042,35.7,139.8,Asia/Tokyo,"NTT PC Communications, Inc.","NTT PC Communications, Inc.","AS2514 NTT PC Communications, Inc."
,,,,,,,,,
,,,,,,,,,
Sacramento,California,United States,95814,38.6,-121.5,America/Los_Angeles,California Department of Technology,California Department of Insurance,AS1226 California Department of Technology
,,,,,,,,,
,,,,,,,,,
Doylestown,Pennsylvania,United States,18901,40.3,-75.1,America/New_York,Service Provider Corporation,Service Provider Corporation,
Ottawa,Ontario,Canada,K2P,45.4,-75.7,America/Toronto,Public Works and Government Services Canada,Public Works and Government Services Canada,
Taguig,Metro Manila,Philippines,1639,14.5,121.1,Asia/Manila,Philippine Long Distance Telephone Co.,Philippine Long Distance Telephone Co,AS9299 Philippine Long Distance Telephone Company
Minato-ku,Tokyo,Japan,104-0045,35.7,139.8,Asia/Tokyo,Softbank BB Corp.,Japan nation-wide Network of SOFTBANK BB CORP,AS17676 SoftBank Corp.
Atlanta,Georgia,United States,30309,33.8,-84.4,America/New_York,Verizon Business,Verizon Business,AS22394 Verizon Business
Gwangjin-gu,Seoul,South Korea,51,37.5,127.1,Asia/Seoul,DACOM-PUBNETPLUS,Pubnetplus,AS9316 DACOM-PUBNETPLUS
London,England,United Kingdom,W1B,51.5,-0.1,Europe/London,Microsoft Limited,Microsoft Limited,
Raleigh,North Carolina,United States,27668,35.8,-78.6,America/New_York,United States Postal Service.,United States Postal Service,
Mumbai,Maharashtra,India,400001,19.1,72.9,Asia/Kolkata,Amazon Technologies Inc.,AWS EC2 (ap-south-1),"AS16509 Amazon.com, Inc."
London,England,United Kingdom,W1D 3DX,51.5,-0.1,Europe/London,Barefruit Ltd,Barefruit Ltd,
Redwood City,California,United States,94063,37.5,-122.2,America/Los_Angeles,Turn Inc.,Turn Inc,
,,,,,,,,,
Seattle,Washington,United States,98109,47.6,-122.3,America/Los_Angeles,Amazon Technologies Inc.,Amazon Technologies Inc,
,,,,,,,,,
Adelaide,South Australia,Australia,5109,-34.8,138.7,Australia/Adelaide,Telstra Internet,,AS1221 Telstra Corporation Ltd
Singapore,North West,Singapore,858877,1.4,103.8,Asia/Singapore,"Alibaba (US) Technology Co., Ltd.",Alibaba.com LLC,"AS45102 Alibaba (US) Technology Co., Ltd."
Atlanta,Georgia,United States,30308,33.8,-84.4,America/New_York,NCR Corporation,NCR Corporation,AS14962 NCR Corporation
,,,,,,,,,
Banqiao,Taipei,Taiwan,,25.0,121.5,Asia/Taipei,"Far EastTone Telecommunication Co., Ltd.","Far EasTone Telecommunication Co., Ltd.","AS9674 Far EastTone Telecommunication Co., Ltd."
,,,,,,,,,
The Woodlands,Texas,United States,77380,30.2,-95.5,America/Chicago,Anadarko Petroleum Corporation,Anadarko Petroleum Corporation,
,,,,,,,,,
,,,,,,,,,
Chagrin Falls,Ohio,United States,44022,41.4,-81.4,America/New_York,Verizon Business,Cellco Partnership DBA Verizon Wireless,AS6167 Verizon Business
Whitehall,Ohio,United States,43218,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Sierra Vista,Arizona,United States,85613,31.6,-110.4,America/Phoenix,DoD Network Information Center,USAISC,AS721 DoD Network Information Center
Nutley,New Jersey,United States,7110,40.8,-74.1,America/New_York,RADIANZ Americas,"RADIANZ Americas, Inc",
Umeå,Västerbotten County,Sweden,900 01,63.8,20.3,Europe/Stockholm,"UMDAC, Umea University","UMDAC, Umea University","AS12501 UMDAC, Umea University"
Quezon City,Metro Manila,Philippines,1100,14.6,121.0,Asia/Manila,Philippine Long Distance Telephone Co.,,AS9299 Philippine Long Distance Telephone Company
,,,,,,,,,
,,,,,,,,,
Ichibachō,Chiba,Japan,260-0851,35.6,140.1,Asia/Tokyo,NTT Communications Corporation,Open Computer Network,AS4713 NTT Communications Corporation
Jakarta,Jakarta,Indonesia,,-6.2,106.8,Asia/Jakarta,PT Telekomunikasi Selular Indonesia,PT.TELKOMSEL Indonesia,AS23693 PT. Telekomunikasi Selular
Cheyenne,Wyoming,United States,82010,41.1,-104.8,America/Denver,T-Mobile USA,Sprint Cheyenne POP,
Council Bluffs,Iowa,United States,,41.3,-95.9,America/Chicago,Google LLC,Google Cloud (us-central1),AS396982 Google LLC
Kolkata,West Bengal,India,700053,22.6,88.4,Asia/Kolkata,AIRCEL,Aircel Limited,
North Bay,Ontario,Canada,P1B,46.3,-79.6,America/Toronto,Cogeco Communications Inc.,Cogeco Cable Canada Inc.,AS7992 Cogeco Connexion Inc.
Billings,Montana,United States,59103,45.8,-108.5,America/Denver,Charter Communications,Spectrum,AS33588 Charter Communications
Kloten,Zurich,Switzerland,8302,47.5,8.6,Europe/Zurich,Provider:Swisscom IP-Plus,Bundesamt fuer Meteorologie und Klimatologie,AS559 SWITCH
Hangzhou,Zhejiang,China,310000,30.0,120.0,Asia/Shanghai,Chinanet,ZJ ZF New Material Co,AS4134 CHINANET-BACKBONE
Porto Alegre,Rio Grande do Sul,Brazil,,-30.0,-51.2,America/Sao_Paulo,Universidade Federal do Rio Grande do Sul,Universidade Federal do Rio Grande do Sul,AS19200 Universidade Federal do Rio Grande do Sul
Atlanta,Georgia,United States,30302,33.7,-84.4,America/New_York,Spectrum,Road Runner,AS11426 Charter Communications Inc
Sierra Vista,Arizona,United States,85613,31.6,-110.4,America/Phoenix,CTNOSC,USAISC,AS367 DoD Network Information Center
Chicago,Illinois,United States,60666,41.9,-87.6,America/Chicago,"T-Mobile USA, Inc.","T-Mobile USA, Inc.","AS21928 T-Mobile USA, Inc."
Symonston,Australian Capital Territory,Australia,2609,-35.3,149.2,Australia/Sydney,AUSLIG,Auslig,
,,,,,,,,,
Hyakuninchō,Tokyo,Japan,169-0071,35.7,139.7,Asia/Tokyo,"National University Corporation, Ehime University",,"AS131897 National University Corporation ,Ehime University"
Montreal,Quebec,Canada,H3T,45.5,-73.6,America/Toronto,Reseau d'Informations Scientifiques du Quebec (RISQ Inc.),University of Montreal,AS376 Reseau d'Informations Scientifiques du Quebec (RISQ Inc.)
,,,,,,,,,
New York,New York,United States,10271,40.7,-74.0,America/New_York,Mediaocean LLC,Mediaocean LLC,
,,,,,,,,,
Edmonton,Alberta,Canada,T5J,53.5,-113.5,America/Edmonton,Reserved AS,Edmonton Power,AS23448 ASN-EPCOR
Tehran,Tehran,Iran,,35.7,51.4,Asia/Tehran,Sepanta Internet and MPLS Service Provider,Sepanta Communication Development Co. Ltd,AS39074 Sepanta Communication Development Co. Ltd
Madrid,Madrid,Spain,28044,40.4,-3.8,Europe/Madrid,Entidad Publica Empresarial Red.es,UPM,AS766 Entidad Publica Empresarial Red.es
Shanghai,Shanghai,China,,31.2,121.5,Asia/Shanghai,China Unicom CHINA169 Shanghai Province Network,,AS17621 China Unicom Shanghai network
Ichigaochō,Kanagawa,Japan,225-0021,35.6,139.5,Asia/Tokyo,UCOM Corp.,UCOM Corporation,AS17506 ARTERIA Networks Corporation
Chennai,Tamil Nadu,India,600001,13.1,80.3,Asia/Kolkata,SoftLayer,"SoftLayer Technologies, Inc",AS36351 SoftLayer Technologies Inc.
Richmond,British Columbia,Canada,V7E,49.1,-123.2,America/Vancouver,University of British Columbia,University of British Columbia,AS393249 University of British Columbia
Luxembourg,Luxembourg,Luxembourg,L-1661,49.6,6.1,Europe/Luxembourg,POST Luxembourg,EPT,AS6661 POST Luxembourg
Sierra Vista,Arizona,United States,85613,31.6,-110.4,America/Phoenix,DoD Network Information Center,USAISC,AS721 DoD Network Information Center
Haidian,Beijing,China,,40.0,116.3,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent Cloud Computing (Beijing) Co., Ltd",AS45090 Shenzhen Tencent Computer Systems Company Limited
Chiyoda,Tokyo,Japan,100-8111,35.7,139.8,Asia/Tokyo,ITOCHU Techno-Solutions Corporation,ITOCHU Techno-Solutions Corporation,AS9993 ITOCHU Techno-Solutions Corporation
Dublin,Ohio,United States,43017,40.1,-83.1,America/New_York,"Amazon.com, Inc.",AWS EC2 (us-east-2),"AS16509 Amazon.com, Inc."
Mersin,Mersin,Türkiye,33010,36.8,34.7,Europe/Istanbul,Broadmax Sub2,,AS44558 Netonline Bilisim Sirketi LTD
Ouagadougou,Centre,Burkina Faso,,12.4,-1.5,Africa/Ouagadougou,Virtual Technologies network,Virtual Technologies & Solutions,AS37721 Virtual Technologies & Solutions
Mexico City,Mexico City,Mexico,4530,19.3,-99.2,America/Mexico_City,UNINET,UNINET,
Independence,Kentucky,United States,41051,38.9,-84.5,America/New_York,Fuse Internet Access,FUSE ADSL Ports - CNESR1,AS6181 Cincinnati Bell Telephone Company LLC
London,England,United Kingdom,W1B,51.5,-0.1,Europe/London,UK Ministry of Defence,UK Ministry of Defence,
Yintai,Shaanxi,China,,35.4,109.2,Asia/Shanghai,Chinanet,Chinanet SN,AS4134 CHINANET-BACKBONE
Bellevue,Washington,United States,98006,47.6,-122.2,America/Los_Angeles,"T-Mobile USA, Inc.","T-Mobile USA, Inc.","AS21928 T-Mobile USA, Inc."
,,,,,,,,,
Dearborn,Michigan,United States,48121,42.3,-83.2,America/Detroit,Ford Motor Company,Ford Motor Company,
Belgrade,Belgrade,Serbia,,44.8,20.5,Europe/Belgrade,Telekom Srbija Internet Backbone Network,,AS8400 TELEKOM SRBIJA a.d.
Nanterre,Île-de-France,France,92000,48.9,2.2,Europe/Paris,Electricite de France SA,Electricite de France SA,
Copenhagen,Capital Region,Denmark,2500,55.7,12.5,Europe/Copenhagen,DXC Technology Danmark,DXC Technology Danmark,
Redmond,Washington,United States,98052,47.6,-122.1,America/Los_Angeles,Microsoft Corporation,Microsoft Corporation,AS8075 Microsoft Corporation
Kozani,West Macedonia,Greece,,40.3,21.8,Europe/Athens,OTEnet,Ote SA,AS6799 Ote SA (Hellenic Telecommunications Organisation)
London,England,United Kingdom,W1B,51.5,-0.1,Europe/London,Microsoft Corporation,Microsoft Corporation,
Chicago,Illinois,United States,60666,41.9,-87.6,America/Chicago,A100 ROW Inc,A100 ROW Inc,
New York,New York,United States,10123,40.7,-74.0,America/New_York,"CenturyLink Communications, LLC","CenturyLink Communications, LLC","AS209 CenturyLink Communications, LLC"
Yuzhong Chengguanzhen,Gansu,China,,35.8,104.3,Asia/Shanghai,Chinanet,Chinanet GS,AS4134 CHINANET-BACKBONE
Helbra,Saxony-Anhalt,Germany,6311,51.5,11.5,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG
Jakarta,Jakarta,Indonesia,,-6.2,106.8,Asia/Jakarta,PT. INDOSAT Tbk,,AS4761 INDOSAT Internet Network Provider
Jinan,Shandong,China,,36.7,117.0,Asia/Shanghai,China Mobile communications corporation,China Mobile,AS24444 Shandong Mobile Communication Company Limited
Dubai,Dubai,United Arab Emirates,171103,25.3,55.3,Asia/Dubai,Microsoft Corporation,Microsoft Azure Cloud (uaenorth),AS8075 Microsoft Corporation
Cheongju-si,North Chungcheong,South Korea,286,36.6,127.5,Asia/Seoul,Korea Telecom,Korea Telecom,AS4766 Korea Telecom
Istanbul,Istanbul,Türkiye,34015,41.0,28.9,Europe/Istanbul,TurkTelecom,Turk Telekomunikasyon A.S,AS47331 TTNet A.S.
Richland,Washington,United States,99352,46.3,-119.3,America/Los_Angeles,ESnet,Battele Pacific Northwest Laboratory,AS292 ESnet
Beijing,Beijing,China,100000,39.9,116.4,Asia/Shanghai,"Hangzhou Alibaba Advertising Co., Ltd.",Aliyun Computing Co.,"AS37963 Hangzhou Alibaba Advertising Co.,Ltd."
