Region,Country,ISP,Organization,Autonomous System,Postal Code,Latitude,Longitude,count
Dadra and Nagar Haveli and Daman and Diu,India,telnet technoinfra pvt ltd,telnet technoinfra pvt ltd,AS138411 Telnet Technoinfra Pvt Ltd,39****,20.4,72.8,1
Daejeon,South Korea,Daejeon Helath Sciences College,Kren,AS18029 Daejeon Helath Sciences College,30****,36.3,127.5,1
Daejeon,South Korea,LG POWERCOMM,LG POWERCOMM,AS17858 LG POWERCOMM,35*,36.4,127.4,1
Daejeon,South Korea,Woosong Information College,Korean Education Network,AS9782 WooSong University,35***,36.3,127.4,1
Delaware,United States,"Comcast Cable Communications, LLC","Comcast Cable Communications, Inc.","AS33657 Comcast Cable Communications, LLC",19***,39.3,-75.6,1
District of Columbia,United States,"AT&T Services, Inc.",AT&T Internet Services,"AS7018 AT&T Services, Inc.",20***,38.9,-77.0,1
District of Columbia,United States,"AT&T Services, Inc.",AT&T Mobility LLC,"AS7018 AT&T Services, Inc.",20***,38.9,-77.0,1
District of Columbia,United States,Cogent Communications,Cogent Communications - IPENG,AS174 Cogent Communications,56***,38.9,-77.0,1
District of Columbia,United States,Cogent Communications,Cogent communications - IPENG,AS174 Cogent Communications,20***,38.9,-77.1,3
District of Columbia,United States,Verizon Business,Central Intelligence Agency,AS7046 Verizon Business,20***,38.9,-77.0,1
Donetsk,Ukraine,EAST-NET Ltd,EAST.NET Ltd.,AS50780 EAST-NET Ltd,75**,48.0,37.8,1
Dubai,United Arab Emirates,Microsoft Corporation,Microsoft Azure Cloud (uaenorth),AS8075 Microsoft Corporation,17****,25.3,55.3,1
Emilia-Romagna,Italy,Fastweb SpA,FASTWEB VULA Statico,AS12874 Fastweb SpA,42***,44.8,10.8,1
Emilia-Romagna,Italy,Telecom Italia Mobile,Telecom Italia S.p.A.,AS16232 Telecom Italia S.p.A.,40***,44.5,11.4,1
England,United Kingdom,ASK4 Limited,Ask4 Limited,AS41230 ASK4 Limited,S1***,53.4,-1.5,1
England,United Kingdom,Amazon Technologies Inc.,AWS EC2 (eu-west-2),"AS16509 Amazon.com, Inc.",W1*,51.5,-0.1,1
England,United Kingdom,British Telecommunications PLC,BT MBB,AS6871 Plusnet,ST**,52.8,-2.1,1
England,United Kingdom,EE Limited,EEMobile,AS12576 EE Limited,RM*,51.5,0.1,2
England,United Kingdom,EE Limited,MBB Pools,AS12576 EE Limited,AL******,51.8,-0.3,1
England,United Kingdom,EE Limited,Orange PCS GPRS Services,AS12576 EE Limited,AL******,51.8,-0.2,1
England,United Kingdom,IBG-Hosting,Progressive Digital Media Group PLC,AS25180 Exponential-E Ltd.,EC**,51.5,-0.1,1
England,United Kingdom,Jisc Services Limited,De Montfort University,AS786 Jisc Services Limited,LE*****,52.6,-1.1,1
England,United Kingdom,"Level 3 Communications, Inc.",UK Customer Serial Links,"AS3356 Level 3 Parent, LLC",EC******,51.5,-0.1,1
England,United Kingdom,MICROSOFT,Microsoft Limited,AS8075 Microsoft Corporation,W1*,51.5,-0.1,4
England,United Kingdom,Microsoft,Microsoft Limited,AS8075 Microsoft Corporation,W1*,51.5,-0.1,1
England,United Kingdom,Microsoft Corporation,Microsoft Azure Cloud (uksouth),AS8075 Microsoft Corporation,EC******,51.5,-0.1,1
England,United Kingdom,Microsoft Corporation,Microsoft Limited,AS8075 Microsoft Corporation,W1*,51.5,-0.1,3
England,United Kingdom,Oracle Svenska AB,Oracle Corporation,AS43894 Oracle Svenska AB,W1*,51.5,-0.1,1
England,United Kingdom,Portfast Ltd,Portfast Ltd,AS8916 Portfast Ltd,S7***,53.4,-1.5,1
England,United Kingdom,Satellite Mediaport Services Ltd.,Satellite Mediaport Services Ltd,AS13126 Satellite Mediaport Services Ltd.,CV******,52.4,-1.3,1
England,United Kingdom,Sky UK Limited,Sky Broadband,AS5607 Sky UK Limited,LA**,54.1,-3.2,1
England,United Kingdom,Sky UK Limited,Sky Broadband,AS5607 Sky UK Limited,SE**,51.5,-0.1,1
England,United Kingdom,TalkTalk,Carphone Warehouse Broadband Services,AS13285 TalkTalk Communications Limited,BS*,51.5,-2.6,1
England,United Kingdom,TalkTalk,Carphone Warehouse Broadband Services,AS13285 TalkTalk Communications Limited,NW*,51.6,-0.2,1
England,United Kingdom,TalkTalk,TalkTalk Communications Limited,AS13285 TalkTalk Communications Limited,LE*,52.7,-1.1,1
England,United Kingdom,TalkTalk,TalkTalk Communications Limited,AS31655 Gamma Telecom Holdings Ltd,W1*,51.5,-0.1,1
England,United Kingdom,TalkTalk Communications Limited,Opalnet,AS9105 TalkTalk Communications Limited,LE**,52.8,-1.2,1
England,United Kingdom,Telefonica UK Limited,Currently in query,AS35228 Telefonica UK Limited,SL*,51.5,-0.6,1
England,United Kingdom,Trustmarque Solutions Ltd,Trustmarque Solutions Limited,AS196744 Capita Business Services Ltd,SW*,51.5,-0.1,1
England,United Kingdom,UBS AG,UBS AG,AS17071 UBS AG,W1*,51.5,-0.1,1
England,United Kingdom,Verizon Business,Verizon Nederland B.V.,AS702 Verizon Business,W1*,51.5,-0.1,1
England,United Kingdom,Verizon Nederland B.V.,network EU-UUNET,AS702 Verizon Business,W1*,51.5,-0.1,1
England,United Kingdom,Virgin Media Business,Virgin Media Limited,AS5089 Virgin Media Limited,SS*,51.6,0.7,1
England,United Kingdom,Virgin Media Limited,Senior Internet Ltd,AS5089 Virgin Media Limited,NG**,53.0,-1.0,1
England,United Kingdom,Virgin Media Limited,Vmcbbuk,AS5089 Virgin Media Limited,DN**,53.6,-0.1,1
England,United Kingdom,Vodafone,Vodafone Limited,AS5378 Vodafone Limited,DL*,54.6,-1.6,1
England,United Kingdom,Xerox Corporation,Xerox Corporation,AS26662 XEROX CORPORATION,W1*,51.5,-0.1,1
Federal District,Brazil,Servico Federal De Processamento De Dados - Serpro,Servico Federal De Processamento De Dados - Serpro,AS10954 SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,70***,-15.8,-47.9,1
Federal District,Brazil,TELEFÔNICA BRASIL S.A,Global Village Telecom,AS18881 TELEFÔNICA BRASIL S.A,70***,-15.8,-47.9,1
Federal District,Brazil,TELEFÔNICA BRASIL S.A,Global Village Telecom,AS18881 TELEFÔNICA BRASIL S.A,71***,-15.8,-47.8,1
Federal District,Brazil,V tal,V tal,AS8167 V tal,72***,-15.7,-48.2,1
Flanders,Belgium,Mobistar Cable,Mobistar Enterprise Services,AS47377 Orange Belgium SA,20**,51.2,4.4,1
Flanders,Belgium,Proximus,Proximus SA,AS5432 Proximus NV,20**,51.2,4.4,1
Florida,United States,"Akamai Technologies, Inc.","Akamai Technologies, Inc.","AS16625 Akamai Technologies, Inc.",33***,25.8,-80.2,1
Florida,United States,"Arachnitec, INC.",High Speed Web/Genesis 2 Networks,"AS6921 Arachnitec, INC.",32***,30.3,-81.7,1
Florida,United States,Breezeline,"Atlantic Broadband Finance, LLC",AS11776 Breezeline,33***,25.9,-80.1,1
Florida,United States,Charter Communications,Spectrum,"AS33363 Charter Communications, Inc",32***,28.4,-81.4,1
Florida,United States,Charter Communications,Spectrum,"AS33363 Charter Communications, Inc",32***,28.6,-81.4,1
Florida,United States,Charter Communications,Spectrum,"AS33363 Charter Communications, Inc",32***,28.7,-81.4,1
Florida,United States,Charter Communications,Spectrum,"AS33363 Charter Communications, Inc",33***,27.8,-82.7,1
Florida,United States,Charter Communications,Spectrum,"AS33363 Charter Communications, Inc",33***,27.9,-82.8,1
Florida,United States,Charter Communications,Spectrum,"AS33363 Charter Communications, Inc",33***,28.1,-81.8,2
Florida,United States,Charter Communications,Spectrum,"AS33363 Charter Communications, Inc",34***,27.5,-82.6,1
Florida,United States,Charter Communications,Spectrum,"AS33363 Charter Communications, Inc",34***,28.4,-82.7,1
Florida,United States,Columbus Networks USA,Flamingo Television Bonaire,"AS23520 Columbus Networks USA, Inc.",33***,25.8,-80.2,1
Florida,United States,Comcast Cable Communications,"Comcast IP Services, L.L.C.","AS20214 Comcast Cable Communications, LLC",33***,26.5,-80.1,1
Florida,United States,Comcast Cable Communications,"Comcast IP Services, L.L.C.","AS20214 Comcast Cable Communications, LLC",33***,26.7,-80.2,1
Florida,United States,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC","AS20214 Comcast Cable Communications, LLC",33***,25.8,-80.2,1
Florida,United States,"L3Harris Technologies, Inc.","L3Harris Technologies, Inc","AS243 L3Harris Technologies, Inc.",32***,28.1,-80.6,1
Florida,United States,"L3Harris Technologies, Inc.","L3Harris Technologies, Inc.","AS243 L3Harris Technologies, Inc.",32***,28.1,-80.6,1
Florida,United States,Mediacom Communications,demia005cm9,AS30036 Mediacom Communications Corp,32***,30.7,-87.0,1
Florida,United States,"Omnispring, LLC",1.org.omnispring.com,"AS32083 Omnispring, LLC",32***,28.5,-81.4,1
Florida,United States,Sprint Communications,Sprint Orlando POP,AS1239 Sprint,32***,28.5,-81.4,1
Florida,United States,University of Central Florida,University of Central Florida,AS7939 University of Central Florida,32***,28.6,-81.2,1
Florida,United States,Windstream Communications LLC,Windstream Communications LLC,AS7029 Windstream Communications LLC,33***,25.9,-80.3,1
Free and Hanseatic City of Hamburg,Germany,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG,22***,53.6,9.8,1
Free and Hanseatic City of Hamburg,Germany,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG,22***,53.6,10.0,1
Free and Hanseatic City of Hamburg,Germany,TNG Stadtnetz GmbH,Ftth Wedelnet Com,AS13101 TNG Stadtnetz GmbH,20***,53.6,10.0,1
Free and Hanseatic City of Hamburg,Germany,Telefonica Deutschland GmbH,Telefonica Deutschland GmbH,AS6805 Telefonica Germany GmbH & Co.OHG,22***,53.6,10.0,1
Free and Hanseatic City of Hamburg,Germany,freenet Datenkommunikations GmbH,freenet Datenkommunikations GmbH,AS5430 freenet Datenkommunikations GmbH,22***,53.6,10.0,1
Fujian,China,Chinanet,Chinanet FJ,AS4134 CHINANET-BACKBONE,36****,24.5,118.1,1
Fukushima,Japan,NTT Communications Corporation,Open Computer Network,AS4713 NTT Communications Corporation,96******,37.8,140.5,1
Gangwon-do,South Korea,Korea Telecom,Kornet,AS4766 Korea Telecom,25*,37.7,128.9,1
Gauteng,South Africa,Cell C (Pty) Ltd,CELLC Corporate,AS37168 Cell C (Pty) Ltd,81***,-25.8,28.3,1
Gauteng,South Africa,Dimension Data,Dimension Data,AS3741 Dimension Data,21**,-26.2,28.1,1
Gauteng,South Africa,MTN SA,MTN SA,AS12091 MTN SA,20**,-26.2,27.9,1
Gauteng,South Africa,Telkom SA Ltd.,Telkom SA Limited,AS5713 Telkom SA Ltd.,18*,-25.7,28.2,1
Georgia,United States,AT&T Mobility LLC,Service Provider Corporation,AS20057 AT&T Mobility LLC,30***,33.7,-84.4,1
Georgia,United States,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc.",30***,33.9,-84.1,1
Georgia,United States,"AT&T Services, Inc.",AT&T Mobility LLC,"AS7018 AT&T Services, Inc.",30***,33.8,-84.4,1
Georgia,United States,"Akamai Technologies, Inc.",Linode,AS63949 Akamai Connected Cloud,30***,33.7,-84.4,1
Georgia,United States,BellSouth.net Inc.,GSP ADSL EEUA,AS8075 Microsoft Corporation,30***,33.8,-84.4,1
Georgia,United States,Board of Regents of the University System of Georgia,Board of Regents of the University System of Georgia,AS3479 Board of Regents of the University System of Georgia,30***,33.7,-84.1,1
Georgia,United States,FTBENNING,USAISC,AS367 DoD Network Information Center,31***,32.5,-84.9,1
Georgia,United States,GTT,FreightCheck LLC,AS3257 GTT Communications Inc.,30***,33.8,-84.4,1
Georgia,United States,Georgia Technology Authority,Georgia Technology Authority,AS2897 Georgia Technology Authority,30***,33.7,-84.4,1
Georgia,United States,Georgia Technology Authority,Georgia Technology Authority,AS2897 Georgia Technology Authority,31***,32.9,-83.7,1
Georgia,United States,Mediacom Communications Corp,Mediacom Communications Corp,AS30036 Mediacom Communications Corp,31***,31.5,-84.1,1
Georgia,United States,NCR Corporation,NCR Corporation,AS14962 NCR Corporation,30***,33.8,-84.4,2
Georgia,United States,Spectrum,Road Runner,AS11426 Charter Communications Inc,30***,33.7,-84.4,1
Georgia,United States,Verizon Business,Verizon Business,AS22394 Verizon Business,30***,33.8,-84.4,1
Georgia,United States,"Wayport, LLC","Wayport, LLC",AS14654 AT&T Corp.,30***,33.7,-84.4,1
Gifu,Japan,NTT Communications Corporation,Open Computer Network,AS4713 NTT Communications Corporation,50******,35.4,136.8,1
Goiás,Brazil,V tal,V tal,AS8167 V tal,74***,-16.8,-49.2,1
Goiás,Brazil,V tal,V tal,AS8167 V tal,74***,-16.6,-49.2,1
Guangdong,China,China Internet Network Information Center,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited,51****,22.5,114.1,3
Guangdong,China,China Mobile,China Mobile Communications Corporation,"AS9808 China Mobile Communications Group Co., Ltd.",51****,22.5,114.1,1
Guangdong,China,China Mobile communications corporation,China Mobile,"AS9808 China Mobile Communications Group Co., Ltd.",51****,22.5,114.1,1
Guangdong,China,China Mobile communications corporation,China Mobile Communications Corporation - shanghai company,"AS9808 China Mobile Communications Group Co., Ltd.",51****,22.5,114.1,1
Guizhou,China,Chinanet,Chinanet GZ,AS4134 CHINANET-BACKBONE,55****,26.6,106.6,1
Gujarat,India,BSNL Internet,NIB,AS9829 National Internet Backbone,39****,22.3,73.2,1
Gunma,Japan,SUN FIELD INTERNET,"RYOMO INTERNET DATACENTER Co., Ltd",AS23785 SUN FIELD INTERNET LIMITED,37******,36.4,139.3,1
Gwangju,South Korea,SK Broadband Co Ltd,broadNnet,AS9318 SK Broadband Co Ltd,61***,35.1,126.9,1
Gyeonggi-do,South Korea,CJ Hello Co.,HVBucheon,AS17839 LG HelloVision Corp.,14*,37.5,126.8,1
Gyeonggi-do,South Korea,DACOM-PUBNETPLUS,Pubnetplus,AS9316 DACOM-PUBNETPLUS,14*,37.5,126.8,1
Gyeonggi-do,South Korea,Jeollanamdo Educational Research Information Institute,Korea Telecom,AS38681 Jeollanamdo Educational Research Information Institute,13***,37.4,127.1,1
Gyeonggi-do,South Korea,Korea Telecom,Korea Telecom,AS4766 Korea Telecom,13***,37.4,127.1,2
Gyeonggi-do,South Korea,Korea Telecom,Kornet,AS4766 Korea Telecom,12*,37.7,127.2,1
Gyeonggi-do,South Korea,Korea Telecom,Kornet,AS4766 Korea Telecom,13***,37.4,127.1,5
Gyeonggi-do,South Korea,LG DACOM Corporation,Boranet,AS3786 LG DACOM Corporation,14***,37.4,126.9,1
Gyeonggi-do,South Korea,LG POWERCOMM,DACOM-PUBNETPLUS,AS17858 LG POWERCOMM,17*,37.0,126.9,1
Gyeonggi-do,South Korea,LG POWERCOMM,LG POWERCOMM,AS17858 LG POWERCOMM,18*,37.2,126.8,1
Gyeonggi-do,South Korea,Nielsen Consumer LLC,Kornet,AS16477 Nielsen Consumer LLC,13***,37.4,127.1,1
Gyeonggi-do,South Korea,SK Broadband Co Ltd,SK Broadband Co Ltd,AS9318 SK Broadband Co Ltd,16*,37.3,127.1,1
Gyeonggi-do,South Korea,SK Broadband Co Ltd,broadNnet,AS9318 SK Broadband Co Ltd,10*,37.7,126.8,1
Gyeonggi-do,South Korea,SK Broadband Co Ltd,broadNnet,AS9318 SK Broadband Co Ltd,13*,37.4,127.1,1
Gyeonggi-do,South Korea,SamsungSDS Inc.,Samsungsds,AS6619 SamsungSDS Inc.,56**,37.5,127.1,1
Gyeongsangnam-do,South Korea,Korea Telecom,Kornet,AS4766 Korea Telecom,51*,35.2,128.8,1
Gävleborg County,Sweden,Microsoft Corporation,Microsoft Azure Cloud (swedencentral),AS8075 Microsoft Corporation,80****,60.7,17.1,1
Halland County,Sweden,Telia Company AB,Telia Network Services,AS3301 Telia Company AB,43****,57.1,12.3,1
Haryana,India,Ttsl KOL ILL,Tata Teleservices Limited,AS45820 Tata Teleservices ISP AS,12****,28.4,76.9,1
Hatay,Türkiye,Avea Iletisim Hizmetleri,Avea Iletisim Hizmetleri A.S,AS20978 TT Mobil Iletisim Hizmetleri A.S,31***,36.2,36.2,1
Hauts-de-France,France,Free Mobile SAS,Free Mobile,AS51207 Free Mobile SAS,59***,50.6,3.1,1
Hauts-de-France,France,ProXad network / Free SAS,Proxad / Free SAS,AS12322 Free SAS,62***,50.9,1.9,1
Hawaii,United States,DoD Network Information Center,Navy Network Information Center,AS647 DoD Network Information Center,96***,21.3,-157.9,1
Hawaii,United States,State of Hawaii,University of Hawaii,AS62712 State of Hawaii,96***,21.3,-157.8,1
Hawaii,United States,SystemMetrics Corporation,Enovatel LLC,AS21686 SystemMetrics Corporation,96***,21.3,-157.9,1
Heilongjiang,China,China Mobile communications corporation,China Mobile,AS132525 HeiLongJiang Mobile Communication Company Limited,15****,45.8,126.6,1
Heilongjiang,China,Chinanet,Communication Corporation,AS4134 CHINANET-BACKBONE,15****,45.7,126.7,1
Henan,China,China Mobile communications corporation,China Mobile Communications Corporation,"AS24445 Henan Mobile Communications Co.,Ltd",45****,34.7,113.6,1
Heredia Province,Costa Rica,Instituto Costarricense de Electricidad y Telecom.,San Pedro,AS11830 Instituto Costarricense de Electricidad y Telecom.,40***,10.0,-84.2,1
Hesse,Germany,1&1 Versatel Deutschland GmbH,Versatel Deutschland,AS8881 1&1 Versatel Deutschland GmbH,60***,50.1,8.7,1
Hesse,Germany,ARCOR-IP,Arcor AG & Co,AS3209 Vodafone GmbH,65***,50.1,8.6,1
Hesse,Germany,AXESS Networks Solutions Germany GmbH,Customer AXESS EMEA,AS39151 AXESS Networks Solutions Germany GmbH,60***,50.1,8.7,1
Hesse,Germany,Amazon Technologies Inc.,AWS EC2 (eu-central-1),"AS16509 Amazon.com, Inc.",60***,50.1,8.7,3
Hesse,Germany,Amazon.com,AWS EC2 (eu-central-1),"AS16509 Amazon.com, Inc.",60***,50.1,8.7,1
Hesse,Germany,COLT Technology Services Group Limited,COLT Telecom,AS8220 COLT Technology Services Group Limited,60***,50.1,8.7,1
Hesse,Germany,Deutsche Post AG,Deutsche Post AG,AS12291 Deutsche Post AG,60***,50.1,8.7,1
Hesse,Germany,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG,60***,50.1,8.7,2
Hesse,Germany,Deutsche Telekom AG,mais GmbH,AS3320 Deutsche Telekom AG,60***,50.1,8.7,1
Hesse,Germany,DoD Network Information Center,Air Force Systems Networking,AS367 DoD Network Information Center,60***,50.1,8.7,1
Hesse,Germany,Equinix Frankfurt,Equinix (Germany) GmbH,AS15830 Equinix (EMEA) Acquisition Enterprises B.V.,60***,50.1,8.6,1
Hesse,Germany,Hivelocity Inc,Ipxo Limited,AS61317 Hivelocity Inc,60***,50.1,8.7,1
Hesse,Germany,Microsoft Corporation,Microsoft Azure Cloud (germanywestcentral),AS8075 Microsoft Corporation,60***,50.1,8.7,1
Hesse,Germany,NETHINKS GmbH,NETHINKS GmbH,AS8319 NETHINKS GmbH,36***,50.6,9.7,1
Hesse,Germany,Telekom Deutschland GmbH,Telekom Deutschland GmbH,AS3320 Deutsche Telekom AG,60***,50.1,8.7,2
Hesse,Germany,U.S. Department of Defense Education Activity,U.S. Department of Defense Education Activity,AS6595 U.S. Department of Defense Education Activity,60***,50.1,8.7,1
Hesse,Germany,Vodafone Global Enterprise Inc.,Vodafone D2 GmbH,AS3209 Vodafone GmbH,65***,50.1,8.6,1
Hesse,Germany,marbis GmbH,Marbis Defra,AS199610 marbis GmbH,60***,50.1,8.6,1
Hiroshima,Japan,"Energia Communications, Inc.",Yasuda Womens University Junior College,"AS7670 Enecom,Inc.",73******,34.4,132.5,1
Hokkaido,Japan,Kddi Corporation,KDDI,AS2516 KDDI CORPORATION,09******,44.3,142.6,1
Hunan,China,Chinanet,Chinanet HN,AS4134 CHINANET-BACKBONE,41****,27.6,111.9,1
Hyōgo,Japan,OPTAGE Inc.,OPTAGE Inc.,AS17511 OPTAGE Inc.,66******,34.8,135.4,1
Hyōgo,Japan,"Research Organization of Information and Systems, National Institute of Informa",Konan University,"AS2907 Research Organization of Information and Systems, National Institute of Informatics",65******,34.7,135.2,1
Iași County,Romania,Orange Romania Network,Orange Romania S.A,AS8953 Orange Romania S.A.,70****,47.2,27.6,1
Ibaraki,Japan,Softbank BB Corp.,SOFTBANK Corp,AS17676 SoftBank Corp.,30******,35.9,140.1,1
Idaho,United States,Wholesail networks LLC,Ziply Fiber,AS20055 Wholesail networks LLC,83***,44.9,-116.1,1
Illinois,United States,AT&T Mobility LLC,AT&T Mobility LLC,AS46164 AT&T Mobility LLC,60***,41.9,-87.6,1
Illinois,United States,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc.",60***,41.8,-88.0,1
Illinois,United States,"AT&T Services, Inc.","AT&T Services, Inc.","AS7018 AT&T Services, Inc.",60***,41.9,-87.6,1
Illinois,United States,"AT&T Services, Inc.","HYPER-IT SERVICES, LLC","AS7018 AT&T Services, Inc.",60***,41.8,-88.3,1
Illinois,United States,"AT&T Services, Inc.",PPPoX Pool Rback3 EMHRIL,"AS7018 AT&T Services, Inc.",60***,41.9,-87.9,1
Illinois,United States,Argonne National Laboratory,Argonne National Laboratory,AS683 Argonne National Laboratory,60***,41.7,-88.0,1
Illinois,United States,Charter Communications,Spectrum,AS20115 Charter Communications,62***,38.8,-90.0,1
Illinois,United States,"Comcast Cable Communications, LLC","Comcast Cable Communications, Inc.","AS33491 Comcast Cable Communications, LLC",60***,41.6,-87.8,1
Illinois,United States,Eagle Wireless LLC,Eagle Wireless LLC,AS400435 Eagle Wireless LLC,62***,39.0,-88.2,1
Illinois,United States,Google Fiber Inc.,Google Fiber Inc,AS16591 Google Fiber Inc.,60***,41.9,-87.6,1
Illinois,United States,Illinois Century Network,Illinois Century Network,AS6325 Illinois Century Network,62***,39.8,-89.7,1
Illinois,United States,"Inteliquent, inc.","Inteliquent, inc","AS5006 Inteliquent, inc.",60***,41.9,-87.6,1
Illinois,United States,"Motorola, Inc.",Motorola MNIC,"AS19773 Motorola, Inc.",60***,42.1,-88.1,1
Illinois,United States,Netflix Streaming Services Inc.,Netflix Streaming Services Inc,AS2906 Netflix Streaming Services Inc.,60***,41.9,-87.6,1
Illinois,United States,Nokia of America Corporation,Nokia of America Corporation,AS10455 Nokia of America Corporation,60***,41.9,-87.6,2
Illinois,United States,Northwestern Memorial Hospital,Northwestern Memorial Hospital,AS19247 Northwestern Memorial Hospital,60***,41.9,-87.6,1
Illinois,United States,Rackspace Hosting,Rackspace Hosting,AS19994 Rackspace Hosting,60***,41.9,-87.6,1
Illinois,United States,Sargent & Lundy Engineers,Sargent & Lundy Engineers,AS26551 Sargent & Lundy Engineers,60***,41.9,-87.7,1
Illinois,United States,Sprint,Sprint,AS1239 Sprint,60***,41.9,-87.6,1
Illinois,United States,"T-Mobile USA, Inc.","T-Mobile USA, Inc.","AS21928 T-Mobile USA, Inc.",60***,41.9,-87.6,7
Illinois,United States,The University of Chicago,University of Chicago,AS160 The University of Chicago,60***,41.9,-87.7,1
Illinois,United States,United States Cellular Telephone Company,Service Provider Corporation,"AS6614 UNITED STATES CELLULAR TELEPHONE COMPANY (GREATER KNOXVILLE), L.P.",60***,41.9,-87.6,2
Illinois,United States,Verizon Business,Service Provider Corporation,AS6167 Verizon Business,60***,41.7,-87.8,1
Illinois,United States,Verizon Business,Service Provider Corporation,AS6167 Verizon Business,60***,41.9,-87.8,1
Illinois,United States,Verizon Business,Verizon Business,AS6167 Verizon Business,60***,42.0,-87.9,1
Illinois,United States,Verizon Business,Verizon Business,AS701 Verizon Business,60***,41.9,-87.6,2
Illinois,United States,Webpass Inc.,Webpass Inc.,AS19165 Webpass Inc.,60***,41.9,-87.6,1
Incheon,South Korea,DACOM-PUBNETPLUS,Pubnetplus,AS17858 LG POWERCOMM,21*,37.4,126.7,1
Incheon,South Korea,Korea Telecom,KORNET,AS4766 Korea Telecom,22*,37.5,126.7,1
Incheon,South Korea,Korea Telecom,Korea Telecom,AS4766 Korea Telecom,21*,37.5,126.7,1
Incheon,South Korea,Korea Telecom,Korea Telecom,AS4766 Korea Telecom,21***,37.5,126.7,1
Incheon,South Korea,SK Broadband Co Ltd,NQ Games Co,AS9318 SK Broadband Co Ltd,22*,37.5,126.7,1
Indiana,United States,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc.",46***,39.6,-86.4,1
Indiana,United States,"AT&T Services, Inc.","AT&T Services, Inc.","AS7018 AT&T Services, Inc.",46***,39.8,-86.2,1
Indiana,United States,Eli Lilly and Company,Eli Lilly and Company,AS4249 Eli Lilly and Company,46***,39.8,-86.2,5
Indiana,United States,Intelligent Fiber Network,Washington County RTC,AS3131 Tele-Media Solutions,47***,38.5,-86.0,1
Indiana,United States,Purdue University,Purdue University,AS397501 Purdue University,47***,40.4,-86.9,1
Indiana,United States,Purdue University,Purdue University Northwest,AS17 Purdue University,46***,41.7,-86.9,1
Iowa,United States,CenturyLink,"CenturyLink, Inc","AS209 CenturyLink Communications, LLC",52***,42.0,-91.7,1
Iowa,United States,Microsoft Corporation,Microsoft Azure Cloud (centralus),AS8075 Microsoft Corporation,50***,41.6,-93.6,1
Iowa,United States,Sprint,CIS Internet Services,AS1239 Sprint,52***,41.9,-90.2,1
Istanbul,Turkey,Ereey Grup Bilisim Teknolojileri Tic. Ltd. Sti.,Ereey Network,AS205961 EREEY GRUP BILISIM TEKNOLOJILERI TIC. LTD. STI.,34***,41.0,29.1,1
Istanbul,Turkey,Superonline Iletisim Hizmetleri A.S.,Superonline Iletisim Hizmetleri,AS34984 Superonline Iletisim Hizmetleri A.S.,34***,40.9,29.2,1
Istanbul,Türkiye,TurkTelecom,Turk Telekomunikasyon A.S,AS47331 TTNet A.S.,34***,41.0,28.9,1
Istanbul,Türkiye,Vodafone Net DSL - ERENKOY,Vodafone Telekomunikasyon A.S.,AS15897 Vodafone Telekomunikasyon A.S.,34***,41.0,28.9,1
Istanbul,Türkiye,descr Avea Iletisim Hizmetleri,Avea Iletisim Hizmetleri A.S,AS20978 TT Mobil Iletisim Hizmetleri A.S,34***,41.0,28.9,1
Iwate,Japan,NTT Communications Corporation,Open Computer Network,AS4713 NTT Communications Corporation,02******,39.7,141.2,1
Jalisco,Mexico,"Mega Cable, S.A. de C.V.","Mega Cable, S.A. de C.V","AS13999 Mega Cable, S.A. de C.V.",44***,20.6,-103.4,1
Jalisco,Mexico,Uninet S.A. de C.V.,UNINET,AS8151 UNINET,45***,20.5,-103.2,1
Jalisco,Mexico,Universidad de Guadalajara,Universidad de Guadalajara,AS2549 Universidad de Guadalajara,45***,20.6,-103.4,1
Jeollanam-do,South Korea,Korea Telecom,Jeonnambonbujang,AS4766 Korea Telecom,58*,35.0,126.7,1
Jiangsu,China,China Mobile communications corporation,China Mobile,AS56046 China Mobile communications corporation,21****,31.3,120.6,1
Jiangsu,China,China Telecom,Chinanet JS,AS140292 CHINATELECOM Jiangsu province Suzhou 5G network,21****,32.1,118.8,1
Jiangsu,China,Chinanet,Chinanet JS,AS4134 CHINANET-BACKBONE,21****,32.1,118.8,3
Jihocesky kraj,Czechia,Vodafone Czech Republic a.s.,Vodafone Czech Republic,AS16019 Vodafone Czech Republic a.s.,37****,48.9,14.4,1
Jujuy,Argentina,TV MUSIC HOUSE JUJUY,TV MUSIC HOUSE JUJUY,AS52312 TV MUSIC HOUSE JUJUY,46**,-24.2,-65.2,1
Jujuy,Argentina,Telecom Argentina S.A.,Telecom Argentina S.A,AS7303 Telecom Argentina S.A.,45**,-23.7,-64.5,1
Kanagawa,Japan,Kddi Corporation,KDDI,AS2516 KDDI CORPORATION,23******,35.2,139.7,1
