IP Address,City,Region,Country,Postal Code,Latitude,Longitude,Timezone,ISP,Organization,Autonomous System
241.***.***.***,,,,,,,,,,
114.***.***.***,Huamu,Shanghai,China,,31.2069,121.599,Asia/Shanghai,Oriental Cable Network C*,"Oriental Cable Network Co., Ltd.","AS9812 Oriental Cable Network Co., Ltd."
31.***.***.***,Settimo Torinese,Piedmont,Italy,10***,45.1417,7.7681,Europe/Rome,Vodafon*,,AS30722 Vodafone Italia S.p.A.
137.***.***.***,Kista,Stockholm County,Sweden,16****,59.4059,17.9539,Europe/Stockholm,Ericsson Inc*,Ericsson AB,AS158 Ericsson Inc.
245.***.***.***,,,,,,,,,,
41.***.***.***,Cape Town,Western Cape,South Africa,74**,-33.91,18.4304,Africa/Johannesburg,Vodacom UMTS Cape Town Western Cape INTERNET AP*,,AS29975 Vodacom
150.***.***.***,Indianapolis,Indiana,United States,46***,39.7709,-86.1585,America/Chicago,AT&T Service*,"AT&T Services, Inc.",
127.***.***.***,,,,,,,,,,
163.***.***.***,Linkou District,New Taipei,Taiwan,,25.0738,121.3935,Asia/Taipei,T-TYRC.EDU.T*,National Central University,AS1659 Taiwan Academic Network (TANet) Information Center
239.***.***.***,,,,,,,,,,
157.***.***.***,Hyderabad,Telangana,India,50****,17.3724,78.4378,Asia/Kolkata,Reliance Jio Infocomm Limite*,Reliance Jio Infocomm Limited,AS55836 Reliance Jio Infocomm Limited
202.***.***.***,Tokyo,Tokyo,Japan,15******,35.6837,139.6805,Asia/Tokyo,NT*,NTN corporation,"AS2514 NTT PC Communications, Inc."
45.***.***.***,Fortaleza,Ceará,Brazil,60***,-3.7138,-38.5285,America/Fortaleza,Secretaria Municipal De Planejamento Orcamento E *,Secretaria Municipal De Planejamento Orcamento E G,AS269175 SECRETARIA MUNICIPAL DE PLANEJAMENTO ORCAMENTO E G
72.***.***.***,New York,New York,United States,10***,40.7128,-74.006,America/New_York,Verizon Busines*,Verizon Business,AS22394 Verizon Business
7.***.***.***,Whitehall,Ohio,United States,43***,39.9747,-82.8947,America/New_York,DoD Network Information Cente*,DoD Network Information Center,AS749 DoD Network Information Center
255.***.***.***,,,,,,,,,,
165.***.***.***,Chiyoda,Tokyo,Japan,10******,35.6916,139.768,Asia/Tokyo,NTT Communications Corporatio*,Mitsubishi Corporation,AS4713 NTT Communications Corporation
131.***.***.***,Shimomeguro,Tokyo,Japan,15******,35.6418,139.7023,Asia/Tokyo,Keio Universit*,KEIO,AS38635 Keio University
89.***.***.***,Shumen,Shumen,Bulgaria,97**,43.2612,26.9086,Europe/Sofia,A1 Bulgaria EA*,Blizoo Media and Broadband EAD,AS13124 A1 Bulgaria EAD
107.***.***.***,Atlanta,Georgia,United States,30***,33.749,-84.388,America/New_York,"Wayport, LL*","Wayport, LLC",AS14654 AT&T Corp.
146.***.***.***,Sierra Vista,Arizona,United States,85***,31.5552,-110.35,America/Phoenix,DoD Network Information Cente*,USAISC,AS367 DoD Network Information Center
243.***.***.***,,,,,,,,,,
86.***.***.***,Bedlington,England,United Kingdom,NE**,55.1312,-1.5887,Europe/London,BT Public Internet Servic*,,AS2856 British Telecommunications PLC
55.***.***.***,Sierra Vista,Arizona,United States,85***,31.5552,-110.35,America/Phoenix,"Headquarters, USAIS*",USAISC,"AS1530 Headquarters, USAISC"
217.***.***.***,Tallinn,Harjumaa,Estonia,,59.4352,24.7149,Europe/Tallinn,Telia Eesti A*,Elion Enterprises Ltd.,AS3249 Telia Eesti AS
156.***.***.***,Oslo,Oslo County,Norway,1****,59.9016,10.7343,Europe/Oslo,Norsk Regnesentra*,NR NCC,AS59863 Norsk Regnesentral
16.***.***.***,Toronto,Ontario,Canada,,43.6532,-79.3832,America/Toronto,Hewlett Packard Enterprise Compan*,Amazon Technologies Inc. (ca-central-1),
36.***.***.***,Ningbo,Zhejiang,China,,29.8752,121.5564,Asia/Shanghai,Chinane*,,AS4134 CHINANET-BACKBONE
51.***.***.***,London,England,United Kingdom,W1*,51.5072,-0.127586,Europe/London,DW*,,
43.***.***.***,Hong Kong,Central and Western District,Hong Kong,,22.3193,114.1693,Asia/Hong_Kong,Shenzhen Tencent Computer Systems Company Limite*,Tencent Cloud Computing,"AS132203 Tencent Building, Kejizhongyi Avenue"
27.***.***.***,Chennai,Tamil Nadu,India,60****,12.8996,80.2209,Asia/Kolkata,Hathway IP over Cable Internet Acces*,Hathway Cable and Datacom Limited,AS17488 Hathway IP Over Cable Internet
172.***.***.***,San Jose,California,United States,95***,37.3382,-121.886,America/Los_Angeles,Akamai International B.V*,"Akamai Technologies, Inc.",AS20940 Akamai International B.V.
31.***.***.***,Friesoythe,Lower Saxony,Germany,26***,53.0162,7.862,Europe/Berlin,EWE TEL Gmb*,EWE TEL GmbH,AS9145 EWE TEL GmbH
194.***.***.***,Vienna,Vienna,Austria,10**,48.2324,16.3518,Europe/Vienna,A1 Telekom Austria A*,A1 Telekom Austria AG,AS8447 A1 Telekom Austria AG
167.***.***.***,Charlotte,North Carolina,United States,28***,35.1497,-80.9461,America/New_York,Atos IT Solutions and Services In*,Arrowpoint Capital,AS33745 Atos IT Solutions and Services Inc
152.***.***.***,Princeton,New Jersey,United States,85**,40.3613,-74.5993,America/New_York,S&P Global Inc*,S&P Global Inc,
159.***.***.***,Seattle,Washington,United States,98***,47.6229,-122.337,America/Los_Angeles,Amazon.co*,"Amazon.com, Inc",
239.***.***.***,,,,,,,,,,
242.***.***.***,,,,,,,,,,
188.***.***.***,Ariano nel Polesine,Veneto,Italy,44***,44.9446,12.1186,Europe/Rome,Delta Web Sp*,,AS49653 CADF S.p.A
204.***.***.***,Natchitoches,Louisiana,United States,71***,31.7546,-93.1002,America/Chicago,State of Louisiana Office of Technology Service*,"Louisiana School the Math, Science, and Arts",AS2048 State of Louisiana Office of Technology Services
143.***.***.***,Irving,Texas,United States,75***,32.912,-96.9998,America/Chicago,NEC Corporation of Americ*,"NEC USA, Inc.",AS13636 NEC Corporation of America
243.***.***.***,,,,,,,,,,
83.***.***.***,Kondopoga,Karelia,Russia,18****,62.2,34.2667,Europe/Moscow,TRANS-TELECO*,,AS20485 Joint Stock Company TransTeleCom
122.***.***.***,Shanghai,Shanghai,China,,31.2222,121.4581,Asia/Shanghai,Chinane*,,AS4134 CHINANET-BACKBONE
41.***.***.***,Cairo,Cairo Governorate,Egypt,,30.0588,31.2268,Africa/Cairo,TE Dat*,TE Data,AS8452 TE-AS
64.***.***.***,New Pekin,Indiana,United States,47***,38.4934,-86.0139,America/Indiana/Indianapolis,Intelligent Fiber Networ*,Washington County RTC,AS3131 Tele-Media Solutions
8.***.***.***,Monroe,Louisiana,United States,71***,32.5896,-92.0669,America/Chicago,"Level 3 Communications, Inc*","Level 3, LLC","AS3356 Level 3 Parent, LLC"
112.***.***.***,Imus,Calabarzon,Philippines,41**,14.4324,120.9387,Asia/Manila,Philippine Long Distance Telephone Co*,,AS9299 Philippine Long Distance Telephone Company
154.***.***.***,Cairo,Cairo Governorate,Egypt,,30.0588,31.2268,Africa/Cairo,TE Dat*,,AS8452 TE-AS
127.***.***.***,,,,,,,,,,
165.***.***.***,Zurich,Zurich,Switzerland,80**,47.372,8.53814,Europe/Zurich,UBINET-INTERNE*,UBS AG,
66.***.***.***,Greenwood Village,Colorado,United States,80***,39.6029,-104.889,America/Denver,Spectru*,Charter Communications,
253.***.***.***,,,,,,,,,,
17.***.***.***,Cupertino,California,United States,95***,37.3219,-122.03,America/Los_Angeles,Apple Inc*,Apple Inc,AS714 Apple Inc.
89.***.***.***,Frankfurt am Main,Hesse,Germany,60***,50.0998,8.63154,Europe/Berlin,Equinix Frankfur*,Equinix (Germany) GmbH,AS15830 Equinix (EMEA) Acquisition Enterprises B.V.
210.***.***.***,Taipei,Taiwan,Taiwan,,25.033,121.565,Asia/Taipei,"Chunghwa Telecom Co., Ltd*",Chunghwa Telecom Co. Ltd.,AS3462 Data Communication Business Group
62.***.***.***,Istanbul,Istanbul,Türkiye,34***,41.0145,28.9533,Europe/Istanbul,Site *,,AS15924 Vodafone Net Iletisim Hizmetler AS
121.***.***.***,Shenzhen,Guangdong,China,51****,22.5431,114.058,Asia/Shanghai,China Internet Network Information Cente*,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
126.***.***.***,Negishi,Saitama,Japan,33******,35.8553,139.6416,Asia/Tokyo,Softbank BB Corp*,SOFTBANK Corp,AS17676 SoftBank Corp.
238.***.***.***,,,,,,,,,,
101.***.***.***,Handan,Hebei,China,,36.6229,114.4698,Asia/Shanghai,China Unicom Hebei Province Networ*,,AS4837 CHINA UNICOM China169 Backbone
229.***.***.***,,,,,,,,,,
223.***.***.***,Malakāpuram,Andhra Pradesh,India,53****,17.6877,83.2394,Asia/Kolkata,Bharti Airtel Limite*,BCL NORTH,AS45609 Bharti Airtel Ltd. AS for GPRS Service
128.***.***.***,Minato-ku,Tokyo,Japan,20******,35.6673,139.751,Asia/Tokyo,"NTT PC Communications, Inc*","NTT PC Communications, Inc.","AS2514 NTT PC Communications, Inc."
224.***.***.***,,,,,,,,,,
249.***.***.***,,,,,,,,,,
160.***.***.***,Sacramento,California,United States,95***,38.5786,-121.504,America/Los_Angeles,California Department of Technolog*,California Department of Insurance,AS1226 California Department of Technology
252.***.***.***,,,,,,,,,,
228.***.***.***,,,,,,,,,,
166.***.***.***,Doylestown,Pennsylvania,United States,18***,40.318,-75.1331,America/New_York,Service Provider Corporatio*,Service Provider Corporation,
167.***.***.***,Ottawa,Ontario,Canada,K2*,45.4215,-75.6972,America/Toronto,Public Works and Government Services Canad*,Public Works and Government Services Canada,
124.***.***.***,Taguig,Metro Manila,Philippines,16**,14.532,121.0781,Asia/Manila,Philippine Long Distance Telephone Co*,Philippine Long Distance Telephone Co,AS9299 Philippine Long Distance Telephone Company
219.***.***.***,Minato-ku,Tokyo,Japan,10******,35.6629,139.761,Asia/Tokyo,Softbank BB Corp*,Japan nation-wide Network of SOFTBANK BB CORP,AS17676 SoftBank Corp.
174.***.***.***,Atlanta,Georgia,United States,30***,33.8019,-84.3861,America/New_York,Verizon Busines*,Verizon Business,AS22394 Verizon Business
58.***.***.***,Gwangjin-gu,Seoul,South Korea,51***,37.547,127.0958,Asia/Seoul,DACOM-PUBNETPLU*,Pubnetplus,AS9316 DACOM-PUBNETPLUS
160.***.***.***,London,England,United Kingdom,W1*,51.5074,-0.127758,Europe/London,Microsoft Limite*,Microsoft Limited,
56.***.***.***,Raleigh,North Carolina,United States,27***,35.838,-78.6122,America/New_York,United States Postal Service*,United States Postal Service,
15.***.***.***,Mumbai,Maharashtra,India,40****,19.076,72.8777,Asia/Kolkata,Amazon Technologies Inc*,AWS EC2 (ap-south-1),"AS16509 Amazon.com, Inc."
92.***.***.***,London,England,United Kingdom,W1*****,51.5145,-0.131317,Europe/London,Barefruit Lt*,Barefruit Ltd,
50.***.***.***,Redwood City,California,United States,94***,37.4883,-122.225,America/Los_Angeles,Turn Inc*,Turn Inc,
247.***.***.***,,,,,,,,,,
35.***.***.***,Seattle,Washington,United States,98***,47.6222,-122.337,America/Los_Angeles,Amazon Technologies Inc*,Amazon Technologies Inc,
241.***.***.***,,,,,,,,,,
1.***.***.***,Adelaide,South Australia,Australia,51**,-34.7782,138.6558,Australia/Adelaide,Telstra Interne*,,AS1221 Telstra Corporation Ltd
47.***.***.***,Singapore,North West,Singapore,85****,1.35208,103.82,Asia/Singapore,"Alibaba (US) Technology Co., Ltd*",Alibaba.com LLC,"AS45102 Alibaba (US) Technology Co., Ltd."
153.***.***.***,Atlanta,Georgia,United States,30***,33.7793,-84.3895,America/New_York,NCR Corporatio*,NCR Corporation,AS14962 NCR Corporation
244.***.***.***,,,,,,,,,,
27.***.***.***,Banqiao,Taipei,Taiwan,,25.0114,121.462,Asia/Taipei,"Far EastTone Telecommunication Co., Ltd*","Far EasTone Telecommunication Co., Ltd.","AS9674 Far EastTone Telecommunication Co., Ltd."
254.***.***.***,,,,,,,,,,
147.***.***.***,The Woodlands,Texas,United States,77***,30.1608,-95.4526,America/Chicago,Anadarko Petroleum Corporatio*,Anadarko Petroleum Corporation,
252.***.***.***,,,,,,,,,,
224.***.***.***,,,,,,,,,,
97.***.***.***,Chagrin Falls,Ohio,United States,44***,41.4459,-81.4212,America/New_York,Verizon Busines*,Cellco Partnership DBA Verizon Wireless,AS6167 Verizon Business
7.***.***.***,Whitehall,Ohio,United States,43***,39.9747,-82.8947,America/New_York,DoD Network Information Cente*,DoD Network Information Center,AS749 DoD Network Information Center
55.***.***.***,Sierra Vista,Arizona,United States,85***,31.5552,-110.35,America/Phoenix,DoD Network Information Cente*,USAISC,AS721 DoD Network Information Center
206.***.***.***,Nutley,New Jersey,United States,71**,40.8214,-74.1341,America/New_York,RADIANZ America*,"RADIANZ Americas, Inc",
212.***.***.***,Umeå,Västerbotten County,Sweden,90****,63.8202,20.3054,Europe/Stockholm,"UMDAC, Umea Universit*","UMDAC, Umea University","AS12501 UMDAC, Umea University"
112.***.***.***,Quezon City,Metro Manila,Philippines,11**,14.6475,121.0494,Asia/Manila,Philippine Long Distance Telephone Co*,,AS9299 Philippine Long Distance Telephone Company
235.***.***.***,,,,,,,,,,
252.***.***.***,,,,,,,,,,
118.***.***.***,Ichibachō,Chiba,Japan,26******,35.5973,140.1423,Asia/Tokyo,NTT Communications Corporatio*,Open Computer Network,AS4713 NTT Communications Corporation
39.***.***.***,Jakarta,Jakarta,Indonesia,,-6.2114,106.8446,Asia/Jakarta,PT Telekomunikasi Selular Indonesi*,PT.TELKOMSEL Indonesia,AS23693 PT. Telekomunikasi Selular
72.***.***.***,Cheyenne,Wyoming,United States,82***,41.1446,-104.8116,America/Denver,T-Mobile US*,Sprint Cheyenne POP,
34.***.***.***,Council Bluffs,Iowa,United States,,41.2619,-95.8608,America/Chicago,Google LL*,Google Cloud (us-central1),AS396982 Google LLC
101.***.***.***,Kolkata,West Bengal,India,70****,22.5726,88.3639,Asia/Kolkata,AIRCE*,Aircel Limited,
72.***.***.***,North Bay,Ontario,Canada,P1*,46.3295,-79.5857,America/Toronto,Cogeco Communications Inc*,Cogeco Cable Canada Inc.,AS7992 Cogeco Connexion Inc.
159.***.***.***,Billings,Montana,United States,59***,45.7833,-108.501,America/Denver,Charter Communication*,Spectrum,AS33588 Charter Communications
141.***.***.***,Kloten,Zurich,Switzerland,83**,47.4541,8.5648,Europe/Zurich,Provider:Swisscom IP-Plu*,Bundesamt fuer Meteorologie und Klimatologie,AS559 SWITCH
220.***.***.***,Hangzhou,Zhejiang,China,31****,30.0464,119.954,Asia/Shanghai,Chinane*,ZJ ZF New Material Co,AS4134 CHINANET-BACKBONE
143.***.***.***,Porto Alegre,Rio Grande do Sul,Brazil,,-30.0273,-51.2353,America/Sao_Paulo,Universidade Federal do Rio Grande do Su*,Universidade Federal do Rio Grande do Sul,AS19200 Universidade Federal do Rio Grande do Sul
65.***.***.***,Atlanta,Georgia,United States,30***,33.749,-84.388,America/New_York,Spectru*,Road Runner,AS11426 Charter Communications Inc
155.***.***.***,Sierra Vista,Arizona,United States,85***,31.5552,-110.35,America/Phoenix,CTNOS*,USAISC,AS367 DoD Network Information Center
100.***.***.***,Chicago,Illinois,United States,60***,41.8781,-87.6298,America/Chicago,"T-Mobile USA, Inc*","T-Mobile USA, Inc.","AS21928 T-Mobile USA, Inc."
143.***.***.***,Symonston,Australian Capital Territory,Australia,26**,-35.3434,149.158,Australia/Sydney,AUSLI*,Auslig,
246.***.***.***,,,,,,,,,,
133.***.***.***,Hyakuninchō,Tokyo,Japan,16******,35.706,139.6958,Asia/Tokyo,"National University Corporation, Ehime Universit*",,"AS131897 National University Corporation ,Ehime University"
132.***.***.***,Montreal,Quebec,Canada,H3*,45.5024,-73.6174,America/Toronto,Reseau d'Informations Scientifiques du Quebec (RISQ Inc.*,University of Montreal,AS376 Reseau d'Informations Scientifiques du Quebec (RISQ Inc.)
244.***.***.***,,,,,,,,,,
168.***.***.***,New York,New York,United States,10***,40.7085,-74.0106,America/New_York,Mediaocean LL*,Mediaocean LLC,
251.***.***.***,,,,,,,,,,
146.***.***.***,Edmonton,Alberta,Canada,T5*,53.5409,-113.507,America/Edmonton,Reserved A*,Edmonton Power,AS23448 ASN-EPCOR
85.***.***.***,Tehran,Tehran,Iran,,35.7198,51.4291,Asia/Tehran,Sepanta Internet and MPLS Service Provide*,Sepanta Communication Development Co. Ltd,AS39074 Sepanta Communication Development Co. Ltd
138.***.***.***,Madrid,Madrid,Spain,28***,40.3765,-3.7592,Europe/Madrid,Entidad Publica Empresarial Red.e*,UPM,AS766 Entidad Publica Empresarial Red.es
112.***.***.***,Shanghai,Shanghai,China,,31.2222,121.4581,Asia/Shanghai,China Unicom CHINA169 Shanghai Province Networ*,,AS17621 China Unicom Shanghai network
122.***.***.***,Ichigaochō,Kanagawa,Japan,22******,35.5641,139.5295,Asia/Tokyo,UCOM Corp*,UCOM Corporation,AS17506 ARTERIA Networks Corporation
169.***.***.***,Chennai,Tamil Nadu,India,60****,13.0827,80.2707,Asia/Kolkata,SoftLaye*,"SoftLayer Technologies, Inc",AS36351 SoftLayer Technologies Inc.
137.***.***.***,Richmond,British Columbia,Canada,V7*,49.1297,-123.1658,America/Vancouver,University of British Columbi*,University of British Columbia,AS393249 University of British Columbia
83.***.***.***,Luxembourg,Luxembourg,Luxembourg,L-****,49.6113,6.1294,Europe/Luxembourg,POST Luxembour*,EPT,AS6661 POST Luxembourg
55.***.***.***,Sierra Vista,Arizona,United States,85***,31.5552,-110.35,America/Phoenix,DoD Network Information Cente*,USAISC,AS721 DoD Network Information Center
129.***.***.***,Haidian,Beijing,China,,39.9786,116.302,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limite*,"Tencent Cloud Computing (Beijing) Co., Ltd",AS45090 Shenzhen Tencent Computer Systems Company Limited
157.***.***.***,Chiyoda,Tokyo,Japan,10******,35.6906,139.77,Asia/Tokyo,ITOCHU Techno-Solutions Corporatio*,ITOCHU Techno-Solutions Corporation,AS9993 ITOCHU Techno-Solutions Corporation
18.***.***.***,Dublin,Ohio,United States,43***,40.0992,-83.1141,America/New_York,"Amazon.com, Inc*",AWS EC2 (us-east-2),"AS16509 Amazon.com, Inc."
46.***.***.***,Mersin,Mersin,Türkiye,33***,36.769,34.6743,Europe/Istanbul,Broadmax Sub*,,AS44558 Netonline Bilisim Sirketi LTD
165.***.***.***,Ouagadougou,Centre,Burkina Faso,,12.3729,-1.5264,Africa/Ouagadougou,Virtual Technologies networ*,Virtual Technologies & Solutions,AS37721 Virtual Technologies & Solutions
187.***.***.***,Mexico City,Mexico City,Mexico,45**,19.2974,-99.1842,America/Mexico_City,UNINE*,UNINET,
72.***.***.***,Independence,Kentucky,United States,41***,38.9345,-84.5481,America/New_York,Fuse Internet Acces*,FUSE ADSL Ports - CNESR1,AS6181 Cincinnati Bell Telephone Company LLC
25.***.***.***,London,England,United Kingdom,W1*,51.5074,-0.127758,Europe/London,UK Ministry of Defenc*,UK Ministry of Defence,
113.***.***.***,Yintai,Shaanxi,China,,35.394,109.188,Asia/Shanghai,Chinane*,Chinanet SN,AS4134 CHINANET-BACKBONE
162.***.***.***,Bellevue,Washington,United States,98***,47.5767,-122.167,America/Los_Angeles,"T-Mobile USA, Inc*","T-Mobile USA, Inc.","AS21928 T-Mobile USA, Inc."
231.***.***.***,,,,,,,,,,
19.***.***.***,Dearborn,Michigan,United States,48***,42.3223,-83.1763,America/Detroit,Ford Motor Compan*,Ford Motor Company,
178.***.***.***,Belgrade,Belgrade,Serbia,,44.8046,20.4637,Europe/Belgrade,Telekom Srbija Internet Backbone Networ*,,AS8400 TELEKOM SRBIJA a.d.
163.***.***.***,Nanterre,Île-de-France,France,92***,48.8902,2.21339,Europe/Paris,Electricite de France S*,Electricite de France SA,
159.***.***.***,Copenhagen,Capital Region,Denmark,25**,55.6571,12.4979,Europe/Copenhagen,DXC Technology Danmar*,DXC Technology Danmark,
40.***.***.***,Redmond,Washington,United States,98***,47.6423,-122.137,America/Los_Angeles,Microsoft Corporatio*,Microsoft Corporation,AS8075 Microsoft Corporation
2.***.***.***,Kozani,West Macedonia,Greece,,40.2969,21.7855,Europe/Athens,OTEne*,Ote SA,AS6799 Ote SA (Hellenic Telecommunications Organisation)
52.***.***.***,London,England,United Kingdom,W1*,51.5074,-0.127758,Europe/London,Microsoft Corporatio*,Microsoft Corporation,
51.***.***.***,Chicago,Illinois,United States,60***,41.8781,-87.6298,America/Chicago,A100 ROW In*,A100 ROW Inc,
65.***.***.***,New York,New York,United States,10***,40.7128,-74.006,America/New_York,"CenturyLink Communications, LL*","CenturyLink Communications, LLC","AS209 CenturyLink Communications, LLC"
60.***.***.***,Yuzhong Chengguanzhen,Gansu,China,,35.7518,104.286,Asia/Shanghai,Chinane*,Chinanet GS,AS4134 CHINANET-BACKBONE
84.***.***.***,Helbra,Saxony-Anhalt,Germany,63**,51.5472,11.5046,Europe/Berlin,Deutsche Telekom A*,Deutsche Telekom AG,AS3320 Deutsche Telekom AG
120.***.***.***,Jakarta,Jakarta,Indonesia,,-6.18,106.821,Asia/Jakarta,PT. INDOSAT Tb*,,AS4761 INDOSAT Internet Network Provider
111.***.***.***,Jinan,Shandong,China,,36.6756,117.0211,Asia/Shanghai,China Mobile communications corporatio*,China Mobile,AS24444 Shandong Mobile Communication Company Limited
4.***.***.***,Dubai,Dubai,United Arab Emirates,17****,25.266666,55.316666,Asia/Dubai,Microsoft Corporatio*,Microsoft Azure Cloud (uaenorth),AS8075 Microsoft Corporation
220.***.***.***,Cheongju-si,North Chungcheong,South Korea,28*,36.6378,127.4723,Asia/Seoul,Korea Teleco*,Korea Telecom,AS4766 Korea Telecom
88.***.***.***,Istanbul,Istanbul,Türkiye,34***,41.0247,28.9252,Europe/Istanbul,TurkTeleco*,Turk Telekomunikasyon A.S,AS47331 TTNet A.S.
198.***.***.***,Richland,Washington,United States,99***,46.3487,-119.275,America/Los_Angeles,ESne*,Battele Pacific Northwest Laboratory,AS292 ESnet
43.***.***.***,Beijing,Beijing,China,10****,39.9042,116.407,Asia/Shanghai,"Hangzhou Alibaba Advertising Co., Ltd*",Aliyun Computing Co.,"AS37963 Hangzhou Alibaba Advertising Co.,Ltd."
37.***.***.***,Antakya,Hatay,Türkiye,31***,36.2073,36.1619,Europe/Istanbul,Avea Iletisim Hizmetler*,Avea Iletisim Hizmetleri A.S,AS20978 TT Mobil Iletisim Hizmetleri A.S
246.***.***.***,,,,,,,,,,
48.***.***.***,Newark,New Jersey,United States,71**,40.7369,-74.172,America/New_York,The Prudential Insurance Company of Americ*,The Prudential Insurance Company of America,
181.***.***.***,Medellín,Antioquia,Colombia,50***,6.2529,-75.5646,America/Bogota,Telmex Colombia S.A*,Telmex Colombia S.A.,AS10620 Telmex Colombia S.A.
159.***.***.***,Sunny Isles Beach,Florida,United States,33***,25.9442,-80.1406,America/New_York,Breezelin*,"Atlantic Broadband Finance, LLC",AS11776 Breezeline
155.***.***.***,Dublin,Leinster,Ireland,D0*,53.3498,-6.26031,Europe/Dublin,"Amazon.com, Inc*","Trimble, Inc.","AS16509 Amazon.com, Inc."
93.***.***.***,Paris,Île-de-France,France,75***,48.8323,2.4075,Europe/Paris,Societe Francaise Du Radiotelephone - SFR S*,SFR SA,AS15557 Societe Francaise Du Radiotelephone - SFR SA
184.***.***.***,Beckley,West Virginia,United States,25***,37.797,-81.1979,America/New_York,Frontier Communications Solution*,ADSL Frontier Communications Bluefield WV,"AS5650 Frontier Communications of America, Inc."
252.***.***.***,,,,,,,,,,
88.***.***.***,Hoyvík,Streymoy,Faroe Islands,18*,62.037,-6.77601,Atlantic/Faroe,Faroese Teleco*,,AS15389 P/F Telefonverkid
5.***.***.***,Bologna,Emilia-Romagna,Italy,40***,44.488,11.3752,Europe/Rome,Telecom Italia Mobil*,Telecom Italia S.p.A.,AS16232 Telecom Italia S.p.A.
234.***.***.***,,,,,,,,,,
238.***.***.***,,,,,,,,,,
146.***.***.***,Leicester,England,United Kingdom,LE*****,52.6295,-1.13804,Europe/London,Jisc Services Limite*,De Montfort University,AS786 Jisc Services Limited
139.***.***.***,Whitehall,Ohio,United States,43***,39.9747,-82.8947,America/New_York,DoD Network Information Cente*,DoD Network Information Center,AS749 DoD Network Information Center
125.***.***.***,Beijing,Beijing,China,,39.911,116.395,Asia/Shanghai,China Unicom Beijing Province Networ*,,AS4808 China Unicom Beijing Province Network
195.***.***.***,Fulda,Hesse,Germany,36***,50.5533,9.68158,Europe/Berlin,NETHINKS Gmb*,NETHINKS GmbH,AS8319 NETHINKS GmbH
79.***.***.***,Rome,Lazio,Italy,18*,41.8931,12.4026,Europe/Rome,Telecom Italia S.p.A. TIN EASY LIT*,INTERBUSINESS,AS3269 Telecom Italia S.p.A.
154.***.***.***,Hong Kong,Central and Western District,Hong Kong,,22.3193,114.1693,Asia/Hong_Kong,ADA Digital Global In*,Waterloo Network Company Limited,AS5065 Bunny Communications
13.***.***.***,Norwalk,Connecticut,United States,68**,41.1424,-73.4273,America/New_York,Xerox Corporatio*,Xerox Corporation,
72.***.***.***,Atlanta,Georgia,United States,30***,33.8229,-84.3686,America/New_York,BellSouth.net Inc*,GSP ADSL EEUA,AS8075 Microsoft Corporation
146.***.***.***,Whitehall,Ohio,United States,43***,39.9747,-82.8947,America/New_York,DoD Network Information Cente*,DoD Network Information Center,AS749 DoD Network Information Center
48.***.***.***,London,England,United Kingdom,W1*,51.5074,-0.127758,Europe/London,Microsoft Corporatio*,Microsoft Limited,AS8075 Microsoft Corporation
15.***.***.***,Palo Alto,California,United States,94***,37.4146,-122.146,America/Los_Angeles,Hewlett Packard Enterprise Compan*,Hewlett Packard Enterprise Company,
150.***.***.***,Florence,Tuscany,Italy,50***,43.7891,11.2356,Europe/Rome,Consortium GAR*,Universita' degli Studi di Firenze,AS137 Consortium GARR
55.***.***.***,Sierra Vista,Arizona,United States,85***,31.5552,-110.35,America/Phoenix,DoD Network Information Cente*,USAISC,AS721 DoD Network Information Center
35.***.***.***,Ann Arbor,Michigan,United States,48***,42.2139,-83.745,America/Detroit,Merit Network Inc*,Merit Network Inc,
48.***.***.***,Newark,New Jersey,United States,71**,40.7369,-74.172,America/New_York,The Prudential Insurance Company of Americ*,The Prudential Insurance Company of America,
16.***.***.***,Seattle,Washington,United States,98***,47.6229,-122.337,America/Los_Angeles,Amazon.co*,"Amazon.com, Inc.",
85.***.***.***,Yekaterinburg,Sverdlovsk Oblast,Russia,62****,56.8389,60.6057,Asia/Yekaterinburg,"JSC ""ER-Telecom Holding"" Yekaterinburg branc*",CJSC ER-Telecom Holding Yekaterinburg,"AS51604 JSC ""ER-Telecom Holding"""
24.***.***.***,Kelowna,British Columbia,Canada,V1*,49.8956,-119.4897,America/Vancouver,Shaw Communications Inc*,Shaw Communications Inc,AS6327 Shaw Communications Inc.
30.***.***.***,Whitehall,Ohio,United States,43***,39.9747,-82.8947,America/New_York,DoD Network Information Cente*,DoD Network Information Center,AS749 DoD Network Information Center
44.***.***.***,San Diego,California,United States,92***,32.819,-117.179,America/Los_Angeles,"University of California, San Dieg*",Amateur Radio Digital Communications,"AS7377 University of California, San Diego"
173.***.***.***,Albany,Georgia,United States,31***,31.5493,-84.0818,America/New_York,Mediacom Communications Cor*,Mediacom Communications Corp,AS30036 Mediacom Communications Corp
237.***.***.***,,,,,,,,,,
55.***.***.***,Sierra Vista,Arizona,United States,85***,31.5552,-110.35,America/Phoenix,DoD Network Information Cente*,USAISC,AS721 DoD Network Information Center
50.***.***.***,Milton,Florida,United States,32***,30.6617,-87.048,America/Chicago,Mediacom Communication*,demia005cm9,AS30036 Mediacom Communications Corp
