IP Address,City,Region,Country,Postal Code,Latitude,Longitude,Timezone,ISP,Organization,Autonomous System
137.***.***.***,Houston,Texas,United States,77***,29.7,-95.5,America/Chicago,Schlumberger Limited,Schlumberger Limited,AS72 Schlumberger Limited
247.***.***.***,,,,,,,,,,
252.***.***.***,,,,,,,,,,
24.***.***.***,Barrington,Rhode Island,United States,28**,41.7,-71.3,America/New_York,i3 Broadband,i3 Broadband,AS25710 i3 Broadband
4.***.***.***,London,England,United Kingdom,W1*,51.5,-0.1,Europe/London,Microsoft Corporation,Microsoft Corporation,
219.***.***.***,Minato-ku,Tokyo,Japan,10******,35.7,139.8,Asia/Tokyo,Softbank BB Corp.,Japan nation-wide Network of SOFTBANK Corp.,AS17676 SoftBank Corp.
75.***.***.***,Lexington-Fayette,Kentucky,United States,40***,38.0,-84.4,America/New_York,Spectrum,Road Runner,AS10796 Charter Communications Inc
34.***.***.***,North Charleston,South Carolina,United States,,32.9,-80.0,America/New_York,Google LLC,Google Cloud (us-east1),AS396982 Google LLC
12.***.***.***,Aurora,Illinois,United States,60***,41.8,-88.3,America/Chicago,"AT&T Services, Inc.","HYPER-IT SERVICES, LLC","AS7018 AT&T Services, Inc."
131.***.***.***,Frankfurt am Main,Hesse,Germany,60***,50.1,8.7,Europe/Berlin,DoD Network Information Center,Air Force Systems Networking,AS367 DoD Network Information Center
156.***.***.***,Stockholm,Stockholm County,Sweden,10****,59.3,18.1,Europe/Stockholm,PROSECUTE,,
204.***.***.***,Santo Domingo,Nacional,Dominican Republic,10***,18.5,-69.9,America/Santo_Domingo,Banco Multiple BHD Leon SA,Banco Multiple BHD Leon SA,AS271959 BANCO MULTIPLE BHD LEON SA
237.***.***.***,,,,,,,,,,
164.***.***.***,Norwalk,Connecticut,United States,68**,41.1,-73.4,America/New_York,FactSet Research Systems,"FactSet Research Systems, Inc",
88.***.***.***,Marcheprime,Nouvelle-Aquitaine,France,33***,44.7,-0.8,Europe/Paris,ProXad network / Free SAS,Proxad / Free SAS,AS12322 Free SAS
8.***.***.***,Beijing,Beijing,China,,39.9,116.4,Asia/Shanghai,Alibaba.com Singapore E-Commerce Private Limited,Aliyun Computing Co.,
62.***.***.***,Milan,Lombardy,Italy,20***,45.5,9.2,Europe/Rome,Telecom Italia Mobile,Telecom Italia S.p.A.,AS16232 Telecom Italia S.p.A.
62.***.***.***,Prague,Prague,Czechia,11****,50.1,14.4,Europe/Prague,T-Mobile Czech Republic,PC-Datacode s.r.o.,AS13036 T-Mobile Czech Republic a.s.
114.***.***.***,Beijing,Beijing,China,10****,39.9,116.4,Asia/Shanghai,China Telecom,"Beijing Yunlin Network Technology Co., Ltd","AS136188 NINGBO, ZHEJIANG Province, P.R.China."
69.***.***.***,Amsterdam,New York,United States,12***,43.0,-74.2,America/New_York,Spectrum,"Road Runner, VoIP Residential",AS11351 Charter Communications Inc
4.***.***.***,Phoenix,Arizona,United States,85***,33.4,-112.1,America/Phoenix,Microsoft Corporation,Microsoft Azure Cloud (westus3),AS8075 Microsoft Corporation
231.***.***.***,,,,,,,,,,
205.***.***.***,Norfolk,Virginia,United States,23***,36.9,-76.2,America/New_York,DoD Network Information Center,Navy Network Information Center,AS647 DoD Network Information Center
34.***.***.***,Mountain View,California,United States,94***,37.4,-122.1,America/Los_Angeles,Google LLC,Google LLC,AS396982 Google LLC
250.***.***.***,,,,,,,,,,
239.***.***.***,,,,,,,,,,
77.***.***.***,Paris,Île-de-France,France,75***,48.9,2.4,Europe/Paris,Societe Francaise Du Radiotelephone - SFR SA,SFR User Data,AS15557 Societe Francaise Du Radiotelephone - SFR SA
181.***.***.***,Caracas,Miranda,Venezuela,,10.5,-66.8,America/Caracas,"TELEFONICA VENEZOLANA, C.A.","TELEFONICA VENEZOLANA, C.A","AS6306 TELEFONICA VENEZOLANA, C.A."
56.***.***.***,Raleigh,North Carolina,United States,27***,35.8,-78.6,America/New_York,United States Postal Service.,United States Postal Service,
118.***.***.***,Kuala Lumpur,Kuala Lumpur,Malaysia,59***,3.1,101.7,Asia/Kuala_Lumpur,TM TECHNOLOGY SERVICES SDN BHD,Adsl Streamyx,AS4788 TM TECHNOLOGY SERVICES SDN. BHD.
203.***.***.***,Seoul,Seoul,South Korea,45***,37.6,127.0,Asia/Seoul,Konkuk University,Konkuknet,AS9459 Konkuk University
24.***.***.***,Charles Town,West Virginia,United States,25***,39.3,-77.9,America/New_York,Comcast Cable Communications,"Comcast Cable Communications Holdings, Inc","AS33657 Comcast Cable Communications, LLC"
91.***.***.***,Hamburg,Free and Hanseatic City of Hamburg,Germany,22***,53.6,9.8,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG
38.***.***.***,Toronto,Ontario,Canada,M5*,43.7,-79.4,America/Toronto,Cogent Communications,Diallog Telecommunications Corp,AS174 Cogent Communications
210.***.***.***,Sannomaru,Aichi,Japan,46******,35.2,136.9,Asia/Tokyo,KATCH Network Inc.,KATCH,AS59108 KATCH NETWORK INC.
50.***.***.***,Tempe,Arizona,United States,85***,33.3,-111.9,America/Phoenix,"GoDaddy.com, LLC","GoDaddy.com, LLC","AS26496 GoDaddy.com, LLC"
49.***.***.***,Seongnam-si,Gyeonggi-do,South Korea,13***,37.4,127.1,Asia/Seoul,Korea Telecom,Kornet,AS4766 Korea Telecom
242.***.***.***,,,,,,,,,,
239.***.***.***,,,,,,,,,,
110.***.***.***,Ewirgol,Xinjiang,China,,42.5,87.5,Asia/Urumqi,CHINATELECOM Xinjiang Kezhou MAN network,Chinanet XJ,AS137694 CHINATELECOM Xinjiang Kezhou MAN network
225.***.***.***,,,,,,,,,,
109.***.***.***,Schwedt,Brandenburg,Germany,16***,53.1,14.3,Europe/Berlin,Stadtwerke Schwedt,Stadtwerke Schwedt GmbH,AS61028 Stadtwerke Schwedt GmbH
231.***.***.***,,,,,,,,,,
70.***.***.***,Round Rock,Texas,United States,78***,30.5,-97.7,America/Chicago,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc."
251.***.***.***,,,,,,,,,,
16.***.***.***,Palo Alto,California,United States,94***,37.4,-122.1,America/Los_Angeles,Hewlett Packard Enterprise Company,Hewlett Packard Enterprise Company,
96.***.***.***,New York,New York,United States,10***,40.7,-74.0,America/New_York,Charter Communications,Spectrum,AS16787 Charter Communications
15.***.***.***,São Paulo,São Paulo,Brazil,01*******,-23.6,-46.6,America/Sao_Paulo,Amazon Technologies Inc.,AWS EC2 (sa-east-1),"AS16509 Amazon.com, Inc."
120.***.***.***,Zhoutou,Hebei,China,,37.9,114.9,Asia/Shanghai,China Unicom China169 Network,,AS4837 CHINA UNICOM China169 Backbone
109.***.***.***,Hoogeveen,Drenthe,The Netherlands,79**,52.7,6.5,Europe/Amsterdam,VODAFONE,,AS15480 Vodafone Libertel B.V.
1.***.***.***,Seongnam-si,Gyeonggi-do,South Korea,13***,37.4,127.1,Asia/Seoul,Korea Telecom,Kornet,AS4766 Korea Telecom
28.***.***.***,Whitehall,Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
50.***.***.***,McCall,Idaho,United States,83***,44.9,-116.1,America/Boise,Wholesail networks LLC,Ziply Fiber,AS20055 Wholesail networks LLC
62.***.***.***,Vienna,Vienna,Austria,10**,48.2,16.4,Europe/Vienna,KYNDR,,
142.***.***.***,Calgary,Alberta,Canada,T2*,51.0,-114.0,America/Edmonton,Imperial Oil Limited,Imperial Oil Limited,
4.***.***.***,Boydton,Virginia,United States,23***,36.7,-78.4,America/New_York,Microsoft Corporation,Microsoft Azure Cloud (eastus),AS8075 Microsoft Corporation
110.***.***.***,Taiyuan,Shanxi,China,,37.9,112.6,Asia/Shanghai,Chinanet,Sxpdsn,AS4134 CHINANET-BACKBONE
49.***.***.***,Brisbane,Queensland,Australia,43**,-27.6,152.7,Australia/Brisbane,SingTel Optus Pty Ltd,Optus Internet Pty Ltd,AS4804 Microplex PTY LTD
85.***.***.***,Umraniye,Istanbul,Turkey,34***,40.9,29.2,Europe/Istanbul,Superonline Iletisim Hizmetleri A.S.,Superonline Iletisim Hizmetleri,AS34984 Superonline Iletisim Hizmetleri A.S.
101.***.***.***,Beijing,Beijing,China,10****,39.9,116.4,Asia/Shanghai,BSHNET,"Beijing Bosheng Technology Co., Ltd.",
45.***.***.***,Santiago,Santiago Metropolitan,Chile,34***,-33.5,-70.6,America/Santiago,Informatica Bluehosting Limitada,Informatica Bluehosting Limitada,AS64111 INFORMATICA BLUEHOSTING LIMITADA
16.***.***.***,Seattle,Washington,United States,98***,47.6,-122.3,America/Los_Angeles,Amazon.com,"Amazon.com, Inc.",
231.***.***.***,,,,,,,,,,
132.***.***.***,Montgomery,Alabama,United States,36***,32.4,-86.2,America/Chicago,DoD Network Information Center,Air Force Systems Networking,AS367 DoD Network Information Center
129.***.***.***,Long Beach,California,United States,90***,33.8,-118.1,America/Los_Angeles,Northrop Grumman,TRW Space and Defense Sector,AS1906 Northrop Grumman
248.***.***.***,,,,,,,,,,
94.***.***.***,Antwerp,Flanders,Belgium,20**,51.2,4.4,Europe/Brussels,Mobistar Cable,Mobistar Enterprise Services,AS47377 Orange Belgium SA
219.***.***.***,Minato-ku,Tokyo,Japan,10******,35.7,139.8,Asia/Tokyo,Softbank BB Corp.,Japan nation-wide Network of SOFTBANK Corp.,AS17676 SoftBank Corp.
237.***.***.***,,,,,,,,,,
149.***.***.***,Carlow,Leinster,Ireland,R9*,52.8,-6.9,Europe/Dublin,RTC-CARLOW,Institute of Technology Carlow,AS1213 HEAnet CLG
98.***.***.***,Orland Park,Illinois,United States,60***,41.6,-87.8,America/Chicago,"Comcast Cable Communications, LLC","Comcast Cable Communications, Inc.","AS33491 Comcast Cable Communications, LLC"
189.***.***.***,Monterrey,Nuevo León,Mexico,64***,25.7,-100.4,America/Monterrey,Axtel - Recursos WiMAX,Axtel - Recursos WiMAX,
180.***.***.***,Shanghai,Shanghai,China,,31.2,121.5,Asia/Shanghai,China Telecom (Group),Chinanet SH,AS4812 China Telecom (Group)
198.***.***.***,Blacksburg,Virginia,United States,24***,37.2,-80.4,America/New_York,Virginia Polytechnic Institute and State Univ.,Virginia Polytechnic Institute and State Univ.,AS1312 Virginia Polytechnic Institute and State Univ.
214.***.***.***,Whitehall,Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
240.***.***.***,,,,,,,,,,
251.***.***.***,,,,,,,,,,
188.***.***.***,Perm,Perm Krai,Russia,61****,58.0,56.2,Asia/Yekaterinburg,OJSC uralsvyazinform,Dynamic distribution IPs for broadband services,AS12389 PJSC Rostelecom
206.***.***.***,Dorval,Quebec,Canada,H9*,45.4,-73.8,America/Toronto,Beanfield Technologies Inc.,Beanfield Technologies Inc,AS21548 Beanfield Technologies Inc.
181.***.***.***,Heredia,Heredia Province,Costa Rica,40***,10.0,-84.2,America/Costa_Rica,Instituto Costarricense de Electricidad y Telecom.,San Pedro,AS11830 Instituto Costarricense de Electricidad y Telecom.
154.***.***.***,Machakos,Machakos County,Kenya,,-1.5,37.3,Africa/Nairobi,Airtel KE Mobile & Fixed Internet,,AS327708 Airtel Rwanda Ltd
231.***.***.***,,,,,,,,,,
77.***.***.***,Givors,Auvergne-Rhône-Alpes,France,69***,45.6,4.8,Europe/Paris,Societe Francaise Du Radiotelephone - SFR SA,SFR User Data,AS15557 Societe Francaise Du Radiotelephone - SFR SA
34.***.***.***,Mountain View,California,United States,94***,37.4,-122.1,America/Los_Angeles,Google LLC,Google LLC,AS396982 Google LLC
199.***.***.***,Indianapolis,Indiana,United States,46***,39.8,-86.2,America/Chicago,"AT&T Services, Inc.","AT&T Services, Inc.","AS7018 AT&T Services, Inc."
91.***.***.***,Kyiv,Kyiv City,Ukraine,10**,50.5,30.5,Europe/Kiev,Lifecell UA,Turkcell LLC,"AS34058 Limited Liability Company ""lifecell"""
7.***.***.***,Whitehall,Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
13.***.***.***,Seattle,Washington,United States,98***,47.6,-122.3,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",
57.***.***.***,Munich,Bavaria,Germany,80***,48.2,11.6,Europe/Berlin,A100 ROW Inc,A100 ROW Inc,
181.***.***.***,San Salvador de Jujuy,Jujuy,Argentina,46**,-24.2,-65.2,America/Argentina/Jujuy,TV MUSIC HOUSE JUJUY,TV MUSIC HOUSE JUJUY,AS52312 TV MUSIC HOUSE JUJUY
224.***.***.***,,,,,,,,,,
170.***.***.***,Framingham,Massachusetts,United States,17**,42.3,-71.4,America/New_York,"Akamai Technologies, Inc.",The Bank of New York Mellon Corporation,"AS32787 Akamai Technologies, Inc."
141.***.***.***,Denver,Colorado,United States,80***,39.8,-105.0,America/Denver,Lockheed Martin Corporation,Lockheed Martin Corporation,
246.***.***.***,,,,,,,,,,
192.***.***.***,Redwood City,California,United States,94***,37.5,-122.3,America/Los_Angeles,Oracle Corporation,Oracle Corporation,
130.***.***.***,Pembroke,New Hampshire,United States,32**,43.2,-71.4,America/New_York,Dartmouth-Hitchcock Medical Center,Dartmouth Hitchcock Medical Center,AS11197 Dartmouth-Hitchcock Medical Center
95.***.***.***,Sofia,Sofia-Capital,Bulgaria,10**,42.7,23.4,Europe/Sofia,Vivacom Bulgaria EAD,Bulgarian Telecommunications Company Plc.,AS8866 Vivacom Bulgaria EAD
245.***.***.***,,,,,,,,,,
119.***.***.***,Xiaolou,Guangdong,China,,23.4,113.8,Asia/Shanghai,Chinanet,Chinanet GD,AS4134 CHINANET-BACKBONE
114.***.***.***,Beijing,Beijing,China,10****,39.9,116.4,Asia/Shanghai,CTTNET,China TieTong Telecommunications Corporation,
73.***.***.***,Mechanicsburg,Pennsylvania,United States,17***,40.2,-77.0,America/New_York,Comcast Cable Communications,"Comcast IP Services, L.L.C.","AS7016 Comcast Cable Communications, LLC"
215.***.***.***,Whitehall,Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
35.***.***.***,Ann Arbor,Michigan,United States,48***,42.2,-83.7,America/Detroit,Merit Network Inc.,Merit Network Inc,AS237 Merit Network Inc.
21.***.***.***,Whitehall,Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
208.***.***.***,New York,New York,United States,10***,40.7,-74.0,America/New_York,"CenturyLink Communications, LLC","CenturyLink Communications, LLC","AS3561 CenturyLink Communications, LLC"
2.***.***.***,Kuy-e Ekhtesasi-ye Gomrok,Tehran,Iran,,35.7,51.3,Asia/Tehran,Information Technology Company,,AS58224 Iran Telecommunication Company PJS
237.***.***.***,,,,,,,,,,
238.***.***.***,,,,,,,,,,
73.***.***.***,Aurora,Colorado,United States,80***,39.7,-104.8,America/Denver,"Comcast Cable Communications, LLC","Comcast IP Services, L.L.C.","AS33652 Comcast Cable Communications, LLC"
241.***.***.***,,,,,,,,,,
114.***.***.***,Huamu,Shanghai,China,,31.2,121.6,Asia/Shanghai,Oriental Cable Network Co,"Oriental Cable Network Co., Ltd.","AS9812 Oriental Cable Network Co., Ltd."
31.***.***.***,Settimo Torinese,Piedmont,Italy,10***,45.1,7.8,Europe/Rome,Vodafone,,AS30722 Vodafone Italia S.p.A.
137.***.***.***,Kista,Stockholm County,Sweden,16****,59.4,18.0,Europe/Stockholm,Ericsson Inc.,Ericsson AB,AS158 Ericsson Inc.
245.***.***.***,,,,,,,,,,
41.***.***.***,Cape Town,Western Cape,South Africa,74**,-33.9,18.4,Africa/Johannesburg,Vodacom UMTS Cape Town Western Cape INTERNET APN,,AS29975 Vodacom
150.***.***.***,Indianapolis,Indiana,United States,46***,39.8,-86.2,America/Chicago,AT&T Services,"AT&T Services, Inc.",
127.***.***.***,,,,,,,,,,
163.***.***.***,Linkou District,New Taipei,Taiwan,,25.1,121.4,Asia/Taipei,T-TYRC.EDU.TW,National Central University,AS1659 Taiwan Academic Network (TANet) Information Center
239.***.***.***,,,,,,,,,,
157.***.***.***,Hyderabad,Telangana,India,50****,17.4,78.4,Asia/Kolkata,Reliance Jio Infocomm Limited,Reliance Jio Infocomm Limited,AS55836 Reliance Jio Infocomm Limited
202.***.***.***,Tokyo,Tokyo,Japan,15******,35.7,139.7,Asia/Tokyo,NTN,NTN corporation,"AS2514 NTT PC Communications, Inc."
45.***.***.***,Fortaleza,Ceará,Brazil,60***,-3.7,-38.5,America/Fortaleza,Secretaria Municipal De Planejamento Orcamento E G,Secretaria Municipal De Planejamento Orcamento E G,AS269175 SECRETARIA MUNICIPAL DE PLANEJAMENTO ORCAMENTO E G
72.***.***.***,New York,New York,United States,10***,40.7,-74.0,America/New_York,Verizon Business,Verizon Business,AS22394 Verizon Business
7.***.***.***,Whitehall,Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
255.***.***.***,,,,,,,,,,
165.***.***.***,Chiyoda,Tokyo,Japan,10******,35.7,139.8,Asia/Tokyo,NTT Communications Corporation,Mitsubishi Corporation,AS4713 NTT Communications Corporation
131.***.***.***,Shimomeguro,Tokyo,Japan,15******,35.6,139.7,Asia/Tokyo,Keio University,KEIO,AS38635 Keio University
89.***.***.***,Shumen,Shumen,Bulgaria,97**,43.3,26.9,Europe/Sofia,A1 Bulgaria EAD,Blizoo Media and Broadband EAD,AS13124 A1 Bulgaria EAD
107.***.***.***,Atlanta,Georgia,United States,30***,33.7,-84.4,America/New_York,"Wayport, LLC","Wayport, LLC",AS14654 AT&T Corp.
146.***.***.***,Sierra Vista,Arizona,United States,85***,31.6,-110.4,America/Phoenix,DoD Network Information Center,USAISC,AS367 DoD Network Information Center
243.***.***.***,,,,,,,,,,
86.***.***.***,Bedlington,England,United Kingdom,NE**,55.1,-1.6,Europe/London,BT Public Internet Service,,AS2856 British Telecommunications PLC
55.***.***.***,Sierra Vista,Arizona,United States,85***,31.6,-110.4,America/Phoenix,"Headquarters, USAISC",USAISC,"AS1530 Headquarters, USAISC"
217.***.***.***,Tallinn,Harjumaa,Estonia,,59.4,24.7,Europe/Tallinn,Telia Eesti AS,Elion Enterprises Ltd.,AS3249 Telia Eesti AS
156.***.***.***,Oslo,Oslo County,Norway,1****,59.9,10.7,Europe/Oslo,Norsk Regnesentral,NR NCC,AS59863 Norsk Regnesentral
16.***.***.***,Toronto,Ontario,Canada,,43.7,-79.4,America/Toronto,Hewlett Packard Enterprise Company,Amazon Technologies Inc. (ca-central-1),
36.***.***.***,Ningbo,Zhejiang,China,,29.9,121.6,Asia/Shanghai,Chinanet,,AS4134 CHINANET-BACKBONE
51.***.***.***,London,England,United Kingdom,W1*,51.5,-0.1,Europe/London,DWP,,
43.***.***.***,Hong Kong,Central and Western District,Hong Kong,,22.3,114.2,Asia/Hong_Kong,Shenzhen Tencent Computer Systems Company Limited,Tencent Cloud Computing,"AS132203 Tencent Building, Kejizhongyi Avenue"
27.***.***.***,Chennai,Tamil Nadu,India,60****,12.9,80.2,Asia/Kolkata,Hathway IP over Cable Internet Access,Hathway Cable and Datacom Limited,AS17488 Hathway IP Over Cable Internet
172.***.***.***,San Jose,California,United States,95***,37.3,-121.9,America/Los_Angeles,Akamai International B.V.,"Akamai Technologies, Inc.",AS20940 Akamai International B.V.
31.***.***.***,Friesoythe,Lower Saxony,Germany,26***,53.0,7.9,Europe/Berlin,EWE TEL GmbH,EWE TEL GmbH,AS9145 EWE TEL GmbH
194.***.***.***,Vienna,Vienna,Austria,10**,48.2,16.4,Europe/Vienna,A1 Telekom Austria AG,A1 Telekom Austria AG,AS8447 A1 Telekom Austria AG
167.***.***.***,Charlotte,North Carolina,United States,28***,35.1,-80.9,America/New_York,Atos IT Solutions and Services Inc,Arrowpoint Capital,AS33745 Atos IT Solutions and Services Inc
152.***.***.***,Princeton,New Jersey,United States,85**,40.4,-74.6,America/New_York,S&P Global Inc.,S&P Global Inc,
159.***.***.***,Seattle,Washington,United States,98***,47.6,-122.3,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",
239.***.***.***,,,,,,,,,,
242.***.***.***,,,,,,,,,,
188.***.***.***,Ariano nel Polesine,Veneto,Italy,44***,44.9,12.1,Europe/Rome,Delta Web Spa,,AS49653 CADF S.p.A
204.***.***.***,Natchitoches,Louisiana,United States,71***,31.8,-93.1,America/Chicago,State of Louisiana Office of Technology Services,"Louisiana School the Math, Science, and Arts",AS2048 State of Louisiana Office of Technology Services
143.***.***.***,Irving,Texas,United States,75***,32.9,-97.0,America/Chicago,NEC Corporation of America,"NEC USA, Inc.",AS13636 NEC Corporation of America
243.***.***.***,,,,,,,,,,
83.***.***.***,Kondopoga,Karelia,Russia,18****,62.2,34.3,Europe/Moscow,TRANS-TELECOM,,AS20485 Joint Stock Company TransTeleCom
122.***.***.***,Shanghai,Shanghai,China,,31.2,121.5,Asia/Shanghai,Chinanet,,AS4134 CHINANET-BACKBONE
41.***.***.***,Cairo,Cairo Governorate,Egypt,,30.1,31.2,Africa/Cairo,TE Data,TE Data,AS8452 TE-AS
64.***.***.***,New Pekin,Indiana,United States,47***,38.5,-86.0,America/Indiana/Indianapolis,Intelligent Fiber Network,Washington County RTC,AS3131 Tele-Media Solutions
8.***.***.***,Monroe,Louisiana,United States,71***,32.6,-92.1,America/Chicago,"Level 3 Communications, Inc.","Level 3, LLC","AS3356 Level 3 Parent, LLC"
112.***.***.***,Imus,Calabarzon,Philippines,41**,14.4,120.9,Asia/Manila,Philippine Long Distance Telephone Co.,,AS9299 Philippine Long Distance Telephone Company
154.***.***.***,Cairo,Cairo Governorate,Egypt,,30.1,31.2,Africa/Cairo,TE Data,,AS8452 TE-AS
127.***.***.***,,,,,,,,,,
165.***.***.***,Zurich,Zurich,Switzerland,80**,47.4,8.5,Europe/Zurich,UBINET-INTERNET,UBS AG,
66.***.***.***,Greenwood Village,Colorado,United States,80***,39.6,-104.9,America/Denver,Spectrum,Charter Communications,
253.***.***.***,,,,,,,,,,
17.***.***.***,Cupertino,California,United States,95***,37.3,-122.0,America/Los_Angeles,Apple Inc.,Apple Inc,AS714 Apple Inc.
89.***.***.***,Frankfurt am Main,Hesse,Germany,60***,50.1,8.6,Europe/Berlin,Equinix Frankfurt,Equinix (Germany) GmbH,AS15830 Equinix (EMEA) Acquisition Enterprises B.V.
210.***.***.***,Taipei,Taiwan,Taiwan,,25.0,121.6,Asia/Taipei,"Chunghwa Telecom Co., Ltd.",Chunghwa Telecom Co. Ltd.,AS3462 Data Communication Business Group
62.***.***.***,Istanbul,Istanbul,Türkiye,34***,41.0,29.0,Europe/Istanbul,Site 1,,AS15924 Vodafone Net Iletisim Hizmetler AS
121.***.***.***,Shenzhen,Guangdong,China,51****,22.5,114.1,Asia/Shanghai,China Internet Network Information Center,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
126.***.***.***,Negishi,Saitama,Japan,33******,35.9,139.6,Asia/Tokyo,Softbank BB Corp.,SOFTBANK Corp,AS17676 SoftBank Corp.
238.***.***.***,,,,,,,,,,
101.***.***.***,Handan,Hebei,China,,36.6,114.5,Asia/Shanghai,China Unicom Hebei Province Network,,AS4837 CHINA UNICOM China169 Backbone
229.***.***.***,,,,,,,,,,
223.***.***.***,Malakāpuram,Andhra Pradesh,India,53****,17.7,83.2,Asia/Kolkata,Bharti Airtel Limited,BCL NORTH,AS45609 Bharti Airtel Ltd. AS for GPRS Service
128.***.***.***,Minato-ku,Tokyo,Japan,20******,35.7,139.8,Asia/Tokyo,"NTT PC Communications, Inc.","NTT PC Communications, Inc.","AS2514 NTT PC Communications, Inc."
224.***.***.***,,,,,,,,,,
249.***.***.***,,,,,,,,,,
160.***.***.***,Sacramento,California,United States,95***,38.6,-121.5,America/Los_Angeles,California Department of Technology,California Department of Insurance,AS1226 California Department of Technology
252.***.***.***,,,,,,,,,,
228.***.***.***,,,,,,,,,,
166.***.***.***,Doylestown,Pennsylvania,United States,18***,40.3,-75.1,America/New_York,Service Provider Corporation,Service Provider Corporation,
167.***.***.***,Ottawa,Ontario,Canada,K2*,45.4,-75.7,America/Toronto,Public Works and Government Services Canada,Public Works and Government Services Canada,
124.***.***.***,Taguig,Metro Manila,Philippines,16**,14.5,121.1,Asia/Manila,Philippine Long Distance Telephone Co.,Philippine Long Distance Telephone Co,AS9299 Philippine Long Distance Telephone Company
219.***.***.***,Minato-ku,Tokyo,Japan,10******,35.7,139.8,Asia/Tokyo,Softbank BB Corp.,Japan nation-wide Network of SOFTBANK BB CORP,AS17676 SoftBank Corp.
174.***.***.***,Atlanta,Georgia,United States,30***,33.8,-84.4,America/New_York,Verizon Business,Verizon Business,AS22394 Verizon Business
58.***.***.***,Gwangjin-gu,Seoul,South Korea,51***,37.5,127.1,Asia/Seoul,DACOM-PUBNETPLUS,Pubnetplus,AS9316 DACOM-PUBNETPLUS
160.***.***.***,London,England,United Kingdom,W1*,51.5,-0.1,Europe/London,Microsoft Limited,Microsoft Limited,
56.***.***.***,Raleigh,North Carolina,United States,27***,35.8,-78.6,America/New_York,United States Postal Service.,United States Postal Service,
15.***.***.***,Mumbai,Maharashtra,India,40****,19.1,72.9,Asia/Kolkata,Amazon Technologies Inc.,AWS EC2 (ap-south-1),"AS16509 Amazon.com, Inc."
92.***.***.***,London,England,United Kingdom,W1*****,51.5,-0.1,Europe/London,Barefruit Ltd,Barefruit Ltd,
50.***.***.***,Redwood City,California,United States,94***,37.5,-122.2,America/Los_Angeles,Turn Inc.,Turn Inc,
247.***.***.***,,,,,,,,,,
35.***.***.***,Seattle,Washington,United States,98***,47.6,-122.3,America/Los_Angeles,Amazon Technologies Inc.,Amazon Technologies Inc,
241.***.***.***,,,,,,,,,,
1.***.***.***,Adelaide,South Australia,Australia,51**,-34.8,138.7,Australia/Adelaide,Telstra Internet,,AS1221 Telstra Corporation Ltd
47.***.***.***,Singapore,North West,Singapore,85****,1.4,103.8,Asia/Singapore,"Alibaba (US) Technology Co., Ltd.",Alibaba.com LLC,"AS45102 Alibaba (US) Technology Co., Ltd."
153.***.***.***,Atlanta,Georgia,United States,30***,33.8,-84.4,America/New_York,NCR Corporation,NCR Corporation,AS14962 NCR Corporation
244.***.***.***,,,,,,,,,,
27.***.***.***,Banqiao,Taipei,Taiwan,,25.0,121.5,Asia/Taipei,"Far EastTone Telecommunication Co., Ltd.","Far EasTone Telecommunication Co., Ltd.","AS9674 Far EastTone Telecommunication Co., Ltd."
254.***.***.***,,,,,,,,,,
147.***.***.***,The Woodlands,Texas,United States,77***,30.2,-95.5,America/Chicago,Anadarko Petroleum Corporation,Anadarko Petroleum Corporation,
252.***.***.***,,,,,,,,,,
224.***.***.***,,,,,,,,,,
97.***.***.***,Chagrin Falls,Ohio,United States,44***,41.4,-81.4,America/New_York,Verizon Business,Cellco Partnership DBA Verizon Wireless,AS6167 Verizon Business
7.***.***.***,Whitehall,Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
55.***.***.***,Sierra Vista,Arizona,United States,85***,31.6,-110.4,America/Phoenix,DoD Network Information Center,USAISC,AS721 DoD Network Information Center
206.***.***.***,Nutley,New Jersey,United States,71**,40.8,-74.1,America/New_York,RADIANZ Americas,"RADIANZ Americas, Inc",
212.***.***.***,Umeå,Västerbotten County,Sweden,90****,63.8,20.3,Europe/Stockholm,"UMDAC, Umea University","UMDAC, Umea University","AS12501 UMDAC, Umea University"
112.***.***.***,Quezon City,Metro Manila,Philippines,11**,14.6,121.0,Asia/Manila,Philippine Long Distance Telephone Co.,,AS9299 Philippine Long Distance Telephone Company
