IMSI,ip_diversity,device_hopping,location_variation,net_switching,subnet_diversity,is_anomaly,risk_score
2402718229094,1,1,1,1,1,0,1.0
2402724452275,1,1,1,1,1,0,1.0
2402724771157,1,1,1,1,1,0,1.0
2402725573018,1,1,1,1,1,0,1.0
2402725772619,1,1,1,1,1,0,1.0
2402726189109,1,1,1,1,1,0,1.0
2402727973282,1,1,1,1,1,0,1.0
2402728090317,1,1,1,1,1,0,1.0
2402730382000,1,1,1,1,1,0,1.0
2402735454948,1,1,1,1,1,0,1.0
2402737204168,1,1,1,1,1,0,1.0
2402737957238,1,1,1,1,1,0,1.0
2402738696648,1,1,1,1,1,0,1.0
2402739548166,1,1,1,1,1,0,1.0
2402749300382,1,1,1,1,1,0,1.0
2402753700410,1,1,1,1,1,0,1.0
2402758045292,1,1,1,1,1,0,1.0
2402763628144,1,1,1,1,1,0,1.0
2402769473088,1,1,1,1,1,0,1.0
2402771959119,1,1,1,1,1,0,1.0
2402772217043,1,1,1,1,1,0,1.0
2402772610540,1,1,1,1,1,0,1.0
2402773152815,1,1,1,1,1,0,1.0
2402773312581,1,1,1,1,1,0,1.0
2402775213530,1,1,1,1,1,0,1.0
2402780056088,1,1,1,1,1,0,1.0
2402781469539,1,1,1,1,1,0,1.0
2402781832524,1,1,1,1,1,0,1.0
2402784726439,1,1,1,1,1,0,1.0
2402786807042,1,1,1,1,1,0,1.0
2402786866943,1,1,1,1,1,0,1.0
2402787747016,1,1,1,1,1,0,1.0
2402788447909,1,1,1,1,1,0,1.0
2402788598819,1,1,1,1,1,0,1.0
2402788957986,1,1,1,1,1,0,1.0
2402789027645,1,1,1,1,1,0,1.0
2402789117456,1,1,1,1,1,0,1.0
2402792904699,1,1,1,1,1,0,1.0
2402796244527,1,1,1,1,1,0,1.0
2402798257998,1,1,1,1,1,0,1.0
2402807335006,1,1,1,1,1,0,1.0
2402808576236,1,1,1,1,1,0,1.0
2402814353127,1,1,1,1,1,0,1.0
2402815016454,1,1,1,1,1,0,1.0
2402815037017,1,1,1,1,1,0,1.0
2402815683870,1,1,1,1,1,0,1.0
2402816727966,1,1,1,1,1,0,1.0
2402817074436,1,1,1,1,1,0,1.0
2402817717169,1,1,1,1,1,0,1.0
2402819648253,1,1,1,1,1,0,1.0
2402823134275,1,1,1,1,1,0,1.0
2402828018323,1,1,1,1,1,0,1.0
2402830568208,1,1,1,1,1,0,1.0
2402832867851,1,1,1,1,1,0,1.0
2402833728756,1,1,1,1,1,0,1.0
2402835887421,1,1,1,1,1,0,1.0
2402836440892,1,1,1,1,1,0,1.0
2402842678617,1,1,1,1,1,0,1.0
2402845541408,1,1,1,1,1,0,1.0
2402845848749,1,1,1,1,1,0,1.0
2402855038471,1,1,1,1,1,0,1.0
2402855779748,1,1,1,1,1,0,1.0
2402858498114,1,1,1,1,1,0,1.0
2402858913089,1,1,1,1,1,0,1.0
2402863270231,1,1,1,1,1,0,1.0
2402865383957,1,1,1,1,1,0,1.0
2402866906251,1,1,1,1,1,0,1.0
2402870485959,1,1,1,1,1,0,1.0
2402873511877,1,1,1,1,1,0,1.0
2402873576856,1,1,1,1,1,0,1.0
2402874081173,1,1,1,1,1,0,1.0
2402879826225,1,1,1,1,1,0,1.0
2402884414253,1,1,1,1,1,0,1.0
2402886887924,1,1,1,1,1,0,1.0
2402890823710,1,1,1,1,1,0,1.0
2402892074595,1,1,1,1,1,0,1.0
2402897487411,1,1,1,1,1,0,1.0
2402900042199,1,1,1,1,1,0,1.0
2402903008103,1,1,1,1,1,0,1.0
2402903856980,1,1,1,1,1,0,1.0
2402907596599,1,1,1,1,1,0,1.0
2402908311686,1,1,1,1,1,0,1.0
2402908718274,1,1,1,1,1,0,1.0
2402909304376,1,1,1,1,1,0,1.0
2402913675916,1,1,1,1,1,0,1.0
2402914650223,1,1,1,1,1,0,1.0
2402919565058,1,1,1,1,1,0,1.0
2402919742694,1,1,1,1,1,0,1.0
2402920875102,1,1,1,1,1,0,1.0
2402921277997,1,1,1,1,1,0,1.0
2402928422223,1,1,1,1,1,0,1.0
2402932896340,1,1,1,1,1,0,1.0
2402933801070,1,1,1,1,1,0,1.0
2402940635724,1,1,1,1,1,0,1.0
2402944149253,1,1,1,1,1,0,1.0
2402944551166,1,1,1,1,1,0,1.0
2402946576024,1,1,1,1,1,0,1.0
2402946902177,1,1,1,1,1,0,1.0
2402950143748,1,1,1,1,1,0,1.0
2402955471200,1,1,1,1,1,0,1.0
2402958385083,1,1,1,1,1,0,1.0
2402962015336,1,1,1,1,1,0,1.0
2402964447725,1,1,1,1,1,0,1.0
2402965074456,1,1,1,1,1,0,1.0
2402978823553,1,1,1,1,1,0,1.0
2402979744527,1,1,1,1,1,0,1.0
2402980651527,1,1,1,1,1,0,1.0
2402982173929,1,1,1,1,1,0,1.0
2402989042698,1,1,1,1,1,0,1.0
2402991406884,1,1,1,1,1,0,1.0
2402997385442,1,1,1,1,1,0,1.0
2402998858491,1,1,1,1,1,0,1.0
2403001618321,1,1,1,1,1,0,1.0
2403004362569,1,1,1,1,1,0,1.0
2403007086186,1,1,1,1,1,0,1.0
2403007356582,1,1,1,1,1,0,1.0
2403009715475,1,1,1,1,1,0,1.0
2403015972242,1,1,1,1,1,0,1.0
2403017316715,1,1,1,1,1,0,1.0
2403018179607,1,1,1,1,1,0,1.0
2403019220956,1,1,1,1,1,0,1.0
2403023641224,1,1,1,1,1,0,1.0
2403025209452,1,1,1,1,1,0,1.0
2403032535559,1,1,1,1,1,0,1.0
2403032645649,1,1,1,1,1,0,1.0
2403033467711,1,1,1,1,1,0,1.0
2403035821726,1,1,1,1,1,0,1.0
2403037631748,1,1,1,1,1,0,1.0
2403040256004,1,1,1,1,1,0,1.0
2403040479416,1,1,1,1,1,0,1.0
2403043178421,1,1,1,1,1,0,1.0
2403043494815,1,1,1,1,1,0,1.0
2403045741298,1,1,1,1,1,0,1.0
2403046875063,1,1,1,1,1,0,1.0
2403051522047,1,1,1,1,1,0,1.0
2403052361416,1,1,1,1,1,0,1.0
2403054508275,1,1,1,1,1,0,1.0
2403055488510,1,1,1,1,1,0,1.0
2403056446853,1,1,1,1,1,0,1.0
2403059126620,1,1,1,1,1,0,1.0
2403061443575,1,1,1,1,1,0,1.0
2403064211684,1,1,1,1,1,0,1.0
2403068317641,1,1,1,1,1,0,1.0
2403068811640,1,1,1,1,1,0,1.0
2403069358824,1,1,1,1,1,0,1.0
2403070131688,1,1,1,1,1,0,1.0
2403075384185,1,1,1,1,1,0,1.0
2403081969544,1,1,1,1,1,0,1.0
2403087722696,1,1,1,1,1,0,1.0
2403089612694,1,1,1,1,1,0,1.0
2403090740635,1,1,1,1,1,0,1.0
2403098050097,1,1,1,1,1,0,1.0
2403104502589,1,1,1,1,1,0,1.0
2403107773533,1,1,1,1,1,0,1.0
2403109077182,1,1,1,1,1,0,1.0
2403109157191,1,1,1,1,1,0,1.0
2403111354925,1,1,1,1,1,0,1.0
2403116566701,1,1,1,1,1,0,1.0
2403117753312,1,1,1,1,1,0,1.0
2403122264923,1,1,1,1,1,0,1.0
2403123455068,1,1,1,1,1,0,1.0
2403125245870,1,1,1,1,1,0,1.0
2403126532735,1,1,1,1,1,0,1.0
2403126881228,1,1,1,1,1,0,1.0
2403130667123,1,1,1,1,1,0,1.0
2403140352635,1,1,1,1,1,0,1.0
2403140982127,1,1,1,1,1,0,1.0
2403142147238,1,1,1,1,1,0,1.0
2403143360574,1,1,1,1,1,0,1.0
2403145726542,1,1,1,1,1,0,1.0
2403145843456,1,1,1,1,1,0,1.0
2403145945681,1,1,1,1,1,0,1.0
2403150810866,1,1,1,1,1,0,1.0
2403152605794,1,1,1,1,1,0,1.0
2403152742054,1,1,1,1,1,0,1.0
2403153070791,1,1,1,1,1,0,1.0
2403153389601,1,1,1,1,1,0,1.0
2403159105185,1,1,1,1,1,0,1.0
2403159757292,1,1,1,1,1,0,1.0
2403160350245,1,1,1,1,1,0,1.0
2403166479512,1,1,1,1,1,0,1.0
2403170695560,1,1,1,1,1,0,1.0
2403172366704,1,1,1,1,1,0,1.0
2403176158650,1,1,1,1,1,0,1.0
2403181958837,1,1,1,1,1,0,1.0
2403183823708,1,1,1,1,1,0,1.0
2403183933529,1,1,1,1,1,0,1.0
2403183997984,1,1,1,1,1,0,1.0
2403184341357,1,1,1,1,1,0,1.0
2403188534026,1,1,1,1,1,0,1.0
2403190857346,1,1,1,1,1,0,1.0
2403192134249,1,1,1,1,1,0,1.0
2403201629073,1,1,1,1,1,0,1.0
2403201970307,1,1,1,1,1,0,1.0
2403202271131,1,1,1,1,1,0,1.0
2403211190266,1,1,1,1,1,0,1.0
2403216656910,1,1,1,1,1,0,1.0
2403223023332,1,1,1,1,1,0,1.0
2403225091557,1,1,1,1,1,0,1.0
2403225174224,1,1,1,1,1,0,1.0
2403228898572,1,1,1,1,1,0,1.0
2403229918128,1,1,1,1,1,0,1.0
2403231866790,1,1,1,1,1,0,1.0
2403231951215,1,1,1,1,1,0,1.0
2403238782508,1,1,1,1,1,0,1.0
2403238876766,1,1,1,1,1,0,1.0
2403242466047,1,1,1,1,1,0,1.0
2403245381097,1,1,1,1,1,0,1.0
2403246872203,1,1,1,1,1,0,1.0
2403249675745,1,1,1,1,1,0,1.0
2403253363057,1,1,1,1,1,0,1.0
2403254601891,1,1,1,1,1,0,1.0
2403259399337,1,1,1,1,1,0,1.0
2403260586942,1,1,1,1,1,0,1.0
2403262144537,1,1,1,1,1,0,1.0
2403262463025,1,1,1,1,1,0,1.0
2403265495189,1,1,1,1,1,0,1.0
2403266432239,1,1,1,1,1,0,1.0
2403267273326,1,1,1,1,1,0,1.0
2403270289966,1,1,1,1,1,0,1.0
2403272795687,1,1,1,1,1,0,1.0
2403278668689,1,1,1,1,1,0,1.0
2403278928243,1,1,1,1,1,0,1.0
2403281816717,1,1,1,1,1,0,1.0
2403282251964,1,1,1,1,1,0,1.0
2403286140245,1,1,1,1,1,0,1.0
2403286326667,1,1,1,1,1,0,1.0
2403286571192,1,1,1,1,1,0,1.0
2403286879732,1,1,1,1,1,0,1.0
2403289514563,1,1,1,1,1,0,1.0
2403294807426,1,1,1,1,1,0,1.0
2403299587427,1,1,1,1,1,0,1.0
2403302415984,1,1,1,1,1,0,1.0
2403303815695,1,1,1,1,1,0,1.0
2403309870382,1,1,1,1,1,0,1.0
2403310886230,1,1,1,1,1,0,1.0
2403311519683,1,1,1,1,1,0,1.0
2403320344956,1,1,1,1,1,0,1.0
2403322855660,1,1,1,1,1,0,1.0
2403323430658,1,1,1,1,1,0,1.0
2403324165185,1,1,1,1,1,0,1.0
2403324335069,1,1,1,1,1,0,1.0
2403331569640,1,1,1,1,1,0,1.0
2403333939578,1,1,1,1,1,0,1.0
2403334911415,1,1,1,1,1,0,1.0
2403338276534,1,1,1,1,1,0,1.0
2403341812916,1,1,1,1,1,0,1.0
2403342342583,1,1,1,1,1,0,1.0
2403342643350,1,1,1,1,1,0,1.0
2403342708668,1,1,1,1,1,0,1.0
2403342720388,1,1,1,1,1,0,1.0
2403345823881,1,1,1,1,1,0,1.0
2403348080136,1,1,1,1,1,0,1.0
2403348781934,1,1,1,1,1,0,1.0
2403351040961,1,1,1,1,1,0,1.0
2403351424496,1,1,1,1,1,0,1.0
2403352358459,1,1,1,1,1,0,1.0
2403359848086,1,1,1,1,1,0,1.0
2403360809010,1,1,1,1,1,0,1.0
2403361363750,1,1,1,1,1,0,1.0
2403364770413,1,1,1,1,1,0,1.0
2403367960828,1,1,1,1,1,0,1.0
2403369318062,1,1,1,1,1,0,1.0
2403372094841,1,1,1,1,1,0,1.0
2403374989413,1,1,1,1,1,0,1.0
2403379337563,1,1,1,1,1,0,1.0
2403383312467,1,1,1,1,1,0,1.0
2403384309269,1,1,1,1,1,0,1.0
2403387928392,1,1,1,1,1,0,1.0
2403391438276,1,1,1,1,1,0,1.0
2403398985258,1,1,1,1,1,0,1.0
2403400127622,1,1,1,1,1,0,1.0
2403403627562,1,1,1,1,1,0,1.0
2403405130057,1,1,1,1,1,0,1.0
2403408487297,1,1,1,1,1,0,1.0
2403413164752,1,1,1,1,1,0,1.0
2403413899940,1,1,1,1,1,0,1.0
2403415949283,1,1,1,1,1,0,1.0
2403417005455,1,1,1,1,1,0,1.0
2403420457813,1,1,1,1,1,0,1.0
2403423867077,1,1,1,1,1,0,1.0
2403425073305,1,1,1,1,1,0,1.0
2403427973029,1,1,1,1,1,0,1.0
2403437798240,1,1,1,1,1,0,1.0
2403444519067,1,1,1,1,1,0,1.0
2403445459566,1,1,1,1,1,0,1.0
2403446332465,1,1,1,1,1,0,1.0
2403447134936,1,1,1,1,1,0,1.0
2403447792796,1,1,1,1,1,0,1.0
2403447798733,1,1,1,1,1,0,1.0
2403447945923,1,1,1,1,1,0,1.0
2403448466117,1,1,1,1,1,0,1.0
2403453931742,1,1,1,1,1,0,1.0
2403460263356,1,1,1,1,1,0,1.0
2403461571732,1,1,1,1,1,0,1.0
2403462264240,1,1,1,1,1,0,1.0
2403465032403,1,1,1,1,1,0,1.0
2403465546120,1,1,1,1,1,0,1.0
2403467299493,1,1,1,1,1,0,1.0
2403474502405,1,1,1,1,1,0,1.0
2403477496337,1,1,1,1,1,0,1.0
2403480022642,1,1,1,1,1,0,1.0
2403480851496,1,1,1,1,1,0,1.0
2403481180829,1,1,1,1,1,0,1.0
2403486071775,1,1,1,1,1,0,1.0
2403492277708,1,1,1,1,1,0,1.0
2403492638987,1,1,1,1,1,0,1.0
2403493096663,1,1,1,1,1,0,1.0
2403494290461,1,1,1,1,1,0,1.0
2403494374750,1,1,1,1,1,0,1.0
2403497296970,1,1,1,1,1,0,1.0
2403499372699,1,1,1,1,1,0,1.0
2403499850308,1,1,1,1,1,0,1.0
2403500788369,1,1,1,1,1,0,1.0
2403502142106,1,1,1,1,1,0,1.0
2403502767490,1,1,1,1,1,0,1.0
2403503978514,1,1,1,1,1,0,1.0
2403504056695,1,1,1,1,1,0,1.0
2403506001266,1,1,1,1,1,0,1.0
2403506656605,1,1,1,1,1,0,1.0
2403510067076,1,1,1,1,1,0,1.0
2403511748636,1,1,1,1,1,0,1.0
2403517236850,1,1,1,1,1,0,1.0
2403519509623,1,1,1,1,1,0,1.0
2403519997211,1,1,1,1,1,0,1.0
2403531234692,1,1,1,1,1,0,1.0
2403533406201,1,1,1,1,1,0,1.0
2403534705070,1,1,1,1,1,0,1.0
2403536937854,1,1,1,1,1,0,1.0
2403538676259,1,1,1,1,1,0,1.0
2403541597099,1,1,1,1,1,0,1.0
2403543404668,1,1,1,1,1,0,1.0
2403547607512,1,1,1,1,1,0,1.0
2403550542960,1,1,1,1,1,0,1.0
2403552157043,1,1,1,1,1,0,1.0
2403554042316,1,1,1,1,1,0,1.0
2403555809961,1,1,1,1,1,0,1.0
2403556909275,1,1,1,1,1,0,1.0
2403565026715,1,1,1,1,1,0,1.0
2403567480957,1,1,1,1,1,0,1.0
2403567782659,1,1,1,1,1,0,1.0
2403567941540,1,1,1,1,1,0,1.0
2403571338447,1,1,1,1,1,0,1.0
2403572362733,1,1,1,1,1,0,1.0
2403578452182,1,1,1,1,1,0,1.0
2403579786305,1,1,1,1,1,0,1.0
2403587662690,1,1,1,1,1,0,1.0
2403590627094,1,1,1,1,1,0,1.0
2403592172340,1,1,1,1,1,0,1.0
2403594463428,1,1,1,1,1,0,1.0
2403596053026,1,1,1,1,1,0,1.0
2403596653390,1,1,1,1,1,0,1.0
2403597543453,1,1,1,1,1,0,1.0
2403598474229,1,1,1,1,1,0,1.0
2403598926256,1,1,1,1,1,0,1.0
2403600412577,1,1,1,1,1,0,1.0
2403607417060,1,1,1,1,1,0,1.0
2403613227690,1,1,1,1,1,0,1.0
2403614345648,1,1,1,1,1,0,1.0
2403615926686,1,1,1,1,1,0,1.0
2403616248607,1,1,1,1,1,0,1.0
2403620275582,1,1,1,1,1,0,1.0
2403621986550,1,1,1,1,1,0,1.0
2403628862335,1,1,1,1,1,0,1.0
2403628917756,1,1,1,1,1,0,1.0
2403630944238,1,1,1,1,1,0,1.0
2403634957885,1,1,1,1,1,0,1.0
2403639264957,1,1,1,1,1,0,1.0
2403642813190,1,1,1,1,1,0,1.0
2403645257775,1,1,1,1,1,0,1.0
2403650456869,1,1,1,1,1,0,1.0
2403650941626,1,1,1,1,1,0,1.0
2403653755849,1,1,1,1,1,0,1.0
2403657661565,1,1,1,1,1,0,1.0
2403659455701,1,1,1,1,1,0,1.0
2403669471834,1,1,1,1,1,0,1.0
2403673037183,1,1,1,1,1,0,1.0
2403677639663,1,1,1,1,1,0,1.0
2403678621078,1,1,1,1,1,0,1.0
2403680199050,1,1,1,1,1,0,1.0
2403680601457,1,1,1,1,1,0,1.0
2403682332904,1,1,1,1,1,0,1.0
2403685160481,1,1,1,1,1,0,1.0
2403690866022,1,1,1,1,1,0,1.0
2403693080118,1,1,1,1,1,0,1.0
2403701242446,1,1,1,1,1,0,1.0
2403705741037,1,1,1,1,1,0,1.0
2403706272352,1,1,1,1,1,0,1.0
2403717086494,1,1,1,1,1,0,1.0
2403723073571,1,1,1,1,1,0,1.0
2403727259063,1,1,1,1,1,0,1.0
2403734764273,1,1,1,1,1,0,1.0
2403736090857,1,1,1,1,1,0,1.0
2403740278062,1,1,1,1,1,0,1.0
2403740779433,1,1,1,1,1,0,1.0
2403744571991,1,1,1,1,1,0,1.0
2403753659680,1,1,1,1,1,0,1.0
2403754807805,1,1,1,1,1,0,1.0
2403757383959,1,1,1,1,1,0,1.0
2403759972984,1,1,1,1,1,0,1.0
2403763895608,1,1,1,1,1,0,1.0
2403769848282,1,1,1,1,1,0,1.0
2403771886263,1,1,1,1,1,0,1.0
2403775044806,1,1,1,1,1,0,1.0
2403781319151,1,1,1,1,1,0,1.0
2403782601877,1,1,1,1,1,0,1.0
2403783063963,1,1,1,1,1,0,1.0
2403785771712,1,1,1,1,1,0,1.0
2403786282509,1,1,1,1,1,0,1.0
2403791212110,1,1,1,1,1,0,1.0
2403798293055,1,1,1,1,1,0,1.0
2403799005366,1,1,1,1,1,0,1.0
2403805732136,1,1,1,1,1,0,1.0
2403807991493,1,1,1,1,1,0,1.0
2403808263267,1,1,1,1,1,0,1.0
2403814049098,1,1,1,1,1,0,1.0
2403822382235,1,1,1,1,1,0,1.0
2403822442951,1,1,1,1,1,0,1.0
2403828232668,1,1,1,1,1,0,1.0
2403828258673,1,1,1,1,1,0,1.0
2403829879086,1,1,1,1,1,0,1.0
2403831918043,1,1,1,1,1,0,1.0
2403831934891,1,1,1,1,1,0,1.0
2403839687884,1,1,1,1,1,0,1.0
2403842513542,1,1,1,1,1,0,1.0
2403852146111,1,1,1,1,1,0,1.0
2403855555051,1,1,1,1,1,0,1.0
2403859524050,1,1,1,1,1,0,1.0
2403860030443,1,1,1,1,1,0,1.0
2403861601861,1,1,1,1,1,0,1.0
2403864883626,1,1,1,1,1,0,1.0
2403865568502,1,1,1,1,1,0,1.0
2403866429742,1,1,1,1,1,0,1.0
2403866897073,1,1,1,1,1,0,1.0
2403868165223,1,1,1,1,1,0,1.0
2403873140319,1,1,1,1,1,0,1.0
2403875082768,1,1,1,1,1,0,1.0
2403875955942,1,1,1,1,1,0,1.0
2403878753577,1,1,1,1,1,0,1.0
2403882810592,1,1,1,1,1,0,1.0
2403884366044,1,1,1,1,1,0,1.0
2403885160607,1,1,1,1,1,0,1.0
2403885681193,1,1,1,1,1,0,1.0
2403885978719,1,1,1,1,1,0,1.0
2403887821889,1,1,1,1,1,0,1.0
2403893136490,1,1,1,1,1,0,1.0
2403896549977,1,1,1,1,1,0,1.0
2403900251213,1,1,1,1,1,0,1.0
2403901876927,1,1,1,1,1,0,1.0
2403905321596,1,1,1,1,1,0,1.0
2403910651801,1,1,1,1,1,0,1.0
2403920530214,1,1,1,1,1,0,1.0
2403920604294,1,1,1,1,1,0,1.0
2403921328390,1,1,1,1,1,0,1.0
2403921609228,1,1,1,1,1,0,1.0
2403924358853,1,1,1,1,1,0,1.0
2403926142939,1,1,1,1,1,0,1.0
2403927541387,1,1,1,1,1,0,1.0
2403927769843,1,1,1,1,1,0,1.0
2403928272299,1,1,1,1,1,0,1.0
2403928403476,1,1,1,1,1,0,1.0
2403928532025,1,1,1,1,1,0,1.0
2403929188194,1,1,1,1,1,0,1.0
2403931165312,1,1,1,1,1,0,1.0
2403939881869,1,1,1,1,1,0,1.0
2403942811587,1,1,1,1,1,0,1.0
2403943804032,1,1,1,1,1,0,1.0
2403943988442,1,1,1,1,1,0,1.0
2403944060146,1,1,1,1,1,0,1.0
2403948053318,1,1,1,1,1,0,1.0
2403948150439,1,1,1,1,1,0,1.0
2403950111525,1,1,1,1,1,0,1.0
2403951574606,1,1,1,1,1,0,1.0
2403953481105,1,1,1,1,1,0,1.0
2403954149161,1,1,1,1,1,0,1.0
2403955701601,1,1,1,1,1,0,1.0
2403956851423,1,1,1,1,1,0,1.0
2403958739592,1,1,1,1,1,0,1.0
2403959459211,1,1,1,1,1,0,1.0
2403960424081,1,1,1,1,1,0,1.0
2403961219051,1,1,1,1,1,0,1.0
2403967705467,1,1,1,1,1,0,1.0
2403968860102,1,1,1,1,1,0,1.0
2403972484396,1,1,1,1,1,0,1.0
2403978157341,1,1,1,1,1,0,1.0
2403978570820,1,1,1,1,1,0,1.0
2403986221405,1,1,1,1,1,0,1.0
2403986383466,1,1,1,1,1,0,1.0
2403988784295,1,1,1,1,1,0,1.0
2403989085532,1,1,1,1,1,0,1.0
2403990163587,1,1,1,1,1,0,1.0
2403992052229,1,1,1,1,1,0,1.0
2403996014471,1,1,1,1,1,0,1.0
2403996263779,1,1,1,1,1,0,1.0
2403996979339,1,1,1,1,1,0,1.0
2403997049835,1,1,1,1,1,0,1.0
2403998376732,1,1,1,1,1,0,1.0
2404004640879,1,1,1,1,1,0,1.0
2404005045562,1,1,1,1,1,0,1.0
2404013265373,1,1,1,1,1,0,1.0
2404014247310,1,1,1,1,1,0,1.0
2404016481880,1,1,1,1,1,0,1.0
2404016599530,1,1,1,1,1,0,1.0
2404017234467,1,1,1,1,1,0,1.0
2404019027169,1,1,1,1,1,0,1.0
2404024455022,1,1,1,1,1,0,1.0
2404024938713,1,1,1,1,1,0,1.0
2404025885510,1,1,1,1,1,0,1.0
2404026356887,1,1,1,1,1,0,1.0
2404028974093,1,1,1,1,1,0,1.0
2404032892624,1,1,1,1,1,0,1.0
2404033596900,1,1,1,1,1,0,1.0
2404041627422,1,1,1,1,1,0,1.0
2404042100149,1,1,1,1,1,0,1.0
2404043800866,1,1,1,1,1,0,1.0
2404051431641,1,1,1,1,1,0,1.0
2404055306113,1,1,1,1,1,0,1.0
2404055525177,1,1,1,1,1,0,1.0
2404055724772,1,1,1,1,1,0,1.0
2404057445099,1,1,1,1,1,0,1.0
2404058151939,1,1,1,1,1,0,1.0
2404060154138,1,1,1,1,1,0,1.0
2404060882479,1,1,1,1,1,0,1.0
2404063223628,1,1,1,1,1,0,1.0
2404065266426,1,1,1,1,1,0,1.0
2404067200784,1,1,1,1,1,0,1.0
2404070366656,1,1,1,1,1,0,1.0
2404076703470,1,1,1,1,1,0,1.0
2404088331838,1,1,1,1,1,0,1.0
2404093099986,1,1,1,1,1,0,1.0
2404093242430,1,1,1,1,1,0,1.0
2404094353344,1,1,1,1,1,0,1.0
2404097628271,1,1,1,1,1,0,1.0
2404099073722,1,1,1,1,1,0,1.0
2404104866718,1,1,1,1,1,0,1.0
2404109600661,1,1,1,1,1,0,1.0
2404114207651,1,1,1,1,1,0,1.0
2404116739645,1,1,1,1,1,0,1.0
2404117309850,1,1,1,1,1,0,1.0
2404118727429,1,1,1,1,1,0,1.0
2404120270615,1,1,1,1,1,0,1.0
2404121917062,1,1,1,1,1,0,1.0
2404123481094,1,1,1,1,1,0,1.0
2404125313795,1,1,1,1,1,0,1.0
2404132611178,1,1,1,1,1,0,1.0
2404136233470,1,1,1,1,1,0,1.0
2404137681511,1,1,1,1,1,0,1.0
2404138225814,1,1,1,1,1,0,1.0
2404141981025,1,1,1,1,1,0,1.0
2404152807864,1,1,1,1,1,0,1.0
2404153740513,1,1,1,1,1,0,1.0
2404155945011,1,1,1,1,1,0,1.0
2404156676527,1,1,1,1,1,0,1.0
2404157337684,1,1,1,1,1,0,1.0
2404158744915,1,1,1,1,1,0,1.0
2404162796365,1,1,1,1,1,0,1.0
2404163166417,1,1,1,1,1,0,1.0
2404170364237,1,1,1,1,1,0,1.0
2404172156229,1,1,1,1,1,0,1.0
2404176697068,1,1,1,1,1,0,1.0
2404178321126,1,1,1,1,1,0,1.0
2404178679393,1,1,1,1,1,0,1.0
2404179394314,1,1,1,1,1,0,1.0
2404183437401,1,1,1,1,1,0,1.0
2404184446204,1,1,1,1,1,0,1.0
2404186203036,1,1,1,1,1,0,1.0
2404189508164,1,1,1,1,1,0,1.0
2404191739593,1,1,1,1,1,0,1.0
2404196156078,1,1,1,1,1,0,1.0
2404198117963,1,1,1,1,1,0,1.0
2404201173101,1,1,1,1,1,0,1.0
2404205668073,1,1,1,1,1,0,1.0
2404208481395,1,1,1,1,1,0,1.0
2404210379982,1,1,1,1,1,0,1.0
2404220618506,1,1,1,1,1,0,1.0
2404220704310,1,1,1,1,1,0,1.0
2404223653271,1,1,1,1,1,0,1.0
2404234016361,1,1,1,1,1,0,1.0
2404235914261,1,1,1,1,1,0,1.0
2404236025673,1,1,1,1,1,0,1.0
2404243837390,1,1,1,1,1,0,1.0
2404246073723,1,1,1,1,1,0,1.0
2404250122915,1,1,1,1,1,0,1.0
2404272943610,1,1,1,1,1,0,1.0
2404275090161,1,1,1,1,1,0,1.0
2404275617372,1,1,1,1,1,0,1.0
2404279191637,1,1,1,1,1,0,1.0
2404280911541,1,1,1,1,1,0,1.0
2404282344290,1,1,1,1,1,0,1.0
2404285969325,1,1,1,1,1,0,1.0
2404290436827,1,1,1,1,1,0,1.0
2404293264570,1,1,1,1,1,0,1.0
2404295995719,1,1,1,1,1,0,1.0
2404297372683,1,1,1,1,1,0,1.0
2404302120663,1,1,1,1,1,0,1.0
2404302178167,1,1,1,1,1,0,1.0
2404306287345,1,1,1,1,1,0,1.0
2404306738750,1,1,1,1,1,0,1.0
2404308183632,1,1,1,1,1,0,1.0
2404315211997,1,1,1,1,1,0,1.0
2404315227911,1,1,1,1,1,0,1.0
2404317191633,1,1,1,1,1,0,1.0
2404324170712,1,1,1,1,1,0,1.0
2404330779001,1,1,1,1,1,0,1.0
2404334097055,1,1,1,1,1,0,1.0
2404335623950,1,1,1,1,1,0,1.0
2404335670860,1,1,1,1,1,0,1.0
2404337453656,1,1,1,1,1,0,1.0
2404337504793,1,1,1,1,1,0,1.0
2404338723414,1,1,1,1,1,0,1.0
2404339133252,1,1,1,1,1,0,1.0
2404339971236,1,1,1,1,1,0,1.0
2404344919747,1,1,1,1,1,0,1.0
2404345581223,1,1,1,1,1,0,1.0
2404346858639,1,1,1,1,1,0,1.0
2404347769587,1,1,1,1,1,0,1.0
2404351840639,1,1,1,1,1,0,1.0
2404351906698,1,1,1,1,1,0,1.0
2404359325618,1,1,1,1,1,0,1.0
2404362331931,1,1,1,1,1,0,1.0
2404363225032,1,1,1,1,1,0,1.0
2404366647984,1,1,1,1,1,0,1.0
2404368681114,1,1,1,1,1,0,1.0
2404368869148,1,1,1,1,1,0,1.0
2404369285156,1,1,1,1,1,0,1.0
2404370391905,1,1,1,1,1,0,1.0
2404373053596,1,1,1,1,1,0,1.0
2404375811625,1,1,1,1,1,0,1.0
2404378872427,1,1,1,1,1,0,1.0
2404380299034,1,1,1,1,1,0,1.0
2404381779989,1,1,1,1,1,0,1.0
2404383805826,1,1,1,1,1,0,1.0
2404384092771,1,1,1,1,1,0,1.0
2404384249818,1,1,1,1,1,0,1.0
