Region,Country,Postal Code,Latitude,Longitude,Timezone,ISP,Organization,Autonomous System
England,United Kingdom,W1*,51.507,-0.128,Europe/London,Microsoft Limited,Microsoft Limited,
North Carolina,United States,27***,35.838,-78.612,America/New_York,United States Postal Service.,United States Postal Service,
Maharashtra,India,40****,19.076,72.878,Asia/Kolkata,Amazon Technologies Inc.,AWS EC2 (ap-south-1),"AS16509 Amazon.com, Inc."
England,United Kingdom,W1*****,51.514,-0.131,Europe/London,Barefruit Ltd,Barefruit Ltd,
California,United States,94***,37.488,-122.225,America/Los_Angeles,Turn Inc.,Turn Inc,
,,,,,,,,
Washington,United States,98***,47.622,-122.337,America/Los_Angeles,Amazon Technologies Inc.,Amazon Technologies Inc,
,,,,,,,,
South Australia,Australia,51**,-34.778,138.656,Australia/Adelaide,Telstra Internet,,AS1221 Telstra Corporation Ltd
North West,Singapore,85****,1.352,103.82,Asia/Singapore,"Alibaba (US) Technology Co., Ltd.",Alibaba.com LLC,"AS45102 Alibaba (US) Technology Co., Ltd."
Georgia,United States,30***,33.779,-84.39,America/New_York,NCR Corporation,NCR Corporation,AS14962 NCR Corporation
,,,,,,,,
Taipei,Taiwan,,25.011,121.462,Asia/Taipei,"Far EastTone Telecommunication Co., Ltd.","Far EasTone Telecommunication Co., Ltd.","AS9674 Far EastTone Telecommunication Co., Ltd."
,,,,,,,,
Texas,United States,77***,30.161,-95.453,America/Chicago,Anadarko Petroleum Corporation,Anadarko Petroleum Corporation,
,,,,,,,,
,,,,,,,,
Ohio,United States,44***,41.446,-81.421,America/New_York,Verizon Business,Cellco Partnership DBA Verizon Wireless,AS6167 Verizon Business
Ohio,United States,43***,39.975,-82.895,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Arizona,United States,85***,31.555,-110.35,America/Phoenix,DoD Network Information Center,USAISC,AS721 DoD Network Information Center
New Jersey,United States,71**,40.821,-74.134,America/New_York,RADIANZ Americas,"RADIANZ Americas, Inc",
Västerbotten County,Sweden,90****,63.82,20.305,Europe/Stockholm,"UMDAC, Umea University","UMDAC, Umea University","AS12501 UMDAC, Umea University"
Metro Manila,Philippines,11**,14.648,121.049,Asia/Manila,Philippine Long Distance Telephone Co.,,AS9299 Philippine Long Distance Telephone Company
,,,,,,,,
,,,,,,,,
Chiba,Japan,26******,35.597,140.142,Asia/Tokyo,NTT Communications Corporation,Open Computer Network,AS4713 NTT Communications Corporation
Jakarta,Indonesia,,-6.211,106.845,Asia/Jakarta,PT Telekomunikasi Selular Indonesia,PT.TELKOMSEL Indonesia,AS23693 PT. Telekomunikasi Selular
Wyoming,United States,82***,41.145,-104.812,America/Denver,T-Mobile USA,Sprint Cheyenne POP,
Iowa,United States,,41.262,-95.861,America/Chicago,Google LLC,Google Cloud (us-central1),AS396982 Google LLC
West Bengal,India,70****,22.573,88.364,Asia/Kolkata,AIRCEL,Aircel Limited,
Ontario,Canada,P1*,46.33,-79.586,America/Toronto,Cogeco Communications Inc.,Cogeco Cable Canada Inc.,AS7992 Cogeco Connexion Inc.
Montana,United States,59***,45.783,-108.501,America/Denver,Charter Communications,Spectrum,AS33588 Charter Communications
Zurich,Switzerland,83**,47.454,8.565,Europe/Zurich,Provider:Swisscom IP-Plus,Bundesamt fuer Meteorologie und Klimatologie,AS559 SWITCH
Zhejiang,China,31****,30.046,119.954,Asia/Shanghai,Chinanet,ZJ ZF New Material Co,AS4134 CHINANET-BACKBONE
Rio Grande do Sul,Brazil,,-30.027,-51.235,America/Sao_Paulo,Universidade Federal do Rio Grande do Sul,Universidade Federal do Rio Grande do Sul,AS19200 Universidade Federal do Rio Grande do Sul
Georgia,United States,30***,33.749,-84.388,America/New_York,Spectrum,Road Runner,AS11426 Charter Communications Inc
Arizona,United States,85***,31.555,-110.35,America/Phoenix,CTNOSC,USAISC,AS367 DoD Network Information Center
Illinois,United States,60***,41.878,-87.63,America/Chicago,"T-Mobile USA, Inc.","T-Mobile USA, Inc.","AS21928 T-Mobile USA, Inc."
Australian Capital Territory,Australia,26**,-35.343,149.158,Australia/Sydney,AUSLIG,Auslig,
,,,,,,,,
Tokyo,Japan,16******,35.706,139.696,Asia/Tokyo,"National University Corporation, Ehime University",,"AS131897 National University Corporation ,Ehime University"
Quebec,Canada,H3*,45.502,-73.617,America/Toronto,Reseau d'Informations Scientifiques du Quebec (RISQ Inc.),University of Montreal,AS376 Reseau d'Informations Scientifiques du Quebec (RISQ Inc.)
,,,,,,,,
New York,United States,10***,40.708,-74.011,America/New_York,Mediaocean LLC,Mediaocean LLC,
,,,,,,,,
Alberta,Canada,T5*,53.541,-113.507,America/Edmonton,Reserved AS,Edmonton Power,AS23448 ASN-EPCOR
Tehran,Iran,,35.72,51.429,Asia/Tehran,Sepanta Internet and MPLS Service Provider,Sepanta Communication Development Co. Ltd,AS39074 Sepanta Communication Development Co. Ltd
Madrid,Spain,28***,40.376,-3.759,Europe/Madrid,Entidad Publica Empresarial Red.es,UPM,AS766 Entidad Publica Empresarial Red.es
Shanghai,China,,31.222,121.458,Asia/Shanghai,China Unicom CHINA169 Shanghai Province Network,,AS17621 China Unicom Shanghai network
Kanagawa,Japan,22******,35.564,139.53,Asia/Tokyo,UCOM Corp.,UCOM Corporation,AS17506 ARTERIA Networks Corporation
Tamil Nadu,India,60****,13.083,80.271,Asia/Kolkata,SoftLayer,"SoftLayer Technologies, Inc",AS36351 SoftLayer Technologies Inc.
British Columbia,Canada,V7*,49.13,-123.166,America/Vancouver,University of British Columbia,University of British Columbia,AS393249 University of British Columbia
Luxembourg,Luxembourg,L-****,49.611,6.129,Europe/Luxembourg,POST Luxembourg,EPT,AS6661 POST Luxembourg
Arizona,United States,85***,31.555,-110.35,America/Phoenix,DoD Network Information Center,USAISC,AS721 DoD Network Information Center
Beijing,China,,39.979,116.302,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent Cloud Computing (Beijing) Co., Ltd",AS45090 Shenzhen Tencent Computer Systems Company Limited
Tokyo,Japan,10******,35.691,139.77,Asia/Tokyo,ITOCHU Techno-Solutions Corporation,ITOCHU Techno-Solutions Corporation,AS9993 ITOCHU Techno-Solutions Corporation
Ohio,United States,43***,40.099,-83.114,America/New_York,"Amazon.com, Inc.",AWS EC2 (us-east-2),"AS16509 Amazon.com, Inc."
Mersin,Türkiye,33***,36.769,34.674,Europe/Istanbul,Broadmax Sub2,,AS44558 Netonline Bilisim Sirketi LTD
Centre,Burkina Faso,,12.373,-1.526,Africa/Ouagadougou,Virtual Technologies network,Virtual Technologies & Solutions,AS37721 Virtual Technologies & Solutions
Mexico City,Mexico,45**,19.297,-99.184,America/Mexico_City,UNINET,UNINET,
Kentucky,United States,41***,38.934,-84.548,America/New_York,Fuse Internet Access,FUSE ADSL Ports - CNESR1,AS6181 Cincinnati Bell Telephone Company LLC
England,United Kingdom,W1*,51.507,-0.128,Europe/London,UK Ministry of Defence,UK Ministry of Defence,
Shaanxi,China,,35.394,109.188,Asia/Shanghai,Chinanet,Chinanet SN,AS4134 CHINANET-BACKBONE
Washington,United States,98***,47.577,-122.167,America/Los_Angeles,"T-Mobile USA, Inc.","T-Mobile USA, Inc.","AS21928 T-Mobile USA, Inc."
,,,,,,,,
Michigan,United States,48***,42.322,-83.176,America/Detroit,Ford Motor Company,Ford Motor Company,
Belgrade,Serbia,,44.805,20.464,Europe/Belgrade,Telekom Srbija Internet Backbone Network,,AS8400 TELEKOM SRBIJA a.d.
Île-de-France,France,92***,48.89,2.213,Europe/Paris,Electricite de France SA,Electricite de France SA,
Capital Region,Denmark,25**,55.657,12.498,Europe/Copenhagen,DXC Technology Danmark,DXC Technology Danmark,
Washington,United States,98***,47.642,-122.137,America/Los_Angeles,Microsoft Corporation,Microsoft Corporation,AS8075 Microsoft Corporation
West Macedonia,Greece,,40.297,21.786,Europe/Athens,OTEnet,Ote SA,AS6799 Ote SA (Hellenic Telecommunications Organisation)
England,United Kingdom,W1*,51.507,-0.128,Europe/London,Microsoft Corporation,Microsoft Corporation,
Illinois,United States,60***,41.878,-87.63,America/Chicago,A100 ROW Inc,A100 ROW Inc,
New York,United States,10***,40.713,-74.006,America/New_York,"CenturyLink Communications, LLC","CenturyLink Communications, LLC","AS209 CenturyLink Communications, LLC"
Gansu,China,,35.752,104.286,Asia/Shanghai,Chinanet,Chinanet GS,AS4134 CHINANET-BACKBONE
Saxony-Anhalt,Germany,63**,51.547,11.505,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG
Jakarta,Indonesia,,-6.18,106.821,Asia/Jakarta,PT. INDOSAT Tbk,,AS4761 INDOSAT Internet Network Provider
Shandong,China,,36.676,117.021,Asia/Shanghai,China Mobile communications corporation,China Mobile,AS24444 Shandong Mobile Communication Company Limited
Dubai,United Arab Emirates,17****,25.267,55.317,Asia/Dubai,Microsoft Corporation,Microsoft Azure Cloud (uaenorth),AS8075 Microsoft Corporation
North Chungcheong,South Korea,28*,36.638,127.472,Asia/Seoul,Korea Telecom,Korea Telecom,AS4766 Korea Telecom
Istanbul,Türkiye,34***,41.025,28.925,Europe/Istanbul,TurkTelecom,Turk Telekomunikasyon A.S,AS47331 TTNet A.S.
Washington,United States,99***,46.349,-119.275,America/Los_Angeles,ESnet,Battele Pacific Northwest Laboratory,AS292 ESnet
Beijing,China,10****,39.904,116.407,Asia/Shanghai,"Hangzhou Alibaba Advertising Co., Ltd.",Aliyun Computing Co.,"AS37963 Hangzhou Alibaba Advertising Co.,Ltd."
Hatay,Türkiye,31***,36.207,36.162,Europe/Istanbul,Avea Iletisim Hizmetleri,Avea Iletisim Hizmetleri A.S,AS20978 TT Mobil Iletisim Hizmetleri A.S
,,,,,,,,
New Jersey,United States,71**,40.737,-74.172,America/New_York,The Prudential Insurance Company of America,The Prudential Insurance Company of America,
Antioquia,Colombia,50***,6.253,-75.565,America/Bogota,Telmex Colombia S.A.,Telmex Colombia S.A.,AS10620 Telmex Colombia S.A.
Florida,United States,33***,25.944,-80.141,America/New_York,Breezeline,"Atlantic Broadband Finance, LLC",AS11776 Breezeline
Leinster,Ireland,D0*,53.35,-6.26,Europe/Dublin,"Amazon.com, Inc.","Trimble, Inc.","AS16509 Amazon.com, Inc."
Île-de-France,France,75***,48.832,2.408,Europe/Paris,Societe Francaise Du Radiotelephone - SFR SA,SFR SA,AS15557 Societe Francaise Du Radiotelephone - SFR SA
West Virginia,United States,25***,37.797,-81.198,America/New_York,Frontier Communications Solutions,ADSL Frontier Communications Bluefield WV,"AS5650 Frontier Communications of America, Inc."
,,,,,,,,
Streymoy,Faroe Islands,18*,62.037,-6.776,Atlantic/Faroe,Faroese Telecom,,AS15389 P/F Telefonverkid
Emilia-Romagna,Italy,40***,44.488,11.375,Europe/Rome,Telecom Italia Mobile,Telecom Italia S.p.A.,AS16232 Telecom Italia S.p.A.
,,,,,,,,
,,,,,,,,
England,United Kingdom,LE*****,52.63,-1.138,Europe/London,Jisc Services Limited,De Montfort University,AS786 Jisc Services Limited
Ohio,United States,43***,39.975,-82.895,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Beijing,China,,39.911,116.395,Asia/Shanghai,China Unicom Beijing Province Network,,AS4808 China Unicom Beijing Province Network
Hesse,Germany,36***,50.553,9.682,Europe/Berlin,NETHINKS GmbH,NETHINKS GmbH,AS8319 NETHINKS GmbH
Lazio,Italy,18*,41.893,12.403,Europe/Rome,Telecom Italia S.p.A. TIN EASY LITE,INTERBUSINESS,AS3269 Telecom Italia S.p.A.
Central and Western District,Hong Kong,,22.319,114.169,Asia/Hong_Kong,ADA Digital Global Inc,Waterloo Network Company Limited,AS5065 Bunny Communications
Connecticut,United States,68**,41.142,-73.427,America/New_York,Xerox Corporation,Xerox Corporation,
Georgia,United States,30***,33.823,-84.369,America/New_York,BellSouth.net Inc.,GSP ADSL EEUA,AS8075 Microsoft Corporation
Ohio,United States,43***,39.975,-82.895,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
England,United Kingdom,W1*,51.507,-0.128,Europe/London,Microsoft Corporation,Microsoft Limited,AS8075 Microsoft Corporation
California,United States,94***,37.415,-122.146,America/Los_Angeles,Hewlett Packard Enterprise Company,Hewlett Packard Enterprise Company,
Tuscany,Italy,50***,43.789,11.236,Europe/Rome,Consortium GARR,Universita' degli Studi di Firenze,AS137 Consortium GARR
Arizona,United States,85***,31.555,-110.35,America/Phoenix,DoD Network Information Center,USAISC,AS721 DoD Network Information Center
Michigan,United States,48***,42.214,-83.745,America/Detroit,Merit Network Inc.,Merit Network Inc,
New Jersey,United States,71**,40.737,-74.172,America/New_York,The Prudential Insurance Company of America,The Prudential Insurance Company of America,
Washington,United States,98***,47.623,-122.337,America/Los_Angeles,Amazon.com,"Amazon.com, Inc.",
Sverdlovsk Oblast,Russia,62****,56.839,60.606,Asia/Yekaterinburg,"JSC ""ER-Telecom Holding"" Yekaterinburg branch",CJSC ER-Telecom Holding Yekaterinburg,"AS51604 JSC ""ER-Telecom Holding"""
British Columbia,Canada,V1*,49.896,-119.49,America/Vancouver,Shaw Communications Inc.,Shaw Communications Inc,AS6327 Shaw Communications Inc.
Ohio,United States,43***,39.975,-82.895,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
California,United States,92***,32.819,-117.179,America/Los_Angeles,"University of California, San Diego",Amateur Radio Digital Communications,"AS7377 University of California, San Diego"
Georgia,United States,31***,31.549,-84.082,America/New_York,Mediacom Communications Corp,Mediacom Communications Corp,AS30036 Mediacom Communications Corp
,,,,,,,,
Arizona,United States,85***,31.555,-110.35,America/Phoenix,DoD Network Information Center,USAISC,AS721 DoD Network Information Center
Florida,United States,32***,30.662,-87.048,America/Chicago,Mediacom Communications,demia005cm9,AS30036 Mediacom Communications Corp
California,United States,94***,37.415,-122.146,America/Los_Angeles,Hewlett-Packard Company,Hewlett-Packard Company,
North Rhine-Westphalia,Germany,40***,51.235,6.732,Europe/Berlin,Vodafone GmbH,Vodafone GmbH,
Alabama,United States,36***,32.403,-86.238,America/Chicago,DoD Network Information Center,Air Force Systems Networking,AS749 DoD Network Information Center
Gauteng,South Africa,21**,-26.231,28.058,Africa/Johannesburg,Dimension Data,Dimension Data,AS3741 Dimension Data
São Paulo,Brazil,01*******,-23.556,-46.64,America/Sao_Paulo,Vivo,TELEF�NICA BRASIL S.A,AS26599 TELEFÔNICA BRASIL S.A
,,,,,,,,
Beijing,China,,39.914,116.363,Asia/Shanghai,China TieTong Telecommunications Corporation,China TieTong Telecommunications Corporation,AS9394 China TieTong Telecommunications Corporation
Washington,United States,98***,47.623,-122.337,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",
North Holland,Netherlands,10**,52.367,4.9,Europe/Amsterdam,Microsoft Corporation,Microsoft Azure Cloud (westeurope),AS8075 Microsoft Corporation
Madrid,Spain,28***,40.47,-3.709,Europe/Madrid,UNI2,,AS12479 Orange Espagne SA
Iowa,United States,,41.262,-95.861,America/Chicago,Google LLC,Google Cloud (us-central1),AS396982 Google LLC
North Brabant,The Netherlands,47**,51.666,4.531,Europe/Amsterdam,Surf B.V.,Avans,AS1103 SURF B.V.
Saitama,Japan,33******,35.795,139.733,Asia/Tokyo,"JCOM Co., Ltd.","JCOM Co., Ltd","AS9824 JCOM Co., Ltd."
Ohio,United States,43***,39.975,-82.895,America/New_York,DoD Network Information Center,DoD Network Information Center,AS721 DoD Network Information Center
Florida,United States,32***,28.662,-81.414,America/New_York,Charter Communications,Spectrum,"AS33363 Charter Communications, Inc"
Virginia,United States,20***,39.052,-77.452,America/New_York,DXC US Latin America Corporation,DXC US Latin America Corporation,
,,,,,,,,
North Carolina,United States,28***,34.157,-77.914,America/New_York,Charter Communications,Spectrum,AS20115 Charter Communications
,,,,,,,,
Indiana,United States,46***,39.771,-86.158,America/Chicago,AT&T Services,"AT&T Services, Inc.",
,,,,,,,,
Pennsylvania,United States,19***,39.953,-75.165,America/New_York,"AT&T Services, Inc.","AT&T Services, Inc.","AS7018 AT&T Services, Inc."
Nairobi County,Kenya,98**,-1.284,36.816,Africa/Nairobi,Airtel KE Mobile & Fixed Internet,,AS327708 Airtel Rwanda Ltd
Troms,Norway,90**,69.684,18.96,Europe/Oslo,Sikt - Kunnskapssektorens Tjenesteleverandor,"Dep. of Information Technology, University of Tromso",AS224 SIKT - KUNNSKAPSSEKTORENS TJENESTELEVERANDOR
Illinois,United States,60***,41.878,-87.63,America/Chicago,"T-Mobile USA, Inc.","T-Mobile USA, Inc.","AS21928 T-Mobile USA, Inc."
Jiangsu,China,,31.562,120.286,Asia/Shanghai,Chinanet,Chinanet JS,AS4134 CHINANET-BACKBONE
New Taipei,Taiwan,,24.947,121.586,Asia/Taipei,"Chunghwa Telecom Co., Ltd.",Chunghwa Telecom Co. Ltd.,AS3462 Data Communication Business Group
,,,,,,,,
Sichuan,China,,30.264,102.805,Asia/Shanghai,Chinanet,Chinanet SC,AS4134 CHINANET-BACKBONE
Rheinland-Pfalz,Germany,67***,49.482,8.44,Europe/Berlin,Telefonica O2 Germany,Telefonica Germany GmbH & Co.,AS6805 Telefonica Germany GmbH & Co.OHG
Plaines Wilhems District,Mauritius,,-20.243,57.496,Indian/Mauritius,African Network Information Center - ( AfriNIC Ltd. ),,
Pennsylvania,United States,19***,40.01,-75.218,America/New_York,Hotwire Communications,Hotwire Business Solutions,"AS3356 Level 3 Parent, LLC"
Saitama,Japan,33******,35.829,139.679,Asia/Tokyo,NTT-ME Corporation,XePhion,AS9595 NTT-ME Corporation
California,United States,94***,37.758,-121.958,America/Los_Angeles,Chevron Corporation,Chevron Corporation,
Arizona,United States,85***,32.406,-111.063,America/Phoenix,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC","AS33653 Comcast Cable Communications, LLC"
Texas,United States,78***,30.267,-97.743,America/Chicago,"SWITCH, LTD","SWITCH, LTD","AS23005 SWITCH, LTD"
Texas,United States,78***,29.423,-98.493,America/Chicago,Aptum Technologies,Cogeco Peer 1,AS13768 Aptum Technologies
Ohio,United States,43***,39.975,-82.895,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Ohio,United States,43***,39.975,-82.895,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
California,United States,95***,37.184,-121.771,America/Los_Angeles,"8x8, Inc.","8x8, Inc","AS13896 8x8, Inc."
Thuringia,Germany,99***,50.837,10.956,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG
District of Columbia,United States,20***,38.907,-77.037,America/New_York,Verizon Business,Central Intelligence Agency,AS7046 Verizon Business
Indiana,United States,46***,41.701,-86.872,America/Chicago,Purdue University,Purdue University Northwest,AS17 Purdue University
Louisiana,United States,71***,32.59,-92.067,America/Chicago,"Level 3 Communications, Inc.","Level 3, LLC","AS3356 Level 3 Parent, LLC"
North Brabant,The Netherlands,56**,51.413,5.456,Europe/Amsterdam,Koninklijke Philips N.V.,Koninklijke Philips N.V.,
Île-de-France,France,75***,48.832,2.408,Europe/Paris,"Amazon.com, Inc.","Palo Alto Networks, Inc","AS16509 Amazon.com, Inc."
Zhejiang,China,,28.468,119.923,Asia/Shanghai,Chinanet,,AS4134 CHINANET-BACKBONE
England,United Kingdom,S1***,53.386,-1.462,Europe/London,ASK4 Limited,Ask4 Limited,AS41230 ASK4 Limited
Guangdong,China,,23.118,113.254,Asia/Shanghai,China Unicom Guangdong Province Network,,AS17816 China Unicom IP network China169 Guangdong province
England,United Kingdom,AL******,51.768,-0.236,Europe/London,EE Limited,Orange PCS GPRS Services,AS12576 EE Limited
,,,,,,,,
Colorado,United States,80***,39.489,-104.83,America/Denver,Comcast Cable Communications,"Comcast Cable Communications Holdings, Inc","AS33652 Comcast Cable Communications, LLC"
Tokyo,Japan,10******,35.691,139.77,Asia/Tokyo,Kddi Corporation,KDDI,AS2516 KDDI CORPORATION
Wisconsin,United States,53***,43.038,-87.91,America/Chicago,"AT&T Services, Inc.",Sundquist LAW Office,"AS7018 AT&T Services, Inc."
,,,,,,,,
,,,,,,,,
Oregon,United States,97***,45.507,-122.826,America/Los_Angeles,Nike,"Nike, Inc.",
Hesse,Germany,60***,50.111,8.682,Europe/Berlin,AXESS Networks Solutions Germany GmbH,Customer AXESS EMEA,AS39151 AXESS Networks Solutions Germany GmbH
Colorado,United States,80***,39.054,-104.819,America/Denver,"VELOCITY, A MANAGED SERVICES COMPANY",Velocity Inc,"AS62728 VELOCITY, A MANAGED SERVICES COMPANY"
England,United Kingdom,LE*,52.651,-1.088,Europe/London,TalkTalk,TalkTalk Communications Limited,AS13285 TalkTalk Communications Limited
New York,United States,10***,40.713,-74.006,America/New_York,"CenturyLink Communications, LLC","CenturyLink Communications, LLC","AS3561 CenturyLink Communications, LLC"
Central Region,Uganda,,0.321,32.588,Africa/Kampala,Airtel UG,Mobile Data Service 2G,AS37075 Airtel Uganda Limited
Rajasthan,India,30****,26.952,75.71,Asia/Kolkata,Bharti Airtel,Bharti Airtel Ltd,AS45609 Bharti Airtel Ltd. AS for GPRS Service
Auvergne-Rhône-Alpes,France,63***,45.788,3.112,Europe/Paris,BE YS Cloud France SASU,Almerys,AS200102 BE YS Cloud France SASU
Beijing,China,10****,39.904,116.407,Asia/Shanghai,"Hangzhou Alibaba Advertising Co., Ltd.",Aliyun Computing Co.,"AS37963 Hangzhou Alibaba Advertising Co.,Ltd."
,,,,,,,,
Guangdong,China,,23.379,113.763,Asia/Shanghai,Chinanet,Chinanet GD,AS4134 CHINANET-BACKBONE
Tianjin,China,,39.149,117.176,Asia/Shanghai,CNC Group CHINA169 Tianjin Province Network,,AS4837 CHINA UNICOM China169 Backbone
Kwai Tsing,Hong Kong,,22.348,114.112,Asia/Hong_Kong,HGC Global Communications Limited,HGC Global Communications Limited,AS9304 HGC Global Communications Limited
Arizona,United States,85***,33.528,-112.21,America/Phoenix,Cox Communications Inc.,Cox Communications,AS22773 Cox Communications Inc.
Saint James Parish,Jamaica,,18.469,-77.93,America/Jamaica,FLOW,Columbus Networks USA,AS30689 FLOW
Nevada,United States,89***,36.179,-115.172,America/Los_Angeles,State of Nevada,State of Nevada,AS21783 State of Nevada
Jihocesky kraj,Czechia,37****,49.019,14.511,Europe/Prague,T-Mobile Czech Republic,,AS13036 T-Mobile Czech Republic a.s.
,,,,,,,,
Stockholm County,Sweden,10****,59.329,18.069,Europe/Stockholm,Bredband2 AB,Bredband2,AS29518 Bredband2 AB
Giza,Egypt,,30.073,31.018,Africa/Cairo,Vodafone Data,,AS36935 Vodafone Data
Stockholm County,Sweden,10****,59.324,18.052,Europe/Stockholm,Telenor Sverige AB,Bredbandsbolaget,AS2119 Telenor Norge AS
Nouvelle-Aquitaine,France,86***,46.587,0.333,Europe/Paris,Societe Francaise Du Radiotelephone - SFR SA,SFR Infra,AS15557 Societe Francaise Du Radiotelephone - SFR SA
National Capital Territory of Delhi,India,11****,28.654,77.237,Asia/Kolkata,ANI EXTREEM BROADBAND,,AS132116 Ani Network Pvt Ltd
England,United Kingdom,W1*,51.507,-0.128,Europe/London,UK Ministry of Defence,UK Ministry of Defence,
Bavaria,Germany,83***,48.015,12.544,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG
England,United Kingdom,CT*,51.393,1.405,Europe/London,BT Public Internet Service,,AS2856 British Telecommunications PLC
Washington,United States,98***,47.642,-122.137,America/Los_Angeles,Microsoft Corporation,Microsoft Corporation,AS8075 Microsoft Corporation
England,United Kingdom,NW*,51.559,-0.228,Europe/London,TalkTalk,Carphone Warehouse Broadband Services,AS13285 TalkTalk Communications Limited
Arizona,United States,85***,31.555,-110.35,America/Phoenix,CONUS-YPG,USAISC,AS749 DoD Network Information Center
Michigan,United States,48***,42.386,-83.518,America/Detroit,Freudenberg-NOK General Parternership,Freudenberg-NOK General Parternership,
Texas,United States,78***,29.422,-98.493,America/Chicago,City of San Antonio,City of San Antonio,AS3709 City of San Antonio
,,,,,,,,
Mariy-El Republic,Russia,42****,56.638,47.905,Europe/Moscow,"JSC ""ER-Telecom Holding""","JSC ""ER-Telecom Holding"" Yoshkar-Ola Branch","AS41786 JSC ""ER-Telecom Holding"""
California,United States,94***,37.556,-122.277,America/Los_Angeles,CenturyLink Communications,Sony Computer Entertainment-Network Platform/Infrastructure,"AS3561 CenturyLink Communications, LLC"
Ohio,United States,43***,39.975,-82.895,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
California,United States,92***,35.281,-116.783,America/Los_Angeles,Goldstone (Deep Space Network) Facility,Goldstone (Deep Space Network) Facility,AS297 National Aeronautics and Space Administration
São Paulo,Brazil,10**,-23.628,-46.641,America/Sao_Paulo,Claro NXT Telecomunicacoes Ltda,Claro NXT Telecomunicacoes Ltda,AS28573 Claro NXT Telecomunicacoes Ltda
Shanghai,China,,31.112,121.372,Asia/Shanghai,Oriental Cable Network Co,,"AS9812 Oriental Cable Network Co., Ltd."
Prague,Czechia,46****,50.092,14.451,Europe/Prague,"Quantcom, a.s.",Dial Telecom,"AS29208 Quantcom, a.s."
Mie,Japan,51******,35.054,136.674,Asia/Tokyo,"Chubu Telecommunications Company, Inc.","Chubu Telecommunications Co., Inc.","AS18126 Chubu Telecommunications Company, Inc."
Beijing,China,10****,39.904,116.407,Asia/Shanghai,HWCSNET,Huawei Public Cloud Service,
,,,,,,,,
Arizona,United States,85***,33.483,-112.077,America/Phoenix,Dignity Health,Dignity Health,
Central and Western District,Hong Kong,,22.319,114.169,Asia/Hong_Kong,Google LLC,Google Cloud (asia-east2),AS15169 Google LLC
Australian Capital Territory,Australia,26**,-35.306,149.134,Australia/Sydney,Australian Crime Commission,Australian Crime Commission,
Alabama,United States,36***,32.403,-86.238,America/Chicago,DoD Network Information Center,Air Force Systems Networking,AS749 DoD Network Information Center
Istanbul,Türkiye,34***,41.025,28.925,Europe/Istanbul,descr Avea Iletisim Hizmetleri,Avea Iletisim Hizmetleri A.S,AS20978 TT Mobil Iletisim Hizmetleri A.S
Ohio,United States,43***,39.975,-82.895,America/New_York,DoD Network Information Center,DoD Network Information Center,AS138 DoD Network Information Center
Gyeonggi-do,South Korea,10*,37.675,126.765,Asia/Seoul,SK Broadband Co Ltd,broadNnet,AS9318 SK Broadband Co Ltd
North West,Singapore,85****,1.352,103.82,Asia/Singapore,CHINANET Guangdong province Guangzhou MAN network,World Crossing Telecom(GuangZhou) Ltd.,AS134773 CHINANET Guangdong province Guangzhou MAN network
Baden-Wurttemberg,Germany,79***,48.23,7.708,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG
Virginia,United States,20***,38.954,-77.386,America/New_York,Sprint,Sprint,
São Paulo,Brazil,01*******,-23.556,-46.64,America/Sao_Paulo,V tal,V tal,AS7738 V tal
Hesse,Germany,60***,50.111,8.682,Europe/Berlin,Amazon Technologies Inc.,AWS EC2 (eu-central-1),"AS16509 Amazon.com, Inc."
Oita,Japan,87******,33.24,131.61,Asia/Tokyo,"Research Organization of Information and Systems, National Institute of Informa",Japan150,"AS2907 Research Organization of Information and Systems, National Institute of Informatics"
,,,,,,,,
New South Wales,Australia,20**,-33.872,151.201,Australia/Sydney,SingTel Optus Pty Ltd,Optus Internet Pty Ltd,AS4804 Microplex PTY LTD
Colorado,United States,80***,40.56,-105.081,America/Denver,USDA,USDA Office of Operations,AS4152 USDA
New Jersey,United States,79**,40.695,-74.578,America/New_York,Avaya Inc.,Avaya Inc,AS18676 Avaya Inc.
South Moravian,Czechia,60****,49.195,16.602,Europe/Prague,MAXPROGRES,Dial Telecom,"AS34315 Quantcom, a.s."
