Region,Country,Postal Code,Latitude,Longitude,Timezone,ISP,Organization,Autonomous System
Saitama,Japan,33******,35.86,139.64,Asia/Tokyo,Softbank BB Corp.,SOFTBANK Corp,AS17676 SoftBank Corp.
,,,,,,,,
Hebei,China,,36.62,114.47,Asia/Shanghai,China Unicom Hebei Province Network,,AS4837 CHINA UNICOM China169 Backbone
,,,,,,,,
Andhra Pradesh,India,53****,17.69,83.24,Asia/Kolkata,Bharti Airtel Limited,BCL NORTH,AS45609 Bharti Airtel Ltd. AS for GPRS Service
Tokyo,Japan,20******,35.67,139.75,Asia/Tokyo,"NTT PC Communications, Inc.","NTT PC Communications, Inc.","AS2514 NTT PC Communications, Inc."
,,,,,,,,
,,,,,,,,
California,United States,95***,38.58,-121.5,America/Los_Angeles,California Department of Technology,California Department of Insurance,AS1226 California Department of Technology
,,,,,,,,
,,,,,,,,
Pennsylvania,United States,18***,40.32,-75.13,America/New_York,Service Provider Corporation,Service Provider Corporation,
Ontario,Canada,K2*,45.42,-75.7,America/Toronto,Public Works and Government Services Canada,Public Works and Government Services Canada,
Metro Manila,Philippines,16**,14.53,121.08,Asia/Manila,Philippine Long Distance Telephone Co.,Philippine Long Distance Telephone Co,AS9299 Philippine Long Distance Telephone Company
Tokyo,Japan,10******,35.66,139.76,Asia/Tokyo,Softbank BB Corp.,Japan nation-wide Network of SOFTBANK BB CORP,AS17676 SoftBank Corp.
Georgia,United States,30***,33.8,-84.39,America/New_York,Verizon Business,Verizon Business,AS22394 Verizon Business
Seoul,South Korea,51***,37.55,127.1,Asia/Seoul,DACOM-PUBNETPLUS,Pubnetplus,AS9316 DACOM-PUBNETPLUS
England,United Kingdom,W1*,51.51,-0.13,Europe/London,Microsoft Limited,Microsoft Limited,
North Carolina,United States,27***,35.84,-78.61,America/New_York,United States Postal Service.,United States Postal Service,
Maharashtra,India,40****,19.08,72.88,Asia/Kolkata,Amazon Technologies Inc.,AWS EC2 (ap-south-1),"AS16509 Amazon.com, Inc."
England,United Kingdom,W1*****,51.51,-0.13,Europe/London,Barefruit Ltd,Barefruit Ltd,
California,United States,94***,37.49,-122.22,America/Los_Angeles,Turn Inc.,Turn Inc,
,,,,,,,,
Washington,United States,98***,47.62,-122.34,America/Los_Angeles,Amazon Technologies Inc.,Amazon Technologies Inc,
,,,,,,,,
South Australia,Australia,51**,-34.78,138.66,Australia/Adelaide,Telstra Internet,,AS1221 Telstra Corporation Ltd
North West,Singapore,85****,1.35,103.82,Asia/Singapore,"Alibaba (US) Technology Co., Ltd.",Alibaba.com LLC,"AS45102 Alibaba (US) Technology Co., Ltd."
Georgia,United States,30***,33.78,-84.39,America/New_York,NCR Corporation,NCR Corporation,AS14962 NCR Corporation
,,,,,,,,
Taipei,Taiwan,,25.01,121.46,Asia/Taipei,"Far EastTone Telecommunication Co., Ltd.","Far EasTone Telecommunication Co., Ltd.","AS9674 Far EastTone Telecommunication Co., Ltd."
,,,,,,,,
Texas,United States,77***,30.16,-95.45,America/Chicago,Anadarko Petroleum Corporation,Anadarko Petroleum Corporation,
,,,,,,,,
,,,,,,,,
Ohio,United States,44***,41.45,-81.42,America/New_York,Verizon Business,Cellco Partnership DBA Verizon Wireless,AS6167 Verizon Business
Ohio,United States,43***,39.97,-82.89,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Arizona,United States,85***,31.56,-110.35,America/Phoenix,DoD Network Information Center,USAISC,AS721 DoD Network Information Center
New Jersey,United States,71**,40.82,-74.13,America/New_York,RADIANZ Americas,"RADIANZ Americas, Inc",
Västerbotten County,Sweden,90****,63.82,20.31,Europe/Stockholm,"UMDAC, Umea University","UMDAC, Umea University","AS12501 UMDAC, Umea University"
Metro Manila,Philippines,11**,14.65,121.05,Asia/Manila,Philippine Long Distance Telephone Co.,,AS9299 Philippine Long Distance Telephone Company
,,,,,,,,
,,,,,,,,
Chiba,Japan,26******,35.6,140.14,Asia/Tokyo,NTT Communications Corporation,Open Computer Network,AS4713 NTT Communications Corporation
Jakarta,Indonesia,,-6.21,106.84,Asia/Jakarta,PT Telekomunikasi Selular Indonesia,PT.TELKOMSEL Indonesia,AS23693 PT. Telekomunikasi Selular
Wyoming,United States,82***,41.14,-104.81,America/Denver,T-Mobile USA,Sprint Cheyenne POP,
Iowa,United States,,41.26,-95.86,America/Chicago,Google LLC,Google Cloud (us-central1),AS396982 Google LLC
West Bengal,India,70****,22.57,88.36,Asia/Kolkata,AIRCEL,Aircel Limited,
Ontario,Canada,P1*,46.33,-79.59,America/Toronto,Cogeco Communications Inc.,Cogeco Cable Canada Inc.,AS7992 Cogeco Connexion Inc.
Montana,United States,59***,45.78,-108.5,America/Denver,Charter Communications,Spectrum,AS33588 Charter Communications
Zurich,Switzerland,83**,47.45,8.56,Europe/Zurich,Provider:Swisscom IP-Plus,Bundesamt fuer Meteorologie und Klimatologie,AS559 SWITCH
Zhejiang,China,31****,30.05,119.95,Asia/Shanghai,Chinanet,ZJ ZF New Material Co,AS4134 CHINANET-BACKBONE
Rio Grande do Sul,Brazil,,-30.03,-51.24,America/Sao_Paulo,Universidade Federal do Rio Grande do Sul,Universidade Federal do Rio Grande do Sul,AS19200 Universidade Federal do Rio Grande do Sul
Georgia,United States,30***,33.75,-84.39,America/New_York,Spectrum,Road Runner,AS11426 Charter Communications Inc
Arizona,United States,85***,31.56,-110.35,America/Phoenix,CTNOSC,USAISC,AS367 DoD Network Information Center
Illinois,United States,60***,41.88,-87.63,America/Chicago,"T-Mobile USA, Inc.","T-Mobile USA, Inc.","AS21928 T-Mobile USA, Inc."
Australian Capital Territory,Australia,26**,-35.34,149.16,Australia/Sydney,AUSLIG,Auslig,
,,,,,,,,
Tokyo,Japan,16******,35.71,139.7,Asia/Tokyo,"National University Corporation, Ehime University",,"AS131897 National University Corporation ,Ehime University"
Quebec,Canada,H3*,45.5,-73.62,America/Toronto,Reseau d'Informations Scientifiques du Quebec (RISQ Inc.),University of Montreal,AS376 Reseau d'Informations Scientifiques du Quebec (RISQ Inc.)
,,,,,,,,
New York,United States,10***,40.71,-74.01,America/New_York,Mediaocean LLC,Mediaocean LLC,
,,,,,,,,
Alberta,Canada,T5*,53.54,-113.51,America/Edmonton,Reserved AS,Edmonton Power,AS23448 ASN-EPCOR
Tehran,Iran,,35.72,51.43,Asia/Tehran,Sepanta Internet and MPLS Service Provider,Sepanta Communication Development Co. Ltd,AS39074 Sepanta Communication Development Co. Ltd
Madrid,Spain,28***,40.38,-3.76,Europe/Madrid,Entidad Publica Empresarial Red.es,UPM,AS766 Entidad Publica Empresarial Red.es
Shanghai,China,,31.22,121.46,Asia/Shanghai,China Unicom CHINA169 Shanghai Province Network,,AS17621 China Unicom Shanghai network
Kanagawa,Japan,22******,35.56,139.53,Asia/Tokyo,UCOM Corp.,UCOM Corporation,AS17506 ARTERIA Networks Corporation
Tamil Nadu,India,60****,13.08,80.27,Asia/Kolkata,SoftLayer,"SoftLayer Technologies, Inc",AS36351 SoftLayer Technologies Inc.
British Columbia,Canada,V7*,49.13,-123.17,America/Vancouver,University of British Columbia,University of British Columbia,AS393249 University of British Columbia
Luxembourg,Luxembourg,L-****,49.61,6.13,Europe/Luxembourg,POST Luxembourg,EPT,AS6661 POST Luxembourg
Arizona,United States,85***,31.56,-110.35,America/Phoenix,DoD Network Information Center,USAISC,AS721 DoD Network Information Center
Beijing,China,,39.98,116.3,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent Cloud Computing (Beijing) Co., Ltd",AS45090 Shenzhen Tencent Computer Systems Company Limited
Tokyo,Japan,10******,35.69,139.77,Asia/Tokyo,ITOCHU Techno-Solutions Corporation,ITOCHU Techno-Solutions Corporation,AS9993 ITOCHU Techno-Solutions Corporation
Ohio,United States,43***,40.1,-83.11,America/New_York,"Amazon.com, Inc.",AWS EC2 (us-east-2),"AS16509 Amazon.com, Inc."
Mersin,Türkiye,33***,36.77,34.67,Europe/Istanbul,Broadmax Sub2,,AS44558 Netonline Bilisim Sirketi LTD
Centre,Burkina Faso,,12.37,-1.53,Africa/Ouagadougou,Virtual Technologies network,Virtual Technologies & Solutions,AS37721 Virtual Technologies & Solutions
Mexico City,Mexico,45**,19.3,-99.18,America/Mexico_City,UNINET,UNINET,
Kentucky,United States,41***,38.93,-84.55,America/New_York,Fuse Internet Access,FUSE ADSL Ports - CNESR1,AS6181 Cincinnati Bell Telephone Company LLC
England,United Kingdom,W1*,51.51,-0.13,Europe/London,UK Ministry of Defence,UK Ministry of Defence,
Shaanxi,China,,35.39,109.19,Asia/Shanghai,Chinanet,Chinanet SN,AS4134 CHINANET-BACKBONE
Washington,United States,98***,47.58,-122.17,America/Los_Angeles,"T-Mobile USA, Inc.","T-Mobile USA, Inc.","AS21928 T-Mobile USA, Inc."
,,,,,,,,
Michigan,United States,48***,42.32,-83.18,America/Detroit,Ford Motor Company,Ford Motor Company,
Belgrade,Serbia,,44.8,20.46,Europe/Belgrade,Telekom Srbija Internet Backbone Network,,AS8400 TELEKOM SRBIJA a.d.
Île-de-France,France,92***,48.89,2.21,Europe/Paris,Electricite de France SA,Electricite de France SA,
Capital Region,Denmark,25**,55.66,12.5,Europe/Copenhagen,DXC Technology Danmark,DXC Technology Danmark,
Washington,United States,98***,47.64,-122.14,America/Los_Angeles,Microsoft Corporation,Microsoft Corporation,AS8075 Microsoft Corporation
West Macedonia,Greece,,40.3,21.79,Europe/Athens,OTEnet,Ote SA,AS6799 Ote SA (Hellenic Telecommunications Organisation)
England,United Kingdom,W1*,51.51,-0.13,Europe/London,Microsoft Corporation,Microsoft Corporation,
Illinois,United States,60***,41.88,-87.63,America/Chicago,A100 ROW Inc,A100 ROW Inc,
New York,United States,10***,40.71,-74.01,America/New_York,"CenturyLink Communications, LLC","CenturyLink Communications, LLC","AS209 CenturyLink Communications, LLC"
Gansu,China,,35.75,104.29,Asia/Shanghai,Chinanet,Chinanet GS,AS4134 CHINANET-BACKBONE
Saxony-Anhalt,Germany,63**,51.55,11.5,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG
Jakarta,Indonesia,,-6.18,106.82,Asia/Jakarta,PT. INDOSAT Tbk,,AS4761 INDOSAT Internet Network Provider
Shandong,China,,36.68,117.02,Asia/Shanghai,China Mobile communications corporation,China Mobile,AS24444 Shandong Mobile Communication Company Limited
Dubai,United Arab Emirates,17****,25.27,55.32,Asia/Dubai,Microsoft Corporation,Microsoft Azure Cloud (uaenorth),AS8075 Microsoft Corporation
North Chungcheong,South Korea,28*,36.64,127.47,Asia/Seoul,Korea Telecom,Korea Telecom,AS4766 Korea Telecom
Istanbul,Türkiye,34***,41.02,28.93,Europe/Istanbul,TurkTelecom,Turk Telekomunikasyon A.S,AS47331 TTNet A.S.
Washington,United States,99***,46.35,-119.28,America/Los_Angeles,ESnet,Battele Pacific Northwest Laboratory,AS292 ESnet
Beijing,China,10****,39.9,116.41,Asia/Shanghai,"Hangzhou Alibaba Advertising Co., Ltd.",Aliyun Computing Co.,"AS37963 Hangzhou Alibaba Advertising Co.,Ltd."
Hatay,Türkiye,31***,36.21,36.16,Europe/Istanbul,Avea Iletisim Hizmetleri,Avea Iletisim Hizmetleri A.S,AS20978 TT Mobil Iletisim Hizmetleri A.S
,,,,,,,,
New Jersey,United States,71**,40.74,-74.17,America/New_York,The Prudential Insurance Company of America,The Prudential Insurance Company of America,
Antioquia,Colombia,50***,6.25,-75.56,America/Bogota,Telmex Colombia S.A.,Telmex Colombia S.A.,AS10620 Telmex Colombia S.A.
Florida,United States,33***,25.94,-80.14,America/New_York,Breezeline,"Atlantic Broadband Finance, LLC",AS11776 Breezeline
Leinster,Ireland,D0*,53.35,-6.26,Europe/Dublin,"Amazon.com, Inc.","Trimble, Inc.","AS16509 Amazon.com, Inc."
Île-de-France,France,75***,48.83,2.41,Europe/Paris,Societe Francaise Du Radiotelephone - SFR SA,SFR SA,AS15557 Societe Francaise Du Radiotelephone - SFR SA
West Virginia,United States,25***,37.8,-81.2,America/New_York,Frontier Communications Solutions,ADSL Frontier Communications Bluefield WV,"AS5650 Frontier Communications of America, Inc."
,,,,,,,,
Streymoy,Faroe Islands,18*,62.04,-6.78,Atlantic/Faroe,Faroese Telecom,,AS15389 P/F Telefonverkid
Emilia-Romagna,Italy,40***,44.49,11.38,Europe/Rome,Telecom Italia Mobile,Telecom Italia S.p.A.,AS16232 Telecom Italia S.p.A.
,,,,,,,,
,,,,,,,,
England,United Kingdom,LE*****,52.63,-1.14,Europe/London,Jisc Services Limited,De Montfort University,AS786 Jisc Services Limited
Ohio,United States,43***,39.97,-82.89,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Beijing,China,,39.91,116.4,Asia/Shanghai,China Unicom Beijing Province Network,,AS4808 China Unicom Beijing Province Network
Hesse,Germany,36***,50.55,9.68,Europe/Berlin,NETHINKS GmbH,NETHINKS GmbH,AS8319 NETHINKS GmbH
Lazio,Italy,18*,41.89,12.4,Europe/Rome,Telecom Italia S.p.A. TIN EASY LITE,INTERBUSINESS,AS3269 Telecom Italia S.p.A.
Central and Western District,Hong Kong,,22.32,114.17,Asia/Hong_Kong,ADA Digital Global Inc,Waterloo Network Company Limited,AS5065 Bunny Communications
Connecticut,United States,68**,41.14,-73.43,America/New_York,Xerox Corporation,Xerox Corporation,
Georgia,United States,30***,33.82,-84.37,America/New_York,BellSouth.net Inc.,GSP ADSL EEUA,AS8075 Microsoft Corporation
Ohio,United States,43***,39.97,-82.89,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
England,United Kingdom,W1*,51.51,-0.13,Europe/London,Microsoft Corporation,Microsoft Limited,AS8075 Microsoft Corporation
California,United States,94***,37.41,-122.15,America/Los_Angeles,Hewlett Packard Enterprise Company,Hewlett Packard Enterprise Company,
Tuscany,Italy,50***,43.79,11.24,Europe/Rome,Consortium GARR,Universita' degli Studi di Firenze,AS137 Consortium GARR
Arizona,United States,85***,31.56,-110.35,America/Phoenix,DoD Network Information Center,USAISC,AS721 DoD Network Information Center
Michigan,United States,48***,42.21,-83.74,America/Detroit,Merit Network Inc.,Merit Network Inc,
New Jersey,United States,71**,40.74,-74.17,America/New_York,The Prudential Insurance Company of America,The Prudential Insurance Company of America,
Washington,United States,98***,47.62,-122.34,America/Los_Angeles,Amazon.com,"Amazon.com, Inc.",
Sverdlovsk Oblast,Russia,62****,56.84,60.61,Asia/Yekaterinburg,"JSC ""ER-Telecom Holding"" Yekaterinburg branch",CJSC ER-Telecom Holding Yekaterinburg,"AS51604 JSC ""ER-Telecom Holding"""
British Columbia,Canada,V1*,49.9,-119.49,America/Vancouver,Shaw Communications Inc.,Shaw Communications Inc,AS6327 Shaw Communications Inc.
Ohio,United States,43***,39.97,-82.89,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
California,United States,92***,32.82,-117.18,America/Los_Angeles,"University of California, San Diego",Amateur Radio Digital Communications,"AS7377 University of California, San Diego"
Georgia,United States,31***,31.55,-84.08,America/New_York,Mediacom Communications Corp,Mediacom Communications Corp,AS30036 Mediacom Communications Corp
,,,,,,,,
Arizona,United States,85***,31.56,-110.35,America/Phoenix,DoD Network Information Center,USAISC,AS721 DoD Network Information Center
Florida,United States,32***,30.66,-87.05,America/Chicago,Mediacom Communications,demia005cm9,AS30036 Mediacom Communications Corp
California,United States,94***,37.41,-122.15,America/Los_Angeles,Hewlett-Packard Company,Hewlett-Packard Company,
North Rhine-Westphalia,Germany,40***,51.24,6.73,Europe/Berlin,Vodafone GmbH,Vodafone GmbH,
Alabama,United States,36***,32.4,-86.24,America/Chicago,DoD Network Information Center,Air Force Systems Networking,AS749 DoD Network Information Center
Gauteng,South Africa,21**,-26.23,28.06,Africa/Johannesburg,Dimension Data,Dimension Data,AS3741 Dimension Data
São Paulo,Brazil,01*******,-23.56,-46.64,America/Sao_Paulo,Vivo,TELEF�NICA BRASIL S.A,AS26599 TELEFÔNICA BRASIL S.A
,,,,,,,,
Beijing,China,,39.91,116.36,Asia/Shanghai,China TieTong Telecommunications Corporation,China TieTong Telecommunications Corporation,AS9394 China TieTong Telecommunications Corporation
Washington,United States,98***,47.62,-122.34,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",
North Holland,Netherlands,10**,52.37,4.9,Europe/Amsterdam,Microsoft Corporation,Microsoft Azure Cloud (westeurope),AS8075 Microsoft Corporation
Madrid,Spain,28***,40.47,-3.71,Europe/Madrid,UNI2,,AS12479 Orange Espagne SA
Iowa,United States,,41.26,-95.86,America/Chicago,Google LLC,Google Cloud (us-central1),AS396982 Google LLC
North Brabant,The Netherlands,47**,51.67,4.53,Europe/Amsterdam,Surf B.V.,Avans,AS1103 SURF B.V.
Saitama,Japan,33******,35.79,139.73,Asia/Tokyo,"JCOM Co., Ltd.","JCOM Co., Ltd","AS9824 JCOM Co., Ltd."
Ohio,United States,43***,39.97,-82.89,America/New_York,DoD Network Information Center,DoD Network Information Center,AS721 DoD Network Information Center
Florida,United States,32***,28.66,-81.41,America/New_York,Charter Communications,Spectrum,"AS33363 Charter Communications, Inc"
Virginia,United States,20***,39.05,-77.45,America/New_York,DXC US Latin America Corporation,DXC US Latin America Corporation,
,,,,,,,,
North Carolina,United States,28***,34.16,-77.91,America/New_York,Charter Communications,Spectrum,AS20115 Charter Communications
,,,,,,,,
Indiana,United States,46***,39.77,-86.16,America/Chicago,AT&T Services,"AT&T Services, Inc.",
,,,,,,,,
Pennsylvania,United States,19***,39.95,-75.16,America/New_York,"AT&T Services, Inc.","AT&T Services, Inc.","AS7018 AT&T Services, Inc."
Nairobi County,Kenya,98**,-1.28,36.82,Africa/Nairobi,Airtel KE Mobile & Fixed Internet,,AS327708 Airtel Rwanda Ltd
Troms,Norway,90**,69.68,18.96,Europe/Oslo,Sikt - Kunnskapssektorens Tjenesteleverandor,"Dep. of Information Technology, University of Tromso",AS224 SIKT - KUNNSKAPSSEKTORENS TJENESTELEVERANDOR
Illinois,United States,60***,41.88,-87.63,America/Chicago,"T-Mobile USA, Inc.","T-Mobile USA, Inc.","AS21928 T-Mobile USA, Inc."
Jiangsu,China,,31.56,120.29,Asia/Shanghai,Chinanet,Chinanet JS,AS4134 CHINANET-BACKBONE
New Taipei,Taiwan,,24.95,121.59,Asia/Taipei,"Chunghwa Telecom Co., Ltd.",Chunghwa Telecom Co. Ltd.,AS3462 Data Communication Business Group
,,,,,,,,
Sichuan,China,,30.26,102.8,Asia/Shanghai,Chinanet,Chinanet SC,AS4134 CHINANET-BACKBONE
Rheinland-Pfalz,Germany,67***,49.48,8.44,Europe/Berlin,Telefonica O2 Germany,Telefonica Germany GmbH & Co.,AS6805 Telefonica Germany GmbH & Co.OHG
Plaines Wilhems District,Mauritius,,-20.24,57.5,Indian/Mauritius,African Network Information Center - ( AfriNIC Ltd. ),,
Pennsylvania,United States,19***,40.01,-75.22,America/New_York,Hotwire Communications,Hotwire Business Solutions,"AS3356 Level 3 Parent, LLC"
Saitama,Japan,33******,35.83,139.68,Asia/Tokyo,NTT-ME Corporation,XePhion,AS9595 NTT-ME Corporation
California,United States,94***,37.76,-121.96,America/Los_Angeles,Chevron Corporation,Chevron Corporation,
Arizona,United States,85***,32.41,-111.06,America/Phoenix,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC","AS33653 Comcast Cable Communications, LLC"
Texas,United States,78***,30.27,-97.74,America/Chicago,"SWITCH, LTD","SWITCH, LTD","AS23005 SWITCH, LTD"
Texas,United States,78***,29.42,-98.49,America/Chicago,Aptum Technologies,Cogeco Peer 1,AS13768 Aptum Technologies
Ohio,United States,43***,39.97,-82.89,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Ohio,United States,43***,39.97,-82.89,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
California,United States,95***,37.18,-121.77,America/Los_Angeles,"8x8, Inc.","8x8, Inc","AS13896 8x8, Inc."
Thuringia,Germany,99***,50.84,10.96,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG
District of Columbia,United States,20***,38.91,-77.04,America/New_York,Verizon Business,Central Intelligence Agency,AS7046 Verizon Business
Indiana,United States,46***,41.7,-86.87,America/Chicago,Purdue University,Purdue University Northwest,AS17 Purdue University
Louisiana,United States,71***,32.59,-92.07,America/Chicago,"Level 3 Communications, Inc.","Level 3, LLC","AS3356 Level 3 Parent, LLC"
North Brabant,The Netherlands,56**,51.41,5.46,Europe/Amsterdam,Koninklijke Philips N.V.,Koninklijke Philips N.V.,
Île-de-France,France,75***,48.83,2.41,Europe/Paris,"Amazon.com, Inc.","Palo Alto Networks, Inc","AS16509 Amazon.com, Inc."
Zhejiang,China,,28.47,119.92,Asia/Shanghai,Chinanet,,AS4134 CHINANET-BACKBONE
England,United Kingdom,S1***,53.39,-1.46,Europe/London,ASK4 Limited,Ask4 Limited,AS41230 ASK4 Limited
Guangdong,China,,23.12,113.25,Asia/Shanghai,China Unicom Guangdong Province Network,,AS17816 China Unicom IP network China169 Guangdong province
England,United Kingdom,AL******,51.77,-0.24,Europe/London,EE Limited,Orange PCS GPRS Services,AS12576 EE Limited
,,,,,,,,
Colorado,United States,80***,39.49,-104.83,America/Denver,Comcast Cable Communications,"Comcast Cable Communications Holdings, Inc","AS33652 Comcast Cable Communications, LLC"
Tokyo,Japan,10******,35.69,139.77,Asia/Tokyo,Kddi Corporation,KDDI,AS2516 KDDI CORPORATION
Wisconsin,United States,53***,43.04,-87.91,America/Chicago,"AT&T Services, Inc.",Sundquist LAW Office,"AS7018 AT&T Services, Inc."
,,,,,,,,
,,,,,,,,
Oregon,United States,97***,45.51,-122.83,America/Los_Angeles,Nike,"Nike, Inc.",
Hesse,Germany,60***,50.11,8.68,Europe/Berlin,AXESS Networks Solutions Germany GmbH,Customer AXESS EMEA,AS39151 AXESS Networks Solutions Germany GmbH
Colorado,United States,80***,39.05,-104.82,America/Denver,"VELOCITY, A MANAGED SERVICES COMPANY",Velocity Inc,"AS62728 VELOCITY, A MANAGED SERVICES COMPANY"
England,United Kingdom,LE*,52.65,-1.09,Europe/London,TalkTalk,TalkTalk Communications Limited,AS13285 TalkTalk Communications Limited
New York,United States,10***,40.71,-74.01,America/New_York,"CenturyLink Communications, LLC","CenturyLink Communications, LLC","AS3561 CenturyLink Communications, LLC"
Central Region,Uganda,,0.32,32.59,Africa/Kampala,Airtel UG,Mobile Data Service 2G,AS37075 Airtel Uganda Limited
Rajasthan,India,30****,26.95,75.71,Asia/Kolkata,Bharti Airtel,Bharti Airtel Ltd,AS45609 Bharti Airtel Ltd. AS for GPRS Service
Auvergne-Rhône-Alpes,France,63***,45.79,3.11,Europe/Paris,BE YS Cloud France SASU,Almerys,AS200102 BE YS Cloud France SASU
Beijing,China,10****,39.9,116.41,Asia/Shanghai,"Hangzhou Alibaba Advertising Co., Ltd.",Aliyun Computing Co.,"AS37963 Hangzhou Alibaba Advertising Co.,Ltd."
,,,,,,,,
Guangdong,China,,23.38,113.76,Asia/Shanghai,Chinanet,Chinanet GD,AS4134 CHINANET-BACKBONE
Tianjin,China,,39.15,117.18,Asia/Shanghai,CNC Group CHINA169 Tianjin Province Network,,AS4837 CHINA UNICOM China169 Backbone
Kwai Tsing,Hong Kong,,22.35,114.11,Asia/Hong_Kong,HGC Global Communications Limited,HGC Global Communications Limited,AS9304 HGC Global Communications Limited
Arizona,United States,85***,33.53,-112.21,America/Phoenix,Cox Communications Inc.,Cox Communications,AS22773 Cox Communications Inc.
Saint James Parish,Jamaica,,18.47,-77.93,America/Jamaica,FLOW,Columbus Networks USA,AS30689 FLOW
Nevada,United States,89***,36.18,-115.17,America/Los_Angeles,State of Nevada,State of Nevada,AS21783 State of Nevada
Jihocesky kraj,Czechia,37****,49.02,14.51,Europe/Prague,T-Mobile Czech Republic,,AS13036 T-Mobile Czech Republic a.s.
,,,,,,,,
Stockholm County,Sweden,10****,59.33,18.07,Europe/Stockholm,Bredband2 AB,Bredband2,AS29518 Bredband2 AB
Giza,Egypt,,30.07,31.02,Africa/Cairo,Vodafone Data,,AS36935 Vodafone Data
Stockholm County,Sweden,10****,59.32,18.05,Europe/Stockholm,Telenor Sverige AB,Bredbandsbolaget,AS2119 Telenor Norge AS
Nouvelle-Aquitaine,France,86***,46.59,0.33,Europe/Paris,Societe Francaise Du Radiotelephone - SFR SA,SFR Infra,AS15557 Societe Francaise Du Radiotelephone - SFR SA
National Capital Territory of Delhi,India,11****,28.65,77.24,Asia/Kolkata,ANI EXTREEM BROADBAND,,AS132116 Ani Network Pvt Ltd
England,United Kingdom,W1*,51.51,-0.13,Europe/London,UK Ministry of Defence,UK Ministry of Defence,
Bavaria,Germany,83***,48.01,12.54,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG
England,United Kingdom,CT*,51.39,1.4,Europe/London,BT Public Internet Service,,AS2856 British Telecommunications PLC
Washington,United States,98***,47.64,-122.14,America/Los_Angeles,Microsoft Corporation,Microsoft Corporation,AS8075 Microsoft Corporation
England,United Kingdom,NW*,51.56,-0.23,Europe/London,TalkTalk,Carphone Warehouse Broadband Services,AS13285 TalkTalk Communications Limited
Arizona,United States,85***,31.56,-110.35,America/Phoenix,CONUS-YPG,USAISC,AS749 DoD Network Information Center
Michigan,United States,48***,42.39,-83.52,America/Detroit,Freudenberg-NOK General Parternership,Freudenberg-NOK General Parternership,
Texas,United States,78***,29.42,-98.49,America/Chicago,City of San Antonio,City of San Antonio,AS3709 City of San Antonio
,,,,,,,,
Mariy-El Republic,Russia,42****,56.64,47.9,Europe/Moscow,"JSC ""ER-Telecom Holding""","JSC ""ER-Telecom Holding"" Yoshkar-Ola Branch","AS41786 JSC ""ER-Telecom Holding"""
California,United States,94***,37.56,-122.28,America/Los_Angeles,CenturyLink Communications,Sony Computer Entertainment-Network Platform/Infrastructure,"AS3561 CenturyLink Communications, LLC"
Ohio,United States,43***,39.97,-82.89,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
California,United States,92***,35.28,-116.78,America/Los_Angeles,Goldstone (Deep Space Network) Facility,Goldstone (Deep Space Network) Facility,AS297 National Aeronautics and Space Administration
São Paulo,Brazil,10**,-23.63,-46.64,America/Sao_Paulo,Claro NXT Telecomunicacoes Ltda,Claro NXT Telecomunicacoes Ltda,AS28573 Claro NXT Telecomunicacoes Ltda
Shanghai,China,,31.11,121.37,Asia/Shanghai,Oriental Cable Network Co,,"AS9812 Oriental Cable Network Co., Ltd."
Prague,Czechia,46****,50.09,14.45,Europe/Prague,"Quantcom, a.s.",Dial Telecom,"AS29208 Quantcom, a.s."
Mie,Japan,51******,35.05,136.67,Asia/Tokyo,"Chubu Telecommunications Company, Inc.","Chubu Telecommunications Co., Inc.","AS18126 Chubu Telecommunications Company, Inc."
Beijing,China,10****,39.9,116.41,Asia/Shanghai,HWCSNET,Huawei Public Cloud Service,
,,,,,,,,
Arizona,United States,85***,33.48,-112.08,America/Phoenix,Dignity Health,Dignity Health,
Central and Western District,Hong Kong,,22.32,114.17,Asia/Hong_Kong,Google LLC,Google Cloud (asia-east2),AS15169 Google LLC
Australian Capital Territory,Australia,26**,-35.31,149.13,Australia/Sydney,Australian Crime Commission,Australian Crime Commission,
Alabama,United States,36***,32.4,-86.24,America/Chicago,DoD Network Information Center,Air Force Systems Networking,AS749 DoD Network Information Center
Istanbul,Türkiye,34***,41.02,28.93,Europe/Istanbul,descr Avea Iletisim Hizmetleri,Avea Iletisim Hizmetleri A.S,AS20978 TT Mobil Iletisim Hizmetleri A.S
