MCC,MNC,PLMN,TMSI,LMSI,TLLI,LAI,RAI
240,90,24090,95699474,20506384,20848742,240-90-7924,240-90-7924-53
240,12,24012,41564162,68211726,71201486,240-12-7224,240-12-7224-22
240,33,24033,98779983,30283968,87645665,240-33-1188,240-33-1188-97
240,90,24090,97765035,76802442,50265133,240-90-7924,240-90-7924-53
240,33,24033,22362611,76562497,77265801,240-33-1188,240-33-1188-97
240,85,24085,87591997,33482592,42189979,240-85-4733,240-85-4733-47
240,80,24080,92004563,65703252,21731871,240-80-6925,240-80-6925-83
240,20,24020,89498105,95290099,34024055,240-20-3621,240-20-3621-97
240,98,24098,13229121,60115867,15782041,240-98-6514,240-98-6514-23
240,42,24042,44134667,49669442,25523584,240-42-1916,240-42-1916-39
240,12,24012,51635538,99822720,21097137,240-12-7224,240-12-7224-22
240,33,24033,51257824,56434542,99163437,240-33-1188,240-33-1188-97
240,25,24025,26835130,90841979,30400994,240-25-2139,240-25-2139-15
240,49,24049,98272768,17958052,30982350,240-49-5554,240-49-5554-68
240,90,24090,44227061,68353566,25207155,240-90-9928,240-90-9928-63
240,96,24096,91453035,85816281,67769234,240-96-8019,240-96-8019-84
240,36,24036,51981477,87023798,36484198,240-36-3547,240-36-3547-37
240,82,24082,20880971,94325542,85326292,240-82-4598,240-82-4598-97
240,12,24012,36673215,92901038,30228565,240-12-1771,240-12-1771-24
240,82,24082,73142354,49288342,49072946,240-82-2824,240-82-2824-13
240,12,24012,86646143,72839835,82153520,240-12-7224,240-12-7224-22
240,88,24088,84936176,23082350,62901528,240-88-2169,240-88-2169-87
240,4,24004,38817520,94794707,82879494,240-04-2535,240-04-2535-37
240,82,24082,92824112,34233923,45206228,240-82-3803,240-82-3803-78
240,49,24049,95331468,45778763,87605491,240-49-5554,240-49-5554-68
240,29,24029,73362712,17894038,32652437,240-29-3286,240-29-3286-23
240,69,24069,58403796,28337030,81464289,240-69-5371,240-69-5371-92
240,96,24096,73760274,40944451,65764257,240-96-8019,240-96-8019-84
240,11,24011,42175618,18890606,16670189,240-11-5803,240-11-5803-90
240,90,24090,89477947,71215899,47492737,240-90-7924,240-90-7924-53
240,69,24069,71010067,20880919,80542603,240-69-5371,240-69-5371-92
240,35,24035,50060560,45613367,75302406,240-35-2084,240-35-2084-37
240,60,24060,15182741,72505690,89122379,240-60-7216,240-60-7216-44
240,5,24005,80591809,74067280,68758525,240-05-6168,240-05-6168-61
240,12,24012,97370586,23311108,62071719,240-12-7224,240-12-7224-22
240,86,24086,64093377,11539615,12478762,240-86-5374,240-86-5374-99
240,82,24082,76743800,74876481,96081307,240-82-3803,240-82-3803-78
240,83,24083,68132948,21193166,65462976,240-83-8517,240-83-8517-28
240,25,24025,87566066,25892287,35131272,240-25-2139,240-25-2139-15
240,69,24069,30716609,16452897,93257223,240-69-5371,240-69-5371-92
240,90,24090,70116087,86380018,73218068,240-90-9928,240-90-9928-63
240,60,24060,32171933,44886527,55122143,240-60-7216,240-60-7216-44
240,52,24052,52882358,65796963,92335651,240-52-6930,240-52-6930-38
240,73,24073,41719945,33802025,78477800,240-73-6155,240-73-6155-37
240,42,24042,17897403,76430397,22907180,240-42-1916,240-42-1916-39
240,18,24018,35648990,82662398,77051335,240-18-9348,240-18-9348-73
240,85,24085,96574372,91930639,51932341,240-85-4733,240-85-4733-47
240,96,24096,32443982,22516924,18536735,240-96-8019,240-96-8019-84
240,11,24011,86830303,30648471,43915259,240-11-5803,240-11-5803-90
240,60,24060,45260434,25694741,40491229,240-60-7216,240-60-7216-44
240,69,24069,15572689,39068668,97013752,240-69-5371,240-69-5371-92
240,42,24042,54715413,82849482,61491181,240-42-1916,240-42-1916-39
240,82,24082,26773207,24147762,14779586,240-82-4598,240-82-4598-97
240,20,24020,11151943,46242405,32622570,240-20-3621,240-20-3621-97
240,98,24098,51060691,42253570,87782484,240-98-6514,240-98-6514-23
240,73,24073,96404384,27817492,24131536,240-73-6155,240-73-6155-37
240,84,24084,18134946,56394080,28936770,240-84-9179,240-84-9179-60
240,84,24084,20600314,66698497,33193105,240-84-9179,240-84-9179-60
240,82,24082,23729044,43125123,74696432,240-82-4598,240-82-4598-97
240,82,24082,23769823,31233821,20109292,240-82-4598,240-82-4598-97
240,82,24082,71367310,68871996,56336722,240-82-3803,240-82-3803-78
240,82,24082,14460079,19025028,50844761,240-82-6977,240-82-6977-30
240,82,24082,28972711,45541886,94877532,240-82-6977,240-82-6977-30
240,36,24036,79393054,64076376,92455683,240-36-3547,240-36-3547-37
240,52,24052,94373613,80106691,19477569,240-52-6930,240-52-6930-38
240,29,24029,60359316,30800125,66693845,240-29-8359,240-29-8359-85
240,76,24076,74121252,60499019,60980676,240-76-7912,240-76-7912-14
240,49,24049,47525549,88278699,92213783,240-49-8668,240-49-8668-77
240,73,24073,35182990,29220123,53435965,240-73-6155,240-73-6155-37
240,5,24005,57624587,27284884,77420947,240-05-6168,240-05-6168-61
240,95,24095,37973702,73380849,82484833,240-95-5506,240-95-5506-41
240,83,24083,55572594,15248013,17673556,240-83-8517,240-83-8517-28
240,69,24069,31887559,30839788,60285177,240-69-3045,240-69-3045-58
240,82,24082,84078735,24816214,59102212,240-82-4598,240-82-4598-97
240,34,24034,72501512,83450705,46002934,240-34-1711,240-34-1711-68
240,85,24085,31149672,93584161,61118270,240-85-4733,240-85-4733-47
240,30,24030,30468196,24186362,73782885,240-30-9279,240-30-9279-87
240,11,24011,57470916,56608760,71000361,240-11-5803,240-11-5803-90
240,36,24036,94785512,93146674,48126214,240-36-3547,240-36-3547-37
240,69,24069,95041007,87076637,95740466,240-69-5371,240-69-5371-92
240,96,24096,74479428,31818271,71060629,240-96-9830,240-96-9830-43
240,42,24042,92564759,70229576,31199930,240-42-1916,240-42-1916-39
240,88,24088,57136592,15660356,10155207,240-88-2169,240-88-2169-87
240,88,24088,93747482,74198944,96799802,240-88-2169,240-88-2169-87
240,82,24082,96170353,13694343,98844554,240-82-3803,240-82-3803-78
240,55,24055,94856640,22891805,64542263,240-55-2040,240-55-2040-59
240,18,24018,86990436,44928457,75077618,240-18-9348,240-18-9348-73
240,73,24073,67612115,61742505,21990808,240-73-6155,240-73-6155-37
240,34,24034,71678495,30137942,60799688,240-34-3287,240-34-3287-41
240,18,24018,11316844,46382331,27326667,240-18-9348,240-18-9348-73
240,69,24069,55009662,13175428,43336604,240-69-5371,240-69-5371-92
240,5,24005,28022373,17070670,89314327,240-05-6168,240-05-6168-61
240,82,24082,20344320,78685384,33472063,240-82-4598,240-82-4598-97
240,87,24087,39967443,67821726,58831180,240-87-9935,240-87-9935-21
240,84,24084,16871204,34302868,67864668,240-84-9179,240-84-9179-60
240,49,24049,12508912,87671698,21630755,240-49-8668,240-49-8668-77
240,80,24080,79723676,73333991,34103306,240-80-6925,240-80-6925-83
240,5,24005,91379026,72078912,81118358,240-05-6168,240-05-6168-61
240,49,24049,37538782,44923152,44294062,240-49-5554,240-49-5554-68
240,29,24029,94691104,89909432,68163839,240-29-3286,240-29-3286-23
240,11,24011,20696246,25028385,11551206,240-11-5803,240-11-5803-90
240,18,24018,76235907,16329592,94868390,240-18-9348,240-18-9348-73
240,69,24069,72282268,26018269,90462115,240-69-3045,240-69-3045-58
240,98,24098,40390709,19285283,64824178,240-98-6514,240-98-6514-23
240,33,24033,51341543,40868255,85517285,240-33-1188,240-33-1188-97
240,82,24082,68061607,90232885,63880369,240-82-4598,240-82-4598-97
240,80,24080,75679779,33468801,25218742,240-80-6925,240-80-6925-83
240,52,24052,42737271,67872960,46332939,240-52-6930,240-52-6930-38
240,87,24087,62052210,40025482,34500794,240-87-9935,240-87-9935-21
240,36,24036,13671229,53289678,19958479,240-36-1106,240-36-1106-30
240,95,24095,79155641,80688165,55197905,240-95-5506,240-95-5506-41
240,49,24049,99605875,64361585,30344320,240-49-8668,240-49-8668-77
240,46,24046,98125984,49198213,23115816,240-46-6635,240-46-6635-87
240,80,24080,26914276,30447980,81863601,240-80-6925,240-80-6925-83
240,55,24055,83023616,59772640,93506946,240-55-2040,240-55-2040-59
240,80,24080,18925068,31533881,43006410,240-80-6925,240-80-6925-83
240,11,24011,34891480,15654236,89470167,240-11-5803,240-11-5803-90
240,80,24080,40319168,52329887,76172432,240-80-6925,240-80-6925-83
240,30,24030,52268319,46272765,24143243,240-30-9279,240-30-9279-87
240,11,24011,86205794,61231280,87710967,240-11-5803,240-11-5803-90
240,36,24036,90940943,62206651,56168592,240-36-3547,240-36-3547-37
240,46,24046,58692457,45143561,95156556,240-46-6635,240-46-6635-87
240,82,24082,79733157,15527828,94296566,240-82-4598,240-82-4598-97
240,96,24096,35525163,87174040,15358545,240-96-8019,240-96-8019-84
240,34,24034,13502432,14511426,69879895,240-34-1711,240-34-1711-68
240,33,24033,40219998,81459689,18861973,240-33-1188,240-33-1188-97
240,18,24018,43304584,89529542,52487859,240-18-9348,240-18-9348-73
240,98,24098,60952479,98099893,81930841,240-98-6514,240-98-6514-23
240,48,24048,40414848,65284136,76367397,240-48-6820,240-48-6820-36
240,60,24060,30143881,75989058,55469699,240-60-7216,240-60-7216-44
240,33,24033,19956849,92899315,18123654,240-33-1188,240-33-1188-97
240,95,24095,27358523,77503142,51693551,240-95-5506,240-95-5506-41
240,42,24042,49540169,88944150,99704748,240-42-1916,240-42-1916-39
240,42,24042,16233101,39768593,78983526,240-42-1916,240-42-1916-39
240,36,24036,86189683,26271547,43474270,240-36-1106,240-36-1106-30
240,30,24030,33229028,41164955,29883543,240-30-9279,240-30-9279-87
240,46,24046,47338985,73058717,17227922,240-46-6635,240-46-6635-87
240,60,24060,78152161,71143925,62627006,240-60-7216,240-60-7216-44
240,49,24049,74922445,31494030,33293683,240-49-5554,240-49-5554-68
240,12,24012,99221150,99000618,91254289,240-12-1771,240-12-1771-24
240,69,24069,71641223,79702176,20266891,240-69-3045,240-69-3045-58
240,85,24085,37018954,84715248,59348082,240-85-4733,240-85-4733-47
240,29,24029,81818356,75756936,36804212,240-29-8359,240-29-8359-85
240,69,24069,85186414,36356849,92279737,240-69-3045,240-69-3045-58
240,52,24052,79682068,69743521,81946008,240-52-6930,240-52-6930-38
240,96,24096,32568852,25942135,10744020,240-96-9830,240-96-9830-43
240,49,24049,99407676,42447117,73437105,240-49-8668,240-49-8668-77
240,69,24069,93229155,21317060,88428644,240-69-5371,240-69-5371-92
240,76,24076,15237299,19273371,52413506,240-76-7912,240-76-7912-14
240,18,24018,99460221,45368424,29731152,240-18-9348,240-18-9348-73
240,82,24082,83728106,27719346,76313131,240-82-4598,240-82-4598-97
240,96,24096,32157025,54922061,11116602,240-96-8019,240-96-8019-84
240,80,24080,31068034,95471470,46303952,240-80-6925,240-80-6925-83
240,55,24055,16329269,60959752,36161578,240-55-2040,240-55-2040-59
240,76,24076,71464355,28455846,76045566,240-76-7912,240-76-7912-14
240,12,24012,74005989,36838450,47791837,240-12-1771,240-12-1771-24
240,20,24020,49188865,33212311,72048120,240-20-3621,240-20-3621-97
240,4,24004,25730458,45714299,39808838,240-04-4257,240-04-4257-93
240,96,24096,46666290,90210905,72757155,240-96-8019,240-96-8019-84
240,25,24025,29033916,31663649,24845434,240-25-2139,240-25-2139-15
240,88,24088,85235499,35756628,66702752,240-88-2169,240-88-2169-87
240,49,24049,12285274,82870005,16635574,240-49-5554,240-49-5554-68
240,82,24082,35662889,23372061,29448888,240-82-4598,240-82-4598-97
240,93,24093,24653188,96690009,73135351,240-93-2876,240-93-2876-97
240,69,24069,83205041,26194221,18482360,240-69-5371,240-69-5371-92
240,30,24030,63320996,71923606,40018482,240-30-9279,240-30-9279-87
240,4,24004,11941728,61542860,10296875,240-04-2535,240-04-2535-37
240,76,24076,35347494,59589586,41617065,240-76-7912,240-76-7912-14
240,98,24098,60426701,21840633,28910575,240-98-6514,240-98-6514-23
240,36,24036,23129577,38684085,90778931,240-36-3547,240-36-3547-37
240,33,24033,44838940,31633748,69718303,240-33-1188,240-33-1188-97
240,36,24036,37599974,42178010,55260610,240-36-1106,240-36-1106-30
240,82,24082,66676879,36351512,82852191,240-82-4598,240-82-4598-97
240,55,24055,88181455,34558283,73728847,240-55-2040,240-55-2040-59
240,34,24034,63588254,49929252,51636376,240-34-3287,240-34-3287-41
240,12,24012,78719799,83287085,27923741,240-12-1771,240-12-1771-24
240,12,24012,60227354,66870202,40757252,240-12-1771,240-12-1771-24
240,48,24048,26082246,42244328,92828931,240-48-6820,240-48-6820-36
240,96,24096,79447968,52193516,58060781,240-96-8019,240-96-8019-84
240,36,24036,87554445,24849277,34939571,240-36-1106,240-36-1106-30
240,34,24034,27793202,89914999,60223138,240-34-3287,240-34-3287-41
240,52,24052,27109250,61805299,94081936,240-52-6930,240-52-6930-38
240,42,24042,72027484,46595097,66010563,240-42-1916,240-42-1916-39
240,87,24087,12724264,91043907,73987096,240-87-9935,240-87-9935-21
240,87,24087,25240082,58574301,84150322,240-87-9935,240-87-9935-21
240,76,24076,74456480,20060841,39105795,240-76-7912,240-76-7912-14
240,82,24082,98505651,49448996,47641534,240-82-4598,240-82-4598-97
240,29,24029,43306967,44965025,20592785,240-29-3286,240-29-3286-23
240,11,24011,91979277,46020903,53626546,240-11-5803,240-11-5803-90
240,93,24093,92784261,39214685,10664287,240-93-2876,240-93-2876-97
240,94,24094,78136452,43544775,69670030,240-94-5010,240-94-5010-30
240,86,24086,40910594,28004567,56857284,240-86-5374,240-86-5374-99
240,48,24048,11469523,10021177,10923377,240-48-6820,240-48-6820-36
240,35,24035,48566235,81979929,84966465,240-35-2084,240-35-2084-37
240,76,24076,37973966,54318442,82987291,240-76-7912,240-76-7912-14
240,25,24025,16304318,68952745,60704954,240-25-2139,240-25-2139-15
240,69,24069,14040434,75210205,11017320,240-69-5371,240-69-5371-92
240,90,24090,80269391,85668837,17882822,240-90-7924,240-90-7924-53
240,52,24052,47301440,49908564,26975345,240-52-6930,240-52-6930-38
240,30,24030,98604096,61886938,48632942,240-30-9279,240-30-9279-87
240,30,24030,89657131,10863711,27685674,240-30-9279,240-30-9279-87
240,49,24049,66868047,62549676,69726008,240-49-8668,240-49-8668-77
240,12,24012,24829002,29190747,69209151,240-12-7224,240-12-7224-22
240,76,24076,20499766,43077805,39362200,240-76-7912,240-76-7912-14
240,90,24090,56117111,84706669,20774796,240-90-9928,240-90-9928-63
240,35,24035,82741113,67847185,53517319,240-35-2084,240-35-2084-37
240,36,24036,98668465,98581868,61968344,240-36-3547,240-36-3547-37
240,30,24030,69577801,90809333,58140922,240-30-9279,240-30-9279-87
240,94,24094,50119015,20685512,35947773,240-94-5010,240-94-5010-30
240,46,24046,52318556,80854964,67871443,240-46-6635,240-46-6635-87
240,30,24030,94836532,33611665,30378955,240-30-9279,240-30-9279-87
240,76,24076,85465244,66742673,12819142,240-76-7912,240-76-7912-14
240,36,24036,80418465,70654583,75226818,240-36-1106,240-36-1106-30
240,18,24018,46687673,13792280,88352187,240-18-9348,240-18-9348-73
240,90,24090,96898828,91443262,24463901,240-90-7924,240-90-7924-53
240,85,24085,39237301,44974110,56249158,240-85-4733,240-85-4733-47
240,12,24012,16594975,74880108,15805462,240-12-1771,240-12-1771-24
240,82,24082,68372362,12493816,46417484,240-82-6977,240-82-6977-30
240,35,24035,41411644,97019190,16345269,240-35-2084,240-35-2084-37
240,12,24012,49055093,40514061,21976421,240-12-7224,240-12-7224-22
240,69,24069,32712783,37921512,21239965,240-69-5371,240-69-5371-92
240,29,24029,40448254,50723409,16201380,240-29-3286,240-29-3286-23
240,4,24004,28817581,72664386,65694045,240-04-2535,240-04-2535-37
240,20,24020,70015849,34837299,70169888,240-20-3621,240-20-3621-97
240,34,24034,89068872,89404142,70637123,240-34-1711,240-34-1711-68
240,82,24082,55538740,44901204,77242782,240-82-3803,240-82-3803-78
240,11,24011,85995124,35138052,76225118,240-11-5803,240-11-5803-90
240,35,24035,27489301,47644742,10733014,240-35-2084,240-35-2084-37
240,42,24042,77223079,84595712,11545022,240-42-1916,240-42-1916-39
240,93,24093,26474917,43006231,71910611,240-93-2876,240-93-2876-97
240,90,24090,21525740,52636107,86548496,240-90-7924,240-90-7924-53
240,12,24012,64893678,47280164,29920569,240-12-1771,240-12-1771-24
240,84,24084,59794053,52647646,98109392,240-84-9179,240-84-9179-60
240,82,24082,20457280,13423819,27065444,240-82-4598,240-82-4598-97
240,46,24046,22495428,17033927,21326552,240-46-6635,240-46-6635-87
240,34,24034,91388675,82118673,21635506,240-34-3287,240-34-3287-41
240,82,24082,99190285,56699250,61061660,240-82-4598,240-82-4598-97
240,29,24029,22694791,67128205,69683559,240-29-8359,240-29-8359-85
240,76,24076,63155467,84644818,67086905,240-76-7912,240-76-7912-14
240,73,24073,23459058,52851114,67954310,240-73-6155,240-73-6155-37
240,33,24033,92218293,71879492,22896852,240-33-1188,240-33-1188-97
240,60,24060,78435274,97482263,36470408,240-60-7216,240-60-7216-44
240,98,24098,58935542,20599735,88373656,240-98-6514,240-98-6514-23
240,60,24060,86547855,48237741,88338772,240-60-7216,240-60-7216-44
240,11,24011,69253306,81331363,97544610,240-11-5803,240-11-5803-90
240,12,24012,24132049,21209886,68259359,240-12-1771,240-12-1771-24
240,82,24082,22316401,45518973,62331405,240-82-6977,240-82-6977-30
240,49,24049,11830053,63345542,38538281,240-49-8668,240-49-8668-77
240,46,24046,51768204,48034991,36958009,240-46-6635,240-46-6635-87
240,88,24088,73052378,82178913,67042625,240-88-2169,240-88-2169-87
240,60,24060,60519330,10834741,80197968,240-60-7216,240-60-7216-44
240,18,24018,61980019,55181572,68417570,240-18-9348,240-18-9348-73
240,86,24086,44245448,13760175,30994557,240-86-5374,240-86-5374-99
240,36,24036,87616267,89919759,55660452,240-36-1106,240-36-1106-30
240,52,24052,90447693,81881950,36743104,240-52-6930,240-52-6930-38
240,35,24035,84531532,98039014,13793369,240-35-2084,240-35-2084-37
240,34,24034,79120569,85417756,10817421,240-34-1711,240-34-1711-68
240,25,24025,99847459,47752438,45318014,240-25-2139,240-25-2139-15
240,12,24012,40643959,68325416,38757686,240-12-1771,240-12-1771-24
240,87,24087,70049005,15321666,94922397,240-87-9935,240-87-9935-21
240,87,24087,53311474,75418421,51620340,240-87-9935,240-87-9935-21
240,96,24096,73138200,63458891,95795544,240-96-9830,240-96-9830-43
240,83,24083,37741022,43002076,62253532,240-83-8517,240-83-8517-28
240,95,24095,15669671,36538392,55988845,240-95-5506,240-95-5506-41
240,95,24095,19792420,18750304,51935758,240-95-5506,240-95-5506-41
240,46,24046,77789156,70797570,76319074,240-46-6635,240-46-6635-87
240,11,24011,33078994,23083134,16306837,240-11-5803,240-11-5803-90
240,83,24083,98532691,89180359,84149936,240-83-8517,240-83-8517-28
240,49,24049,65162610,41045613,43792654,240-49-5554,240-49-5554-68
240,82,24082,84951440,70147754,44748528,240-82-3803,240-82-3803-78
240,25,24025,44910053,23920713,98839939,240-25-2139,240-25-2139-15
240,82,24082,74498595,84040294,61478837,240-82-4598,240-82-4598-97
240,86,24086,56718903,18902130,90267863,240-86-5374,240-86-5374-99
240,34,24034,12727042,47102305,69821324,240-34-3287,240-34-3287-41
240,55,24055,99896835,69290206,69264920,240-55-2040,240-55-2040-59
240,94,24094,46036538,14920930,27529272,240-94-5010,240-94-5010-30
240,88,24088,77606504,76486379,62161583,240-88-2169,240-88-2169-87
240,94,24094,98420299,50672846,16969884,240-94-5010,240-94-5010-30
240,5,24005,67445457,44520764,47053651,240-05-6168,240-05-6168-61
240,55,24055,57345362,64424725,30613024,240-55-2040,240-55-2040-59
240,34,24034,60293649,58998545,74904922,240-34-1711,240-34-1711-68
240,69,24069,85194486,75457796,54160706,240-69-5371,240-69-5371-92
240,42,24042,24247171,11284289,16557018,240-42-1916,240-42-1916-39
240,95,24095,17257774,29022620,71724854,240-95-5506,240-95-5506-41
240,96,24096,88919132,31792990,41382446,240-96-8019,240-96-8019-84
240,82,24082,88930899,62428865,79889442,240-82-6977,240-82-6977-30
240,35,24035,81642846,25140871,39066788,240-35-2084,240-35-2084-37
240,98,24098,55024899,49904730,75268828,240-98-6514,240-98-6514-23
240,25,24025,85828332,66466287,76537411,240-25-2139,240-25-2139-15
240,93,24093,70534540,29761006,44320090,240-93-2876,240-93-2876-97
240,80,24080,16859357,28041425,90732465,240-80-6925,240-80-6925-83
240,82,24082,61035736,91684641,26959465,240-82-4598,240-82-4598-97
240,34,24034,64914197,18146706,42551423,240-34-1711,240-34-1711-68
240,85,24085,84892729,92570673,84863313,240-85-4733,240-85-4733-47
240,5,24005,15440149,89606379,71085040,240-05-6168,240-05-6168-61
240,34,24034,60941759,52499171,84388220,240-34-1711,240-34-1711-68
240,34,24034,21056463,13887914,34370043,240-34-1711,240-34-1711-68
240,42,24042,33435122,88056422,96616252,240-42-1916,240-42-1916-39
240,52,24052,34848676,42807111,12224447,240-52-6930,240-52-6930-38
240,60,24060,16875833,14621401,89065554,240-60-7216,240-60-7216-44
240,84,24084,71152122,54493493,18049089,240-84-9179,240-84-9179-60
240,5,24005,59643702,24875260,50666826,240-05-6168,240-05-6168-61
240,4,24004,34812629,50423135,73485847,240-04-4257,240-04-4257-93
240,96,24096,77913412,84172879,19805887,240-96-9830,240-96-9830-43
240,30,24030,12813830,73454106,37750102,240-30-9279,240-30-9279-87
240,55,24055,44979103,72592504,53925042,240-55-2040,240-55-2040-59
240,25,24025,24433707,40634319,81707442,240-25-2139,240-25-2139-15
240,12,24012,17844201,20857305,37518481,240-12-7224,240-12-7224-22
240,30,24030,16953661,91350029,96064059,240-30-9279,240-30-9279-87
240,82,24082,71749022,95658736,84987279,240-82-2824,240-82-2824-13
240,34,24034,40110540,36131252,17524594,240-34-1711,240-34-1711-68
240,4,24004,58071936,16949478,39292418,240-04-4257,240-04-4257-93
240,60,24060,74929709,98495996,67115061,240-60-7216,240-60-7216-44
240,12,24012,89113330,29865540,98431524,240-12-1771,240-12-1771-24
240,98,24098,78061659,78082464,21512161,240-98-6514,240-98-6514-23
240,5,24005,45707180,17824974,83402075,240-05-6168,240-05-6168-61
240,36,24036,75746085,88092192,10134156,240-36-3547,240-36-3547-37
240,36,24036,80469336,91766475,71609445,240-36-3547,240-36-3547-37
240,52,24052,36483355,20648399,26547966,240-52-6930,240-52-6930-38
240,25,24025,95407648,87749999,21257550,240-25-2139,240-25-2139-15
240,52,24052,73645562,99815394,28277305,240-52-6930,240-52-6930-38
240,4,24004,59116613,13719526,96137724,240-04-4257,240-04-4257-93
240,55,24055,25344719,86811437,54319629,240-55-2040,240-55-2040-59
240,49,24049,51603896,34867925,96730978,240-49-5554,240-49-5554-68
240,73,24073,15719551,82044602,15866246,240-73-6155,240-73-6155-37
240,82,24082,86994578,16877887,58660985,240-82-6977,240-82-6977-30
240,42,24042,38821898,82462354,45608219,240-42-1916,240-42-1916-39
240,82,24082,62310853,48342288,92100357,240-82-4598,240-82-4598-97
240,42,24042,73323415,75162983,13207760,240-42-1916,240-42-1916-39
240,76,24076,43826361,39991590,29245768,240-76-7912,240-76-7912-14
240,82,24082,74271558,30030035,77314458,240-82-6977,240-82-6977-30
240,46,24046,93639390,78077516,21237842,240-46-6635,240-46-6635-87
240,49,24049,89010822,75776905,45130120,240-49-8668,240-49-8668-77
240,96,24096,39862787,75666911,29706848,240-96-9830,240-96-9830-43
240,88,24088,38935157,25281886,29473245,240-88-2169,240-88-2169-87
240,86,24086,94865270,97697872,59918884,240-86-5374,240-86-5374-99
240,85,24085,26923690,94655719,67726693,240-85-4733,240-85-4733-47
240,69,24069,85257186,23235764,87331828,240-69-5371,240-69-5371-92
240,36,24036,62151831,91417004,48907196,240-36-1106,240-36-1106-30
240,42,24042,55493733,22501185,61720348,240-42-1916,240-42-1916-39
240,11,24011,31510078,65861374,15377708,240-11-5803,240-11-5803-90
240,33,24033,11094474,51745645,46559868,240-33-1188,240-33-1188-97
240,36,24036,65697225,16322837,90464636,240-36-1106,240-36-1106-30
240,82,24082,28047362,38818033,61493377,240-82-4598,240-82-4598-97
240,25,24025,76514313,99380864,48451158,240-25-2139,240-25-2139-15
240,33,24033,42345731,64070119,37989832,240-33-1188,240-33-1188-97
240,34,24034,38767643,46717563,29006951,240-34-3287,240-34-3287-41
240,18,24018,94864070,95612104,30308397,240-18-9348,240-18-9348-73
240,11,24011,67974099,79401669,11395895,240-11-4814,240-11-4814-22
240,69,24069,85644911,31153054,68117735,240-69-5371,240-69-5371-92
240,49,24049,16417997,24641230,35712350,240-49-5554,240-49-5554-68
240,82,24082,60731424,76433105,71008917,240-82-4598,240-82-4598-97
240,84,24084,82916714,51453381,18365689,240-84-9179,240-84-9179-60
240,84,24084,61188108,46362851,68105476,240-84-9179,240-84-9179-60
240,90,24090,84480176,70378043,68855317,240-90-9928,240-90-9928-63
240,93,24093,49875741,96611608,35984102,240-93-2876,240-93-2876-97
240,52,24052,91729694,96265795,69354686,240-52-6930,240-52-6930-38
240,88,24088,68879508,91806609,85347664,240-88-2169,240-88-2169-87
240,29,24029,96592631,21822007,61094713,240-29-8359,240-29-8359-85
240,4,24004,64389081,50531052,88527910,240-04-2535,240-04-2535-37
240,69,24069,12203296,99820033,82839723,240-69-3045,240-69-3045-58
240,30,24030,14418429,12453594,98398182,240-30-9279,240-30-9279-87
240,95,24095,65327385,88117158,56549462,240-95-5506,240-95-5506-41
240,76,24076,80807776,19887897,91472805,240-76-7912,240-76-7912-14
240,69,24069,56525619,80067438,77397497,240-69-3045,240-69-3045-58
240,49,24049,89126826,98876973,41695406,240-49-8668,240-49-8668-77
240,35,24035,98189069,40556446,20490489,240-35-2084,240-35-2084-37
240,55,24055,20293854,10450384,68814902,240-55-2040,240-55-2040-59
240,11,24011,86604151,29832939,46462439,240-11-5803,240-11-5803-90
240,87,24087,84699468,93338599,12482850,240-87-9935,240-87-9935-21
240,88,24088,54432701,44772793,38191492,240-88-2169,240-88-2169-87
240,12,24012,88086760,45772897,65391419,240-12-1771,240-12-1771-24
240,73,24073,58187231,99717758,73531438,240-73-6155,240-73-6155-37
240,4,24004,89105905,13814390,63460926,240-04-4257,240-04-4257-93
240,36,24036,23009630,10013474,35509497,240-36-3547,240-36-3547-37
240,25,24025,53718261,46990504,62473258,240-25-2139,240-25-2139-15
240,35,24035,82591060,40379798,38752791,240-35-2084,240-35-2084-37
240,69,24069,73672607,52828992,69656638,240-69-5371,240-69-5371-92
240,76,24076,65979265,80645400,47922969,240-76-7912,240-76-7912-14
240,84,24084,24117073,52004856,14863618,240-84-9179,240-84-9179-60
240,30,24030,49693916,86001597,59673059,240-30-9279,240-30-9279-87
240,30,24030,62246492,69182733,91442915,240-30-9279,240-30-9279-87
240,98,24098,98766745,69327567,61947267,240-98-6514,240-98-6514-23
240,36,24036,81997874,24822729,60135395,240-36-3547,240-36-3547-37
240,82,24082,78955159,74117919,93759127,240-82-6977,240-82-6977-30
240,96,24096,42063108,35144646,14765938,240-96-9830,240-96-9830-43
240,80,24080,64347747,71413245,24720919,240-80-6925,240-80-6925-83
240,83,24083,38884513,31688988,24896979,240-83-8517,240-83-8517-28
240,90,24090,67891758,75526683,79738465,240-90-9928,240-90-9928-63
240,86,24086,77404398,71234358,74966704,240-86-5374,240-86-5374-99
240,30,24030,31310318,25781868,52423589,240-30-9279,240-30-9279-87
240,76,24076,66580181,51220924,31740393,240-76-7912,240-76-7912-14
240,88,24088,74535464,80936431,51283221,240-88-2169,240-88-2169-87
240,5,24005,90664006,89461946,16993431,240-05-6168,240-05-6168-61
240,76,24076,30673613,34809228,66287139,240-76-7912,240-76-7912-14
240,82,24082,54062321,60593236,51036951,240-82-2824,240-82-2824-13
240,29,24029,44722422,51093900,87577941,240-29-3286,240-29-3286-23
240,82,24082,95976614,33766086,28521472,240-82-6977,240-82-6977-30
