index,age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
9288,"[0, 40[",*,married,*,no,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9289,"[40, 80[",*,married,*,no,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9290,"[0, 40[",*,married,*,no,yes,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9291,"[40, 80[",*,married,*,no,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9292,"[0, 40[",*,single,*,no,no,yes,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9293,"[0, 40[",*,married,*,no,yes,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9294,"[0, 40[",*,married,*,no,yes,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9295,"[40, 80[",*,single,*,unknown,no,yes,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9296,"[0, 40[",*,single,*,no,yes,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9297,"[40, 80[",*,married,*,no,yes,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9298,"[40, 80[",*,married,*,unknown,yes,yes,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9299,"[40, 80[",*,divorced,*,no,yes,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9300,"[0, 40[",*,married,*,no,unknown,unknown,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9301,"[40, 80[",*,married,*,no,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9302,"[0, 40[",*,single,*,no,unknown,unknown,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9303,"[0, 40[",*,single,*,unknown,yes,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9304,"[0, 40[",*,married,*,unknown,no,yes,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9305,"[0, 40[",*,married,*,no,yes,yes,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9306,"[40, 80[",*,married,*,no,yes,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9307,"[0, 40[",*,divorced,*,no,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9308,"[40, 80[",*,married,*,unknown,yes,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9309,"[0, 40[",*,single,*,no,yes,yes,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9310,"[40, 80[",*,married,*,no,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9311,"[0, 40[",*,married,*,unknown,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9312,"[0, 40[",*,married,*,no,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9313,"[40, 80[",*,married,*,no,no,yes,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9314,"[0, 40[",*,married,*,no,yes,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9315,"[40, 80[",*,married,*,unknown,no,yes,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9316,"[0, 40[",*,married,*,unknown,unknown,unknown,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9317,"[0, 40[",*,married,*,no,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9318,"[40, 80[",*,married,*,unknown,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9319,"[0, 40[",*,married,*,no,yes,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9320,"[0, 40[",*,married,*,no,yes,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9321,"[40, 80[",*,married,*,no,no,yes,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9322,"[40, 80[",*,married,*,unknown,yes,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9323,"[40, 80[",*,married,*,no,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9324,"[0, 40[",*,married,*,no,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9325,"[40, 80[",*,married,*,unknown,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9326,"[0, 40[",*,married,*,no,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9327,"[0, 40[",*,married,*,no,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9328,"[40, 80[",*,married,*,no,unknown,unknown,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9329,"[40, 80[",*,single,*,no,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9330,"[40, 80[",*,married,*,unknown,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9331,"[40, 80[",*,married,*,unknown,unknown,unknown,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9332,"[40, 80[",*,married,*,unknown,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9333,"[0, 40[",*,married,*,unknown,unknown,unknown,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9334,"[0, 40[",*,married,*,unknown,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9335,"[40, 80[",*,married,*,unknown,yes,yes,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9336,"[0, 40[",*,single,*,no,yes,yes,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9337,"[40, 80[",*,married,*,unknown,yes,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9338,"[40, 80[",*,married,*,no,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,yes
9339,"[0, 40[",*,married,*,unknown,yes,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9340,"[0, 40[",*,single,*,unknown,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9341,"[40, 80[",*,single,*,unknown,yes,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9342,"[0, 40[",*,single,*,no,no,yes,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9343,"[0, 40[",*,married,*,unknown,yes,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9344,"[0, 40[",*,married,*,no,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9345,"[0, 40[",*,divorced,*,no,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9346,"[40, 80[",*,divorced,*,no,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9347,"[40, 80[",*,married,*,no,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9348,"[0, 40[",*,single,*,no,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9349,"[40, 80[",*,married,*,no,yes,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9350,"[0, 40[",*,married,*,no,no,yes,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9351,"[0, 40[",*,married,*,no,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9352,"[0, 40[",*,single,*,no,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9353,"[0, 40[",*,single,*,no,yes,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9354,"[40, 80[",*,married,*,no,yes,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9355,"[0, 40[",*,married,*,unknown,unknown,unknown,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9356,"[0, 40[",*,single,*,unknown,unknown,unknown,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9357,"[40, 80[",*,single,*,no,yes,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9358,"[40, 80[",*,married,*,unknown,yes,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9359,"[0, 40[",*,married,*,no,yes,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9360,"[0, 40[",*,married,*,no,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9361,"[40, 80[",*,divorced,*,no,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9362,"[0, 40[",*,married,*,no,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9363,"[0, 40[",*,single,*,no,yes,yes,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9364,"[40, 80[",*,married,*,unknown,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9365,"[0, 40[",*,married,*,no,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9366,"[0, 40[",*,married,*,no,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9367,"[0, 40[",*,married,*,no,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9368,"[0, 40[",*,married,*,no,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9369,"[40, 80[",*,married,*,unknown,yes,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9370,"[40, 80[",*,married,*,unknown,yes,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9371,"[40, 80[",*,married,*,no,yes,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9372,"[40, 80[",*,married,*,unknown,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9373,"[0, 40[",*,married,*,unknown,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9374,"[0, 40[",*,single,*,no,no,yes,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9375,"[40, 80[",*,single,*,unknown,yes,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9376,"[40, 80[",*,married,*,no,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9377,"[40, 80[",*,single,*,no,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9378,"[0, 40[",*,married,*,unknown,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9380,"[40, 80[",*,married,*,no,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9381,"[40, 80[",*,married,*,unknown,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9382,"[40, 80[",*,married,*,no,yes,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9383,"[40, 80[",*,married,*,no,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9384,"[40, 80[",*,divorced,*,unknown,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9385,"[0, 40[",*,married,*,no,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9387,"[0, 40[",*,married,*,unknown,unknown,unknown,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9388,"[0, 40[",*,married,*,unknown,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9389,"[0, 40[",*,married,*,unknown,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9390,"[40, 80[",*,married,*,unknown,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9391,"[40, 80[",*,married,*,unknown,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9392,"[0, 40[",*,married,*,no,no,yes,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9393,"[0, 40[",*,divorced,*,unknown,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9394,"[0, 40[",*,married,*,no,yes,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9395,"[0, 40[",*,married,*,no,yes,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9396,"[0, 40[",*,divorced,*,no,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9397,"[0, 40[",*,married,*,unknown,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9398,"[0, 40[",*,married,*,no,yes,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9399,"[40, 80[",*,married,*,no,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9400,"[40, 80[",*,married,*,no,no,yes,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9401,"[0, 40[",*,married,*,no,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9402,"[40, 80[",*,married,*,no,yes,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9403,"[0, 40[",*,married,*,no,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9404,"[40, 80[",*,married,*,no,yes,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9405,"[0, 40[",*,married,*,no,yes,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9406,"[0, 40[",*,married,*,unknown,yes,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9407,"[40, 80[",*,married,*,unknown,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9408,"[40, 80[",*,married,*,unknown,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9409,"[0, 40[",*,single,*,no,yes,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9410,"[40, 80[",*,married,*,unknown,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9411,"[40, 80[",*,single,*,no,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9412,"[40, 80[",*,divorced,*,no,yes,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9413,"[40, 80[",*,married,*,no,yes,yes,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9414,"[40, 80[",*,married,*,no,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9415,"[40, 80[",*,married,*,no,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9416,"[0, 40[",*,single,*,no,no,yes,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9417,"[40, 80[",*,single,*,no,yes,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9418,"[0, 40[",*,single,*,unknown,yes,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9419,"[0, 40[",*,married,*,no,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9420,"[40, 80[",*,divorced,*,no,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9421,"[0, 40[",*,married,*,no,yes,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9422,"[0, 40[",*,single,*,no,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9423,"[40, 80[",*,divorced,*,no,yes,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9424,"[40, 80[",*,married,*,unknown,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9425,"[0, 40[",*,married,*,no,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9426,"[0, 40[",*,married,*,no,yes,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9427,"[0, 40[",*,single,*,no,yes,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9428,"[40, 80[",*,married,*,unknown,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9429,"[0, 40[",*,married,*,no,yes,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9430,"[0, 40[",*,married,*,no,no,yes,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9431,"[0, 40[",*,single,*,no,no,yes,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9432,"[40, 80[",*,married,*,unknown,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,yes
9433,"[40, 80[",*,married,*,unknown,no,yes,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9434,"[0, 40[",*,single,*,no,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9435,"[40, 80[",*,married,*,unknown,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9436,"[40, 80[",*,married,*,no,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9437,"[40, 80[",*,married,*,unknown,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9438,"[0, 40[",*,single,*,no,unknown,unknown,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9439,"[0, 40[",*,married,*,no,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9440,"[40, 80[",*,married,*,unknown,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9441,"[0, 40[",*,married,*,no,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9442,"[40, 80[",*,single,*,unknown,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9443,"[0, 40[",*,married,*,no,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9444,"[40, 80[",*,married,*,no,yes,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9445,"[0, 40[",*,married,*,no,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9446,"[0, 40[",*,married,*,no,yes,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9447,"[40, 80[",*,divorced,*,no,yes,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,yes
9448,"[0, 40[",*,married,*,no,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9449,"[0, 40[",*,married,*,no,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9450,"[40, 80[",*,married,*,no,yes,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9451,"[0, 40[",*,married,*,no,yes,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9452,"[40, 80[",*,divorced,*,unknown,no,yes,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9453,"[0, 40[",*,single,*,unknown,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9454,"[0, 40[",*,married,*,no,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9455,"[0, 40[",*,married,*,unknown,no,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9456,"[0, 40[",*,married,*,no,yes,yes,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
9457,"[0, 40[",*,single,*,unknown,yes,no,telephone,Q2,Late-Week,*,>200,0,nonexistent,Positive (>0),>94,Low (-45 to -35),High (>3),>5200,no
