Device_ID,Device_Type,LAI,RAI,Network_Type
D1675,IoT Device,240-01,240-01,5G
D1676,IoT Device,240-01,240-01,5G
D1677,Smartphone,240-01,240-01,4G
D1678,Tablet,240-01,240-01,4G
D1679,Smartphone,240-01,240-01,3G
D1680,IoT Device,240-01,240-01,3G
D1681,Smartphone,240-01,240-01,3G
D1682,IoT Device,240-01,240-01,5G
D1683,IoT Device,240-01,240-01,4G
D1684,Smartphone,240-01,240-01,5G
D1685,Smartphone,240-01,240-01,5G
D1686,Tablet,240-01,240-01,5G
D1687,Tablet,240-01,240-01,5G
D1688,IoT Device,240-01,240-01,4G
D1689,Tablet,240-01,240-01,5G
D1690,IoT Device,240-01,240-01,4G
D1691,Tablet,240-01,240-01,5G
D1692,Smartphone,240-01,240-01,4G
D1693,IoT Device,240-01,240-01,3G
D1694,IoT Device,240-01,240-01,4G
D1695,Smartphone,240-01,240-01,4G
D1696,IoT Device,240-01,240-01,3G
D1697,Tablet,240-01,240-01,4G
D1698,Smartphone,240-01,240-01,3G
D1699,Tablet,240-01,240-01,5G
D1700,Smartphone,240-01,240-01,5G
D1701,Tablet,240-01,240-01,3G
D1702,Tablet,240-01,240-01,5G
D1703,Smartphone,240-01,240-01,3G
D1704,Smartphone,240-01,240-01,5G
D1705,IoT Device,240-01,240-01,4G
D1706,Tablet,240-01,240-01,5G
D1707,IoT Device,240-01,240-01,3G
D1708,Smartphone,240-01,240-01,3G
D1709,IoT Device,240-01,240-01,4G
D1710,Smartphone,240-01,240-01,3G
D1711,Tablet,240-01,240-01,4G
D1712,Tablet,240-01,240-01,4G
D1713,Tablet,240-01,240-01,5G
D1714,IoT Device,240-01,240-01,4G
D1715,Tablet,240-01,240-01,5G
D1716,Tablet,240-01,240-01,5G
D1717,Tablet,240-01,240-01,5G
D1718,IoT Device,240-01,240-01,3G
D1719,IoT Device,240-01,240-01,3G
D1720,Smartphone,240-01,240-01,3G
D1721,IoT Device,240-01,240-01,4G
D1722,Tablet,240-01,240-01,5G
D1723,Tablet,240-01,240-01,3G
D1724,IoT Device,240-01,240-01,5G
D1725,IoT Device,240-01,240-01,5G
D1726,IoT Device,240-01,240-01,4G
D1727,Tablet,240-01,240-01,3G
D1728,Smartphone,240-01,240-01,4G
D1729,Smartphone,240-01,240-01,5G
D1730,IoT Device,240-01,240-01,3G
D1731,Tablet,240-01,240-01,3G
D1732,IoT Device,240-01,240-01,4G
D1733,IoT Device,240-01,240-01,5G
D1734,Tablet,240-01,240-01,5G
D1735,IoT Device,240-01,240-01,3G
D1736,Smartphone,240-01,240-01,3G
D1737,Tablet,240-01,240-01,4G
D1738,Tablet,240-01,240-01,3G
D1739,Tablet,240-01,240-01,5G
D1740,Tablet,240-01,240-01,5G
D1741,Smartphone,240-01,240-01,3G
D1742,Smartphone,240-01,240-01,4G
D1743,Smartphone,240-01,240-01,5G
D1744,Tablet,240-01,240-01,5G
D1745,Smartphone,240-01,240-01,4G
D1746,Tablet,240-01,240-01,4G
D1747,Tablet,240-01,240-01,3G
D1748,Smartphone,240-01,240-01,5G
D1749,Smartphone,240-01,240-01,5G
D1750,Smartphone,240-01,240-01,3G
D1751,Tablet,240-01,240-01,5G
D1752,Smartphone,240-01,240-01,4G
D1753,Smartphone,240-01,240-01,5G
D1754,Smartphone,240-01,240-01,3G
D1755,IoT Device,240-01,240-01,5G
D1756,IoT Device,240-01,240-01,5G
D1757,Smartphone,240-01,240-01,4G
D1758,IoT Device,240-01,240-01,4G
D1759,IoT Device,240-01,240-01,4G
D1760,Smartphone,240-01,240-01,4G
D1761,Tablet,240-01,240-01,3G
D1762,Smartphone,240-01,240-01,3G
D1763,Smartphone,240-01,240-01,5G
D1764,Smartphone,240-01,240-01,3G
D1765,IoT Device,240-01,240-01,5G
D1766,IoT Device,240-01,240-01,3G
D1767,IoT Device,240-01,240-01,3G
D1768,Smartphone,240-01,240-01,5G
D1769,Tablet,240-01,240-01,4G
D1770,IoT Device,240-01,240-01,5G
D1771,IoT Device,240-01,240-01,3G
D1772,Tablet,240-01,240-01,5G
D1773,Tablet,240-01,240-01,5G
D1774,Tablet,240-01,240-01,4G
D1775,IoT Device,240-01,240-01,4G
D1776,Tablet,240-01,240-01,5G
D1777,Smartphone,240-01,240-01,4G
D1778,Tablet,240-01,240-01,5G
D1779,Smartphone,240-01,240-01,5G
D1780,Tablet,240-01,240-01,5G
D1781,IoT Device,240-01,240-01,4G
D1782,Tablet,240-01,240-01,3G
D1783,Tablet,240-01,240-01,5G
D1784,IoT Device,240-01,240-01,4G
D1785,IoT Device,240-01,240-01,3G
D1786,IoT Device,240-01,240-01,3G
D1787,IoT Device,240-01,240-01,5G
D1788,IoT Device,240-01,240-01,3G
D1789,IoT Device,240-01,240-01,3G
D1790,Tablet,240-01,240-01,5G
D1791,Smartphone,240-01,240-01,5G
D1792,Tablet,240-01,240-01,4G
D1793,Smartphone,240-01,240-01,4G
D1794,IoT Device,240-01,240-01,3G
D1795,IoT Device,240-01,240-01,4G
D1796,Tablet,240-01,240-01,4G
D1797,Smartphone,240-01,240-01,5G
D1798,IoT Device,240-01,240-01,4G
D1799,Smartphone,240-01,240-01,5G
D1800,Tablet,240-01,240-01,3G
D1801,Tablet,240-01,240-01,3G
D1802,Smartphone,240-01,240-01,3G
D1803,Tablet,240-01,240-01,3G
D1804,IoT Device,240-01,240-01,3G
D1805,Smartphone,240-01,240-01,3G
D1806,Tablet,240-01,240-01,3G
D1807,IoT Device,240-01,240-01,3G
D1808,Smartphone,240-01,240-01,5G
D1809,Smartphone,240-01,240-01,4G
D1810,Smartphone,240-01,240-01,4G
D1811,IoT Device,240-01,240-01,3G
D1812,IoT Device,240-01,240-01,3G
D1813,Smartphone,240-01,240-01,4G
D1814,Tablet,240-01,240-01,3G
D1815,Smartphone,240-01,240-01,5G
D1816,IoT Device,240-01,240-01,3G
D1817,IoT Device,240-01,240-01,4G
D1818,Smartphone,240-01,240-01,5G
D1819,Smartphone,240-01,240-01,3G
D1820,IoT Device,240-01,240-01,3G
D1821,Tablet,240-01,240-01,3G
D1822,Tablet,240-01,240-01,5G
D1823,Smartphone,240-01,240-01,5G
D1824,Tablet,240-01,240-01,4G
D1825,Tablet,240-01,240-01,4G
D1826,IoT Device,240-01,240-01,3G
D1827,Smartphone,240-01,240-01,5G
D1828,Tablet,240-01,240-01,4G
D1829,Smartphone,240-01,240-01,5G
D1830,Smartphone,240-01,240-01,5G
D1831,IoT Device,240-01,240-01,4G
D1832,Tablet,240-01,240-01,5G
D1833,Tablet,240-01,240-01,3G
D1834,IoT Device,240-01,240-01,5G
D1835,IoT Device,240-01,240-01,5G
D1836,Tablet,240-01,240-01,3G
D1837,Tablet,240-01,240-01,4G
D1838,Tablet,240-01,240-01,4G
D1839,Smartphone,240-01,240-01,5G
D1840,Smartphone,240-01,240-01,3G
D1841,Smartphone,240-01,240-01,5G
D1842,Smartphone,240-01,240-01,4G
D1843,Tablet,240-01,240-01,4G
D1844,IoT Device,240-01,240-01,5G
D1845,Tablet,240-01,240-01,4G
D1846,IoT Device,240-01,240-01,3G
D1847,Tablet,240-01,240-01,5G
D1848,IoT Device,240-01,240-01,3G
D1849,IoT Device,240-01,240-01,3G
D1850,Tablet,240-01,240-01,3G
D1851,Smartphone,240-01,240-01,4G
D1852,Smartphone,240-01,240-01,4G
D1853,Tablet,240-01,240-01,3G
D1854,Smartphone,240-01,240-01,3G
D1855,Smartphone,240-01,240-01,4G
D1856,Tablet,240-01,240-01,3G
D1857,Tablet,240-01,240-01,3G
D1858,Tablet,240-01,240-01,4G
D1859,Tablet,240-01,240-01,5G
D1860,Tablet,240-01,240-01,4G
D1861,Tablet,240-01,240-01,5G
D1862,IoT Device,240-01,240-01,3G
D1863,Smartphone,240-01,240-01,4G
D1864,IoT Device,240-01,240-01,5G
D1865,IoT Device,240-01,240-01,3G
D1866,Tablet,240-01,240-01,4G
D1867,IoT Device,240-01,240-01,3G
D1868,IoT Device,240-01,240-01,3G
D1869,IoT Device,240-01,240-01,4G
D1870,Smartphone,240-01,240-01,4G
D1871,Tablet,240-01,240-01,4G
D1872,Smartphone,240-01,240-01,3G
D1873,Smartphone,240-01,240-01,4G
D1874,IoT Device,240-01,240-01,5G
D1875,Smartphone,240-01,240-01,4G
D1876,Tablet,240-01,240-01,3G
D1877,IoT Device,240-01,240-01,4G
D1878,Smartphone,240-01,240-01,5G
D1879,Tablet,240-01,240-01,3G
D1880,Smartphone,240-01,240-01,4G
D1881,Tablet,240-01,240-01,4G
D1882,Tablet,240-01,240-01,3G
D1883,Tablet,240-01,240-01,4G
D1884,IoT Device,240-01,240-01,4G
D1885,Smartphone,240-01,240-01,4G
D1886,Tablet,240-01,240-01,5G
D1887,IoT Device,240-01,240-01,5G
D1888,Tablet,240-01,240-01,5G
D1889,Smartphone,240-01,240-01,4G
D1890,IoT Device,240-01,240-01,4G
D1891,IoT Device,240-01,240-01,4G
D1892,Smartphone,240-01,240-01,4G
D1893,IoT Device,240-01,240-01,4G
D1894,IoT Device,240-01,240-01,4G
D1895,IoT Device,240-01,240-01,4G
D1896,IoT Device,240-01,240-01,4G
D1897,Smartphone,240-01,240-01,4G
D1898,Smartphone,240-01,240-01,3G
D1899,IoT Device,240-01,240-01,5G
D1900,Smartphone,240-01,240-01,5G
D1901,Smartphone,240-01,240-01,4G
D1902,Smartphone,240-01,240-01,4G
D1903,IoT Device,240-01,240-01,5G
D1904,IoT Device,240-01,240-01,3G
D1905,IoT Device,240-01,240-01,5G
D1906,IoT Device,240-01,240-01,3G
D1907,IoT Device,240-01,240-01,3G
D1908,IoT Device,240-01,240-01,4G
D1909,IoT Device,240-01,240-01,3G
D1910,Smartphone,240-01,240-01,3G
D1911,Smartphone,240-01,240-01,4G
D1912,IoT Device,240-01,240-01,5G
D1913,IoT Device,240-01,240-01,4G
D1914,Tablet,240-01,240-01,4G
D1915,IoT Device,240-01,240-01,4G
D1916,Smartphone,240-01,240-01,3G
D1917,IoT Device,240-01,240-01,5G
D1918,Tablet,240-01,240-01,5G
D1919,Smartphone,240-01,240-01,4G
D1920,Tablet,240-01,240-01,4G
D1921,Smartphone,240-01,240-01,3G
D1922,Tablet,240-01,240-01,4G
D1923,Smartphone,240-01,240-01,5G
D1924,Tablet,240-01,240-01,3G
D1925,Smartphone,240-01,240-01,5G
D1926,Tablet,240-01,240-01,4G
D1927,IoT Device,240-01,240-01,5G
D1928,Tablet,240-01,240-01,5G
D1929,Smartphone,240-01,240-01,5G
D1930,Smartphone,240-01,240-01,4G
D1931,IoT Device,240-01,240-01,4G
D1932,Smartphone,240-01,240-01,5G
D1933,Tablet,240-01,240-01,3G
D1934,Tablet,240-01,240-01,3G
D1935,Tablet,240-01,240-01,3G
D1936,Tablet,240-01,240-01,3G
D1937,Smartphone,240-01,240-01,4G
D1938,Smartphone,240-01,240-01,3G
D1939,Tablet,240-01,240-01,5G
D1940,Smartphone,240-01,240-01,3G
D1941,IoT Device,240-01,240-01,4G
D1942,IoT Device,240-01,240-01,3G
D1943,Tablet,240-01,240-01,3G
D1944,IoT Device,240-01,240-01,3G
D1945,IoT Device,240-01,240-01,4G
D1946,Smartphone,240-01,240-01,3G
D1947,Tablet,240-01,240-01,3G
D1948,Tablet,240-01,240-01,4G
D1949,Tablet,240-01,240-01,3G
D1950,Tablet,240-01,240-01,4G
D1951,IoT Device,240-01,240-01,4G
D1952,Smartphone,240-01,240-01,5G
D1953,Smartphone,240-01,240-01,3G
D1954,Smartphone,240-01,240-01,3G
D1955,IoT Device,240-01,240-01,3G
D1956,IoT Device,240-01,240-01,4G
D1957,Smartphone,240-01,240-01,5G
D1958,Tablet,240-01,240-01,4G
D1959,Tablet,240-01,240-01,4G
D1960,IoT Device,240-01,240-01,3G
D1961,IoT Device,240-01,240-01,5G
D1962,Tablet,240-01,240-01,3G
D1963,Tablet,240-01,240-01,5G
D1964,IoT Device,240-01,240-01,4G
D1965,Tablet,240-01,240-01,5G
D1966,Smartphone,240-01,240-01,5G
D1967,Tablet,240-01,240-01,4G
D1968,Smartphone,240-01,240-01,5G
D1969,Smartphone,240-01,240-01,4G
D1970,IoT Device,240-01,240-01,4G
D1971,Smartphone,240-01,240-01,3G
D1972,Smartphone,240-01,240-01,4G
D1973,Tablet,240-01,240-01,3G
D1974,IoT Device,240-01,240-01,5G
D1975,IoT Device,240-01,240-01,5G
D1976,IoT Device,240-01,240-01,5G
D1977,Tablet,240-01,240-01,5G
D1978,IoT Device,240-01,240-01,4G
D1979,Smartphone,240-01,240-01,5G
D1980,IoT Device,240-01,240-01,5G
D1981,IoT Device,240-01,240-01,5G
D1982,Smartphone,240-01,240-01,3G
D1983,IoT Device,240-01,240-01,4G
D1984,IoT Device,240-01,240-01,3G
D1985,IoT Device,240-01,240-01,3G
D1986,Smartphone,240-01,240-01,3G
D1987,IoT Device,240-01,240-01,4G
D1988,IoT Device,240-01,240-01,3G
D1989,Tablet,240-01,240-01,5G
D1990,Tablet,240-01,240-01,3G
D1991,Tablet,240-01,240-01,3G
D1992,IoT Device,240-01,240-01,3G
D1993,Smartphone,240-01,240-01,4G
D1994,IoT Device,240-01,240-01,3G
D1995,Smartphone,240-01,240-01,4G
D1996,Tablet,240-01,240-01,5G
D1997,Smartphone,240-01,240-01,3G
D1998,Tablet,240-01,240-01,5G
D1999,IoT Device,240-01,240-01,5G
D2000,Smartphone,240-01,240-01,4G
D2001,Tablet,240-01,240-01,3G
D2002,Tablet,240-01,240-01,4G
D2003,Tablet,240-01,240-01,4G
D2004,Smartphone,240-01,240-01,4G
D2005,Smartphone,240-01,240-01,5G
D2006,Smartphone,240-01,240-01,3G
D2007,Tablet,240-01,240-01,5G
D2008,IoT Device,240-01,240-01,5G
D2009,Smartphone,240-01,240-01,4G
D2010,IoT Device,240-01,240-01,3G
D2011,Smartphone,240-01,240-01,5G
D2012,Smartphone,240-01,240-01,4G
D2013,Smartphone,240-01,240-01,3G
D2014,Smartphone,240-01,240-01,5G
D2015,Smartphone,240-01,240-01,3G
D2016,IoT Device,240-01,240-01,4G
D2017,IoT Device,240-01,240-01,4G
D2018,Tablet,240-01,240-01,5G
D2019,Smartphone,240-01,240-01,4G
D2020,IoT Device,240-01,240-01,3G
D2021,Smartphone,240-01,240-01,3G
D2022,Tablet,240-01,240-01,5G
D2023,Tablet,240-01,240-01,4G
D2024,Smartphone,240-01,240-01,5G
D2025,Tablet,240-01,240-01,3G
D2026,Smartphone,240-01,240-01,5G
D2027,Tablet,240-01,240-01,5G
D2028,IoT Device,240-01,240-01,3G
D2029,Smartphone,240-01,240-01,3G
D2030,Smartphone,240-01,240-01,3G
D2031,Smartphone,240-01,240-01,4G
D2032,Tablet,240-01,240-01,3G
D2033,Tablet,240-01,240-01,4G
D2034,IoT Device,240-01,240-01,5G
D2035,Smartphone,240-01,240-01,3G
D2036,IoT Device,240-01,240-01,4G
D2037,Tablet,240-01,240-01,5G
D2038,Smartphone,240-01,240-01,5G
D2039,Smartphone,240-01,240-01,3G
D2040,IoT Device,240-01,240-01,4G
D2041,Tablet,240-01,240-01,5G
D2042,Smartphone,240-01,240-01,3G
D2043,Tablet,240-01,240-01,3G
D2044,IoT Device,240-01,240-01,3G
D2045,Smartphone,240-01,240-01,3G
D2046,Smartphone,240-01,240-01,4G
D2047,Tablet,240-01,240-01,4G
D2048,IoT Device,240-01,240-01,5G
D2049,Tablet,240-01,240-01,4G
D2050,Tablet,240-01,240-01,4G
D2051,IoT Device,240-01,240-01,3G
D2052,Smartphone,240-01,240-01,5G
D2053,Tablet,240-01,240-01,4G
D2054,Tablet,240-01,240-01,3G
D2055,Smartphone,240-01,240-01,5G
D2056,Smartphone,240-01,240-01,4G
D2057,IoT Device,240-01,240-01,5G
D2058,Tablet,240-01,240-01,3G
D2059,Smartphone,240-01,240-01,4G
D2060,IoT Device,240-01,240-01,3G
D2061,IoT Device,240-01,240-01,3G
D2062,IoT Device,240-01,240-01,3G
D2063,Smartphone,240-01,240-01,3G
D2064,IoT Device,240-01,240-01,3G
D2065,IoT Device,240-01,240-01,4G
D2066,Smartphone,240-01,240-01,5G
D2067,IoT Device,240-01,240-01,3G
D2068,Tablet,240-01,240-01,5G
D2069,Smartphone,240-01,240-01,4G
D2070,IoT Device,240-01,240-01,4G
D2071,IoT Device,240-01,240-01,5G
D2072,IoT Device,240-01,240-01,4G
D2073,IoT Device,240-01,240-01,4G
D2074,Smartphone,240-01,240-01,4G
D2075,IoT Device,240-01,240-01,3G
D2076,IoT Device,240-01,240-01,4G
D2077,Tablet,240-01,240-01,4G
D2078,Smartphone,240-01,240-01,3G
D2079,IoT Device,240-01,240-01,5G
D2080,Smartphone,240-01,240-01,3G
D2081,Tablet,240-01,240-01,3G
D2082,Smartphone,240-01,240-01,4G
D2083,Tablet,240-01,240-01,5G
D2084,IoT Device,240-01,240-01,3G
D2085,Smartphone,240-01,240-01,4G
D2086,IoT Device,240-01,240-01,5G
D2087,IoT Device,240-01,240-01,3G
D2088,Smartphone,240-01,240-01,3G
D2089,IoT Device,240-01,240-01,5G
D2090,Tablet,240-01,240-01,3G
D2091,Tablet,240-01,240-01,4G
D2092,Tablet,240-01,240-01,3G
D2093,Smartphone,240-01,240-01,5G
D2094,IoT Device,240-01,240-01,4G
D2095,IoT Device,240-01,240-01,3G
D2096,Smartphone,240-01,240-01,3G
D2097,IoT Device,240-01,240-01,4G
D2098,Tablet,240-01,240-01,3G
D2099,IoT Device,240-01,240-01,3G
D2100,IoT Device,240-01,240-01,4G
D2101,IoT Device,240-01,240-01,3G
D2102,Tablet,240-01,240-01,5G
D2103,Smartphone,240-01,240-01,3G
D2104,IoT Device,240-01,240-01,4G
D2105,Smartphone,240-01,240-01,5G
D2106,Smartphone,240-01,240-01,4G
D2107,Tablet,240-01,240-01,4G
D2108,Smartphone,240-01,240-01,5G
D2109,IoT Device,240-01,240-01,3G
D2110,Tablet,240-01,240-01,3G
D2111,Smartphone,240-01,240-01,3G
D2112,Tablet,240-01,240-01,5G
D2113,Smartphone,240-01,240-01,3G
D2114,IoT Device,240-01,240-01,3G
D2115,Tablet,240-01,240-01,3G
D2116,Smartphone,240-01,240-01,4G
D2117,IoT Device,240-01,240-01,4G
D2118,IoT Device,240-01,240-01,3G
D2119,Tablet,240-01,240-01,5G
D2120,IoT Device,240-01,240-01,4G
D2121,Smartphone,240-01,240-01,4G
D2122,Smartphone,240-01,240-01,3G
D2123,Tablet,240-01,240-01,4G
D2124,Tablet,240-01,240-01,5G
D2125,Smartphone,240-01,240-01,5G
D2126,Tablet,240-01,240-01,4G
D2127,Smartphone,240-01,240-01,4G
D2128,Smartphone,240-01,240-01,5G
D2129,IoT Device,240-01,240-01,3G
D2130,Tablet,240-01,240-01,3G
D2131,IoT Device,240-01,240-01,4G
D2132,Tablet,240-01,240-01,3G
D2133,IoT Device,240-01,240-01,4G
D2134,Tablet,240-01,240-01,4G
D2135,Tablet,240-01,240-01,5G
D2136,IoT Device,240-01,240-01,4G
D2137,Smartphone,240-01,240-01,4G
D2138,Smartphone,240-01,240-01,3G
D2139,Smartphone,240-01,240-01,4G
D2140,Smartphone,240-01,240-01,4G
D2141,Tablet,240-01,240-01,3G
D2142,IoT Device,240-01,240-01,4G
D2143,Tablet,240-01,240-01,4G
D2144,Smartphone,240-01,240-01,3G
D2145,Smartphone,240-01,240-01,5G
D2146,Tablet,240-01,240-01,5G
D2147,Tablet,240-01,240-01,4G
D2148,Smartphone,240-01,240-01,4G
D2149,Smartphone,240-01,240-01,4G
D2150,Tablet,240-01,240-01,3G
D2151,Tablet,240-01,240-01,4G
D2152,IoT Device,240-01,240-01,5G
D2153,Smartphone,240-01,240-01,4G
D2154,Tablet,240-01,240-01,5G
D2155,Smartphone,240-01,240-01,4G
D2156,Smartphone,240-01,240-01,5G
D2157,Smartphone,240-01,240-01,3G
D2158,Smartphone,240-01,240-01,5G
D2159,IoT Device,240-01,240-01,3G
D2160,Tablet,240-01,240-01,4G
D2161,Smartphone,240-01,240-01,3G
D2162,Smartphone,240-01,240-01,5G
D2163,Smartphone,240-01,240-01,4G
D2164,IoT Device,240-01,240-01,3G
D2165,Tablet,240-01,240-01,4G
D2166,Smartphone,240-01,240-01,5G
D2167,Tablet,240-01,240-01,5G
D2168,Smartphone,240-01,240-01,3G
D2169,Tablet,240-01,240-01,3G
D2170,Smartphone,240-01,240-01,5G
D2171,Smartphone,240-01,240-01,4G
D2172,Tablet,240-01,240-01,5G
D2173,Smartphone,240-01,240-01,3G
D2174,Smartphone,240-01,240-01,3G
D2175,Smartphone,240-01,240-01,3G
D2176,IoT Device,240-01,240-01,4G
D2177,Tablet,240-01,240-01,3G
D2178,Smartphone,240-01,240-01,4G
D2179,Tablet,240-01,240-01,4G
D2180,Smartphone,240-01,240-01,4G
D2181,Tablet,240-01,240-01,5G
D2182,Smartphone,240-01,240-01,4G
D2183,Tablet,240-01,240-01,4G
D2184,Tablet,240-01,240-01,4G
D2185,Smartphone,240-01,240-01,5G
D2186,Tablet,240-01,240-01,4G
D2187,Smartphone,240-01,240-01,5G
D2188,IoT Device,240-01,240-01,5G
D2189,IoT Device,240-01,240-01,5G
D2190,Smartphone,240-01,240-01,5G
D2191,Tablet,240-01,240-01,4G
D2192,Tablet,240-01,240-01,5G
D2193,IoT Device,240-01,240-01,4G
D2194,Smartphone,240-01,240-01,4G
D2195,Smartphone,240-01,240-01,5G
D2196,IoT Device,240-01,240-01,4G
D2197,Tablet,240-01,240-01,5G
D2198,IoT Device,240-01,240-01,3G
D2199,Smartphone,240-01,240-01,3G
D2200,Tablet,240-01,240-01,4G
D2201,IoT Device,240-01,240-01,5G
D2202,IoT Device,240-01,240-01,3G
D2203,Smartphone,240-01,240-01,3G
D2204,Smartphone,240-01,240-01,5G
D2205,Tablet,240-01,240-01,4G
D2206,Smartphone,240-01,240-01,5G
D2207,Smartphone,240-01,240-01,5G
D2208,IoT Device,240-01,240-01,5G
D2209,Smartphone,240-01,240-01,5G
D2210,IoT Device,240-01,240-01,4G
D2211,IoT Device,240-01,240-01,3G
D2212,IoT Device,240-01,240-01,4G
D2213,Tablet,240-01,240-01,5G
D2214,Tablet,240-01,240-01,5G
D2215,IoT Device,240-01,240-01,4G
D2216,Smartphone,240-01,240-01,4G
D2217,Tablet,240-01,240-01,5G
D2218,Smartphone,240-01,240-01,5G
D2219,IoT Device,240-01,240-01,3G
D2220,Smartphone,240-01,240-01,4G
D2221,Tablet,240-01,240-01,3G
D2222,IoT Device,240-01,240-01,5G
D2223,Smartphone,240-01,240-01,3G
D2224,Smartphone,240-01,240-01,4G
D2225,Smartphone,240-01,240-01,3G
D2226,Tablet,240-01,240-01,5G
D2227,Smartphone,240-01,240-01,3G
D2228,IoT Device,240-01,240-01,5G
D2229,IoT Device,240-01,240-01,4G
D2230,Smartphone,240-01,240-01,4G
D2231,Tablet,240-01,240-01,5G
D2232,Smartphone,240-01,240-01,3G
D2233,IoT Device,240-01,240-01,4G
D2234,Tablet,240-01,240-01,5G
D2235,Tablet,240-01,240-01,5G
D2236,Smartphone,240-01,240-01,5G
D2237,Tablet,240-01,240-01,5G
D2238,IoT Device,240-01,240-01,5G
D2239,Tablet,240-01,240-01,3G
D2240,IoT Device,240-01,240-01,4G
D2241,Tablet,240-01,240-01,5G
D2242,IoT Device,240-01,240-01,4G
D2243,IoT Device,240-01,240-01,5G
D2244,Tablet,240-01,240-01,4G
D2245,Smartphone,240-01,240-01,3G
D2246,Tablet,240-01,240-01,5G
D2247,Tablet,240-01,240-01,5G
D2248,Smartphone,240-01,240-01,3G
D2249,Tablet,240-01,240-01,5G
D2250,Tablet,240-01,240-01,3G
D2251,Smartphone,240-01,240-01,5G
D2252,IoT Device,240-01,240-01,3G
D2253,Tablet,240-01,240-01,3G
D2254,Tablet,240-01,240-01,5G
D2255,IoT Device,240-01,240-01,4G
D2256,IoT Device,240-01,240-01,3G
D2257,Smartphone,240-01,240-01,3G
D2258,IoT Device,240-01,240-01,3G
D2259,Smartphone,240-01,240-01,4G
D2260,IoT Device,240-01,240-01,4G
D2261,IoT Device,240-01,240-01,3G
D2262,Smartphone,240-01,240-01,4G
D2263,IoT Device,240-01,240-01,3G
D2264,IoT Device,240-01,240-01,4G
D2265,Tablet,240-01,240-01,3G
D2266,IoT Device,240-01,240-01,4G
D2267,Smartphone,240-01,240-01,5G
D2268,IoT Device,240-01,240-01,4G
D2269,IoT Device,240-01,240-01,5G
D2270,IoT Device,240-01,240-01,3G
D2271,IoT Device,240-01,240-01,3G
D2272,IoT Device,240-01,240-01,5G
D2273,Tablet,240-01,240-01,5G
D2274,Tablet,240-01,240-01,4G
D2275,Tablet,240-01,240-01,4G
D2276,Tablet,240-01,240-01,4G
D2277,IoT Device,240-01,240-01,5G
D2278,IoT Device,240-01,240-01,5G
D2279,Tablet,240-01,240-01,5G
D2280,Smartphone,240-01,240-01,5G
D2281,IoT Device,240-01,240-01,4G
D2282,Tablet,240-01,240-01,4G
D2283,Smartphone,240-01,240-01,4G
D2284,IoT Device,240-01,240-01,3G
D2285,Tablet,240-01,240-01,5G
D2286,IoT Device,240-01,240-01,4G
D2287,Smartphone,240-01,240-01,5G
D2288,Tablet,240-01,240-01,3G
D2289,Smartphone,240-01,240-01,4G
D2290,IoT Device,240-01,240-01,5G
D2291,Smartphone,240-01,240-01,4G
D2292,Smartphone,240-01,240-01,3G
D2293,Smartphone,240-01,240-01,5G
D2294,IoT Device,240-01,240-01,5G
D2295,Smartphone,240-01,240-01,5G
D2296,Tablet,240-01,240-01,5G
D2297,IoT Device,240-01,240-01,4G
D2298,Tablet,240-01,240-01,3G
D2299,Smartphone,240-01,240-01,3G
D2300,Smartphone,240-01,240-01,5G
D2301,Tablet,240-01,240-01,5G
D2302,Tablet,240-01,240-01,4G
D2303,Smartphone,240-01,240-01,4G
D2304,Smartphone,240-01,240-01,5G
D2305,IoT Device,240-01,240-01,5G
D2306,IoT Device,240-01,240-01,5G
D2307,Tablet,240-01,240-01,5G
D2308,Tablet,240-01,240-01,5G
D2309,Smartphone,240-01,240-01,3G
D2310,IoT Device,240-01,240-01,5G
D2311,IoT Device,240-01,240-01,5G
D2312,Tablet,240-01,240-01,4G
D2313,Smartphone,240-01,240-01,4G
D2314,Tablet,240-01,240-01,4G
D2315,IoT Device,240-01,240-01,3G
D2316,Tablet,240-01,240-01,4G
D2317,Tablet,240-01,240-01,3G
D2318,Smartphone,240-01,240-01,3G
D2319,Smartphone,240-01,240-01,5G
D2320,Tablet,240-01,240-01,3G
D2321,Tablet,240-01,240-01,4G
D2322,IoT Device,240-01,240-01,5G
D2323,Tablet,240-01,240-01,4G
D2324,IoT Device,240-01,240-01,4G
D2325,IoT Device,240-01,240-01,4G
D2326,Tablet,240-01,240-01,3G
D2327,Tablet,240-01,240-01,5G
D2328,IoT Device,240-01,240-01,4G
D2329,Tablet,240-01,240-01,5G
D2330,Tablet,240-01,240-01,3G
D2331,IoT Device,240-01,240-01,5G
D2332,IoT Device,240-01,240-01,3G
D2333,Smartphone,240-01,240-01,5G
D2334,Smartphone,240-01,240-01,5G
D2335,Smartphone,240-01,240-01,4G
D2336,Tablet,240-01,240-01,5G
D2337,IoT Device,240-01,240-01,4G
D2338,IoT Device,240-01,240-01,5G
D2339,Smartphone,240-01,240-01,5G
D2340,Tablet,240-01,240-01,3G
D2341,Tablet,240-01,240-01,4G
D2342,Smartphone,240-01,240-01,4G
D2343,Tablet,240-01,240-01,5G
D2344,Tablet,240-01,240-01,4G
D2345,Tablet,240-01,240-01,3G
D2346,IoT Device,240-01,240-01,5G
D2347,IoT Device,240-01,240-01,3G
D2348,Smartphone,240-01,240-01,5G
D2349,IoT Device,240-01,240-01,4G
