Linkage_Index,City,Region,Country,Postal Code,Latitude,Longitude,Timezone,ISP,Organization,Autonomous System
428,Cleveland,Beijing,United States,550000,26.6477,106.63,Asia/Shanghai,Chinanet,Chinanet GZ,AS4134 CHINANET-BACKBONE
429,London,England,United Kingdom,W1B,51.5074,-0.127758,Europe/London,Amazon Technologies Inc.,Amazon Technologies Inc,
430,Taipei,Florida,United States,7102,40.7369,-74.172,America/New_York,The Prudential Insurance Company of America,The Prudential Insurance Company of America,
431,Chiyoda,Ohio,South Korea,70173,48.7758,9.18293,Europe/Berlin,Robert Bosch GmbH,Robert Bosch Gesellschaft mit Beschraenkter Haftung,AS9183 Robert Bosch Gesellschaft mit Beschraenkter Haftung
432,Shenzhen,Guangdong,China,,22.5559,114.0577,Asia/Shanghai,Chinanet,Chinanet GD,AS4134 CHINANET-BACKBONE
433,Pasig,Arizona,United States,W1B,51.5074,-0.127758,Europe/London,Amazon Technologies Inc.,AWS EC2 (eu-west-2),"AS16509 Amazon.com, Inc."
434,Shenzhen,Georgia,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
435,Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
436,Dearborn,Guangdong,United States,94304,37.4161,-122.146,America/Los_Angeles,Amazon.com,DXC US Latin America Corporation,
437,Gothenburg,Västra Götaland County,Sweden,417 67,57.7065,11.967,Europe/Stockholm,Telia Company AB,Telia Network Services,AS3301 Telia Company AB
438,St. John's,Newfoundland and Labrador,Canada,A1A,47.5556,-52.7453,America/St_Johns,Xplornet Communications Inc.,Xplornet Communications Inc.,
439,Fulda,Sao Paulo,United States,94304,37.4146,-122.146,America/Los_Angeles,Hewlett Packard Enterprise Company,Hewlett Packard Enterprise Company,
440,Fleurus,Wallonia,Belgium,6224,50.4764,4.5824,Europe/Brussels,UOFLIEGE,University of Liege,AS2611 BELNET
441,Frankfurt am Main,Texas,United States,,39.9071,116.301,Asia/Shanghai,CDWGNET,Cdwgnet,
442,Enid,Oklahoma,United States,73703,36.3933,-97.9158,America/Chicago,Rackspace Hosting,Rackspace Hosting,AS33070 Rackspace Hosting
443,Portland,Oregon,United States,97252,45.5242,-122.6684,America/Los_Angeles,Cogent Communications,Cogent communications - IPENG,AS174 Cogent Communications
444,Joinville,Santa Catarina,Brazil,89200,-26.2659,-48.9987,America/Sao_Paulo,TELEFÔNICA BRASIL S.A,Global Village Telecom,AS18881 TELEFÔNICA BRASIL S.A
445,Madrid,Madrid,Spain,28070,40.4168,-3.70379,Europe/Madrid,GTT Communications Inc.,Eptisa,AS3257 GTT Communications Inc.
446,Santa Clara,Leinster,Belgium,50515,3.1408,101.6852,Asia/Kuala_Lumpur,TM TECHNOLOGY SERVICES SDN BHD,Adsl Streamyx,AS4788 TM TECHNOLOGY SERVICES SDN. BHD.
447,Fort Collins,Colorado,United States,80526,40.5603,-105.081,America/Denver,USDA,USDA Office of Operations,AS4152 USDA
448,Cincinnati,Kyiv City,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
449,Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
450,Brisbane,Queensland,Australia,4101,-27.4719,153.0196,Australia/Brisbane,Telstra Corporation Limited,Telstra Corporation,AS1221 Telstra Corporation Ltd
451,Palo Alto,North Carolina,United States,50200,3.15252,101.711,Asia/Kuala_Lumpur,Global Transit Communications,Global Transit Communications,AS24218 Global Transit Communications - Malaysia
452,Palo Alto,California,United States,94304,37.4146,-122.146,America/Los_Angeles,Hewlett-Packard Company,Hewlett-Packard Company,
453,Gayang-dong,Daejeon,South Korea,300090,36.3476,127.451,Asia/Seoul,Daejeon Helath Sciences College,Kren,AS18029 Daejeon Helath Sciences College
454,Zhengzhou,Henan,China,450000,34.7472,113.625,Asia/Shanghai,CNC Group CHINA169 Henan Province Network,,AS4837 CHINA UNICOM China169 Backbone
455,Namyangju,Gyeonggi-do,South Korea,,37.6524,127.308,Asia/Seoul,Korea Telecom,Kornet,AS4766 Korea Telecom
456,Jacksonville,Florida,United States,32255,30.3322,-81.6556,America/New_York,"Arachnitec, INC.",High Speed Web/Genesis 2 Networks,"AS6921 Arachnitec, INC."
457,Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
458,Palo Alto,New York,Spain,20149,39.0438,-77.4874,America/New_York,Amazon Technologies Inc.,AWS EC2 (us-east-1),"AS14618 Amazon.com, Inc."
459,Whitehall,Capital Region,Honduras,3340,59.9065,9.9194,Europe/Oslo,Telenor Mobil,,AS2119 Telenor Norge AS
460,Namdong-gu,Incheon,South Korea,216,37.3943,126.708,Asia/Seoul,ITIS,,AS9317 INHA UNIVERSITY
461,Bilbao,Basque Country,Spain,48012,43.263,-2.9351,Europe/Madrid,Universidad del Pais Vasco / Euskal Herriko Unibertsitatea,Universidad del Pais Vasco - Euskal Herriko Unibertsitatea,AS15488 Universidad del Pais Vasco - Euskal Herriko Unibertsitatea
462,Perth,Streymoy,United States,179-0072,35.7545,139.6249,Asia/Tokyo,"JCOM Co., Ltd.","JCOM Co., Ltd","AS9824 JCOM Co., Ltd."
463,Redwood City,California,United States,94065,37.5307,-122.262,America/Los_Angeles,Oracle Corporation,Oracle Corporation,
464,London,Ohio,United States,W1B,51.5074,-0.127758,Europe/London,Morgan Stanley Group Inc.,Morgan Stanley Group Inc,
465,Seongnam-si,Conakry Region,United States,33197,25.7689,-80.1946,America/New_York,"Akamai Technologies, Inc.","Akamai Technologies, Inc.","AS16625 Akamai Technologies, Inc."
466,Hong Kong,Central and Western District,Hong Kong,0,22.267,114.188,Asia/Hong_Kong,Microsoft Corporation,Microsoft Azure Cloud (eastasia),AS8075 Microsoft Corporation
467,Bielefeld,North Rhine-Westphalia,Germany,33602,52.0231,8.53375,Europe/Berlin,T-Systems International GmbH,T-Systems International GmbH,
468,Düsseldorf,North Rhine-Westphalia,Germany,40213,51.2277,6.77346,Europe/Berlin,Telefonica Germany GmbH & Co. OHG,Telefonica Germany GmbH & Co.,AS6805 Telefonica Germany GmbH & Co.OHG
469,Kampala,Central Region,Uganda,,0.321,32.5714,Africa/Kampala,National Information Technology Authority Uganda,National Information Technology Authority Uganda,AS327724 National Information Technology Authority Uganda
470,Lissone,Lombardy,Italy,20851,45.6132,9.24262,Europe/Rome,Hivelocity Inc,Atik Srl,AS61317 Hivelocity Inc
471,Chiyoda,Tokyo,Japan,100-8111,35.6916,139.768,Asia/Tokyo,"Hitachi, Ltd., Managed Services Business Division","Hitachi Systems, Ltd.","AS59109 Hitachi,Ltd., Managed Services Business Division"
472,Alert Bay,Subcarpathia,Japan,77056,29.7496,-95.474,America/Chicago,Schlumberger Limited,Schlumberger Limited,AS72 Schlumberger Limited
473,Yingge District,Leinster,France,2806,41.7439,-71.3179,America/New_York,i3 Broadband,i3 Broadband,AS25710 i3 Broadband
474,London,England,United Kingdom,W1B,51.5074,-0.127758,Europe/London,Microsoft Corporation,Microsoft Corporation,
475,Minato-ku,Tokyo,Japan,104-0045,35.6629,139.761,Asia/Tokyo,Softbank BB Corp.,Japan nation-wide Network of SOFTBANK Corp.,AS17676 SoftBank Corp.
476,Lexington-Fayette,Kentucky,United States,40509,37.9924,-84.3752,America/New_York,Spectrum,Road Runner,AS10796 Charter Communications Inc
477,North Charleston,South Carolina,United States,,32.8771,-80.013,America/New_York,Google LLC,Google Cloud (us-east1),AS396982 Google LLC
478,Aurora,Illinois,United States,60506,41.7688,-88.3405,America/Chicago,"AT&T Services, Inc.","HYPER-IT SERVICES, LLC","AS7018 AT&T Services, Inc."
479,San Francisco,Nouvelle-Aquitaine,Bulgaria,60313,50.1109,8.68213,Europe/Berlin,DoD Network Information Center,Air Force Systems Networking,AS367 DoD Network Information Center
480,Anchorage,Tokyo,Japan,100 05,59.3293,18.0686,Europe/Stockholm,PROSECUTE,,
481,Whitehall,Central Singapore,United Kingdom,10145,18.4627,-69.9362,America/Santo_Domingo,Banco Multiple BHD Leon SA,Banco Multiple BHD Leon SA,AS271959 BANCO MULTIPLE BHD LEON SA
482,Norwalk,Connecticut,United States,6851,41.0928,-73.4197,America/New_York,FactSet Research Systems,"FactSet Research Systems, Inc",
483,Helsinki,Ohio,United States,33380,44.6916,-0.8456,Europe/Paris,ProXad network / Free SAS,Proxad / Free SAS,AS12322 Free SAS
484,Minato-ku,Ohio,United States,,39.9042,116.407,Asia/Shanghai,Alibaba.com Singapore E-Commerce Private Limited,Aliyun Computing Co.,
485,Milan,Lombardy,Italy,20121,45.4642,9.18998,Europe/Rome,Telecom Italia Mobile,Telecom Italia S.p.A.,AS16232 Telecom Italia S.p.A.
486,Sofia,Wisconsin,Japan,110 00,50.0883,14.4124,Europe/Prague,T-Mobile Czech Republic,PC-Datacode s.r.o.,AS13036 T-Mobile Czech Republic a.s.
487,Tianjin,Prague,Russia,100000,39.9042,116.407,Asia/Shanghai,China Telecom,"Beijing Yunlin Network Technology Co., Ltd","AS136188 NINGBO, ZHEJIANG Province, P.R.China."
488,Amsterdam,New York,United States,12010,42.9559,-74.1681,America/New_York,Spectrum,"Road Runner, VoIP Residential",AS11351 Charter Communications Inc
489,Phoenix,Arizona,United States,85001,33.448376,-112.074036,America/Phoenix,Microsoft Corporation,Microsoft Azure Cloud (westus3),AS8075 Microsoft Corporation
490,Norfolk,Virginia,United States,23501,36.9151,-76.1866,America/New_York,DoD Network Information Center,Navy Network Information Center,AS647 DoD Network Information Center
491,Mountain View,California,United States,94043,37.422,-122.084,America/Los_Angeles,Google LLC,Google LLC,AS396982 Google LLC
492,Paris,Île-de-France,France,75000,48.8566,2.35222,Europe/Paris,Societe Francaise Du Radiotelephone - SFR SA,SFR User Data,AS15557 Societe Francaise Du Radiotelephone - SFR SA
493,Caracas,Miranda,Venezuela,,10.4969,-66.8432,America/Caracas,"TELEFONICA VENEZOLANA, C.A.","TELEFONICA VENEZOLANA, C.A","AS6306 TELEFONICA VENEZOLANA, C.A."
494,Raleigh,North Carolina,United States,27668,35.838,-78.6122,America/New_York,United States Postal Service.,United States Postal Service,
495,San Francisco,Chongqing,United States,59200,3.1191,101.6747,Asia/Kuala_Lumpur,TM TECHNOLOGY SERVICES SDN BHD,Adsl Streamyx,AS4788 TM TECHNOLOGY SERVICES SDN. BHD.
496,Muping,Silesia,Canada,45,37.5529,126.9502,Asia/Seoul,Konkuk University,Konkuknet,AS9459 Konkuk University
497,Charles Town,West Virginia,United States,25414,39.2825,-77.8522,America/New_York,Comcast Cable Communications,"Comcast Cable Communications Holdings, Inc","AS33657 Comcast Cable Communications, LLC"
498,Hamburg,Free and Hanseatic City of Hamburg,Germany,22587,53.5639,9.8002,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG
499,Toronto,Ontario,Canada,M5A,43.709,-79.4057,America/Toronto,Cogent Communications,Diallog Telecommunications Corp,AS174 Cogent Communications
500,Sannomaru,Aichi,Japan,460-0001,35.179,136.8939,Asia/Tokyo,KATCH Network Inc.,KATCH,AS59108 KATCH NETWORK INC.
501,Tempe,Arizona,United States,85284,33.3359,-111.894,America/Phoenix,"GoDaddy.com, LLC","GoDaddy.com, LLC","AS26496 GoDaddy.com, LLC"
502,Seongnam-si,Gyeonggi-do,South Korea,13606,37.3638,127.122,Asia/Seoul,Korea Telecom,Kornet,AS4766 Korea Telecom
503,Ewirgol,Xinjiang,China,,42.5246,87.5396,Asia/Urumqi,CHINATELECOM Xinjiang Kezhou MAN network,Chinanet XJ,AS137694 CHINATELECOM Xinjiang Kezhou MAN network
504,Schwedt,Brandenburg,Germany,16303,53.0597,14.2815,Europe/Berlin,Stadtwerke Schwedt,Stadtwerke Schwedt GmbH,AS61028 Stadtwerke Schwedt GmbH
505,Round Rock,Texas,United States,78665,30.5154,-97.6689,America/Chicago,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc."
506,Palo Alto,California,United States,94304,37.4146,-122.146,America/Los_Angeles,Hewlett Packard Enterprise Company,Hewlett Packard Enterprise Company,
507,New York,New York,United States,10123,40.7128,-74.006,America/New_York,Charter Communications,Spectrum,AS16787 Charter Communications
508,Portland,Washington,United States,01000-000,-23.5505,-46.6333,America/Sao_Paulo,Amazon Technologies Inc.,AWS EC2 (sa-east-1),"AS16509 Amazon.com, Inc."
509,Montgomery,Illinois,United States,,37.8957,114.904,Asia/Shanghai,China Unicom China169 Network,,AS4837 CHINA UNICOM China169 Backbone
510,Lagos,Budapest,Italy,7901,52.7286,6.4901,Europe/Amsterdam,VODAFONE,,AS15480 Vodafone Libertel B.V.
511,Seongnam-si,Gyeonggi-do,South Korea,13606,37.3638,127.122,Asia/Seoul,Korea Telecom,Kornet,AS4766 Korea Telecom
512,Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
513,McCall,Idaho,United States,83638,44.8885,-116.0742,America/Boise,Wholesail networks LLC,Ziply Fiber,AS20055 Wholesail networks LLC
514,Vienna,Vienna,Austria,1010,48.2082,16.3738,Europe/Vienna,KYNDR,,
515,Rio de Janeiro,Arizona,China,T2C,50.9595,-114.011,America/Edmonton,Imperial Oil Limited,Imperial Oil Limited,
516,Boydton,Virginia,United States,23917,36.677696,-78.37471,America/New_York,Microsoft Corporation,Microsoft Azure Cloud (eastus),AS8075 Microsoft Corporation
517,Taiyuan,Shanxi,China,,37.8648,112.5636,Asia/Shanghai,Chinanet,Sxpdsn,AS4134 CHINANET-BACKBONE
518,Brisbane,Queensland,Australia,4305,-27.5923,152.7323,Australia/Brisbane,SingTel Optus Pty Ltd,Optus Internet Pty Ltd,AS4804 Microplex PTY LTD
519,Umraniye,Istanbul,Turkey,34860,40.9179,29.1776,Europe/Istanbul,Superonline Iletisim Hizmetleri A.S.,Superonline Iletisim Hizmetleri,AS34984 Superonline Iletisim Hizmetleri A.S.
520,San Ramon,Utah,United States,100000,39.9042,116.407,Asia/Shanghai,BSHNET,"Beijing Bosheng Technology Co., Ltd.",
521,Santiago,Santiago Metropolitan,Chile,34033,-33.4569,-70.6483,America/Santiago,Informatica Bluehosting Limitada,Informatica Bluehosting Limitada,AS64111 INFORMATICA BLUEHOSTING LIMITADA
522,Seattle,Washington,United States,98108,47.6229,-122.337,America/Los_Angeles,Amazon.com,"Amazon.com, Inc.",
523,Sierra Vista,Victoria,United States,36114,32.4033,-86.2383,America/Chicago,DoD Network Information Center,Air Force Systems Networking,AS367 DoD Network Information Center
524,Long Beach,California,United States,90815,33.7903,-118.1215,America/Los_Angeles,Northrop Grumman,TRW Space and Defense Sector,AS1906 Northrop Grumman
525,Antwerp,Flanders,Belgium,2050,51.2192,4.3917,Europe/Brussels,Mobistar Cable,Mobistar Enterprise Services,AS47377 Orange Belgium SA
526,Minato-ku,Tokyo,Japan,104-0045,35.6629,139.761,Asia/Tokyo,Softbank BB Corp.,Japan nation-wide Network of SOFTBANK Corp.,AS17676 SoftBank Corp.
527,Carlow,Leinster,Ireland,R93,52.8262,-6.93828,Europe/Dublin,RTC-CARLOW,Institute of Technology Carlow,AS1213 HEAnet CLG
528,Dearborn,Tokyo,United States,60462,41.6172,-87.8419,America/Chicago,"Comcast Cable Communications, LLC","Comcast Cable Communications, Inc.","AS33491 Comcast Cable Communications, LLC"
529,Whitehall,Shanghai,United States,64260,25.6724,-100.373,America/Monterrey,Axtel - Recursos WiMAX,Axtel - Recursos WiMAX,
530,Kurihama,Ohio,South Africa,,31.2304,121.474,Asia/Shanghai,China Telecom (Group),Chinanet SH,AS4812 China Telecom (Group)
531,Seattle,Dadra and Nagar Haveli and Daman and Diu,South Korea,24061,37.2037,-80.4143,America/New_York,Virginia Polytechnic Institute and State Univ.,Virginia Polytechnic Institute and State Univ.,AS1312 Virginia Polytechnic Institute and State Univ.
532,Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
533,Stockholm,Washington,United States,614000,58.0041,56.2397,Asia/Yekaterinburg,OJSC uralsvyazinform,Dynamic distribution IPs for broadband services,AS12389 PJSC Rostelecom
534,Dorval,Quebec,Canada,H9S,45.4408,-73.7779,America/Toronto,Beanfield Technologies Inc.,Beanfield Technologies Inc,AS21548 Beanfield Technologies Inc.
535,Heredia,Heredia Province,Costa Rica,40703,9.9717,-84.1722,America/Costa_Rica,Instituto Costarricense de Electricidad y Telecom.,San Pedro,AS11830 Instituto Costarricense de Electricidad y Telecom.
536,Kunshan,Uusimaa,United States,,-1.5202,37.2646,Africa/Nairobi,Airtel KE Mobile & Fixed Internet,,AS327708 Airtel Rwanda Ltd
537,Givors,Auvergne-Rhône-Alpes,France,69700,45.5851,4.7773,Europe/Paris,Societe Francaise Du Radiotelephone - SFR SA,SFR User Data,AS15557 Societe Francaise Du Radiotelephone - SFR SA
538,Mountain View,California,United States,94043,37.422,-122.084,America/Los_Angeles,Google LLC,Google LLC,AS396982 Google LLC
539,Subang Jaya,Thuringia,United States,46204,39.7709,-86.1585,America/Chicago,"AT&T Services, Inc.","AT&T Services, Inc.","AS7018 AT&T Services, Inc."
540,Kyiv,Kyiv City,Ukraine,1010,50.4501,30.5234,Europe/Kiev,Lifecell UA,Turkcell LLC,"AS34058 Limited Liability Company ""lifecell"""
541,Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
542,Seattle,Washington,United States,98108,47.6229,-122.337,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",
543,Munich,Bavaria,Germany,80939,48.1823,11.5969,Europe/Berlin,A100 ROW Inc,A100 ROW Inc,
544,Dokki,Shanghai,United States,4600,-24.2028,-65.175,America/Argentina/Jujuy,TV MUSIC HOUSE JUJUY,TV MUSIC HOUSE JUJUY,AS52312 TV MUSIC HOUSE JUJUY
545,Concord,Hesse,United States,1701,42.3026,-71.4306,America/New_York,"Akamai Technologies, Inc.",The Bank of New York Mellon Corporation,"AS32787 Akamai Technologies, Inc."
546,Denver,Colorado,United States,80221,39.8334,-105.004,America/Denver,Lockheed Martin Corporation,Lockheed Martin Corporation,
547,Redwood City,California,United States,94065,37.5307,-122.262,America/Los_Angeles,Oracle Corporation,Oracle Corporation,
548,Pembroke,New Hampshire,United States,3275,43.1635,-71.4038,America/New_York,Dartmouth-Hitchcock Medical Center,Dartmouth Hitchcock Medical Center,AS11197 Dartmouth-Hitchcock Medical Center
549,Chongqing,California,Japan,1000,42.6605,23.383,Europe/Sofia,Vivacom Bulgaria EAD,Bulgarian Telecommunications Company Plc.,AS8866 Vivacom Bulgaria EAD
550,Xiaolou,Guangdong,China,,23.379,113.763,Asia/Shanghai,Chinanet,Chinanet GD,AS4134 CHINANET-BACKBONE
551,Beijing,Beijing,China,100000,39.9042,116.407,Asia/Shanghai,CTTNET,China TieTong Telecommunications Corporation,
552,Mechanicsburg,Pennsylvania,United States,17055,40.1788,-77.0047,America/New_York,Comcast Cable Communications,"Comcast IP Services, L.L.C.","AS7016 Comcast Cable Communications, LLC"
553,Beijing,Michigan,China,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
554,Ann Arbor,Michigan,United States,48108,42.2139,-83.745,America/Detroit,Merit Network Inc.,Merit Network Inc,AS237 Merit Network Inc.
555,Chicago,Arizona,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
556,Zhengzhou,Washington,United Kingdom,10123,40.7128,-74.006,America/New_York,"CenturyLink Communications, LLC","CenturyLink Communications, LLC","AS3561 CenturyLink Communications, LLC"
557,Kuy-e Ekhtesasi-ye Gomrok,Tehran,Iran,,35.6965,51.3401,Asia/Tehran,Information Technology Company,,AS58224 Iran Telecommunication Company PJS
558,Oak Brook,Ohio,Japan,80012,39.6973,-104.8394,America/Denver,"Comcast Cable Communications, LLC","Comcast IP Services, L.L.C.","AS33652 Comcast Cable Communications, LLC"
559,Huamu,Shanghai,China,,31.2069,121.599,Asia/Shanghai,Oriental Cable Network Co,"Oriental Cable Network Co., Ltd.","AS9812 Oriental Cable Network Co., Ltd."
560,Settimo Torinese,Piedmont,Italy,10036,45.1417,7.7681,Europe/Rome,Vodafone,,AS30722 Vodafone Italia S.p.A.
561,Kista,Stockholm County,Sweden,164 00,59.4059,17.9539,Europe/Stockholm,Ericsson Inc.,Ericsson AB,AS158 Ericsson Inc.
562,Istanbul,Rheinland-Pfalz,Brazil,7441,-33.91,18.4304,Africa/Johannesburg,Vodacom UMTS Cape Town Western Cape INTERNET APN,,AS29975 Vodacom
563,Indianapolis,Indiana,United States,46204,39.7709,-86.1585,America/Chicago,AT&T Services,"AT&T Services, Inc.",
564,Linkou District,New Taipei,Taiwan,,25.0738,121.3935,Asia/Taipei,T-TYRC.EDU.TW,National Central University,AS1659 Taiwan Academic Network (TANet) Information Center
565,Cheyenne,Uusimaa,United States,500032,17.3724,78.4378,Asia/Kolkata,Reliance Jio Infocomm Limited,Reliance Jio Infocomm Limited,AS55836 Reliance Jio Infocomm Limited
566,Hangzhou,Texas,Japan,151-0071,35.6837,139.6805,Asia/Tokyo,NTN,NTN corporation,"AS2514 NTT PC Communications, Inc."
567,Fortaleza,Ceará,Brazil,60000,-3.7138,-38.5285,America/Fortaleza,Secretaria Municipal De Planejamento Orcamento E G,Secretaria Municipal De Planejamento Orcamento E G,AS269175 SECRETARIA MUNICIPAL DE PLANEJAMENTO ORCAMENTO E G
568,New York,New York,United States,10123,40.7128,-74.006,America/New_York,Verizon Business,Verizon Business,AS22394 Verizon Business
569,Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
570,Chiyoda,Tokyo,Japan,100-8111,35.6916,139.768,Asia/Tokyo,NTT Communications Corporation,Mitsubishi Corporation,AS4713 NTT Communications Corporation
571,Shimomeguro,Tokyo,Japan,153-0061,35.6418,139.7023,Asia/Tokyo,Keio University,KEIO,AS38635 Keio University
572,Richland,New Jersey,Russia,9700,43.2612,26.9086,Europe/Sofia,A1 Bulgaria EAD,Blizoo Media and Broadband EAD,AS13124 A1 Bulgaria EAD
573,Atlanta,Georgia,United States,30302,33.749,-84.388,America/New_York,"Wayport, LLC","Wayport, LLC",AS14654 AT&T Corp.
574,Sierra Vista,Arizona,United States,85613,31.5552,-110.35,America/Phoenix,DoD Network Information Center,USAISC,AS367 DoD Network Information Center
575,Bedlington,England,United Kingdom,NE22,55.1312,-1.5887,Europe/London,BT Public Internet Service,,AS2856 British Telecommunications PLC
576,Indianapolis,Jakarta,Canada,85613,31.5552,-110.35,America/Phoenix,"Headquarters, USAISC",USAISC,"AS1530 Headquarters, USAISC"
577,Tallinn,Harjumaa,Estonia,,59.4352,24.7149,Europe/Tallinn,Telia Eesti AS,Elion Enterprises Ltd.,AS3249 Telia Eesti AS
578,Oslo,Oslo County,Norway,1,59.9016,10.7343,Europe/Oslo,Norsk Regnesentral,NR NCC,AS59863 Norsk Regnesentral
579,Toronto,Ontario,Canada,,43.6532,-79.3832,America/Toronto,Hewlett Packard Enterprise Company,Amazon Technologies Inc. (ca-central-1),
580,Ningbo,Zhejiang,China,,29.8752,121.5564,Asia/Shanghai,Chinanet,,AS4134 CHINANET-BACKBONE
581,London,England,United Kingdom,W1B,51.5072,-0.127586,Europe/London,DWP,,
582,Albany,Colorado,France,,22.3193,114.1693,Asia/Hong_Kong,Shenzhen Tencent Computer Systems Company Limited,Tencent Cloud Computing,"AS132203 Tencent Building, Kejizhongyi Avenue"
583,Atlanta,Ohio,Australia,600041,12.8996,80.2209,Asia/Kolkata,Hathway IP over Cable Internet Access,Hathway Cable and Datacom Limited,AS17488 Hathway IP Over Cable Internet
584,San Jose,California,United States,95141,37.3382,-121.886,America/Los_Angeles,Akamai International B.V.,"Akamai Technologies, Inc.",AS20940 Akamai International B.V.
585,Friesoythe,Lower Saxony,Germany,26169,53.0162,7.862,Europe/Berlin,EWE TEL GmbH,EWE TEL GmbH,AS9145 EWE TEL GmbH
586,New York,New Jersey,United States,1090,48.2324,16.3518,Europe/Vienna,A1 Telekom Austria AG,A1 Telekom Austria AG,AS8447 A1 Telekom Austria AG
587,Charlotte,North Carolina,United States,28273,35.1497,-80.9461,America/New_York,Atos IT Solutions and Services Inc,Arrowpoint Capital,AS33745 Atos IT Solutions and Services Inc
588,Princeton,New Jersey,United States,8540,40.3613,-74.5993,America/New_York,S&P Global Inc.,S&P Global Inc,
589,Nanterre,Virginia,United States,98108,47.6229,-122.337,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",
590,Ariano nel Polesine,Veneto,Italy,44026,44.9446,12.1186,Europe/Rome,Delta Web Spa,,AS49653 CADF S.p.A
591,Chiyoda,Australian Capital Territory,Brazil,71457,31.7546,-93.1002,America/Chicago,State of Louisiana Office of Technology Services,"Louisiana School the Math, Science, and Arts",AS2048 State of Louisiana Office of Technology Services
592,Irving,Texas,United States,75063,32.912,-96.9998,America/Chicago,NEC Corporation of America,"NEC USA, Inc.",AS13636 NEC Corporation of America
593,Kondopoga,Karelia,Russia,186220,62.2,34.2667,Europe/Moscow,TRANS-TELECOM,,AS20485 Joint Stock Company TransTeleCom
594,Shanghai,Shanghai,China,,31.2222,121.4581,Asia/Shanghai,Chinanet,,AS4134 CHINANET-BACKBONE
595,Cairo,Cairo Governorate,Egypt,,30.0588,31.2268,Africa/Cairo,TE Data,TE Data,AS8452 TE-AS
596,New Pekin,Indiana,United States,47165,38.4934,-86.0139,America/Indiana/Indianapolis,Intelligent Fiber Network,Washington County RTC,AS3131 Tele-Media Solutions
597,Piedecuesta,Gyeonggi-do,Germany,71203,32.5896,-92.0669,America/Chicago,"Level 3 Communications, Inc.","Level 3, LLC","AS3356 Level 3 Parent, LLC"
598,Imus,Calabarzon,Philippines,4103,14.4324,120.9387,Asia/Manila,Philippine Long Distance Telephone Co.,,AS9299 Philippine Long Distance Telephone Company
599,Cincinnati,Australian Capital Territory,United States,,30.0588,31.2268,Africa/Cairo,TE Data,,AS8452 TE-AS
600,New York,Indiana,United States,8001,47.372,8.53814,Europe/Zurich,UBINET-INTERNET,UBS AG,
601,Greenwood Village,Colorado,United States,80111,39.6029,-104.889,America/Denver,Spectrum,Charter Communications,
602,Cupertino,California,United States,95014,37.3219,-122.03,America/Los_Angeles,Apple Inc.,Apple Inc,AS714 Apple Inc.
603,Whitehall,Illinois,United States,60326,50.0998,8.63154,Europe/Berlin,Equinix Frankfurt,Equinix (Germany) GmbH,AS15830 Equinix (EMEA) Acquisition Enterprises B.V.
604,Taipei,Taiwan,Taiwan,,25.033,121.565,Asia/Taipei,"Chunghwa Telecom Co., Ltd.",Chunghwa Telecom Co. Ltd.,AS3462 Data Communication Business Group
605,Istanbul,Istanbul,Türkiye,34096,41.0145,28.9533,Europe/Istanbul,Site 1,,AS15924 Vodafone Net Iletisim Hizmetler AS
606,Washington,Ohio,China,518000,22.5431,114.058,Asia/Shanghai,China Internet Network Information Center,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
607,Negishi,Saitama,Japan,336-0021,35.8553,139.6416,Asia/Tokyo,Softbank BB Corp.,SOFTBANK Corp,AS17676 SoftBank Corp.
608,Handan,Hebei,China,,36.6229,114.4698,Asia/Shanghai,China Unicom Hebei Province Network,,AS4837 CHINA UNICOM China169 Backbone
