Timestamp,MCC,MNC,PLMN,TMSI,LMSI,TLLI,LAI,RAI,Network_Type,Device_Type,Linkage_Index
260407150306-0700,310,120,310120,98588215,79153176,92246238,310-120-8361,310-120-8361-49,4G,Tablet,2696
260407235429+0200,206,05,20605,44071768,31687364,54437918,206-05-8253,206-05-8253-64,5G,Smartphone,2146
260403031218+0100,234,30,23430,66605959,58853107,71045382,234-30-2140,234-30-2140-87,4G,Smartphone,633
260402005749+0000,234,38,23438,60684504,63967649,62480616,234-38-6962,234-38-6962-35,3G,Smartphone,2175
260405103844+0000,234,33,23433,72114896,53446728,51876487,234-33-8155,234-33-8155-87,4G,Tablet,1776
260404104017+0200,206,01,20601,38453232,49340014,34471020,206-01-8342,206-01-8342-68,4G,Smartphone,2957
260405195353-0700,310,480,310480,94051776,85515086,83872396,310-480-8632,310-480-8632-88,4G,IoT Device,2369
260402033703-0600,310,260,310260,87564752,83679413,76200169,310-260-6850,310-260-6850-41,5G,Smartphone,388
260408050100+0000,234,33,23433,67532060,68537806,73651564,234-33-4986,234-33-4986-57,5G,IoT Device,2542
260406092232-0600,310,260,310260,84614517,91773852,84172138,310-260-2106,310-260-2106-63,4G,Smartphone,2803
260407182432+0100,206,01,20601,53122777,35430409,39023398,206-01-9004,206-01-9004-23,3G,Tablet,536
260406145640-0700,310,120,310120,92535767,89832140,68195755,310-120-5469,310-120-5469-88,4G,Tablet,945
260406073953+0200,206,10,20610,35049877,36853699,42471377,206-10-3434,206-10-3434-64,3G,Smartphone,136
260404181606+0100,234,30,23430,62588370,64822021,72379723,234-30-2140,234-30-2140-25,3G,Tablet,1637
260404231428+0100,206,05,20605,30762002,48736345,47919076,206-05-8253,206-05-8253-42,5G,Tablet,454
260407125834+0200,240,02,24002,27250909,26133426,19831778,240-02-7482,240-02-7482-62,4G,Smartphone,2408
260406233922+0200,206,01,20601,56722724,47736139,25402802,206-01-9004,206-01-9004-83,4G,Smartphone,2384
260404230117+0100,234,33,23433,52432871,67024194,77932424,234-33-8138,234-33-8138-30,3G,Tablet,1362
260407213004-0700,310,480,310480,71383672,90312238,87194991,310-480-9476,310-480-9476-88,5G,Smartphone,2342
260407003638+0100,206,10,20610,33242705,39146308,50330443,206-10-9117,206-10-9117-23,5G,Tablet,1467
260403144022+0000,234,15,23415,62560722,66170632,71553811,234-15-7078,234-15-7078-87,3G,IoT Device,1496
260405030442+0200,240,05,24005,24962452,24071781,12286720,240-05-4111,240-05-4111-37,5G,Tablet,1538
260407052027+0200,240,24,24024,22895660,22979503,27118055,240-24-7211,240-24-7211-86,3G,Tablet,2571
260407210222+0200,206,10,20610,42213775,41594109,47020329,206-10-9117,206-10-9117-55,5G,Tablet,2310
260404233642-0800,310,260,310260,83946929,74094710,72757781,310-260-6850,310-260-6850-41,5G,Smartphone,2034
260406005907-0500,310,410,310410,70980512,81677476,89861713,310-410-3621,310-410-3621-88,3G,IoT Device,1329
260403211234-0800,310,120,310120,86506725,73978815,82328921,310-120-5469,310-120-5469-30,4G,Tablet,2624
260403120458+0100,206,20,20620,30282030,43738223,54117801,206-20-1715,206-20-1715-23,4G,Smartphone,2541
260407071933+0100,206,10,20610,41451259,48559891,33478080,206-10-8905,206-10-8905-64,4G,Smartphone,2458
260406190233-0500,310,120,310120,89925504,78016079,97057574,310-120-8361,310-120-8361-88,4G,Smartphone,2964
260402101213+0100,234,38,23438,55122326,74556236,59369565,234-38-4918,234-38-4918-87,4G,IoT Device,1540
260402035352+0200,240,08,24008,33580108,16201270,14766045,240-08-1027,240-08-1027-37,5G,Smartphone,2238
260407162448+0100,206,10,20610,51081385,48831573,47602720,206-10-3434,206-10-3434-98,3G,Smartphone,1690
260406101014+0200,240,07,24007,21301699,30014361,19698250,240-07-5533,240-07-5533-55,5G,Tablet,893
260403033620-0800,310,480,310480,86378377,74998427,85036264,310-480-3981,310-480-3981-88,3G,IoT Device,1784
260405213359+0200,240,24,24024,10141794,32293911,21543972,240-24-5558,240-24-5558-37,5G,Smartphone,1789
260407184340-0600,310,480,310480,81022104,78747900,65009903,310-480-8632,310-480-8632-63,5G,Smartphone,1348
260403002955+0200,206,10,20610,59092308,51108991,37200718,206-10-5722,206-10-5722-91,3G,Smartphone,2494
260402124528+0100,234,33,23433,60444882,54785042,68463186,234-33-2734,234-33-2734-71,4G,Tablet,1400
260401173757+0200,240,16,24016,25626149,11027847,19117264,240-16-9270,240-16-9270-62,4G,Smartphone,2168
260403190958+0100,206,05,20605,31140323,48290779,40351538,206-05-8253,206-05-8253-64,5G,IoT Device,1257
260404004836-0500,310,260,310260,93920628,85609679,89935447,310-260-6850,310-260-6850-41,4G,Tablet,389
260405142316+0200,206,01,20601,49799197,36741314,51799349,206-01-9004,206-01-9004-58,5G,Smartphone,2029
260402084947+0100,234,33,23433,56225650,61497037,63457853,234-33-4986,234-33-4986-35,3G,IoT Device,1269
260407000244+0100,206,10,20610,30928291,36462774,47537034,206-10-1042,206-10-1042-35,4G,Smartphone,378
260408085456+0000,234,30,23430,73995862,65471785,75049163,234-30-2140,234-30-2140-35,4G,IoT Device,640
260408041203+0200,206,01,20601,55587045,30050331,49044375,206-01-4937,206-01-4937-91,4G,Smartphone,1425
260403233632+0200,206,05,20605,41504280,48054360,30839216,206-05-8253,206-05-8253-91,4G,Tablet,1550
260406030418+0100,206,01,20601,31666304,46573683,41731950,206-01-5853,206-01-5853-64,3G,Smartphone,251
260404054225+0100,206,20,20620,37776998,49003175,52081405,206-20-1715,206-20-1715-64,4G,Smartphone,2854
260404045819-0600,310,480,310480,86190107,94394261,95746373,310-480-8632,310-480-8632-69,3G,Smartphone,2487
260402182002+0000,234,33,23433,75378054,54985769,53243668,234-33-4986,234-33-4986-35,4G,Tablet,909
260407224548+0100,234,30,23430,60718313,66054823,50079624,234-30-2140,234-30-2140-35,4G,Smartphone,2741
260404060652+0100,206,01,20601,48145130,34888736,35761283,206-01-5853,206-01-5853-55,5G,Tablet,370
260407052457+0000,234,33,23433,71170246,73728226,55563744,234-33-8155,234-33-8155-87,3G,IoT Device,2104
260403171807-0800,310,120,310120,85433139,81470342,80039389,310-120-8361,310-120-8361-41,4G,Smartphone,2602
260403100003+0100,234,33,23433,75789347,66650053,55644468,234-33-2734,234-33-2734-20,5G,IoT Device,604
260404090456+0100,240,05,24005,18788443,34267703,21332159,240-05-7930,240-05-7930-86,4G,IoT Device,2442
260403214229+0200,240,24,24024,21777448,28433623,18998024,240-24-7211,240-24-7211-37,4G,Smartphone,1249
260404073744+0100,240,02,24002,11996706,13732094,24914546,240-02-7482,240-02-7482-43,5G,IoT Device,2284
260407192013+0000,234,10,23410,63537533,59827465,66349012,234-10-5847,234-10-5847-57,3G,IoT Device,1132
260406084259-0700,310,480,310480,94712914,87598726,65573838,310-480-9476,310-480-9476-88,5G,IoT Device,1675
260403165937-0800,310,260,310260,82680294,92237248,78163966,310-260-1266,310-260-1266-41,4G,Tablet,2437
260408095609+0100,240,16,24016,21335467,22660276,25945990,240-16-9270,240-16-9270-55,4G,Smartphone,176
260403221629-0800,310,260,310260,83012509,75766704,82971683,310-260-1266,310-260-1266-73,3G,IoT Device,2467
260406103308-0500,310,260,310260,79368945,82801550,98323847,310-260-4950,310-260-4950-88,3G,Smartphone,549
260406111852-0600,310,480,310480,84564040,90772944,67034691,310-480-8632,310-480-8632-30,4G,Smartphone,2748
260403011851-0600,310,410,310410,74361660,74244057,83884352,310-410-1510,310-410-1510-88,5G,IoT Device,456
260402183455+0000,234,30,23430,57808842,73776236,59747161,234-30-2140,234-30-2140-23,3G,Smartphone,110
260407142732+0200,240,07,24007,21736151,13695079,15419443,240-07-7939,240-07-7939-55,5G,Smartphone,519
260408090146+0200,206,05,20605,55217832,32798686,49103102,206-05-8025,206-05-8025-64,4G,Smartphone,1919
260406183716-0700,310,260,310260,82107386,92749025,71726500,310-260-4950,310-260-4950-88,3G,Smartphone,1648
260407083507+0100,206,10,20610,50906362,46145509,47242640,206-10-5722,206-10-5722-91,4G,Smartphone,393
260406060314+0000,234,33,23433,55100985,65528701,57096350,234-33-8155,234-33-8155-35,3G,Tablet,2731
260402014011-0700,310,480,310480,79503030,71561657,97407293,310-480-9437,310-480-9437-34,4G,IoT Device,2470
260404142231+0100,206,01,20601,30722979,35351795,45936613,206-01-8800,206-01-8800-64,4G,Smartphone,2264
260403032357+0000,234,15,23415,76783332,67282584,52867977,234-15-9850,234-15-9850-87,3G,IoT Device,1387
260401183346-0800,310,120,310120,83226143,82534536,72118231,310-120-5469,310-120-5469-88,4G,Smartphone,162
260405114238+0100,234,33,23433,52114735,72713564,70793569,234-33-2734,234-33-2734-35,4G,Tablet,1571
260403173915+0100,240,05,24005,30298575,15504372,24082341,240-05-8973,240-05-8973-37,5G,Smartphone,217
260405132623+0000,234,38,23438,58001887,62631327,57804831,234-38-7347,234-38-7347-57,3G,Smartphone,2210
260403001530+0200,206,01,20601,57613452,37449323,26114114,206-01-8800,206-01-8800-64,3G,Smartphone,2881
260401204942+0000,234,20,23420,72879781,56787951,61212734,234-20-2768,234-20-2768-35,4G,IoT Device,2493
260405060047+0200,206,05,20605,36338394,37648839,50539800,206-05-5871,206-05-5871-91,5G,IoT Device,635
260405144857+0000,234,20,23420,70572117,69203062,62780549,234-20-2204,234-20-2204-35,5G,Tablet,920
260403101802+0100,240,04,24004,19389400,11349185,29902676,240-04-6107,240-04-6107-45,3G,IoT Device,2752
260404111120+0100,234,38,23438,68490619,55540523,77523169,234-38-6962,234-38-6962-87,4G,Tablet,2249
260402094508+0100,206,20,20620,56786798,51202047,33084171,206-20-7730,206-20-7730-91,5G,Smartphone,2622
260404174008+0100,206,01,20601,32439434,49707136,52954567,206-01-9004,206-01-9004-64,5G,Smartphone,2646
260406041338-0500,310,410,310410,99553365,93694241,79479474,310-410-3621,310-410-3621-49,3G,Smartphone,2897
260402153112-0500,310,480,310480,95861250,89407829,72780318,310-480-8632,310-480-8632-88,4G,IoT Device,900
260407145535+0200,206,20,20620,54637708,31430768,48501962,206-20-4826,206-20-4826-91,4G,Smartphone,2393
260405035253+0000,234,38,23438,64064376,71491105,68021295,234-38-6962,234-38-6962-35,3G,Smartphone,2596
260408023335+0100,240,24,24024,14292039,24490152,12077150,240-24-5133,240-24-5133-20,4G,Smartphone,2054
260402171134+0100,240,04,24004,14980142,29204804,17744336,240-04-6107,240-04-6107-37,4G,Smartphone,1846
260406095031-0600,310,120,310120,77038480,76414231,65964422,310-120-5469,310-120-5469-41,4G,IoT Device,243
260407085110+0200,206,20,20620,38839730,50577591,43509365,206-20-4826,206-20-4826-64,3G,Tablet,1485
260408060109-0600,310,120,310120,75490424,84145304,91389552,310-120-7326,310-120-7326-63,5G,Tablet,1474
260406055537+0200,240,05,24005,18174191,16254042,12033621,240-05-7930,240-05-7930-43,5G,Smartphone,2145
260402041903-0700,310,480,310480,87478718,84308737,98971056,310-480-3102,310-480-3102-63,5G,Smartphone,1271
260403174821-0500,310,410,310410,73269652,80624868,89925596,310-410-3621,310-410-3621-88,5G,IoT Device,2121
260407201827+0100,240,24,24024,28372453,34666209,27074351,240-24-2341,240-24-2341-62,5G,Smartphone,1293
260403024440+0200,206,01,20601,58477837,37420497,36295992,206-01-4937,206-01-4937-91,5G,Smartphone,1663
260408111755+0200,206,20,20620,36324638,36258897,49213400,206-20-7730,206-20-7730-98,4G,Tablet,924
260407003044-0600,310,260,310260,95798911,80241755,89773430,310-260-6850,310-260-6850-63,4G,Smartphone,1499
260406183513+0200,240,08,24008,14724743,31267091,20700655,240-08-5173,240-08-5173-62,5G,Smartphone,2226
260406044627-0600,310,120,310120,89779656,88617238,74662235,310-120-5469,310-120-5469-41,3G,IoT Device,651
260402073306+0200,240,04,24004,20817101,10726924,21251729,240-04-6107,240-04-6107-37,5G,Smartphone,1965
260404135428+0200,206,20,20620,31900058,30573466,54038670,206-20-4826,206-20-4826-91,4G,Tablet,2706
260404153720-0500,310,120,310120,94356368,79168303,78991333,310-120-5469,310-120-5469-41,5G,IoT Device,1752
260407154814+0100,206,05,20605,43990617,43359869,27438449,206-05-5871,206-05-5871-91,4G,Tablet,617
260404220228+0100,240,07,24007,27989985,24255395,24356721,240-07-5533,240-07-5533-37,4G,Smartphone,1721
260403231908-0800,310,480,310480,99707843,72172027,94317715,310-480-3102,310-480-3102-49,5G,Smartphone,969
260407161331+0100,234,38,23438,57336046,57938850,70674499,234-38-6962,234-38-6962-35,3G,Smartphone,1207
260408140613-0800,310,410,310410,97876256,84688981,67616521,310-410-8179,310-410-8179-63,4G,Smartphone,2065
260401222129+0100,240,08,24008,22679709,26930518,23963630,240-08-5173,240-08-5173-37,5G,Smartphone,971
260404211411+0200,240,01,24001,18744775,33962301,25648126,240-01-2824,240-01-2824-37,5G,Smartphone,1900
260406032953+0200,206,10,20610,58231609,39699285,53265908,206-10-3434,206-10-3434-91,5G,IoT Device,1326
260406225227+0100,206,10,20610,44107147,36104189,28109084,206-10-1042,206-10-1042-64,3G,Smartphone,2855
260407233755+0100,234,10,23410,79315373,52251538,70476873,234-10-7484,234-10-7484-27,3G,Tablet,867
260407121057+0100,240,24,24024,28944476,34390240,11631135,240-24-5133,240-24-5133-43,5G,Smartphone,1008
260402111448-0600,310,120,310120,94561954,81218228,82409102,310-120-8167,310-120-8167-73,4G,IoT Device,974
260406083238-0500,310,480,310480,78243831,87109087,97568813,310-480-8632,310-480-8632-63,4G,IoT Device,1419
260403042153+0200,240,02,24002,27033650,32138243,29443237,240-02-4456,240-02-4456-43,5G,Smartphone,613
260405153529-0500,310,410,310410,89760409,93772443,76872862,310-410-9094,310-410-9094-63,4G,Tablet,1466
260403124434+0100,234,33,23433,71387453,69252850,68671975,234-33-8155,234-33-8155-35,3G,Tablet,267
260403155159-0800,310,120,310120,92679044,82077455,86539182,310-120-8361,310-120-8361-83,3G,IoT Device,1118
260406180222+0100,206,10,20610,31337183,49324787,38992567,206-10-8905,206-10-8905-40,5G,Smartphone,1086
260406121701-0800,310,260,310260,73655514,81919384,70235377,310-260-1266,310-260-1266-88,5G,Smartphone,1565
260408115527+0100,206,05,20605,40100256,34474435,53375371,206-05-5871,206-05-5871-98,5G,Smartphone,2011
260406204710+0100,240,16,24016,17154037,33564320,20083364,240-16-7991,240-16-7991-37,5G,Smartphone,910
260404064820+0100,234,33,23433,58778015,72648874,60657503,234-33-8138,234-33-8138-35,5G,IoT Device,285
260407023627+0200,240,16,24016,11929836,28159074,23240939,240-16-7991,240-16-7991-37,5G,Tablet,1477
260407062620-0800,310,260,310260,70556598,85463453,77551355,310-260-1266,310-260-1266-88,4G,IoT Device,255
260402173455+0100,234,38,23438,61898610,71728488,73956087,234-38-6962,234-38-6962-25,3G,Tablet,1091
260407185727+0100,240,05,24005,34797224,18969531,10852896,240-05-8973,240-05-8973-37,5G,Smartphone,2150
260407042412+0100,206,05,20605,31345685,46765290,46888132,206-05-8253,206-05-8253-91,5G,Smartphone,1200
260402152121+0100,206,10,20610,40661661,53949590,26489072,206-10-9117,206-10-9117-59,5G,Smartphone,2116
260407192803+0200,206,10,20610,40730122,42466500,29477158,206-10-1042,206-10-1042-64,4G,Tablet,1006
260407175250+0100,240,01,24001,14903548,20726718,25470068,240-01-5506,240-01-5506-40,5G,Smartphone,142
260406115308+0100,234,33,23433,63903292,51392223,68697356,234-33-2734,234-33-2734-35,3G,Tablet,1509
260402045239-0500,310,480,310480,94442305,87255697,74668772,310-480-8632,310-480-8632-41,5G,IoT Device,2321
260407061047-0700,310,120,310120,96958574,70017714,74199810,310-120-3414,310-120-3414-63,5G,IoT Device,515
260402064000+0200,206,05,20605,50201963,49531447,34902021,206-05-5871,206-05-5871-71,5G,Tablet,1148
260406085900+0100,206,20,20620,45427849,40367984,44729943,206-20-4826,206-20-4826-64,5G,Smartphone,595
260402133556+0100,234,33,23433,60088149,55609330,59180959,234-33-8155,234-33-8155-35,3G,Smartphone,2694
260406005549-0500,310,260,310260,95087267,93622297,71677480,310-260-6850,310-260-6850-73,5G,Smartphone,972
260408015025+0000,234,15,23415,64716582,60627706,67962194,234-15-7078,234-15-7078-27,4G,Tablet,985
260402111414+0200,206,10,20610,40524288,46098881,48899730,206-10-5781,206-10-5781-64,3G,Smartphone,775
260408004513+0200,240,05,24005,11161170,19379870,23924524,240-05-8973,240-05-8973-37,5G,Smartphone,1323
260408122339+0200,206,20,20620,40708134,31998951,37119127,206-20-7730,206-20-7730-83,5G,Smartphone,715
260406060258+0000,234,30,23430,60054751,69710057,76923437,234-30-1502,234-30-1502-35,3G,Smartphone,898
260408082953-0600,310,260,310260,89587465,75620162,91202172,310-260-6850,310-260-6850-41,5G,Smartphone,1302
260402232905-0800,310,120,310120,76876526,77470214,72737287,310-120-8361,310-120-8361-88,3G,Tablet,1646
260404130848-0800,310,410,310410,85532179,91883363,85732496,310-410-3621,310-410-3621-69,5G,Smartphone,1815
260405200855-0500,310,260,310260,86485919,75276120,68619086,310-260-6850,310-260-6850-63,4G,Tablet,2404
260408090336+0200,206,10,20610,49239536,39774036,46606389,206-10-8905,206-10-8905-91,5G,Tablet,2781
260403081953+0100,206,05,20605,59953464,48605204,36076108,206-05-8253,206-05-8253-91,4G,Smartphone,1870
260402082707+0200,240,24,24024,37954450,20501758,20423278,240-24-5558,240-24-5558-43,5G,Smartphone,1450
260406084256+0100,206,10,20610,48886396,34633736,48085191,206-10-5781,206-10-5781-64,5G,Smartphone,1263
260406033742+0000,234,33,23433,79436696,56534695,73947154,234-33-8138,234-33-8138-35,3G,Smartphone,1124
260403221903+0100,206,10,20610,38935198,42875126,43796687,206-10-9117,206-10-9117-91,4G,Tablet,942
260402144128+0100,206,10,20610,36101135,49565353,54681713,206-10-9117,206-10-9117-91,5G,Smartphone,2579
260401230405-0500,310,120,310120,93558758,87643218,85047219,310-120-8167,310-120-8167-88,5G,IoT Device,2549
260402001732+0000,234,10,23410,50423804,65631554,75135161,234-10-5837,234-10-5837-87,3G,Smartphone,725
260402170553+0100,234,33,23433,55028656,63004629,71190914,234-33-8155,234-33-8155-42,4G,Tablet,2211
260405190333-0700,310,260,310260,87803516,70476771,91011734,310-260-1266,310-260-1266-83,4G,Smartphone,1438
260404084749+0000,234,10,23410,79619272,54388741,76672354,234-10-5837,234-10-5837-35,3G,Smartphone,189
260407023055+0100,206,05,20605,59345788,34475083,42808645,206-05-1986,206-05-1986-64,5G,Tablet,1041
260402113818+0200,206,10,20610,39150351,46579044,28044242,206-10-9117,206-10-9117-91,4G,Smartphone,2686
260407092401+0100,206,05,20605,41699746,39797254,51181788,206-05-8253,206-05-8253-83,5G,Smartphone,1405
260404111818-0800,310,120,310120,80741319,87318008,78163644,310-120-5469,310-120-5469-69,4G,Smartphone,439
260405231034+0200,206,05,20605,38921963,34223621,45480834,206-05-8025,206-05-8025-91,4G,Smartphone,798
260407111031+0100,240,16,24016,20422552,23463249,14507586,240-16-7991,240-16-7991-86,5G,Smartphone,473
260403020837+0100,206,20,20620,49156011,52907553,37759618,206-20-4826,206-20-4826-91,5G,Smartphone,504
260407125656+0000,234,20,23420,50246615,68393890,51638721,234-20-9032,234-20-9032-87,4G,Tablet,2660
260406185205-0500,310,260,310260,70256650,94563138,88780881,310-260-1266,310-260-1266-30,4G,IoT Device,2124
260403104444+0200,206,20,20620,48537569,43176356,38889236,206-20-7730,206-20-7730-98,5G,IoT Device,1489
260402131443+0100,240,24,24024,24455431,22207795,29082794,240-24-7906,240-24-7906-55,4G,Smartphone,1745
260408090131-0600,310,480,310480,71639326,87557601,81875777,310-480-9476,310-480-9476-88,4G,IoT Device,618
260405135015+0200,206,20,20620,37218036,31857077,41204924,206-20-7730,206-20-7730-23,5G,Smartphone,2614
260406184741+0100,240,05,24005,21273197,26667539,26870112,240-05-8973,240-05-8973-37,5G,Tablet,151
260406214406-0800,310,260,310260,99324565,70035750,94510865,310-260-1266,310-260-1266-30,4G,Smartphone,2641
260401203236+0100,234,15,23415,73621206,54245207,76242332,234-15-4475,234-15-4475-27,5G,IoT Device,2942
260405105231+0100,240,16,24016,10723123,32299190,13560305,240-16-9270,240-16-9270-45,5G,Smartphone,1849
260408023243+0200,206,01,20601,33897768,51571887,35055090,206-01-4937,206-01-4937-98,4G,Smartphone,1692
260402102000+0200,240,24,24024,15523278,20735243,14220541,240-24-2341,240-24-2341-37,5G,Smartphone,700
260404163238+0100,206,20,20620,36879154,48734815,43148895,206-20-4826,206-20-4826-91,4G,Tablet,2106
260402003840-0700,310,120,310120,70737506,87557975,83128049,310-120-7326,310-120-7326-88,5G,Smartphone,2137
260407162423-0700,310,120,310120,86483259,73500348,86576472,310-120-5469,310-120-5469-73,5G,IoT Device,343
260407204256+0100,240,01,24001,35447090,11346269,14326384,240-01-2824,240-01-2824-45,5G,Smartphone,1031
260402160429+0100,240,08,24008,29933691,24230460,28608003,240-08-5173,240-08-5173-37,4G,Smartphone,2227
260404065333+0100,240,05,24005,33918949,21544494,17209797,240-05-4111,240-05-4111-55,5G,Smartphone,277
260406022647+0100,234,33,23433,65092634,69097919,77320758,234-33-8155,234-33-8155-87,5G,Smartphone,1128
260407084412+0000,234,38,23438,61779767,73796377,55173244,234-38-6962,234-38-6962-25,4G,Tablet,510
260406163050-0600,310,120,310120,90126939,82129193,79923260,310-120-5469,310-120-5469-88,4G,Smartphone,2789
260408055918+0200,206,01,20601,42310869,43618495,43695859,206-01-3939,206-01-3939-59,3G,Smartphone,502
260403010409+0100,240,24,24024,20721915,31818230,10600840,240-24-7211,240-24-7211-37,5G,Smartphone,792
260407200011+0200,240,01,24001,23287544,30200701,13012141,240-01-2824,240-01-2824-37,5G,IoT Device,2025
260405122825-0600,310,260,310260,86083287,86507383,70248761,310-260-1266,310-260-1266-88,4G,Tablet,1463
260407222054+0100,234,20,23420,56785011,58646234,64881703,234-20-6120,234-20-6120-87,3G,IoT Device,2737
260403080409+0100,234,33,23433,64504546,71856768,57167428,234-33-8155,234-33-8155-25,5G,Smartphone,1836
260406141427+0200,206,01,20601,30531258,30103651,46337996,206-01-9004,206-01-9004-91,5G,Smartphone,2162
260404031054+0200,240,16,24016,18867388,21924217,22227049,240-16-7991,240-16-7991-37,5G,Smartphone,1952
260406202147-0700,310,410,310410,87584085,72674061,72514192,310-410-1510,310-410-1510-88,5G,IoT Device,1750
260403150340+0100,206,10,20610,39881393,43599465,35816458,206-10-8451,206-10-8451-98,5G,Tablet,2340
260403102456+0200,240,16,24016,35422784,19751316,11419996,240-16-7991,240-16-7991-43,5G,Smartphone,420
260407160222+0100,206,10,20610,41419012,35470350,28436573,206-10-9117,206-10-9117-64,5G,Smartphone,143
260405115646+0100,206,01,20601,50963408,39630308,36689883,206-01-9004,206-01-9004-64,5G,Smartphone,232
260405022135+0100,234,30,23430,64898830,51490338,57531240,234-30-1502,234-30-1502-35,5G,Smartphone,273
260403220955-0600,310,120,310120,93179514,88347413,86687135,310-120-5469,310-120-5469-63,4G,Smartphone,1117
260403054115+0200,240,05,24005,13887918,20839922,21275338,240-05-4111,240-05-4111-55,5G,Smartphone,2965
260402022249+0200,206,10,20610,43595491,37872793,54593979,206-10-9117,206-10-9117-98,5G,Tablet,1172
260407215536+0000,234,30,23430,52051058,71803591,51006885,234-30-1502,234-30-1502-76,3G,IoT Device,2663
260404104534+0100,234,33,23433,69550565,72896427,72156448,234-33-4986,234-33-4986-80,4G,Tablet,2675
260404201427+0000,234,38,23438,59017477,60346656,67453314,234-38-6962,234-38-6962-87,3G,Smartphone,2457
260405235215+0000,234,30,23430,62000946,64156295,58708322,234-30-3324,234-30-3324-35,5G,Smartphone,1152
260401163955+0100,240,05,24005,39698232,17346538,16932702,240-05-7930,240-05-7930-43,5G,IoT Device,1831
260405040049+0100,206,01,20601,40433391,46591219,43528580,206-01-8342,206-01-8342-48,4G,Smartphone,1142
260406200922+0100,206,10,20610,42855617,32260643,33362149,206-10-9117,206-10-9117-98,5G,Tablet,2052
260405222436+0200,240,05,24005,19565731,26944724,25167192,240-05-4111,240-05-4111-45,5G,Smartphone,894
260407175744+0100,234,38,23438,52598481,68558072,74596831,234-38-4918,234-38-4918-27,5G,Smartphone,1033
260405231426+0200,206,05,20605,47192722,51021157,33528556,206-05-5871,206-05-5871-91,5G,Smartphone,2105
260406102913+0100,240,02,24002,27807539,11869731,17751852,240-02-4456,240-02-4456-37,5G,Tablet,2559
260402030838+0200,206,10,20610,50132419,48336919,25168260,206-10-3434,206-10-3434-91,4G,Tablet,248
260402094631+0200,240,24,24024,12294647,24596762,24362524,240-24-7211,240-24-7211-55,5G,Smartphone,2535
260402230313-0600,310,480,310480,81916197,70514241,68417394,310-480-8632,310-480-8632-75,5G,Tablet,1247
260406074300+0100,240,07,24007,23670610,33955339,26766637,240-07-5533,240-07-5533-37,5G,IoT Device,2064
260401162127-0500,310,260,310260,77843447,73351978,80395872,310-260-4950,310-260-4950-88,5G,Smartphone,2739
260401161923+0000,234,10,23410,67430372,57873438,67083947,234-10-5847,234-10-5847-27,3G,IoT Device,2834
260402183353+0100,206,01,20601,30975100,54238890,33160469,206-01-9004,206-01-9004-91,5G,Smartphone,861
260408055219+0000,234,10,23410,63927667,68009576,64777903,234-10-5847,234-10-5847-35,3G,IoT Device,326
260404232333+0100,206,10,20610,45373625,52402497,31631469,206-10-9117,206-10-9117-83,4G,Tablet,1851
260406114500+0200,240,05,24005,19692011,26424753,18412307,240-05-7930,240-05-7930-81,4G,IoT Device,1423
260406183251+0200,206,05,20605,39262574,48048785,37396645,206-05-6003,206-05-6003-64,5G,Smartphone,319
260408062417+0100,240,24,24024,17558025,13250211,11426808,240-24-5133,240-24-5133-43,5G,Smartphone,1241
260402143627-0700,310,260,310260,88247445,73612253,92899378,310-260-1266,310-260-1266-88,4G,Smartphone,718
260408072316+0100,240,16,24016,39698539,27412312,19018287,240-16-9270,240-16-9270-37,5G,Smartphone,1209
260405172341+0200,240,16,24016,35080498,11468324,12017768,240-16-7991,240-16-7991-55,5G,Smartphone,1077
260402204451+0100,234,15,23415,79039440,73790921,71560073,234-15-7078,234-15-7078-27,3G,Smartphone,2301
260406093455+0100,206,20,20620,40429829,42998957,48038036,206-20-4826,206-20-4826-64,3G,Tablet,2092
260401164129+0100,206,05,20605,37973775,46967372,28679600,206-05-1986,206-05-1986-91,4G,Tablet,1035
260405134507+0000,234,10,23410,62410925,53718815,60166706,234-10-5847,234-10-5847-35,4G,IoT Device,1897
260408114558+0200,240,01,24001,24847276,14533221,17352511,240-01-5506,240-01-5506-37,4G,Smartphone,1083
260405074637+0100,240,04,24004,14847226,34074520,13608198,240-04-6107,240-04-6107-86,5G,Tablet,1905
260404112306+0200,206,01,20601,40164676,35210760,25497047,206-01-9004,206-01-9004-64,5G,Smartphone,812
260404022131+0100,206,10,20610,38616432,50045749,48805875,206-10-9117,206-10-9117-83,4G,IoT Device,1587
260402070308+0100,240,01,24001,13335023,18368393,27864989,240-01-2824,240-01-2824-55,4G,Smartphone,2506
260405024405+0200,240,24,24024,15999547,25305421,24619924,240-24-7211,240-24-7211-37,5G,Smartphone,1297
260407150713+0200,206,10,20610,30857510,44828597,47110420,206-10-9117,206-10-9117-35,3G,Smartphone,1903
260404075856+0000,234,38,23438,55224081,68565596,65507098,234-38-6962,234-38-6962-46,3G,IoT Device,1179
260405175904+0200,206,05,20605,36006193,40798592,48907092,206-05-8679,206-05-8679-91,5G,IoT Device,190
260405093132+0000,234,15,23415,55467382,63035994,76155429,234-15-7078,234-15-7078-57,3G,IoT Device,163
260405070850+0100,206,20,20620,52985911,47248593,27855290,206-20-4826,206-20-4826-98,5G,Smartphone,2778
260405062141+0200,206,10,20610,49199509,31839254,48766389,206-10-9117,206-10-9117-42,5G,Smartphone,1402
