Linkage_Index,Region,Country,Latitude,Longitude,Timezone,ISP,Organization,Autonomous System
501,Arizona,United States,33.3359,-111.894,America/Phoenix,"GoDaddy.com, LLC","GoDaddy.com, LLC","AS26496 GoDaddy.com, LLC"
502,Gyeonggi-do,South Korea,37.3638,127.122,Asia/Seoul,Korea Telecom,Kornet,AS4766 Korea Telecom
503,Xinjiang,China,42.5246,87.5396,Asia/Urumqi,CHINATELECOM Xinjiang Kezhou MAN network,Chinanet XJ,AS137694 CHINATELECOM Xinjiang Kezhou MAN network
504,Brandenburg,Germany,53.0597,14.2815,Europe/Berlin,Stadtwerke Schwedt,Stadtwerke Schwedt GmbH,AS61028 Stadtwerke Schwedt GmbH
505,Texas,United States,30.5154,-97.6689,America/Chicago,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc."
506,California,United States,37.4146,-122.146,America/Los_Angeles,Hewlett Packard Enterprise Company,Hewlett Packard Enterprise Company,
507,New York,United States,40.7128,-74.006,America/New_York,Charter Communications,Spectrum,AS16787 Charter Communications
508,São Paulo,Brazil,-23.5505,-46.6333,America/Sao_Paulo,Amazon Technologies Inc.,AWS EC2 (sa-east-1),"AS16509 Amazon.com, Inc."
509,Hebei,China,37.8957,114.904,Asia/Shanghai,China Unicom China169 Network,,AS4837 CHINA UNICOM China169 Backbone
510,Drenthe,The Netherlands,52.7286,6.4901,Europe/Amsterdam,VODAFONE,,AS15480 Vodafone Libertel B.V.
511,Gyeonggi-do,South Korea,37.3638,127.122,Asia/Seoul,Korea Telecom,Kornet,AS4766 Korea Telecom
512,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
513,Idaho,United States,44.8885,-116.0742,America/Boise,Wholesail networks LLC,Ziply Fiber,AS20055 Wholesail networks LLC
514,Vienna,Austria,48.2082,16.3738,Europe/Vienna,KYNDR,,
515,Alberta,Canada,50.9595,-114.011,America/Edmonton,Imperial Oil Limited,Imperial Oil Limited,
516,Virginia,United States,36.677696,-78.37471,America/New_York,Microsoft Corporation,Microsoft Azure Cloud (eastus),AS8075 Microsoft Corporation
517,Shanxi,China,37.8648,112.5636,Asia/Shanghai,Chinanet,Sxpdsn,AS4134 CHINANET-BACKBONE
518,Queensland,Australia,-27.5923,152.7323,Australia/Brisbane,SingTel Optus Pty Ltd,Optus Internet Pty Ltd,AS4804 Microplex PTY LTD
519,Istanbul,Turkey,40.9179,29.1776,Europe/Istanbul,Superonline Iletisim Hizmetleri A.S.,Superonline Iletisim Hizmetleri,AS34984 Superonline Iletisim Hizmetleri A.S.
520,Beijing,China,39.9042,116.407,Asia/Shanghai,BSHNET,"Beijing Bosheng Technology Co., Ltd.",
521,Santiago Metropolitan,Chile,-33.4569,-70.6483,America/Santiago,Informatica Bluehosting Limitada,Informatica Bluehosting Limitada,AS64111 INFORMATICA BLUEHOSTING LIMITADA
522,Washington,United States,47.6229,-122.337,America/Los_Angeles,Amazon.com,"Amazon.com, Inc.",
523,Alabama,United States,32.4033,-86.2383,America/Chicago,DoD Network Information Center,Air Force Systems Networking,AS367 DoD Network Information Center
524,California,United States,33.7903,-118.1215,America/Los_Angeles,Northrop Grumman,TRW Space and Defense Sector,AS1906 Northrop Grumman
525,Flanders,Belgium,51.2192,4.3917,Europe/Brussels,Mobistar Cable,Mobistar Enterprise Services,AS47377 Orange Belgium SA
526,Tokyo,Japan,35.6629,139.761,Asia/Tokyo,Softbank BB Corp.,Japan nation-wide Network of SOFTBANK Corp.,AS17676 SoftBank Corp.
527,Leinster,Ireland,52.8262,-6.93828,Europe/Dublin,RTC-CARLOW,Institute of Technology Carlow,AS1213 HEAnet CLG
528,Illinois,United States,41.6172,-87.8419,America/Chicago,"Comcast Cable Communications, LLC","Comcast Cable Communications, Inc.","AS33491 Comcast Cable Communications, LLC"
529,Nuevo León,Mexico,25.6724,-100.373,America/Monterrey,Axtel - Recursos WiMAX,Axtel - Recursos WiMAX,
530,Shanghai,China,31.2304,121.474,Asia/Shanghai,China Telecom (Group),Chinanet SH,AS4812 China Telecom (Group)
531,Virginia,United States,37.2037,-80.4143,America/New_York,Virginia Polytechnic Institute and State Univ.,Virginia Polytechnic Institute and State Univ.,AS1312 Virginia Polytechnic Institute and State Univ.
532,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
533,Perm Krai,Russia,58.0041,56.2397,Asia/Yekaterinburg,OJSC uralsvyazinform,Dynamic distribution IPs for broadband services,AS12389 PJSC Rostelecom
534,Quebec,Canada,45.4408,-73.7779,America/Toronto,Beanfield Technologies Inc.,Beanfield Technologies Inc,AS21548 Beanfield Technologies Inc.
535,Heredia Province,Costa Rica,9.9717,-84.1722,America/Costa_Rica,Instituto Costarricense de Electricidad y Telecom.,San Pedro,AS11830 Instituto Costarricense de Electricidad y Telecom.
536,Machakos County,Kenya,-1.5202,37.2646,Africa/Nairobi,Airtel KE Mobile & Fixed Internet,,AS327708 Airtel Rwanda Ltd
537,Auvergne-Rhône-Alpes,France,45.5851,4.7773,Europe/Paris,Societe Francaise Du Radiotelephone - SFR SA,SFR User Data,AS15557 Societe Francaise Du Radiotelephone - SFR SA
538,California,United States,37.422,-122.084,America/Los_Angeles,Google LLC,Google LLC,AS396982 Google LLC
539,Indiana,United States,39.7709,-86.1585,America/Chicago,"AT&T Services, Inc.","AT&T Services, Inc.","AS7018 AT&T Services, Inc."
540,Kyiv City,Ukraine,50.4501,30.5234,Europe/Kiev,Lifecell UA,Turkcell LLC,"AS34058 Limited Liability Company ""lifecell"""
541,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
542,Washington,United States,47.6229,-122.337,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",
543,Bavaria,Germany,48.1823,11.5969,Europe/Berlin,A100 ROW Inc,A100 ROW Inc,
544,Jujuy,Argentina,-24.2028,-65.175,America/Argentina/Jujuy,TV MUSIC HOUSE JUJUY,TV MUSIC HOUSE JUJUY,AS52312 TV MUSIC HOUSE JUJUY
545,Massachusetts,United States,42.3026,-71.4306,America/New_York,"Akamai Technologies, Inc.",The Bank of New York Mellon Corporation,"AS32787 Akamai Technologies, Inc."
546,Colorado,United States,39.8334,-105.004,America/Denver,Lockheed Martin Corporation,Lockheed Martin Corporation,
547,California,United States,37.5307,-122.262,America/Los_Angeles,Oracle Corporation,Oracle Corporation,
548,New Hampshire,United States,43.1635,-71.4038,America/New_York,Dartmouth-Hitchcock Medical Center,Dartmouth Hitchcock Medical Center,AS11197 Dartmouth-Hitchcock Medical Center
549,Sofia-Capital,Bulgaria,42.6605,23.383,Europe/Sofia,Vivacom Bulgaria EAD,Bulgarian Telecommunications Company Plc.,AS8866 Vivacom Bulgaria EAD
550,Guangdong,China,23.379,113.763,Asia/Shanghai,Chinanet,Chinanet GD,AS4134 CHINANET-BACKBONE
551,Beijing,China,39.9042,116.407,Asia/Shanghai,CTTNET,China TieTong Telecommunications Corporation,
552,Pennsylvania,United States,40.1788,-77.0047,America/New_York,Comcast Cable Communications,"Comcast IP Services, L.L.C.","AS7016 Comcast Cable Communications, LLC"
553,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
554,Michigan,United States,42.2139,-83.745,America/Detroit,Merit Network Inc.,Merit Network Inc,AS237 Merit Network Inc.
555,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
556,New York,United States,40.7128,-74.006,America/New_York,"CenturyLink Communications, LLC","CenturyLink Communications, LLC","AS3561 CenturyLink Communications, LLC"
557,Tehran,Iran,35.6965,51.3401,Asia/Tehran,Information Technology Company,,AS58224 Iran Telecommunication Company PJS
558,Colorado,United States,39.6973,-104.8394,America/Denver,"Comcast Cable Communications, LLC","Comcast IP Services, L.L.C.","AS33652 Comcast Cable Communications, LLC"
559,Shanghai,China,31.2069,121.599,Asia/Shanghai,Oriental Cable Network Co,"Oriental Cable Network Co., Ltd.","AS9812 Oriental Cable Network Co., Ltd."
560,Piedmont,Italy,45.1417,7.7681,Europe/Rome,Vodafone,,AS30722 Vodafone Italia S.p.A.
561,Stockholm County,Sweden,59.4059,17.9539,Europe/Stockholm,Ericsson Inc.,Ericsson AB,AS158 Ericsson Inc.
562,Western Cape,South Africa,-33.91,18.4304,Africa/Johannesburg,Vodacom UMTS Cape Town Western Cape INTERNET APN,,AS29975 Vodacom
563,Indiana,United States,39.7709,-86.1585,America/Chicago,AT&T Services,"AT&T Services, Inc.",
564,New Taipei,Taiwan,25.0738,121.3935,Asia/Taipei,T-TYRC.EDU.TW,National Central University,AS1659 Taiwan Academic Network (TANet) Information Center
565,Telangana,India,17.3724,78.4378,Asia/Kolkata,Reliance Jio Infocomm Limited,Reliance Jio Infocomm Limited,AS55836 Reliance Jio Infocomm Limited
566,Tokyo,Japan,35.6837,139.6805,Asia/Tokyo,NTN,NTN corporation,"AS2514 NTT PC Communications, Inc."
567,Ceará,Brazil,-3.7138,-38.5285,America/Fortaleza,Secretaria Municipal De Planejamento Orcamento E G,Secretaria Municipal De Planejamento Orcamento E G,AS269175 SECRETARIA MUNICIPAL DE PLANEJAMENTO ORCAMENTO E G
568,New York,United States,40.7128,-74.006,America/New_York,Verizon Business,Verizon Business,AS22394 Verizon Business
569,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
570,Tokyo,Japan,35.6916,139.768,Asia/Tokyo,NTT Communications Corporation,Mitsubishi Corporation,AS4713 NTT Communications Corporation
571,Tokyo,Japan,35.6418,139.7023,Asia/Tokyo,Keio University,KEIO,AS38635 Keio University
572,Shumen,Bulgaria,43.2612,26.9086,Europe/Sofia,A1 Bulgaria EAD,Blizoo Media and Broadband EAD,AS13124 A1 Bulgaria EAD
573,Georgia,United States,33.749,-84.388,America/New_York,"Wayport, LLC","Wayport, LLC",AS14654 AT&T Corp.
574,Arizona,United States,31.5552,-110.35,America/Phoenix,DoD Network Information Center,USAISC,AS367 DoD Network Information Center
575,England,United Kingdom,55.1312,-1.5887,Europe/London,BT Public Internet Service,,AS2856 British Telecommunications PLC
576,Arizona,United States,31.5552,-110.35,America/Phoenix,"Headquarters, USAISC",USAISC,"AS1530 Headquarters, USAISC"
577,Harjumaa,Estonia,59.4352,24.7149,Europe/Tallinn,Telia Eesti AS,Elion Enterprises Ltd.,AS3249 Telia Eesti AS
578,Oslo County,Norway,59.9016,10.7343,Europe/Oslo,Norsk Regnesentral,NR NCC,AS59863 Norsk Regnesentral
579,Ontario,Canada,43.6532,-79.3832,America/Toronto,Hewlett Packard Enterprise Company,Amazon Technologies Inc. (ca-central-1),
580,Zhejiang,China,29.8752,121.5564,Asia/Shanghai,Chinanet,,AS4134 CHINANET-BACKBONE
581,England,United Kingdom,51.5072,-0.127586,Europe/London,DWP,,
582,Central and Western District,Hong Kong,22.3193,114.1693,Asia/Hong_Kong,Shenzhen Tencent Computer Systems Company Limited,Tencent Cloud Computing,"AS132203 Tencent Building, Kejizhongyi Avenue"
583,Tamil Nadu,India,12.8996,80.2209,Asia/Kolkata,Hathway IP over Cable Internet Access,Hathway Cable and Datacom Limited,AS17488 Hathway IP Over Cable Internet
584,California,United States,37.3382,-121.886,America/Los_Angeles,Akamai International B.V.,"Akamai Technologies, Inc.",AS20940 Akamai International B.V.
585,Lower Saxony,Germany,53.0162,7.862,Europe/Berlin,EWE TEL GmbH,EWE TEL GmbH,AS9145 EWE TEL GmbH
586,Vienna,Austria,48.2324,16.3518,Europe/Vienna,A1 Telekom Austria AG,A1 Telekom Austria AG,AS8447 A1 Telekom Austria AG
587,North Carolina,United States,35.1497,-80.9461,America/New_York,Atos IT Solutions and Services Inc,Arrowpoint Capital,AS33745 Atos IT Solutions and Services Inc
588,New Jersey,United States,40.3613,-74.5993,America/New_York,S&P Global Inc.,S&P Global Inc,
589,Washington,United States,47.6229,-122.337,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",
590,Veneto,Italy,44.9446,12.1186,Europe/Rome,Delta Web Spa,,AS49653 CADF S.p.A
591,Louisiana,United States,31.7546,-93.1002,America/Chicago,State of Louisiana Office of Technology Services,"Louisiana School the Math, Science, and Arts",AS2048 State of Louisiana Office of Technology Services
592,Texas,United States,32.912,-96.9998,America/Chicago,NEC Corporation of America,"NEC USA, Inc.",AS13636 NEC Corporation of America
593,Karelia,Russia,62.2,34.2667,Europe/Moscow,TRANS-TELECOM,,AS20485 Joint Stock Company TransTeleCom
594,Shanghai,China,31.2222,121.4581,Asia/Shanghai,Chinanet,,AS4134 CHINANET-BACKBONE
595,Cairo Governorate,Egypt,30.0588,31.2268,Africa/Cairo,TE Data,TE Data,AS8452 TE-AS
596,Indiana,United States,38.4934,-86.0139,America/Indiana/Indianapolis,Intelligent Fiber Network,Washington County RTC,AS3131 Tele-Media Solutions
597,Louisiana,United States,32.5896,-92.0669,America/Chicago,"Level 3 Communications, Inc.","Level 3, LLC","AS3356 Level 3 Parent, LLC"
598,Calabarzon,Philippines,14.4324,120.9387,Asia/Manila,Philippine Long Distance Telephone Co.,,AS9299 Philippine Long Distance Telephone Company
599,Cairo Governorate,Egypt,30.0588,31.2268,Africa/Cairo,TE Data,,AS8452 TE-AS
600,Zurich,Switzerland,47.372,8.53814,Europe/Zurich,UBINET-INTERNET,UBS AG,
601,Colorado,United States,39.6029,-104.889,America/Denver,Spectrum,Charter Communications,
602,California,United States,37.3219,-122.03,America/Los_Angeles,Apple Inc.,Apple Inc,AS714 Apple Inc.
603,Hesse,Germany,50.0998,8.63154,Europe/Berlin,Equinix Frankfurt,Equinix (Germany) GmbH,AS15830 Equinix (EMEA) Acquisition Enterprises B.V.
604,Taiwan,Taiwan,25.033,121.565,Asia/Taipei,"Chunghwa Telecom Co., Ltd.",Chunghwa Telecom Co. Ltd.,AS3462 Data Communication Business Group
605,Istanbul,Türkiye,41.0145,28.9533,Europe/Istanbul,Site 1,,AS15924 Vodafone Net Iletisim Hizmetler AS
606,Guangdong,China,22.5431,114.058,Asia/Shanghai,China Internet Network Information Center,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
607,Saitama,Japan,35.8553,139.6416,Asia/Tokyo,Softbank BB Corp.,SOFTBANK Corp,AS17676 SoftBank Corp.
608,Hebei,China,36.6229,114.4698,Asia/Shanghai,China Unicom Hebei Province Network,,AS4837 CHINA UNICOM China169 Backbone
609,Andhra Pradesh,India,17.6877,83.2394,Asia/Kolkata,Bharti Airtel Limited,BCL NORTH,AS45609 Bharti Airtel Ltd. AS for GPRS Service
610,Tokyo,Japan,35.6673,139.751,Asia/Tokyo,"NTT PC Communications, Inc.","NTT PC Communications, Inc.","AS2514 NTT PC Communications, Inc."
611,California,United States,38.5786,-121.504,America/Los_Angeles,California Department of Technology,California Department of Insurance,AS1226 California Department of Technology
612,Pennsylvania,United States,40.318,-75.1331,America/New_York,Service Provider Corporation,Service Provider Corporation,
613,Ontario,Canada,45.4215,-75.6972,America/Toronto,Public Works and Government Services Canada,Public Works and Government Services Canada,
614,Metro Manila,Philippines,14.532,121.0781,Asia/Manila,Philippine Long Distance Telephone Co.,Philippine Long Distance Telephone Co,AS9299 Philippine Long Distance Telephone Company
615,Tokyo,Japan,35.6629,139.761,Asia/Tokyo,Softbank BB Corp.,Japan nation-wide Network of SOFTBANK BB CORP,AS17676 SoftBank Corp.
616,Georgia,United States,33.8019,-84.3861,America/New_York,Verizon Business,Verizon Business,AS22394 Verizon Business
617,Seoul,South Korea,37.547,127.0958,Asia/Seoul,DACOM-PUBNETPLUS,Pubnetplus,AS9316 DACOM-PUBNETPLUS
618,England,United Kingdom,51.5074,-0.127758,Europe/London,Microsoft Limited,Microsoft Limited,
619,North Carolina,United States,35.838,-78.6122,America/New_York,United States Postal Service.,United States Postal Service,
620,Maharashtra,India,19.076,72.8777,Asia/Kolkata,Amazon Technologies Inc.,AWS EC2 (ap-south-1),"AS16509 Amazon.com, Inc."
621,England,United Kingdom,51.5145,-0.131317,Europe/London,Barefruit Ltd,Barefruit Ltd,
622,California,United States,37.4883,-122.225,America/Los_Angeles,Turn Inc.,Turn Inc,
623,Washington,United States,47.6222,-122.337,America/Los_Angeles,Amazon Technologies Inc.,Amazon Technologies Inc,
624,South Australia,Australia,-34.7782,138.6558,Australia/Adelaide,Telstra Internet,,AS1221 Telstra Corporation Ltd
625,North West,Singapore,1.35208,103.82,Asia/Singapore,"Alibaba (US) Technology Co., Ltd.",Alibaba.com LLC,"AS45102 Alibaba (US) Technology Co., Ltd."
626,Georgia,United States,33.7793,-84.3895,America/New_York,NCR Corporation,NCR Corporation,AS14962 NCR Corporation
627,Taipei,Taiwan,25.0114,121.462,Asia/Taipei,"Far EastTone Telecommunication Co., Ltd.","Far EasTone Telecommunication Co., Ltd.","AS9674 Far EastTone Telecommunication Co., Ltd."
628,Texas,United States,30.1608,-95.4526,America/Chicago,Anadarko Petroleum Corporation,Anadarko Petroleum Corporation,
629,Ohio,United States,41.4459,-81.4212,America/New_York,Verizon Business,Cellco Partnership DBA Verizon Wireless,AS6167 Verizon Business
630,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
631,Arizona,United States,31.5552,-110.35,America/Phoenix,DoD Network Information Center,USAISC,AS721 DoD Network Information Center
632,New Jersey,United States,40.8214,-74.1341,America/New_York,RADIANZ Americas,"RADIANZ Americas, Inc",
633,Västerbotten County,Sweden,63.8202,20.3054,Europe/Stockholm,"UMDAC, Umea University","UMDAC, Umea University","AS12501 UMDAC, Umea University"
634,Metro Manila,Philippines,14.6475,121.0494,Asia/Manila,Philippine Long Distance Telephone Co.,,AS9299 Philippine Long Distance Telephone Company
635,Chiba,Japan,35.5973,140.1423,Asia/Tokyo,NTT Communications Corporation,Open Computer Network,AS4713 NTT Communications Corporation
636,Jakarta,Indonesia,-6.2114,106.8446,Asia/Jakarta,PT Telekomunikasi Selular Indonesia,PT.TELKOMSEL Indonesia,AS23693 PT. Telekomunikasi Selular
637,Wyoming,United States,41.1446,-104.8116,America/Denver,T-Mobile USA,Sprint Cheyenne POP,
638,Iowa,United States,41.2619,-95.8608,America/Chicago,Google LLC,Google Cloud (us-central1),AS396982 Google LLC
639,West Bengal,India,22.5726,88.3639,Asia/Kolkata,AIRCEL,Aircel Limited,
640,Ontario,Canada,46.3295,-79.5857,America/Toronto,Cogeco Communications Inc.,Cogeco Cable Canada Inc.,AS7992 Cogeco Connexion Inc.
641,Montana,United States,45.7833,-108.501,America/Denver,Charter Communications,Spectrum,AS33588 Charter Communications
642,Zurich,Switzerland,47.4541,8.5648,Europe/Zurich,Provider:Swisscom IP-Plus,Bundesamt fuer Meteorologie und Klimatologie,AS559 SWITCH
643,Zhejiang,China,30.0464,119.954,Asia/Shanghai,Chinanet,ZJ ZF New Material Co,AS4134 CHINANET-BACKBONE
644,Rio Grande do Sul,Brazil,-30.0273,-51.2353,America/Sao_Paulo,Universidade Federal do Rio Grande do Sul,Universidade Federal do Rio Grande do Sul,AS19200 Universidade Federal do Rio Grande do Sul
645,Georgia,United States,33.749,-84.388,America/New_York,Spectrum,Road Runner,AS11426 Charter Communications Inc
646,Arizona,United States,31.5552,-110.35,America/Phoenix,CTNOSC,USAISC,AS367 DoD Network Information Center
647,Illinois,United States,41.8781,-87.6298,America/Chicago,"T-Mobile USA, Inc.","T-Mobile USA, Inc.","AS21928 T-Mobile USA, Inc."
648,Australian Capital Territory,Australia,-35.3434,149.158,Australia/Sydney,AUSLIG,Auslig,
649,Tokyo,Japan,35.706,139.6958,Asia/Tokyo,"National University Corporation, Ehime University",,"AS131897 National University Corporation ,Ehime University"
650,Quebec,Canada,45.5024,-73.6174,America/Toronto,Reseau d'Informations Scientifiques du Quebec (RISQ Inc.),University of Montreal,AS376 Reseau d'Informations Scientifiques du Quebec (RISQ Inc.)
651,New York,United States,40.7085,-74.0106,America/New_York,Mediaocean LLC,Mediaocean LLC,
652,Alberta,Canada,53.5409,-113.507,America/Edmonton,Reserved AS,Edmonton Power,AS23448 ASN-EPCOR
653,Tehran,Iran,35.7198,51.4291,Asia/Tehran,Sepanta Internet and MPLS Service Provider,Sepanta Communication Development Co. Ltd,AS39074 Sepanta Communication Development Co. Ltd
654,Madrid,Spain,40.3765,-3.7592,Europe/Madrid,Entidad Publica Empresarial Red.es,UPM,AS766 Entidad Publica Empresarial Red.es
655,Shanghai,China,31.2222,121.4581,Asia/Shanghai,China Unicom CHINA169 Shanghai Province Network,,AS17621 China Unicom Shanghai network
656,Kanagawa,Japan,35.5641,139.5295,Asia/Tokyo,UCOM Corp.,UCOM Corporation,AS17506 ARTERIA Networks Corporation
657,Tamil Nadu,India,13.0827,80.2707,Asia/Kolkata,SoftLayer,"SoftLayer Technologies, Inc",AS36351 SoftLayer Technologies Inc.
658,British Columbia,Canada,49.1297,-123.1658,America/Vancouver,University of British Columbia,University of British Columbia,AS393249 University of British Columbia
659,Luxembourg,Luxembourg,49.6113,6.1294,Europe/Luxembourg,POST Luxembourg,EPT,AS6661 POST Luxembourg
660,Arizona,United States,31.5552,-110.35,America/Phoenix,DoD Network Information Center,USAISC,AS721 DoD Network Information Center
661,Beijing,China,39.9786,116.302,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent Cloud Computing (Beijing) Co., Ltd",AS45090 Shenzhen Tencent Computer Systems Company Limited
662,Tokyo,Japan,35.6906,139.77,Asia/Tokyo,ITOCHU Techno-Solutions Corporation,ITOCHU Techno-Solutions Corporation,AS9993 ITOCHU Techno-Solutions Corporation
663,Ohio,United States,40.0992,-83.1141,America/New_York,"Amazon.com, Inc.",AWS EC2 (us-east-2),"AS16509 Amazon.com, Inc."
664,Mersin,Türkiye,36.769,34.6743,Europe/Istanbul,Broadmax Sub2,,AS44558 Netonline Bilisim Sirketi LTD
665,Centre,Burkina Faso,12.3729,-1.5264,Africa/Ouagadougou,Virtual Technologies network,Virtual Technologies & Solutions,AS37721 Virtual Technologies & Solutions
666,Mexico City,Mexico,19.2974,-99.1842,America/Mexico_City,UNINET,UNINET,
667,Kentucky,United States,38.9345,-84.5481,America/New_York,Fuse Internet Access,FUSE ADSL Ports - CNESR1,AS6181 Cincinnati Bell Telephone Company LLC
668,England,United Kingdom,51.5074,-0.127758,Europe/London,UK Ministry of Defence,UK Ministry of Defence,
669,Shaanxi,China,35.394,109.188,Asia/Shanghai,Chinanet,Chinanet SN,AS4134 CHINANET-BACKBONE
670,Washington,United States,47.5767,-122.167,America/Los_Angeles,"T-Mobile USA, Inc.","T-Mobile USA, Inc.","AS21928 T-Mobile USA, Inc."
671,Michigan,United States,42.3223,-83.1763,America/Detroit,Ford Motor Company,Ford Motor Company,
672,Belgrade,Serbia,44.8046,20.4637,Europe/Belgrade,Telekom Srbija Internet Backbone Network,,AS8400 TELEKOM SRBIJA a.d.
673,Île-de-France,France,48.8902,2.21339,Europe/Paris,Electricite de France SA,Electricite de France SA,
674,Capital Region,Denmark,55.6571,12.4979,Europe/Copenhagen,DXC Technology Danmark,DXC Technology Danmark,
675,Washington,United States,47.6423,-122.137,America/Los_Angeles,Microsoft Corporation,Microsoft Corporation,AS8075 Microsoft Corporation
676,West Macedonia,Greece,40.2969,21.7855,Europe/Athens,OTEnet,Ote SA,AS6799 Ote SA (Hellenic Telecommunications Organisation)
677,England,United Kingdom,51.5074,-0.127758,Europe/London,Microsoft Corporation,Microsoft Corporation,
678,Illinois,United States,41.8781,-87.6298,America/Chicago,A100 ROW Inc,A100 ROW Inc,
679,New York,United States,40.7128,-74.006,America/New_York,"CenturyLink Communications, LLC","CenturyLink Communications, LLC","AS209 CenturyLink Communications, LLC"
680,Gansu,China,35.7518,104.286,Asia/Shanghai,Chinanet,Chinanet GS,AS4134 CHINANET-BACKBONE
681,Saxony-Anhalt,Germany,51.5472,11.5046,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG
682,Jakarta,Indonesia,-6.18,106.821,Asia/Jakarta,PT. INDOSAT Tbk,,AS4761 INDOSAT Internet Network Provider
683,Shandong,China,36.6756,117.0211,Asia/Shanghai,China Mobile communications corporation,China Mobile,AS24444 Shandong Mobile Communication Company Limited
684,Dubai,United Arab Emirates,25.266666,55.316666,Asia/Dubai,Microsoft Corporation,Microsoft Azure Cloud (uaenorth),AS8075 Microsoft Corporation
685,North Chungcheong,South Korea,36.6378,127.4723,Asia/Seoul,Korea Telecom,Korea Telecom,AS4766 Korea Telecom
686,Istanbul,Türkiye,41.0247,28.9252,Europe/Istanbul,TurkTelecom,Turk Telekomunikasyon A.S,AS47331 TTNet A.S.
687,Washington,United States,46.3487,-119.275,America/Los_Angeles,ESnet,Battele Pacific Northwest Laboratory,AS292 ESnet
688,Beijing,China,39.9042,116.407,Asia/Shanghai,"Hangzhou Alibaba Advertising Co., Ltd.",Aliyun Computing Co.,"AS37963 Hangzhou Alibaba Advertising Co.,Ltd."
689,Hatay,Türkiye,36.2073,36.1619,Europe/Istanbul,Avea Iletisim Hizmetleri,Avea Iletisim Hizmetleri A.S,AS20978 TT Mobil Iletisim Hizmetleri A.S
690,New Jersey,United States,40.7369,-74.172,America/New_York,The Prudential Insurance Company of America,The Prudential Insurance Company of America,
691,Antioquia,Colombia,6.2529,-75.5646,America/Bogota,Telmex Colombia S.A.,Telmex Colombia S.A.,AS10620 Telmex Colombia S.A.
692,Florida,United States,25.9442,-80.1406,America/New_York,Breezeline,"Atlantic Broadband Finance, LLC",AS11776 Breezeline
693,Leinster,Ireland,53.3498,-6.26031,Europe/Dublin,"Amazon.com, Inc.","Trimble, Inc.","AS16509 Amazon.com, Inc."
694,Île-de-France,France,48.8323,2.4075,Europe/Paris,Societe Francaise Du Radiotelephone - SFR SA,SFR SA,AS15557 Societe Francaise Du Radiotelephone - SFR SA
695,West Virginia,United States,37.797,-81.1979,America/New_York,Frontier Communications Solutions,ADSL Frontier Communications Bluefield WV,"AS5650 Frontier Communications of America, Inc."
696,Streymoy,Faroe Islands,62.037,-6.77601,Atlantic/Faroe,Faroese Telecom,,AS15389 P/F Telefonverkid
697,Emilia-Romagna,Italy,44.488,11.3752,Europe/Rome,Telecom Italia Mobile,Telecom Italia S.p.A.,AS16232 Telecom Italia S.p.A.
698,England,United Kingdom,52.6295,-1.13804,Europe/London,Jisc Services Limited,De Montfort University,AS786 Jisc Services Limited
699,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
700,Beijing,China,39.911,116.395,Asia/Shanghai,China Unicom Beijing Province Network,,AS4808 China Unicom Beijing Province Network
701,Hesse,Germany,50.5533,9.68158,Europe/Berlin,NETHINKS GmbH,NETHINKS GmbH,AS8319 NETHINKS GmbH
702,Lazio,Italy,41.8931,12.4026,Europe/Rome,Telecom Italia S.p.A. TIN EASY LITE,INTERBUSINESS,AS3269 Telecom Italia S.p.A.
703,Central and Western District,Hong Kong,22.3193,114.1693,Asia/Hong_Kong,ADA Digital Global Inc,Waterloo Network Company Limited,AS5065 Bunny Communications
704,Connecticut,United States,41.1424,-73.4273,America/New_York,Xerox Corporation,Xerox Corporation,
705,Georgia,United States,33.8229,-84.3686,America/New_York,BellSouth.net Inc.,GSP ADSL EEUA,AS8075 Microsoft Corporation
706,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
707,England,United Kingdom,51.5074,-0.127758,Europe/London,Microsoft Corporation,Microsoft Limited,AS8075 Microsoft Corporation
