Device_ID,Device_Type,LAI,RAI,Network_Type
D1486,IoT Device,240-98-5312,240-98-5312-25,4G
D1487,IoT Device,240-26-1281,240-26-1281-74,3G
D1488,Smartphone,240-88-3563,240-88-3563-33,4G
D1489,IoT Device,240-96-2898,240-96-2898-41,3G
D1490,IoT Device,240-93-1952,240-93-1952-69,3G
D1491,Tablet,240-24-5881,240-24-5881-12,4G
D1492,IoT Device,240-22-3504,240-22-3504-67,4G
D1493,IoT Device,240-28-5738,240-28-5738-90,4G
D1494,Tablet,240-79-5114,240-79-5114-54,4G
D1495,Tablet,240-53-4581,240-53-4581-63,4G
D1496,IoT Device,240-54-5859,240-54-5859-13,4G
D1497,Tablet,240-54-5134,240-54-5134-83,4G
D1498,Tablet,240-78-4102,240-78-4102-72,4G
D1499,IoT Device,240-57-1472,240-57-1472-91,3G
D1500,Smartphone,240-94-6910,240-94-6910-24,4G
D1501,IoT Device,240-28-9474,240-28-9474-59,5G
D1502,IoT Device,240-88-8088,240-88-8088-90,5G
D1503,Tablet,240-52-1381,240-52-1381-62,3G
D1504,IoT Device,240-70-7407,240-70-7407-41,5G
D1505,Tablet,240-04-5811,240-04-5811-19,4G
D1506,Smartphone,240-91-6804,240-91-6804-63,4G
D1507,Tablet,240-04-5788,240-04-5788-84,4G
D1508,IoT Device,240-14-8244,240-14-8244-39,5G
D1509,Tablet,240-26-9240,240-26-9240-61,5G
D1510,IoT Device,240-52-8528,240-52-8528-73,5G
D1511,IoT Device,240-03-8297,240-03-8297-83,5G
D1512,IoT Device,240-32-8795,240-32-8795-64,5G
D1513,Tablet,240-14-9265,240-14-9265-13,5G
D1514,Tablet,240-72-6642,240-72-6642-89,4G
D1515,Tablet,240-30-2470,240-30-2470-36,3G
D1516,Smartphone,240-80-3626,240-80-3626-18,4G
D1517,IoT Device,240-09-7549,240-09-7549-83,5G
D1518,Smartphone,240-48-6267,240-48-6267-22,4G
D1519,IoT Device,240-97-2860,240-97-2860-61,3G
D1520,IoT Device,240-26-7201,240-26-7201-65,5G
D1521,Tablet,240-51-3598,240-51-3598-83,4G
D1522,Tablet,240-56-7140,240-56-7140-22,5G
D1523,IoT Device,240-62-5400,240-62-5400-38,4G
D1524,Smartphone,240-31-6435,240-31-6435-69,4G
D1525,Smartphone,240-92-2710,240-92-2710-81,3G
D1526,Tablet,240-35-4392,240-35-4392-82,4G
D1527,IoT Device,240-34-5833,240-34-5833-70,4G
D1528,Smartphone,240-64-5134,240-64-5134-55,4G
D1529,IoT Device,240-70-3749,240-70-3749-26,4G
D1530,Smartphone,240-64-7488,240-64-7488-52,5G
D1531,Smartphone,240-17-9999,240-17-9999-77,5G
D1532,IoT Device,240-39-6189,240-39-6189-73,4G
D1533,Smartphone,240-77-2339,240-77-2339-97,3G
D1534,Smartphone,240-84-2152,240-84-2152-87,3G
D1535,Smartphone,240-24-3619,240-24-3619-68,4G
D1536,Tablet,240-42-6874,240-42-6874-12,4G
D1537,Tablet,240-65-3175,240-65-3175-12,3G
D1538,Tablet,240-64-9221,240-64-9221-70,5G
D1539,IoT Device,240-66-6217,240-66-6217-90,4G
D1540,Tablet,240-64-3239,240-64-3239-86,3G
D1541,Smartphone,240-42-1342,240-42-1342-28,3G
D1542,IoT Device,240-07-6238,240-07-6238-53,4G
D1543,Smartphone,240-29-9749,240-29-9749-85,5G
D1544,Smartphone,240-41-5688,240-41-5688-98,4G
D1545,IoT Device,240-98-4529,240-98-4529-23,4G
D1546,Tablet,240-28-6087,240-28-6087-11,4G
D1547,IoT Device,240-69-7096,240-69-7096-77,5G
D1548,Smartphone,240-62-9261,240-62-9261-51,5G
D1549,Smartphone,240-35-7429,240-35-7429-51,5G
D1550,Smartphone,240-92-8659,240-92-8659-74,5G
D1551,IoT Device,240-72-1032,240-72-1032-50,3G
D1552,Tablet,240-48-3280,240-48-3280-68,3G
D1553,IoT Device,240-86-8878,240-86-8878-62,5G
D1554,Smartphone,240-93-2427,240-93-2427-32,3G
D1555,IoT Device,240-74-6678,240-74-6678-69,4G
D1556,IoT Device,240-99-1901,240-99-1901-92,3G
D1557,Tablet,240-01-9173,240-01-9173-76,5G
D1558,IoT Device,240-11-4390,240-11-4390-77,4G
D1559,IoT Device,240-13-4462,240-13-4462-60,4G
D1560,Smartphone,240-05-5373,240-05-5373-26,4G
D1561,Smartphone,240-07-8641,240-07-8641-36,5G
D1562,Tablet,240-65-7432,240-65-7432-45,5G
D1563,Smartphone,240-22-8152,240-22-8152-86,5G
D1564,Tablet,240-95-1383,240-95-1383-88,3G
D1565,Tablet,240-73-1492,240-73-1492-17,3G
D1566,Tablet,240-62-2912,240-62-2912-37,3G
D1567,Tablet,240-60-7348,240-60-7348-16,5G
D1568,Tablet,240-21-6299,240-21-6299-27,4G
D1569,IoT Device,240-65-8937,240-65-8937-80,5G
D1570,Tablet,240-39-6993,240-39-6993-10,4G
D1571,Smartphone,240-17-5846,240-17-5846-69,4G
D1572,Tablet,240-95-7335,240-95-7335-41,5G
D1573,Smartphone,240-23-4468,240-23-4468-96,4G
D1574,Tablet,240-62-7428,240-62-7428-19,5G
D1575,Tablet,240-25-7187,240-25-7187-99,5G
D1576,IoT Device,240-26-4506,240-26-4506-74,4G
D1577,Smartphone,240-67-8610,240-67-8610-63,5G
D1578,Smartphone,240-74-5771,240-74-5771-62,4G
D1579,Tablet,240-32-1340,240-32-1340-84,3G
D1580,Tablet,240-37-3933,240-37-3933-86,4G
D1581,Tablet,240-23-9472,240-23-9472-67,5G
D1582,Smartphone,240-94-4676,240-94-4676-88,4G
D1583,IoT Device,240-74-8264,240-74-8264-82,5G
D1584,Tablet,240-29-1561,240-29-1561-25,3G
D1585,Smartphone,240-91-8053,240-91-8053-55,5G
D1586,Tablet,240-67-9002,240-67-9002-73,5G
D1587,Smartphone,240-66-5990,240-66-5990-94,4G
D1588,Smartphone,240-96-8798,240-96-8798-35,5G
D1589,Tablet,240-14-2842,240-14-2842-15,3G
D1590,IoT Device,240-95-9671,240-95-9671-59,5G
D1591,Smartphone,240-53-8430,240-53-8430-48,5G
D1592,Smartphone,240-20-1701,240-20-1701-86,3G
D1593,IoT Device,240-83-4241,240-83-4241-78,4G
D1594,IoT Device,240-34-6406,240-34-6406-14,4G
D1595,Tablet,240-53-9753,240-53-9753-93,5G
D1596,Smartphone,240-43-1727,240-43-1727-88,3G
D1597,IoT Device,240-81-3039,240-81-3039-92,3G
D1598,Tablet,240-73-2613,240-73-2613-20,3G
D1599,IoT Device,240-63-4589,240-63-4589-57,4G
D1600,Smartphone,240-76-9617,240-76-9617-52,5G
D1601,Smartphone,240-15-1995,240-15-1995-58,3G
D1602,IoT Device,240-93-5848,240-93-5848-72,4G
D1603,IoT Device,240-82-5965,240-82-5965-81,4G
D1604,Smartphone,240-52-7643,240-52-7643-13,5G
D1605,Tablet,240-42-8638,240-42-8638-26,5G
D1606,Tablet,240-66-7426,240-66-7426-95,5G
D1607,Tablet,240-28-6603,240-28-6603-15,4G
D1608,Smartphone,240-71-9545,240-71-9545-62,5G
D1609,IoT Device,240-76-9743,240-76-9743-21,5G
D1610,IoT Device,240-26-7114,240-26-7114-89,5G
D1611,Smartphone,240-02-2715,240-02-2715-12,3G
D1612,IoT Device,240-92-3145,240-92-3145-56,3G
D1613,IoT Device,240-82-4702,240-82-4702-74,4G
D1614,Smartphone,240-05-2682,240-05-2682-58,3G
D1615,Tablet,240-34-8645,240-34-8645-32,5G
D1616,Smartphone,240-08-3218,240-08-3218-80,3G
D1617,IoT Device,240-57-1812,240-57-1812-97,3G
D1618,IoT Device,240-32-9242,240-32-9242-88,5G
D1619,Tablet,240-87-7692,240-87-7692-97,5G
D1620,Tablet,240-13-3051,240-13-3051-30,3G
D1621,Tablet,240-65-9253,240-65-9253-14,5G
D1622,Tablet,240-77-2767,240-77-2767-71,3G
D1623,Smartphone,240-27-4794,240-27-4794-50,4G
D1624,Smartphone,240-34-3495,240-34-3495-37,3G
D1625,Tablet,240-79-7100,240-79-7100-27,5G
D1626,IoT Device,240-84-5427,240-84-5427-83,4G
D1627,Tablet,240-32-9767,240-32-9767-59,5G
D1628,Smartphone,240-17-1306,240-17-1306-92,3G
D1629,Tablet,240-31-9307,240-31-9307-30,5G
D1630,IoT Device,240-80-3332,240-80-3332-25,3G
D1631,Tablet,240-28-9127,240-28-9127-51,5G
D1632,IoT Device,240-29-6787,240-29-6787-39,4G
D1633,Tablet,240-11-3942,240-11-3942-42,4G
D1634,Tablet,240-10-8047,240-10-8047-66,5G
D1635,Tablet,240-33-2802,240-33-2802-26,3G
D1636,Smartphone,240-08-6507,240-08-6507-30,4G
D1637,Tablet,240-53-2013,240-53-2013-12,3G
D1638,IoT Device,240-81-8655,240-81-8655-31,5G
D1639,Tablet,240-75-3410,240-75-3410-39,3G
D1640,Tablet,240-41-1158,240-41-1158-85,3G
D1641,IoT Device,240-28-1288,240-28-1288-87,3G
D1642,Tablet,240-90-7186,240-90-7186-18,5G
D1643,Smartphone,240-61-9595,240-61-9595-97,5G
D1644,Smartphone,240-44-1441,240-44-1441-61,3G
D1645,IoT Device,240-14-5272,240-14-5272-66,4G
D1646,IoT Device,240-45-3881,240-45-3881-23,4G
D1647,IoT Device,240-93-2778,240-93-2778-51,3G
D1648,Smartphone,240-69-6897,240-69-6897-11,4G
D1649,Smartphone,240-82-3940,240-82-3940-99,4G
D1650,Smartphone,240-76-8278,240-76-8278-43,5G
D1651,Tablet,240-18-8738,240-18-8738-66,5G
D1652,Tablet,240-24-2676,240-24-2676-15,3G
D1653,Smartphone,240-59-6711,240-59-6711-90,4G
D1654,Smartphone,240-40-6351,240-40-6351-27,4G
D1655,Tablet,240-23-9566,240-23-9566-86,5G
D1656,Smartphone,240-26-7459,240-26-7459-59,5G
D1657,IoT Device,240-92-7626,240-92-7626-76,5G
D1658,Tablet,240-62-1461,240-62-1461-19,3G
D1659,Smartphone,240-46-1827,240-46-1827-70,3G
D1660,Smartphone,240-75-8667,240-75-8667-79,5G
D1661,Smartphone,240-19-9944,240-19-9944-14,5G
D1662,IoT Device,240-38-1320,240-38-1320-39,3G
D1663,Smartphone,240-64-6455,240-64-6455-32,4G
D1664,Smartphone,240-34-3824,240-34-3824-33,4G
D1665,IoT Device,240-43-3076,240-43-3076-40,3G
D1666,Tablet,240-02-6275,240-02-6275-97,4G
D1667,Tablet,240-75-6106,240-75-6106-65,4G
D1668,Tablet,240-84-4525,240-84-4525-43,4G
D1669,Tablet,240-89-7751,240-89-7751-33,5G
D1670,Tablet,240-35-1091,240-35-1091-63,3G
D1671,IoT Device,240-51-5168,240-51-5168-65,4G
D1672,Smartphone,240-37-6031,240-37-6031-21,4G
D1673,IoT Device,240-60-1729,240-60-1729-50,3G
D1674,Tablet,240-40-5796,240-40-5796-56,4G
D1675,IoT Device,240-79-2756,240-79-2756-36,3G
D1676,IoT Device,240-22-6569,240-22-6569-32,4G
D1677,Smartphone,240-26-5683,240-26-5683-66,4G
D1678,Smartphone,240-95-6652,240-95-6652-48,4G
D1679,IoT Device,240-38-6842,240-38-6842-37,4G
D1680,Tablet,240-07-9208,240-07-9208-13,5G
D1681,IoT Device,240-92-3229,240-92-3229-70,3G
D1682,Tablet,240-75-3436,240-75-3436-60,3G
D1683,Smartphone,240-76-7439,240-76-7439-52,5G
D1684,Smartphone,240-67-6345,240-67-6345-19,4G
D1685,IoT Device,240-31-7540,240-31-7540-88,5G
D1686,IoT Device,240-71-3880,240-71-3880-30,4G
D1687,Tablet,240-66-9326,240-66-9326-25,5G
D1688,Smartphone,240-41-5500,240-41-5500-51,4G
D1689,Smartphone,240-61-4626,240-61-4626-21,4G
D1690,Tablet,240-08-7505,240-08-7505-22,5G
D1691,Smartphone,240-82-6932,240-82-6932-91,4G
D1692,Smartphone,240-27-5761,240-27-5761-13,4G
D1693,Smartphone,240-49-6195,240-49-6195-84,4G
D1694,IoT Device,240-36-3711,240-36-3711-44,4G
D1695,Tablet,240-18-1434,240-18-1434-85,3G
D1696,Tablet,240-14-4726,240-14-4726-56,4G
D1697,IoT Device,240-61-4111,240-61-4111-11,4G
D1698,Smartphone,240-03-5512,240-03-5512-47,4G
D1699,Tablet,240-50-3936,240-50-3936-65,4G
D1700,Smartphone,240-92-5086,240-92-5086-47,4G
D1701,Tablet,240-34-4181,240-34-4181-44,4G
D1702,Smartphone,240-22-9331,240-22-9331-71,5G
D1703,Tablet,240-65-3924,240-65-3924-32,4G
D1704,Smartphone,240-57-9707,240-57-9707-25,5G
D1705,Tablet,240-52-7987,240-52-7987-94,5G
D1706,IoT Device,240-96-5311,240-96-5311-25,4G
D1707,IoT Device,240-21-6075,240-21-6075-39,4G
D1708,Tablet,240-12-9352,240-12-9352-25,5G
D1709,IoT Device,240-85-1417,240-85-1417-83,3G
D1710,Smartphone,240-71-8732,240-71-8732-90,5G
D1711,Smartphone,240-54-1329,240-54-1329-96,3G
D1712,Smartphone,240-66-8294,240-66-8294-57,5G
D1713,IoT Device,240-79-2177,240-79-2177-98,3G
D1714,Tablet,240-42-8730,240-42-8730-34,5G
D1715,IoT Device,240-62-2851,240-62-2851-93,3G
D1716,IoT Device,240-49-6503,240-49-6503-56,4G
D1717,Tablet,240-25-2468,240-25-2468-44,3G
D1718,Tablet,240-54-2318,240-54-2318-58,3G
D1719,Smartphone,240-75-3508,240-75-3508-45,4G
D1720,IoT Device,240-39-5832,240-39-5832-72,4G
D1721,Tablet,240-16-7877,240-16-7877-54,5G
D1722,Tablet,240-87-9224,240-87-9224-66,5G
D1723,Tablet,240-55-4418,240-55-4418-11,4G
D1724,Smartphone,240-92-8183,240-92-8183-90,5G
D1725,IoT Device,240-83-2150,240-83-2150-18,3G
D1726,Smartphone,240-22-2210,240-22-2210-29,3G
D1727,Smartphone,240-25-4257,240-25-4257-61,4G
D1728,IoT Device,240-10-9194,240-10-9194-56,5G
D1729,Smartphone,240-75-3109,240-75-3109-45,3G
D1730,IoT Device,240-83-9504,240-83-9504-50,5G
D1731,Tablet,240-44-3719,240-44-3719-54,4G
D1732,IoT Device,240-10-5596,240-10-5596-11,4G
D1733,IoT Device,240-68-8424,240-68-8424-28,5G
D1734,IoT Device,240-63-9237,240-63-9237-13,5G
D1735,Tablet,240-91-5976,240-91-5976-31,4G
D1736,Tablet,240-03-8415,240-03-8415-19,5G
D1737,Smartphone,240-88-4841,240-88-4841-21,4G
D1738,Smartphone,240-28-6952,240-28-6952-39,4G
D1739,Tablet,240-90-1055,240-90-1055-30,3G
D1740,IoT Device,240-90-3992,240-90-3992-64,4G
D1741,IoT Device,240-64-8190,240-64-8190-64,5G
D1742,IoT Device,240-42-4621,240-42-4621-75,4G
D1743,Tablet,240-36-8530,240-36-8530-67,5G
D1744,Smartphone,240-86-7536,240-86-7536-55,5G
D1745,Smartphone,240-44-7190,240-44-7190-92,5G
D1746,Tablet,240-13-3832,240-13-3832-91,4G
D1747,Tablet,240-69-2679,240-69-2679-78,3G
D1748,IoT Device,240-49-5401,240-49-5401-26,4G
D1749,Tablet,240-25-8965,240-25-8965-67,5G
D1750,Tablet,240-77-2717,240-77-2717-23,3G
D1751,IoT Device,240-72-2598,240-72-2598-88,3G
D1752,Smartphone,240-75-2226,240-75-2226-99,3G
D1753,Smartphone,240-38-2253,240-38-2253-89,3G
D1754,IoT Device,240-92-9994,240-92-9994-35,5G
D1755,IoT Device,240-69-9657,240-69-9657-68,5G
D1756,IoT Device,240-90-3966,240-90-3966-20,4G
D1757,Smartphone,240-69-6367,240-69-6367-35,4G
D1758,Smartphone,240-77-5282,240-77-5282-55,4G
D1759,Tablet,240-21-6653,240-21-6653-17,4G
D1760,IoT Device,240-42-1101,240-42-1101-84,3G
D1761,IoT Device,240-75-2317,240-75-2317-33,3G
D1762,IoT Device,240-51-7461,240-51-7461-14,5G
D1763,Smartphone,240-45-8504,240-45-8504-92,5G
D1764,Smartphone,240-03-3010,240-03-3010-64,3G
D1765,Tablet,240-69-5982,240-69-5982-12,4G
D1766,Smartphone,240-99-7471,240-99-7471-95,5G
D1767,Smartphone,240-82-4788,240-82-4788-59,4G
D1768,Tablet,240-62-3387,240-62-3387-66,3G
D1769,Smartphone,240-75-7131,240-75-7131-70,5G
D1770,Tablet,240-70-5055,240-70-5055-39,4G
D1771,IoT Device,240-01-5576,240-01-5576-39,4G
D1772,Tablet,240-06-8416,240-06-8416-30,5G
D1773,Smartphone,240-61-1296,240-61-1296-39,3G
D1774,Smartphone,240-14-6754,240-14-6754-70,4G
D1775,IoT Device,240-31-7625,240-31-7625-91,5G
D1776,Smartphone,240-13-2824,240-13-2824-45,3G
D1777,IoT Device,240-16-7782,240-16-7782-25,5G
D1778,Smartphone,240-64-2614,240-64-2614-16,3G
D1779,Smartphone,240-78-7283,240-78-7283-41,5G
D1780,IoT Device,240-28-4078,240-28-4078-18,4G
D1781,Smartphone,240-16-8513,240-16-8513-73,5G
D1782,IoT Device,240-96-1662,240-96-1662-96,3G
D1783,IoT Device,240-39-3642,240-39-3642-27,4G
D1784,Tablet,240-22-1132,240-22-1132-38,3G
D1785,IoT Device,240-71-2392,240-71-2392-66,3G
D1786,Tablet,240-44-4532,240-44-4532-85,4G
D1787,Smartphone,240-25-1948,240-25-1948-23,3G
D1788,Tablet,240-79-1314,240-79-1314-34,3G
D1789,IoT Device,240-34-8347,240-34-8347-32,5G
D1790,IoT Device,240-37-7573,240-37-7573-57,5G
D1791,IoT Device,240-24-2514,240-24-2514-24,3G
D1792,Tablet,240-56-7509,240-56-7509-52,5G
D1793,Tablet,240-02-7024,240-02-7024-79,5G
D1794,IoT Device,240-12-5691,240-12-5691-12,4G
D1795,Tablet,240-48-4182,240-48-4182-37,4G
D1796,IoT Device,240-39-8665,240-39-8665-82,5G
D1797,IoT Device,240-40-5329,240-40-5329-81,4G
D1798,IoT Device,240-25-1073,240-25-1073-43,3G
D1799,IoT Device,240-02-3695,240-02-3695-62,4G
D1800,IoT Device,240-88-6666,240-88-6666-49,4G
D1801,Tablet,240-44-4555,240-44-4555-22,4G
D1802,Tablet,240-33-3262,240-33-3262-43,3G
D1803,Tablet,240-03-8183,240-03-8183-91,5G
D1804,Tablet,240-60-4441,240-60-4441-56,4G
D1805,IoT Device,240-89-2711,240-89-2711-11,3G
D1806,Smartphone,240-39-4185,240-39-4185-16,4G
D1807,Smartphone,240-45-1666,240-45-1666-30,3G
D1808,IoT Device,240-73-6134,240-73-6134-93,4G
D1809,IoT Device,240-97-6867,240-97-6867-51,4G
D1810,Tablet,240-01-1885,240-01-1885-96,3G
D1811,IoT Device,240-53-9085,240-53-9085-10,5G
D1812,Smartphone,240-68-1354,240-68-1354-49,3G
D1813,IoT Device,240-35-1980,240-35-1980-58,3G
D1814,Smartphone,240-72-6186,240-72-6186-74,4G
D1815,Smartphone,240-12-1307,240-12-1307-30,3G
D1816,IoT Device,240-32-8170,240-32-8170-87,5G
D1817,Tablet,240-62-4302,240-62-4302-40,4G
D1818,Tablet,240-98-5512,240-98-5512-96,4G
D1819,IoT Device,240-45-9182,240-45-9182-94,5G
D1820,Smartphone,240-74-5650,240-74-5650-32,4G
D1821,IoT Device,240-78-3688,240-78-3688-55,4G
D1822,Smartphone,240-13-1162,240-13-1162-43,3G
D1823,Tablet,240-99-6663,240-99-6663-50,4G
D1824,Smartphone,240-59-2194,240-59-2194-53,3G
D1825,Tablet,240-15-1736,240-15-1736-42,3G
D1826,Smartphone,240-99-3594,240-99-3594-59,4G
D1827,Tablet,240-22-7231,240-22-7231-65,5G
D1828,IoT Device,240-53-3906,240-53-3906-73,4G
D1829,Smartphone,240-31-8298,240-31-8298-75,5G
D1830,Tablet,240-29-7968,240-29-7968-87,5G
D1831,Smartphone,240-15-4685,240-15-4685-97,4G
D1832,Smartphone,240-29-5273,240-29-5273-13,4G
D1833,Smartphone,240-70-3098,240-70-3098-79,3G
D1834,Tablet,240-74-1689,240-74-1689-16,3G
D1835,IoT Device,240-26-4674,240-26-4674-66,4G
D1836,Smartphone,240-21-8987,240-21-8987-80,5G
D1837,Tablet,240-25-7983,240-25-7983-17,5G
D1838,Tablet,240-32-9689,240-32-9689-54,5G
D1839,IoT Device,240-66-8678,240-66-8678-12,5G
D1840,Smartphone,240-40-2058,240-40-2058-11,3G
D1841,Tablet,240-04-9864,240-04-9864-89,5G
D1842,IoT Device,240-17-2227,240-17-2227-13,3G
D1843,Tablet,240-64-5879,240-64-5879-10,4G
D1844,Smartphone,240-91-3126,240-91-3126-70,3G
D1845,IoT Device,240-89-8585,240-89-8585-33,5G
D1846,Smartphone,240-48-8039,240-48-8039-64,5G
D1847,Smartphone,240-84-1517,240-84-1517-98,3G
D1848,IoT Device,240-41-5439,240-41-5439-24,4G
D1849,Smartphone,240-83-3288,240-83-3288-57,3G
D1850,IoT Device,240-52-6465,240-52-6465-44,4G
D1851,Smartphone,240-14-5470,240-14-5470-12,4G
D1852,IoT Device,240-34-4891,240-34-4891-59,4G
D1853,IoT Device,240-27-4740,240-27-4740-47,4G
D1854,Tablet,240-48-4300,240-48-4300-37,4G
D1855,Smartphone,240-58-4505,240-58-4505-15,4G
D1856,Smartphone,240-65-7423,240-65-7423-36,5G
D1857,Smartphone,240-71-9121,240-71-9121-52,5G
D1858,IoT Device,240-18-7815,240-18-7815-52,5G
D1859,Tablet,240-68-3813,240-68-3813-50,4G
D1860,Smartphone,240-99-3082,240-99-3082-46,3G
D1861,IoT Device,240-21-9168,240-21-9168-80,5G
D1862,Smartphone,240-10-4580,240-10-4580-96,4G
D1863,IoT Device,240-47-1235,240-47-1235-32,3G
D1864,Tablet,240-88-9169,240-88-9169-57,5G
D1865,Smartphone,240-86-2846,240-86-2846-67,3G
D1866,Smartphone,240-75-6859,240-75-6859-56,4G
D1867,Smartphone,240-09-8147,240-09-8147-90,5G
D1868,Tablet,240-42-6813,240-42-6813-53,4G
D1869,Smartphone,240-63-8289,240-63-8289-15,5G
D1870,IoT Device,240-05-2710,240-05-2710-93,3G
D1871,Tablet,240-26-3947,240-26-3947-56,4G
D1872,IoT Device,240-91-1101,240-91-1101-96,3G
D1873,Smartphone,240-94-2320,240-94-2320-64,3G
D1874,IoT Device,240-17-1090,240-17-1090-70,3G
D1875,Smartphone,240-70-1608,240-70-1608-29,3G
D1876,Smartphone,240-63-8011,240-63-8011-58,5G
D1877,Smartphone,240-89-1404,240-89-1404-79,3G
D1878,Tablet,240-75-6416,240-75-6416-37,4G
D1879,Smartphone,240-38-4467,240-38-4467-70,4G
D1880,Tablet,240-79-4199,240-79-4199-46,4G
D1881,IoT Device,240-64-5523,240-64-5523-51,4G
D1882,Tablet,240-64-2371,240-64-2371-22,3G
D1883,Tablet,240-15-5064,240-15-5064-65,4G
D1884,Smartphone,240-31-6771,240-31-6771-43,4G
D1885,Tablet,240-30-8668,240-30-8668-41,5G
D1886,IoT Device,240-29-3657,240-29-3657-62,4G
D1887,Tablet,240-97-8127,240-97-8127-45,5G
D1888,Tablet,240-89-1376,240-89-1376-67,3G
D1889,Tablet,240-20-5318,240-20-5318-87,4G
D1890,Smartphone,240-12-9952,240-12-9952-50,5G
D1891,IoT Device,240-44-5506,240-44-5506-42,4G
D1892,Smartphone,240-26-3229,240-26-3229-99,3G
D1893,Smartphone,240-80-8088,240-80-8088-50,5G
D1894,Smartphone,240-47-2830,240-47-2830-39,3G
D1895,Tablet,240-06-5696,240-06-5696-65,4G
D1896,IoT Device,240-46-4291,240-46-4291-88,4G
D1897,Tablet,240-90-2209,240-90-2209-60,3G
D1898,Tablet,240-83-2451,240-83-2451-70,3G
D1899,IoT Device,240-36-2909,240-36-2909-41,3G
D1900,Smartphone,240-15-1700,240-15-1700-86,3G
D1901,IoT Device,240-53-2245,240-53-2245-33,3G
D1902,IoT Device,240-17-9880,240-17-9880-89,5G
D1903,Tablet,240-06-7391,240-06-7391-29,5G
D1904,IoT Device,240-08-9764,240-08-9764-37,5G
D1905,IoT Device,240-02-4578,240-02-4578-91,4G
D1906,Tablet,240-68-3312,240-68-3312-48,3G
D1907,Smartphone,240-37-6813,240-37-6813-65,4G
D1908,Tablet,240-16-8873,240-16-8873-46,5G
D1909,Smartphone,240-71-1083,240-71-1083-94,3G
D1910,IoT Device,240-97-2043,240-97-2043-29,3G
D1911,IoT Device,240-03-2866,240-03-2866-40,3G
D1912,Tablet,240-76-5744,240-76-5744-15,4G
D1913,Tablet,240-25-6773,240-25-6773-90,4G
D1914,Smartphone,240-45-6690,240-45-6690-27,4G
D1915,Smartphone,240-30-3427,240-30-3427-40,3G
D1916,Tablet,240-25-3084,240-25-3084-67,3G
D1917,IoT Device,240-95-8400,240-95-8400-54,5G
D1918,IoT Device,240-94-4983,240-94-4983-15,4G
D1919,Tablet,240-09-2164,240-09-2164-85,3G
D1920,Smartphone,240-11-1765,240-11-1765-33,3G
D1921,Smartphone,240-48-5077,240-48-5077-36,4G
D1922,Smartphone,240-20-2167,240-20-2167-44,3G
D1923,IoT Device,240-08-5060,240-08-5060-98,4G
D1924,IoT Device,240-18-6357,240-18-6357-93,4G
D1925,Smartphone,240-38-9901,240-38-9901-17,5G
D1926,Smartphone,240-30-9817,240-30-9817-61,5G
D1927,IoT Device,240-11-4919,240-11-4919-19,4G
D1928,Tablet,240-79-7319,240-79-7319-24,5G
D1929,IoT Device,240-90-9757,240-90-9757-34,5G
D1930,IoT Device,240-31-2882,240-31-2882-56,3G
D1931,Tablet,240-09-5642,240-09-5642-36,4G
D1932,IoT Device,240-25-4495,240-25-4495-27,4G
D1933,Tablet,240-77-5592,240-77-5592-77,4G
D1934,Smartphone,240-75-3780,240-75-3780-15,4G
D1935,Tablet,240-43-6632,240-43-6632-59,4G
D1936,IoT Device,240-37-5982,240-37-5982-28,4G
D1937,IoT Device,240-02-6000,240-02-6000-69,4G
D1938,Tablet,240-08-9431,240-08-9431-37,5G
D1939,Smartphone,240-12-1863,240-12-1863-85,3G
D1940,Tablet,240-28-7615,240-28-7615-67,5G
D1941,Smartphone,240-50-9161,240-50-9161-54,5G
D1942,Tablet,240-70-5196,240-70-5196-42,4G
D1943,Smartphone,240-65-3665,240-65-3665-79,4G
D1944,Smartphone,240-61-5914,240-61-5914-50,4G
D1945,Smartphone,240-51-4346,240-51-4346-74,4G
D1946,Tablet,240-17-3861,240-17-3861-54,4G
D1947,Smartphone,240-64-3008,240-64-3008-47,3G
D1948,IoT Device,240-13-8476,240-13-8476-30,5G
D1949,IoT Device,240-29-5161,240-29-5161-10,4G
D1950,IoT Device,240-62-7120,240-62-7120-40,5G
D1951,Smartphone,240-14-8860,240-14-8860-58,5G
D1952,IoT Device,240-44-4463,240-44-4463-33,4G
D1953,Tablet,240-79-6019,240-79-6019-64,4G
D1954,IoT Device,240-98-6073,240-98-6073-86,4G
D1955,IoT Device,240-17-9932,240-17-9932-89,5G
D1956,IoT Device,240-71-1986,240-71-1986-91,3G
D1957,IoT Device,240-87-3525,240-87-3525-95,4G
D1958,Smartphone,240-23-3338,240-23-3338-56,3G
D1959,Tablet,240-22-7515,240-22-7515-32,5G
D1960,Tablet,240-50-6938,240-50-6938-70,4G
D1961,Tablet,240-25-6497,240-25-6497-63,4G
D1962,Smartphone,240-48-9886,240-48-9886-16,5G
D1963,IoT Device,240-39-3806,240-39-3806-76,4G
D1964,Smartphone,240-70-5136,240-70-5136-11,4G
D1965,IoT Device,240-73-3044,240-73-3044-29,3G
D1966,IoT Device,240-02-3800,240-02-3800-86,4G
D1967,IoT Device,240-36-3877,240-36-3877-50,4G
D1968,IoT Device,240-58-8131,240-58-8131-85,5G
D1969,Tablet,240-91-9598,240-91-9598-71,5G
D1970,Tablet,240-73-9544,240-73-9544-32,5G
D1971,Tablet,240-33-5187,240-33-5187-16,4G
D1972,Smartphone,240-09-1755,240-09-1755-45,3G
