Timestamp,MCC,MNC,PLMN,LAI,RAI,Network_Type,Device_Type
260314,240,1,24001,240-01,240-01-1265-13,4G,Smartphone
260322,310,120,310120,310-120,310-120-7925-98,4G,IoT Device
260318,240,2,24002,240-02,240-02-9225-33,5G,Smartphone
260317,234,15,23415,234-15,234-15-6571-97,4G,Tablet
260315,234,30,23430,234-30,234-30-9308-41,5G,IoT Device
260304,240,7,24007,240-07,240-07-9692-11,4G,Tablet
260324,206,20,20620,206-20,206-20-1977-65,3G,Smartphone
260310,240,7,24007,240-07,240-07-7443-45,5G,Tablet
260312,206,10,20610,206-10,206-10-4922-82,4G,IoT Device
260321,234,38,23438,234-38,234-38-9142-57,3G,Tablet
260323,310,480,310480,310-480,310-480-8162-59,4G,Smartphone
260323,234,15,23415,234-15,234-15-1376-80,4G,IoT Device
260318,310,260,310260,310-260,310-260-4804-22,5G,Smartphone
260305,206,5,20605,206-05,206-05-4570-50,4G,Smartphone
260310,206,5,20605,206-05,206-05-9473-86,5G,Smartphone
260227,240,4,24004,240-04,240-04-5722-80,5G,Smartphone
260323,206,1,20601,206-01,206-01-8685-29,5G,Smartphone
260226,310,480,310480,310-480,310-480-3734-74,5G,Smartphone
260308,310,480,310480,310-480,310-480-7541-69,4G,Smartphone
260225,206,1,20601,206-01,206-01-3391-81,4G,Smartphone
260320,310,260,310260,310-260,310-260-3329-35,3G,Smartphone
260324,240,24,24024,240-24,240-24-6615-88,5G,Smartphone
260319,206,5,20605,206-05,206-05-5075-69,5G,IoT Device
260324,310,260,310260,310-260,310-260-7640-65,5G,Smartphone
260322,240,4,24004,240-04,240-04-6075-52,3G,IoT Device
260228,240,8,24008,240-08,240-08-3667-98,5G,Smartphone
260228,310,120,310120,310-120,310-120-5956-36,5G,IoT Device
260226,206,5,20605,206-05,206-05-4932-75,5G,IoT Device
260314,240,7,24007,240-07,240-07-9827-68,3G,Smartphone
260318,310,120,310120,310-120,310-120-5483-78,5G,Tablet
260315,234,38,23438,234-38,234-38-5789-95,3G,Smartphone
260302,234,20,23420,234-20,234-20-2507-55,3G,IoT Device
260227,240,24,24024,240-24,240-24-8501-59,4G,Smartphone
260308,240,5,24005,240-05,240-05-6112-78,5G,Smartphone
260326,240,7,24007,240-07,240-07-6468-50,5G,Smartphone
260307,240,1,24001,240-01,240-01-8687-56,5G,Smartphone
260319,206,10,20610,206-10,206-10-3231-61,5G,Smartphone
260301,240,4,24004,240-04,240-04-4573-45,5G,Smartphone
260321,240,1,24001,240-01,240-01-8099-69,4G,Tablet
260326,206,5,20605,206-05,206-05-1280-40,5G,Smartphone
260321,240,16,24016,240-16,240-16-6591-10,5G,Smartphone
260226,240,4,24004,240-04,240-04-4789-62,5G,Smartphone
260323,206,20,20620,206-20,206-20-5539-79,4G,Tablet
260312,206,5,20605,206-05,206-05-4238-26,4G,Smartphone
260304,310,260,310260,310-260,310-260-5360-76,4G,IoT Device
260305,206,5,20605,206-05,206-05-9741-24,5G,Smartphone
260323,310,260,310260,310-260,310-260-3289-38,4G,Smartphone
260321,240,4,24004,240-04,240-04-6789-50,4G,Smartphone
260319,240,1,24001,240-01,240-01-5280-41,4G,Smartphone
260307,310,260,310260,310-260,310-260-7720-87,5G,Tablet
260308,240,7,24007,240-07,240-07-4968-29,5G,Smartphone
260321,234,15,23415,234-15,234-15-7607-39,4G,Smartphone
260309,240,1,24001,240-01,240-01-5746-97,5G,IoT Device
260313,206,5,20605,206-05,206-05-3207-61,5G,IoT Device
260306,240,16,24016,240-16,240-16-6469-70,5G,Smartphone
260315,234,33,23433,234-33,234-33-3282-62,3G,IoT Device
260307,310,120,310120,310-120,310-120-2908-26,4G,IoT Device
260315,310,480,310480,310-480,310-480-3336-89,4G,Tablet
260227,240,8,24008,240-08,240-08-2062-47,4G,Smartphone
260312,240,1,24001,240-01,240-01-9199-49,5G,Tablet
260325,206,10,20610,206-10,206-10-4997-76,3G,IoT Device
260226,206,20,20620,206-20,206-20-7978-22,5G,Tablet
260307,310,120,310120,310-120,310-120-2913-59,4G,Smartphone
260315,234,10,23410,234-10,234-10-9114-66,3G,Smartphone
260308,206,5,20605,206-05,206-05-2461-26,5G,Smartphone
260312,310,260,310260,310-260,310-260-4575-67,3G,IoT Device
260304,310,260,310260,310-260,310-260-2231-11,5G,Tablet
260312,310,480,310480,310-480,310-480-9922-91,4G,IoT Device
260304,240,16,24016,240-16,240-16-3463-19,5G,Tablet
260303,310,410,310410,310-410,310-410-3129-48,5G,Smartphone
260303,240,24,24024,240-24,240-24-9108-88,5G,Smartphone
260310,234,33,23433,234-33,234-33-1627-13,4G,Smartphone
260326,234,15,23415,234-15,234-15-5271-20,4G,IoT Device
260317,234,33,23433,234-33,234-33-6314-12,4G,IoT Device
260323,234,30,23430,234-30,234-30-2761-51,4G,Smartphone
260320,310,260,310260,310-260,310-260-8831-10,4G,Smartphone
260326,234,20,23420,234-20,234-20-6199-88,3G,Tablet
260320,206,5,20605,206-05,206-05-2644-46,4G,IoT Device
260311,240,5,24005,240-05,240-05-2030-26,4G,Smartphone
260315,310,410,310410,310-410,310-410-5265-56,4G,Smartphone
260309,206,10,20610,206-10,206-10-3978-32,4G,IoT Device
260312,310,260,310260,310-260,310-260-3647-60,4G,IoT Device
260228,310,260,310260,310-260,310-260-9502-41,3G,Smartphone
260310,240,5,24005,240-05,240-05-1284-45,5G,Smartphone
260228,240,24,24024,240-24,240-24-2354-36,5G,Smartphone
260320,310,410,310410,310-410,310-410-9669-66,5G,Smartphone
260322,234,15,23415,234-15,234-15-5697-58,3G,IoT Device
260302,206,1,20601,206-01,206-01-5249-19,5G,Tablet
260307,234,20,23420,234-20,234-20-6233-43,5G,Smartphone
260322,240,7,24007,240-07,240-07-8565-65,3G,Smartphone
260228,240,1,24001,240-01,240-01-8593-20,4G,Smartphone
260312,310,480,310480,310-480,310-480-5157-73,3G,Smartphone
260302,234,10,23410,234-10,234-10-2908-16,3G,Tablet
260322,310,480,310480,310-480,310-480-4664-92,3G,Smartphone
260227,234,33,23433,234-33,234-33-8308-11,3G,IoT Device
260316,310,120,310120,310-120,310-120-2368-66,5G,IoT Device
260315,234,30,23430,234-30,234-30-8771-50,3G,Smartphone
260316,206,10,20610,206-10,206-10-2448-84,4G,Smartphone
260321,234,10,23410,234-10,234-10-5352-67,4G,Smartphone
260310,206,20,20620,206-20,206-20-8856-29,5G,Tablet
260310,234,33,23433,234-33,234-33-9372-22,3G,IoT Device
260307,240,16,24016,240-16,240-16-8564-80,4G,Smartphone
260319,234,33,23433,234-33,234-33-5279-50,4G,Smartphone
260301,206,10,20610,206-10,206-10-6368-57,5G,Smartphone
260306,234,30,23430,234-30,234-30-6966-72,4G,Smartphone
260310,240,16,24016,240-16,240-16-3625-33,4G,Smartphone
260305,240,16,24016,240-16,240-16-8883-73,5G,Smartphone
260304,310,480,310480,310-480,310-480-6740-91,3G,IoT Device
260321,234,38,23438,234-38,234-38-2390-67,3G,IoT Device
260302,206,5,20605,206-05,206-05-5370-89,5G,Smartphone
260312,234,30,23430,234-30,234-30-4562-67,4G,Tablet
260227,240,24,24024,240-24,240-24-3253-42,4G,Smartphone
260326,240,4,24004,240-04,240-04-3387-25,3G,Smartphone
260226,240,7,24007,240-07,240-07-6231-93,4G,IoT Device
260305,234,38,23438,234-38,234-38-1754-65,3G,IoT Device
260310,206,20,20620,206-20,206-20-9982-35,4G,Smartphone
260319,206,20,20620,206-20,206-20-2270-82,4G,Smartphone
260226,310,410,310410,310-410,310-410-2478-95,4G,Smartphone
260313,234,15,23415,234-15,234-15-2724-80,3G,Smartphone
260320,206,10,20610,206-10,206-10-1082-17,3G,Smartphone
260228,240,8,24008,240-08,240-08-4046-64,3G,Tablet
260320,310,260,310260,310-260,310-260-7752-54,3G,Smartphone
260319,234,20,23420,234-20,234-20-9585-40,3G,IoT Device
260312,234,10,23410,234-10,234-10-8299-66,5G,Tablet
260318,310,120,310120,310-120,310-120-1312-28,4G,Smartphone
260301,234,38,23438,234-38,234-38-3999-54,5G,Tablet
260306,206,1,20601,206-01,206-01-4330-98,5G,Smartphone
260308,234,10,23410,234-10,234-10-1544-17,3G,Tablet
260314,240,24,24024,240-24,240-24-8511-58,5G,Tablet
260318,234,10,23410,234-10,234-10-1249-14,4G,Tablet
260308,234,10,23410,234-10,234-10-3801-85,4G,IoT Device
260314,240,5,24005,240-05,240-05-8068-99,5G,Smartphone
260314,206,20,20620,206-20,206-20-9466-15,5G,Tablet
260318,206,5,20605,206-05,206-05-4746-27,5G,Smartphone
260312,310,260,310260,310-260,310-260-2691-41,4G,Smartphone
260301,240,2,24002,240-02,240-02-8695-48,4G,Smartphone
260314,310,120,310120,310-120,310-120-7277-39,4G,IoT Device
260225,206,5,20605,206-05,206-05-7313-27,4G,Tablet
260309,310,260,310260,310-260,310-260-4293-81,4G,Smartphone
260323,310,480,310480,310-480,310-480-7576-85,4G,IoT Device
260318,234,20,23420,234-20,234-20-4037-61,4G,Smartphone
260327,240,8,24008,240-08,240-08-6061-37,5G,Smartphone
260306,206,20,20620,206-20,206-20-5255-44,5G,Tablet
260313,240,4,24004,240-04,240-04-8197-78,3G,IoT Device
260315,310,120,310120,310-120,310-120-4251-25,3G,Tablet
260305,234,30,23430,234-30,234-30-4638-55,3G,Smartphone
260320,234,33,23433,234-33,234-33-3996-21,5G,Tablet
260306,206,5,20605,206-05,206-05-6795-61,3G,Smartphone
260305,240,16,24016,240-16,240-16-3859-61,5G,Smartphone
260323,240,16,24016,240-16,240-16-4465-85,4G,Smartphone
260325,310,120,310120,310-120,310-120-9572-70,4G,Smartphone
260226,234,15,23415,234-15,234-15-1505-75,4G,IoT Device
260307,234,30,23430,234-30,234-30-7568-48,4G,Tablet
260319,240,4,24004,240-04,240-04-7228-38,4G,Smartphone
260325,310,260,310260,310-260,310-260-5891-52,5G,IoT Device
260228,206,1,20601,206-01,206-01-6377-74,4G,Tablet
260304,310,410,310410,310-410,310-410-8743-84,3G,IoT Device
260316,206,10,20610,206-10,206-10-8722-10,5G,Smartphone
260306,206,5,20605,206-05,206-05-4193-49,4G,Smartphone
260225,206,10,20610,206-10,206-10-4405-50,3G,Smartphone
260309,206,5,20605,206-05,206-05-1359-38,4G,Smartphone
260311,310,260,310260,310-260,310-260-1475-37,4G,IoT Device
260306,240,7,24007,240-07,240-07-1819-59,4G,Smartphone
260316,240,2,24002,240-02,240-02-2408-16,4G,Smartphone
260324,240,4,24004,240-04,240-04-3328-73,5G,Tablet
260325,234,33,23433,234-33,234-33-6416-11,3G,Smartphone
260320,206,10,20610,206-10,206-10-3516-12,4G,IoT Device
260323,206,5,20605,206-05,206-05-5860-95,5G,Smartphone
260324,240,7,24007,240-07,240-07-9378-94,5G,Smartphone
260326,310,480,310480,310-480,310-480-5006-50,4G,IoT Device
260323,240,24,24024,240-24,240-24-9373-82,5G,Tablet
260305,240,1,24001,240-01,240-01-6698-35,5G,Smartphone
260301,206,20,20620,206-20,206-20-4998-39,4G,Smartphone
260318,206,5,20605,206-05,206-05-3496-22,5G,Tablet
260320,310,120,310120,310-120,310-120-8547-74,4G,Smartphone
260302,206,10,20610,206-10,206-10-4662-87,4G,Smartphone
260321,310,410,310410,310-410,310-410-5656-61,4G,IoT Device
260309,310,410,310410,310-410,310-410-3800-25,5G,IoT Device
260311,234,20,23420,234-20,234-20-9861-80,3G,Tablet
260304,234,30,23430,234-30,234-30-9869-95,4G,IoT Device
260325,310,410,310410,310-410,310-410-7913-81,5G,Smartphone
260304,310,480,310480,310-480,310-480-7370-48,4G,IoT Device
260226,240,24,24024,240-24,240-24-4880-91,4G,IoT Device
260301,310,120,310120,310-120,310-120-6504-16,4G,Tablet
260317,206,10,20610,206-10,206-10-4790-72,5G,Smartphone
260308,310,410,310410,310-410,310-410-2025-50,3G,Smartphone
260311,234,15,23415,234-15,234-15-7488-27,4G,Tablet
260309,234,15,23415,234-15,234-15-5830-59,3G,IoT Device
260319,240,7,24007,240-07,240-07-9664-79,4G,Smartphone
260319,240,5,24005,240-05,240-05-9055-78,3G,IoT Device
260312,240,5,24005,240-05,240-05-3073-96,4G,Tablet
260227,234,10,23410,234-10,234-10-3222-48,3G,Tablet
260321,234,30,23430,234-30,234-30-5035-21,4G,IoT Device
260314,310,410,310410,310-410,310-410-5085-47,3G,Smartphone
260322,310,260,310260,310-260,310-260-7917-27,5G,Tablet
260318,310,410,310410,310-410,310-410-6744-24,5G,Smartphone
260321,310,260,310260,310-260,310-260-4834-37,4G,IoT Device
260310,240,24,24024,240-24,240-24-8566-27,3G,Tablet
260317,310,480,310480,310-480,310-480-5190-83,4G,Smartphone
260308,310,260,310260,310-260,310-260-1918-29,5G,Smartphone
260314,206,1,20601,206-01,206-01-4104-14,5G,Smartphone
260318,234,15,23415,234-15,234-15-7669-16,5G,Smartphone
260325,206,10,20610,206-10,206-10-6174-22,4G,Smartphone
260226,310,480,310480,310-480,310-480-5182-71,4G,IoT Device
260320,240,7,24007,240-07,240-07-1714-16,5G,Tablet
260308,206,5,20605,206-05,206-05-4265-72,5G,Tablet
260323,240,1,24001,240-01,240-01-1379-84,5G,Tablet
260227,234,15,23415,234-15,234-15-8119-25,5G,Tablet
260316,240,8,24008,240-08,240-08-7145-83,5G,Smartphone
260326,240,2,24002,240-02,240-02-9140-43,5G,IoT Device
260318,234,20,23420,234-20,234-20-7513-24,5G,Smartphone
260319,234,10,23410,234-10,234-10-9155-64,3G,Smartphone
260317,240,16,24016,240-16,240-16-9761-31,4G,Smartphone
260321,240,8,24008,240-08,240-08-1246-14,5G,IoT Device
260301,206,20,20620,206-20,206-20-5528-46,5G,Smartphone
260226,240,16,24016,240-16,240-16-5254-12,4G,Smartphone
260304,206,5,20605,206-05,206-05-2720-86,4G,Tablet
260310,240,24,24024,240-24,240-24-9583-52,5G,IoT Device
260304,240,4,24004,240-04,240-04-3126-35,5G,Tablet
260304,234,15,23415,234-15,234-15-4494-60,5G,Smartphone
260301,310,260,310260,310-260,310-260-7363-19,3G,IoT Device
260321,234,10,23410,234-10,234-10-3414-22,3G,Smartphone
260314,234,15,23415,234-15,234-15-6520-51,4G,IoT Device
260304,234,38,23438,234-38,234-38-7058-45,3G,Tablet
260309,206,10,20610,206-10,206-10-2194-48,5G,Smartphone
260315,310,260,310260,310-260,310-260-6542-36,4G,IoT Device
260226,240,24,24024,240-24,240-24-4277-83,5G,Smartphone
260320,310,480,310480,310-480,310-480-3133-68,4G,Smartphone
260309,240,4,24004,240-04,240-04-2696-64,5G,Smartphone
260319,234,10,23410,234-10,234-10-5771-84,3G,Smartphone
260306,234,38,23438,234-38,234-38-4587-87,3G,Tablet
260324,310,410,310410,310-410,310-410-1383-67,4G,Tablet
260313,206,5,20605,206-05,206-05-6709-34,4G,Smartphone
260304,206,5,20605,206-05,206-05-7457-30,5G,Smartphone
260324,240,24,24024,240-24,240-24-6062-85,4G,Smartphone
260313,310,480,310480,310-480,310-480-2685-28,4G,IoT Device
260305,240,7,24007,240-07,240-07-4895-95,5G,Smartphone
260323,310,260,310260,310-260,310-260-4423-40,5G,Tablet
260311,240,16,24016,240-16,240-16-8901-26,5G,Tablet
260306,206,1,20601,206-01,206-01-3777-30,4G,Smartphone
260325,240,5,24005,240-05,240-05-2226-16,5G,Smartphone
260319,310,480,310480,310-480,310-480-8142-26,4G,Smartphone
260317,206,20,20620,206-20,206-20-6717-45,5G,Smartphone
260324,240,5,24005,240-05,240-05-3825-48,5G,Smartphone
260308,206,5,20605,206-05,206-05-7848-81,5G,Smartphone
260306,240,16,24016,240-16,240-16-1817-49,5G,Smartphone
260311,234,33,23433,234-33,234-33-7107-76,4G,Tablet
260319,206,1,20601,206-01,206-01-7493-71,5G,Tablet
260308,310,480,310480,310-480,310-480-4348-48,4G,Smartphone
260319,310,120,310120,310-120,310-120-8775-34,5G,Tablet
260305,206,1,20601,206-01,206-01-4889-51,4G,IoT Device
260308,234,10,23410,234-10,234-10-3403-98,4G,Tablet
260313,310,260,310260,310-260,310-260-7754-90,4G,Smartphone
260304,206,10,20610,206-10,206-10-2455-19,4G,Smartphone
260310,310,410,310410,310-410,310-410-6472-76,4G,IoT Device
260302,206,20,20620,206-20,206-20-1012-26,5G,Smartphone
260302,234,38,23438,234-38,234-38-7554-62,3G,Smartphone
260312,310,120,310120,310-120,310-120-7288-63,4G,IoT Device
260325,234,15,23415,234-15,234-15-5174-77,3G,Tablet
260309,206,10,20610,206-10,206-10-2158-37,4G,Smartphone
260227,310,480,310480,310-480,310-480-2676-89,5G,Tablet
260312,240,5,24005,240-05,240-05-6035-72,4G,Tablet
260316,240,24,24024,240-24,240-24-4168-36,5G,Smartphone
260225,234,30,23430,234-30,234-30-4914-94,3G,Tablet
260313,310,480,310480,310-480,310-480-8746-10,3G,Smartphone
260321,240,1,24001,240-01,240-01-3483-60,4G,Smartphone
260324,310,260,310260,310-260,310-260-1672-96,4G,Tablet
260302,240,24,24024,240-24,240-24-3603-28,3G,Smartphone
260305,206,5,20605,206-05,206-05-5066-51,5G,Smartphone
260325,240,1,24001,240-01,240-01-3117-77,5G,Smartphone
260326,310,260,310260,310-260,310-260-2836-83,4G,Smartphone
260316,240,8,24008,240-08,240-08-6740-77,4G,Tablet
260227,310,480,310480,310-480,310-480-7653-12,3G,Smartphone
260226,206,10,20610,206-10,206-10-6039-66,5G,Smartphone
260227,234,20,23420,234-20,234-20-8536-60,4G,Smartphone
260314,206,10,20610,206-10,206-10-5244-15,4G,Smartphone
260323,240,16,24016,240-16,240-16-4094-39,5G,Smartphone
260303,206,1,20601,206-01,206-01-1482-10,5G,Smartphone
260305,310,410,310410,310-410,310-410-6131-31,4G,IoT Device
260324,206,20,20620,206-20,206-20-5298-62,5G,Smartphone
260302,206,20,20620,206-20,206-20-8151-47,4G,Smartphone
260325,234,20,23420,234-20,234-20-3828-91,3G,Smartphone
260324,234,38,23438,234-38,234-38-9789-44,3G,IoT Device
260314,310,410,310410,310-410,310-410-6220-67,4G,Smartphone
260308,234,30,23430,234-30,234-30-7268-55,3G,Smartphone
260312,240,7,24007,240-07,240-07-3521-37,5G,Smartphone
260228,234,15,23415,234-15,234-15-6940-59,4G,Tablet
260307,240,2,24002,240-02,240-02-6796-77,5G,Tablet
260326,206,1,20601,206-01,206-01-9206-76,5G,Smartphone
260320,240,16,24016,240-16,240-16-3978-85,4G,IoT Device
260307,240,1,24001,240-01,240-01-3482-31,4G,Smartphone
260302,310,480,310480,310-480,310-480-9424-18,4G,Smartphone
260227,310,260,310260,310-260,310-260-2876-90,5G,Tablet
260318,310,260,310260,310-260,310-260-5503-75,4G,IoT Device
260308,234,38,23438,234-38,234-38-6214-66,4G,Smartphone
260319,206,20,20620,206-20,206-20-2865-51,5G,Smartphone
260227,240,16,24016,240-16,240-16-4570-27,5G,Smartphone
260307,206,10,20610,206-10,206-10-2482-58,5G,Tablet
260227,240,2,24002,240-02,240-02-8240-10,4G,IoT Device
260228,206,1,20601,206-01,206-01-3483-64,5G,Tablet
260314,206,1,20601,206-01,206-01-2185-36,5G,IoT Device
260225,310,480,310480,310-480,310-480-6032-27,5G,Smartphone
260318,206,1,20601,206-01,206-01-3931-52,4G,Tablet
260314,234,10,23410,234-10,234-10-5271-99,4G,Tablet
260302,310,120,310120,310-120,310-120-6112-36,4G,Smartphone
260311,240,16,24016,240-16,240-16-4242-41,5G,Tablet
260305,240,2,24002,240-02,240-02-5195-50,5G,Smartphone
260307,240,5,24005,240-05,240-05-5194-78,4G,Smartphone
260314,206,20,20620,206-20,206-20-8035-34,4G,Tablet
260301,234,38,23438,234-38,234-38-9370-17,4G,Tablet
260307,234,38,23438,234-38,234-38-7361-73,5G,Smartphone
260310,206,20,20620,206-20,206-20-2575-55,5G,Tablet
260306,206,10,20610,206-10,206-10-4407-25,3G,Smartphone
260311,234,38,23438,234-38,234-38-2799-33,4G,Tablet
260326,234,10,23410,234-10,234-10-4189-38,3G,IoT Device
260326,240,1,24001,240-01,240-01-6104-93,5G,Smartphone
260308,240,1,24001,240-01,240-01-8832-82,5G,Smartphone
260308,206,10,20610,206-10,206-10-6195-27,5G,IoT Device
260314,240,7,24007,240-07,240-07-1784-19,5G,Smartphone
260325,234,30,23430,234-30,234-30-7396-87,3G,Tablet
260310,234,10,23410,234-10,234-10-8805-12,4G,Smartphone
260321,206,1,20601,206-01,206-01-6753-94,4G,Smartphone
260317,240,8,24008,240-08,240-08-2667-24,5G,Smartphone
260304,234,15,23415,234-15,234-15-5936-19,4G,IoT Device
260320,240,2,24002,240-02,240-02-4635-94,5G,IoT Device
260314,234,33,23433,234-33,234-33-9900-64,3G,Smartphone
260313,240,5,24005,240-05,240-05-8846-61,5G,Smartphone
260318,234,30,23430,234-30,234-30-2769-51,4G,Smartphone
260228,206,5,20605,206-05,206-05-1755-45,3G,Tablet
260302,206,1,20601,206-01,206-01-7491-38,5G,Tablet
260326,240,1,24001,240-01,240-01-1952-92,3G,Tablet
260228,310,480,310480,310-480,310-480-9756-19,4G,Smartphone
260312,240,24,24024,240-24,240-24-9969-17,5G,Smartphone
260310,234,30,23430,234-30,234-30-4615-73,3G,Smartphone
260307,234,30,23430,234-30,234-30-4304-97,3G,Smartphone
260305,206,10,20610,206-10,206-10-7426-50,5G,Smartphone
260228,234,15,23415,234-15,234-15-1888-63,4G,IoT Device
260307,240,8,24008,240-08,240-08-9073-82,5G,Tablet
260312,240,5,24005,240-05,240-05-7668-90,4G,Smartphone
260310,310,120,310120,310-120,310-120-4388-58,3G,Smartphone
260227,240,8,24008,240-08,240-08-9693-98,5G,Smartphone
260225,310,480,310480,310-480,310-480-6238-55,4G,Smartphone
260317,240,8,24008,240-08,240-08-9453-59,5G,Tablet
260312,234,20,23420,234-20,234-20-8204-29,4G,Smartphone
260313,206,5,20605,206-05,206-05-3581-69,4G,Tablet
260321,240,5,24005,240-05,240-05-3734-71,5G,Smartphone
260316,234,38,23438,234-38,234-38-8324-70,3G,Tablet
260319,206,10,20610,206-10,206-10-3267-96,4G,Tablet
260314,240,2,24002,240-02,240-02-7503-29,5G,Smartphone
260303,240,16,24016,240-16,240-16-4972-74,5G,IoT Device
260314,240,1,24001,240-01,240-01-2414-48,5G,Smartphone
260308,240,2,24002,240-02,240-02-8264-76,4G,Smartphone
260304,240,4,24004,240-04,240-04-8030-76,3G,Tablet
260314,234,38,23438,234-38,234-38-7917-87,3G,IoT Device
260307,206,20,20620,206-20,206-20-8082-65,4G,Tablet
260321,310,260,310260,310-260,310-260-8107-51,5G,IoT Device
260324,240,2,24002,240-02,240-02-2870-49,5G,Smartphone
260306,310,480,310480,310-480,310-480-5509-31,4G,IoT Device
260302,234,30,23430,234-30,234-30-5723-13,4G,Smartphone
260309,206,5,20605,206-05,206-05-5860-81,5G,Smartphone
260309,206,10,20610,206-10,206-10-4995-65,5G,Tablet
260313,310,410,310410,310-410,310-410-5417-91,5G,Smartphone
260302,206,20,20620,206-20,206-20-6416-34,3G,Tablet
260323,234,20,23420,234-20,234-20-6606-20,3G,IoT Device
260301,206,10,20610,206-10,206-10-8792-57,5G,Tablet
260309,234,30,23430,234-30,234-30-9094-17,3G,Smartphone
260311,234,10,23410,234-10,234-10-3371-80,3G,Tablet
260320,206,1,20601,206-01,206-01-3568-95,5G,Smartphone
260305,206,5,20605,206-05,206-05-7505-82,5G,Tablet
260320,206,5,20605,206-05,206-05-9099-81,5G,IoT Device
260313,240,5,24005,240-05,240-05-3165-67,4G,Smartphone
260305,206,1,20601,206-01,206-01-4892-78,5G,Tablet
260313,234,38,23438,234-38,234-38-9734-87,3G,Smartphone
260313,206,20,20620,206-20,206-20-2905-98,5G,Smartphone
260319,206,20,20620,206-20,206-20-2127-48,4G,Smartphone
260306,310,410,310410,310-410,310-410-7361-50,4G,IoT Device
260304,310,480,310480,310-480,310-480-6403-86,4G,Smartphone
260310,234,20,23420,234-20,234-20-8353-89,4G,Smartphone
260303,310,410,310410,310-410,310-410-8350-32,4G,IoT Device
260322,234,38,23438,234-38,234-38-3813-24,3G,IoT Device
260302,206,5,20605,206-05,206-05-8894-45,5G,Smartphone
260321,234,15,23415,234-15,234-15-5123-50,3G,Smartphone
260313,206,1,20601,206-01,206-01-7857-61,5G,Smartphone
260306,206,20,20620,206-20,206-20-6122-49,5G,Smartphone
260314,234,20,23420,234-20,234-20-9109-54,3G,Tablet
260301,206,20,20620,206-20,206-20-7262-58,4G,Tablet
260324,206,10,20610,206-10,206-10-7719-34,4G,Smartphone
260318,234,30,23430,234-30,234-30-5407-36,3G,IoT Device
260318,206,1,20601,206-01,206-01-6574-45,3G,Smartphone
260311,240,5,24005,240-05,240-05-9578-43,5G,IoT Device
260315,234,20,23420,234-20,234-20-6311-12,4G,IoT Device
260316,310,480,310480,310-480,310-480-5929-75,5G,Smartphone
260309,240,8,24008,240-08,240-08-3415-72,5G,Smartphone
260310,310,120,310120,310-120,310-120-8811-16,4G,Smartphone
260323,206,10,20610,206-10,206-10-3266-85,4G,Smartphone
260319,310,260,310260,310-260,310-260-1973-89,4G,IoT Device
260322,240,24,24024,240-24,240-24-1473-83,5G,Smartphone
260303,310,120,310120,310-120,310-120-9367-92,5G,Smartphone
260311,206,20,20620,206-20,206-20-7927-46,5G,Smartphone
260307,234,20,23420,234-20,234-20-8458-48,5G,IoT Device
260320,206,5,20605,206-05,206-05-6821-75,4G,Smartphone
260226,240,24,24024,240-24,240-24-6655-89,4G,Smartphone
260225,240,2,24002,240-02,240-02-9437-50,4G,IoT Device
260310,240,8,24008,240-08,240-08-9995-48,5G,Smartphone
260303,310,120,310120,310-120,310-120-1964-99,4G,Tablet
260323,240,8,24008,240-08,240-08-4774-27,5G,Smartphone
260227,206,10,20610,206-10,206-10-9384-92,3G,IoT Device
260308,234,30,23430,234-30,234-30-5253-36,3G,IoT Device
260226,206,1,20601,206-01,206-01-5578-71,5G,Smartphone
260309,206,20,20620,206-20,206-20-3099-81,4G,Smartphone
260225,206,1,20601,206-01,206-01-9633-37,4G,Smartphone
260314,206,5,20605,206-05,206-05-2329-71,4G,Smartphone
260225,310,410,310410,310-410,310-410-2178-55,5G,Smartphone
260326,206,5,20605,206-05,206-05-8857-58,4G,Smartphone
260311,240,5,24005,240-05,240-05-3527-60,3G,Tablet
260319,206,1,20601,206-01,206-01-9144-68,4G,Smartphone
260308,310,410,310410,310-410,310-410-7067-18,3G,IoT Device
260320,240,8,24008,240-08,240-08-5964-88,4G,Tablet
260316,240,2,24002,240-02,240-02-3016-52,5G,Smartphone
260312,310,410,310410,310-410,310-410-3484-40,5G,Tablet
260310,240,2,24002,240-02,240-02-5122-61,5G,IoT Device
260324,240,24,24024,240-24,240-24-6700-88,5G,Smartphone
260322,206,5,20605,206-05,206-05-8019-72,5G,Smartphone
260301,310,260,310260,310-260,310-260-8081-61,5G,IoT Device
260307,240,16,24016,240-16,240-16-8031-84,4G,Tablet
260304,234,10,23410,234-10,234-10-2792-76,3G,IoT Device
260313,206,1,20601,206-01,206-01-2220-43,5G,Smartphone
260320,310,260,310260,310-260,310-260-7114-10,4G,IoT Device
260303,310,120,310120,310-120,310-120-2365-61,3G,IoT Device
260319,310,480,310480,310-480,310-480-5542-32,3G,Smartphone
260320,234,38,23438,234-38,234-38-2354-10,3G,Tablet
260311,240,8,24008,240-08,240-08-8434-22,5G,Smartphone
260316,234,33,23433,234-33,234-33-8430-61,3G,IoT Device
260326,234,33,23433,234-33,234-33-5972-99,5G,Tablet
260308,234,38,23438,234-38,234-38-6752-63,3G,Smartphone
260308,310,260,310260,310-260,310-260-9509-26,5G,IoT Device
260325,240,16,24016,240-16,240-16-3824-33,5G,Smartphone
260314,206,20,20620,206-20,206-20-9809-60,4G,Smartphone
260226,206,10,20610,206-10,206-10-5056-66,4G,IoT Device
