Timestamp,MCC,MNC,PLMN,LAI,RAI,Network_Type,Device_Type
260305222955+0100,206,1,20601,206-01-4889,206-01-4889-51,4G,IoT Device
260308112641+0000,234,10,23410,234-10-3403,234-10-3403-98,4G,Tablet
260313142522-0500,310,260,310260,310-260-7754,310-260-7754-90,4G,Smartphone
260304191407+0200,206,10,20610,206-10-2455,206-10-2455-19,4G,Smartphone
260310214525-0600,310,410,310410,310-410-6472,310-410-6472-76,4G,IoT Device
260302034953+0200,206,20,20620,206-20-1012,206-20-1012-26,5G,Smartphone
260302142828+0100,234,38,23438,234-38-7554,234-38-7554-62,3G,Smartphone
260312191200-0600,310,120,310120,310-120-7288,310-120-7288-63,4G,IoT Device
260325102944+0000,234,15,23415,234-15-5174,234-15-5174-77,3G,Tablet
260309105257+0100,206,10,20610,206-10-2158,206-10-2158-37,4G,Smartphone
260227025349-0800,310,480,310480,310-480-2676,310-480-2676-89,5G,Tablet
260312060516+0200,240,5,24005,240-05-6035,240-05-6035-72,4G,Tablet
260316203842+0100,240,24,24024,240-24-4168,240-24-4168-36,5G,Smartphone
260225102934+0000,234,30,23430,234-30-4914,234-30-4914-94,3G,Tablet
260313034130-0500,310,480,310480,310-480-8746,310-480-8746-10,3G,Smartphone
260321062403+0200,240,1,24001,240-01-3483,240-01-3483-60,4G,Smartphone
260324145719-0500,310,260,310260,310-260-1672,310-260-1672-96,4G,Tablet
260302200904+0200,240,24,24024,240-24-3603,240-24-3603-28,3G,Smartphone
260305022602+0200,206,5,20605,206-05-5066,206-05-5066-51,5G,Smartphone
260325203916+0200,240,1,24001,240-01-3117,240-01-3117-77,5G,Smartphone
260326185541-0700,310,260,310260,310-260-2836,310-260-2836-83,4G,Smartphone
260316163859+0200,240,8,24008,240-08-6740,240-08-6740-77,4G,Tablet
260227211650-0600,310,480,310480,310-480-7653,310-480-7653-12,3G,Smartphone
260226182146+0100,206,10,20610,206-10-6039,206-10-6039-66,5G,Smartphone
260227132939+0100,234,20,23420,234-20-8536,234-20-8536-60,4G,Smartphone
260314012237+0200,206,10,20610,206-10-5244,206-10-5244-15,4G,Smartphone
260323221235+0100,240,16,24016,240-16-4094,240-16-4094-39,5G,Smartphone
260303101050+0100,206,1,20601,206-01-1482,206-01-1482-10,5G,Smartphone
260305050855-0500,310,410,310410,310-410-6131,310-410-6131-31,4G,IoT Device
260324012752+0200,206,20,20620,206-20-5298,206-20-5298-62,5G,Smartphone
260302110543+0100,206,20,20620,206-20-8151,206-20-8151-47,4G,Smartphone
260325221305+0100,234,20,23420,234-20-3828,234-20-3828-91,3G,Smartphone
260324224500+0100,234,38,23438,234-38-9789,234-38-9789-44,3G,IoT Device
260314015852-0700,310,410,310410,310-410-6220,310-410-6220-67,4G,Smartphone
260308141946+0000,234,30,23430,234-30-7268,234-30-7268-55,3G,Smartphone
260312023152+0200,240,7,24007,240-07-3521,240-07-3521-37,5G,Smartphone
260228001738+0000,234,15,23415,234-15-6940,234-15-6940-59,4G,Tablet
260307071113+0100,240,2,24002,240-02-6796,240-02-6796-77,5G,Tablet
260326033459+0100,206,1,20601,206-01-9206,206-01-9206-76,5G,Smartphone
260320140653+0200,240,16,24016,240-16-3978,240-16-3978-85,4G,IoT Device
260307180839+0200,240,1,24001,240-01-3482,240-01-3482-31,4G,Smartphone
260302154129-0600,310,480,310480,310-480-9424,310-480-9424-18,4G,Smartphone
260227153936-0500,310,260,310260,310-260-2876,310-260-2876-90,5G,Tablet
260318112354-0600,310,260,310260,310-260-5503,310-260-5503-75,4G,IoT Device
260308113336+0000,234,38,23438,234-38-6214,234-38-6214-66,4G,Smartphone
260319063043+0200,206,20,20620,206-20-2865,206-20-2865-51,5G,Smartphone
260227195117+0100,240,16,24016,240-16-4570,240-16-4570-27,5G,Smartphone
260307210603+0100,206,10,20610,206-10-2482,206-10-2482-58,5G,Tablet
260227164851+0200,240,2,24002,240-02-8240,240-02-8240-10,4G,IoT Device
260228041952+0100,206,1,20601,206-01-3483,206-01-3483-64,5G,Tablet
260314234445+0200,206,1,20601,206-01-2185,206-01-2185-36,5G,IoT Device
260225105043-0700,310,480,310480,310-480-6032,310-480-6032-27,5G,Smartphone
260318195052+0200,206,1,20601,206-01-3931,206-01-3931-52,4G,Tablet
260314054618+0000,234,10,23410,234-10-5271,234-10-5271-99,4G,Tablet
260302040005-0600,310,120,310120,310-120-6112,310-120-6112-36,4G,Smartphone
260311210034+0100,240,16,24016,240-16-4242,240-16-4242-41,5G,Tablet
260305083910+0200,240,2,24002,240-02-5195,240-02-5195-50,5G,Smartphone
260307215812+0100,240,5,24005,240-05-5194,240-05-5194-78,4G,Smartphone
260314213003+0200,206,20,20620,206-20-8035,206-20-8035-34,4G,Tablet
260301033045+0000,234,38,23438,234-38-9370,234-38-9370-17,4G,Tablet
260307010924+0000,234,38,23438,234-38-7361,234-38-7361-73,5G,Smartphone
260310065514+0100,206,20,20620,206-20-2575,206-20-2575-55,5G,Tablet
260306021625+0200,206,10,20610,206-10-4407,206-10-4407-25,3G,Smartphone
260311105050+0000,234,38,23438,234-38-2799,234-38-2799-33,4G,Tablet
260326032632+0000,234,10,23410,234-10-4189,234-10-4189-38,3G,IoT Device
260326024458+0100,240,1,24001,240-01-6104,240-01-6104-93,5G,Smartphone
260308084312+0200,240,1,24001,240-01-8832,240-01-8832-82,5G,Smartphone
260308004617+0200,206,10,20610,206-10-6195,206-10-6195-27,5G,IoT Device
260314202149+0200,240,7,24007,240-07-1784,240-07-1784-19,5G,Smartphone
260325160724+0100,234,30,23430,234-30-7396,234-30-7396-87,3G,Tablet
260310053852+0100,234,10,23410,234-10-8805,234-10-8805-12,4G,Smartphone
260321153655+0100,206,1,20601,206-01-6753,206-01-6753-94,4G,Smartphone
260317063015+0100,240,8,24008,240-08-2667,240-08-2667-24,5G,Smartphone
260304081255+0100,234,15,23415,234-15-5936,234-15-5936-19,4G,IoT Device
260320180543+0100,240,2,24002,240-02-4635,240-02-4635-94,5G,IoT Device
260314131033+0000,234,33,23433,234-33-9900,234-33-9900-64,3G,Smartphone
260313092305+0200,240,5,24005,240-05-8846,240-05-8846-61,5G,Smartphone
260318030813+0000,234,30,23430,234-30-2769,234-30-2769-51,4G,Smartphone
260228084222+0200,206,5,20605,206-05-1755,206-05-1755-45,3G,Tablet
260302014326+0200,206,1,20601,206-01-7491,206-01-7491-38,5G,Tablet
260326020351+0100,240,1,24001,240-01-1952,240-01-1952-92,3G,Tablet
260228061425-0800,310,480,310480,310-480-9756,310-480-9756-19,4G,Smartphone
260312093849+0200,240,24,24024,240-24-9969,240-24-9969-17,5G,Smartphone
260310105515+0100,234,30,23430,234-30-4615,234-30-4615-73,3G,Smartphone
260307102012+0000,234,30,23430,234-30-4304,234-30-4304-97,3G,Smartphone
260305224017+0200,206,10,20610,206-10-7426,206-10-7426-50,5G,Smartphone
260228133148+0000,234,15,23415,234-15-1888,234-15-1888-63,4G,IoT Device
260307124524+0200,240,8,24008,240-08-9073,240-08-9073-82,5G,Tablet
260312170946+0200,240,5,24005,240-05-7668,240-05-7668-90,4G,Smartphone
260310052623-0800,310,120,310120,310-120-4388,310-120-4388-58,3G,Smartphone
260227021932+0200,240,8,24008,240-08-9693,240-08-9693-98,5G,Smartphone
260225181317-0700,310,480,310480,310-480-6238,310-480-6238-55,4G,Smartphone
260317093002+0100,240,8,24008,240-08-9453,240-08-9453-59,5G,Tablet
260312132833+0100,234,20,23420,234-20-8204,234-20-8204-29,4G,Smartphone
260313210305+0200,206,5,20605,206-05-3581,206-05-3581-69,4G,Tablet
260321002040+0200,240,5,24005,240-05-3734,240-05-3734-71,5G,Smartphone
260316070618+0100,234,38,23438,234-38-8324,234-38-8324-70,3G,Tablet
260319045247+0100,206,10,20610,206-10-3267,206-10-3267-96,4G,Tablet
260314202047+0100,240,2,24002,240-02-7503,240-02-7503-29,5G,Smartphone
260303060730+0200,240,16,24016,240-16-4972,240-16-4972-74,5G,IoT Device
260314093902+0200,240,1,24001,240-01-2414,240-01-2414-48,5G,Smartphone
260308011952+0100,240,2,24002,240-02-8264,240-02-8264-76,4G,Smartphone
260304225117+0100,240,4,24004,240-04-8030,240-04-8030-76,3G,Tablet
260314234645+0000,234,38,23438,234-38-7917,234-38-7917-87,3G,IoT Device
260307122757+0100,206,20,20620,206-20-8082,206-20-8082-65,4G,Tablet
260321115106-0800,310,260,310260,310-260-8107,310-260-8107-51,5G,IoT Device
260324152442+0200,240,2,24002,240-02-2870,240-02-2870-49,5G,Smartphone
260306112714-0500,310,480,310480,310-480-5509,310-480-5509-31,4G,IoT Device
260302134508+0000,234,30,23430,234-30-5723,234-30-5723-13,4G,Smartphone
260309150532+0200,206,5,20605,206-05-5860,206-05-5860-81,5G,Smartphone
260309183253+0200,206,10,20610,206-10-4995,206-10-4995-65,5G,Tablet
260313172950-0600,310,410,310410,310-410-5417,310-410-5417-91,5G,Smartphone
260302164016+0100,206,20,20620,206-20-6416,206-20-6416-34,3G,Tablet
260323010810+0100,234,20,23420,234-20-6606,234-20-6606-20,3G,IoT Device
260301041554+0100,206,10,20610,206-10-8792,206-10-8792-57,5G,Tablet
260309083213+0000,234,30,23430,234-30-9094,234-30-9094-17,3G,Smartphone
260311174926+0100,234,10,23410,234-10-3371,234-10-3371-80,3G,Tablet
260320225940+0100,206,1,20601,206-01-3568,206-01-3568-95,5G,Smartphone
260305075115+0100,206,5,20605,206-05-7505,206-05-7505-82,5G,Tablet
260320120535+0200,206,5,20605,206-05-9099,206-05-9099-81,5G,IoT Device
260313134547+0100,240,5,24005,240-05-3165,240-05-3165-67,4G,Smartphone
260305025025+0200,206,1,20601,206-01-4892,206-01-4892-78,5G,Tablet
260313081353+0000,234,38,23438,234-38-9734,234-38-9734-87,3G,Smartphone
260313112004+0200,206,20,20620,206-20-2905,206-20-2905-98,5G,Smartphone
260319035219+0200,206,20,20620,206-20-2127,206-20-2127-48,4G,Smartphone
260306001838-0500,310,410,310410,310-410-7361,310-410-7361-50,4G,IoT Device
260304231114-0500,310,480,310480,310-480-6403,310-480-6403-86,4G,Smartphone
260310060526+0100,234,20,23420,234-20-8353,234-20-8353-89,4G,Smartphone
260303090421-0700,310,410,310410,310-410-8350,310-410-8350-32,4G,IoT Device
260322215455+0000,234,38,23438,234-38-3813,234-38-3813-24,3G,IoT Device
260302012801+0100,206,5,20605,206-05-8894,206-05-8894-45,5G,Smartphone
260321114206+0000,234,15,23415,234-15-5123,234-15-5123-50,3G,Smartphone
260313011208+0200,206,1,20601,206-01-7857,206-01-7857-61,5G,Smartphone
260306185927+0100,206,20,20620,206-20-6122,206-20-6122-49,5G,Smartphone
260314061947+0000,234,20,23420,234-20-9109,234-20-9109-54,3G,Tablet
260301033503+0100,206,20,20620,206-20-7262,206-20-7262-58,4G,Tablet
260324152825+0100,206,10,20610,206-10-7719,206-10-7719-34,4G,Smartphone
260318025914+0000,234,30,23430,234-30-5407,234-30-5407-36,3G,IoT Device
260318100952+0100,206,1,20601,206-01-6574,206-01-6574-45,3G,Smartphone
260311182214+0100,240,5,24005,240-05-9578,240-05-9578-43,5G,IoT Device
260315215907+0000,234,20,23420,234-20-6311,234-20-6311-12,4G,IoT Device
260316021020-0600,310,480,310480,310-480-5929,310-480-5929-75,5G,Smartphone
260309040046+0200,240,8,24008,240-08-3415,240-08-3415-72,5G,Smartphone
260310172028-0800,310,120,310120,310-120-8811,310-120-8811-16,4G,Smartphone
260323033425+0200,206,10,20610,206-10-3266,206-10-3266-85,4G,Smartphone
260319001352-0600,310,260,310260,310-260-1973,310-260-1973-89,4G,IoT Device
260322140212+0200,240,24,24024,240-24-1473,240-24-1473-83,5G,Smartphone
260303144752-0800,310,120,310120,310-120-9367,310-120-9367-92,5G,Smartphone
260311220918+0100,206,20,20620,206-20-7927,206-20-7927-46,5G,Smartphone
260307050838+0000,234,20,23420,234-20-8458,234-20-8458-48,5G,IoT Device
260320173220+0100,206,5,20605,206-05-6821,206-05-6821-75,4G,Smartphone
260226110221+0200,240,24,24024,240-24-6655,240-24-6655-89,4G,Smartphone
260225134058+0100,240,2,24002,240-02-9437,240-02-9437-50,4G,IoT Device
260310074110+0200,240,8,24008,240-08-9995,240-08-9995-48,5G,Smartphone
260303033745-0500,310,120,310120,310-120-1964,310-120-1964-99,4G,Tablet
260323130624+0100,240,8,24008,240-08-4774,240-08-4774-27,5G,Smartphone
260227210954+0100,206,10,20610,206-10-9384,206-10-9384-92,3G,IoT Device
260308054116+0100,234,30,23430,234-30-5253,234-30-5253-36,3G,IoT Device
260226151449+0200,206,1,20601,206-01-5578,206-01-5578-71,5G,Smartphone
260309230023+0200,206,20,20620,206-20-3099,206-20-3099-81,4G,Smartphone
260225024432+0100,206,1,20601,206-01-9633,206-01-9633-37,4G,Smartphone
260314212434+0200,206,5,20605,206-05-2329,206-05-2329-71,4G,Smartphone
260225083848-0700,310,410,310410,310-410-2178,310-410-2178-55,5G,Smartphone
260326172554+0200,206,5,20605,206-05-8857,206-05-8857-58,4G,Smartphone
260311095416+0200,240,5,24005,240-05-3527,240-05-3527-60,3G,Tablet
260319000635+0100,206,1,20601,206-01-9144,206-01-9144-68,4G,Smartphone
260308023616-0800,310,410,310410,310-410-7067,310-410-7067-18,3G,IoT Device
260320065106+0200,240,8,24008,240-08-5964,240-08-5964-88,4G,Tablet
260316075342+0100,240,2,24002,240-02-3016,240-02-3016-52,5G,Smartphone
260312235534-0600,310,410,310410,310-410-3484,310-410-3484-40,5G,Tablet
260310064954+0200,240,2,24002,240-02-5122,240-02-5122-61,5G,IoT Device
260324161702+0100,240,24,24024,240-24-6700,240-24-6700-88,5G,Smartphone
260322210759+0200,206,5,20605,206-05-8019,206-05-8019-72,5G,Smartphone
260301064611-0700,310,260,310260,310-260-8081,310-260-8081-61,5G,IoT Device
260307150357+0100,240,16,24016,240-16-8031,240-16-8031-84,4G,Tablet
260304122159+0100,234,10,23410,234-10-2792,234-10-2792-76,3G,IoT Device
260313162421+0100,206,1,20601,206-01-2220,206-01-2220-43,5G,Smartphone
260320104906-0800,310,260,310260,310-260-7114,310-260-7114-10,4G,IoT Device
260303055252-0700,310,120,310120,310-120-2365,310-120-2365-61,3G,IoT Device
260319122427-0500,310,480,310480,310-480-5542,310-480-5542-32,3G,Smartphone
260320141750+0000,234,38,23438,234-38-2354,234-38-2354-10,3G,Tablet
260311221645+0100,240,8,24008,240-08-8434,240-08-8434-22,5G,Smartphone
260316052246+0000,234,33,23433,234-33-8430,234-33-8430-61,3G,IoT Device
260326163056+0000,234,33,23433,234-33-5972,234-33-5972-99,5G,Tablet
260308162901+0100,234,38,23438,234-38-6752,234-38-6752-63,3G,Smartphone
260308010326-0500,310,260,310260,310-260-9509,310-260-9509-26,5G,IoT Device
260325170959+0100,240,16,24016,240-16-3824,240-16-3824-33,5G,Smartphone
260314165143+0200,206,20,20620,206-20-9809,206-20-9809-60,4G,Smartphone
260226063808+0100,206,10,20610,206-10-5056,206-10-5056-66,4G,IoT Device
260312064311+0100,206,20,20620,206-20-9593,206-20-9593-71,4G,IoT Device
260309185604+0000,234,38,23438,234-38-1677,234-38-1677-32,4G,Smartphone
260305094413+0100,240,8,24008,240-08-3803,240-08-3803-61,5G,Smartphone
260326072757+0100,234,33,23433,234-33-3515,234-33-3515-39,3G,Tablet
260308191713+0000,234,15,23415,234-15-4716,234-15-4716-29,5G,Tablet
260306091656+0200,240,4,24004,240-04-5899,240-04-5899-81,5G,Tablet
260226193909-0800,310,260,310260,310-260-7166,310-260-7166-56,4G,Smartphone
260228132814-0600,310,480,310480,310-480-7802,310-480-7802-26,4G,Smartphone
260306083856+0100,234,20,23420,234-20-7899,234-20-7899-83,5G,Smartphone
260228155733+0100,240,4,24004,240-04-8066,240-04-8066-30,5G,Smartphone
260301235511+0000,234,38,23438,234-38-5072,234-38-5072-25,3G,Tablet
260302021024+0100,206,5,20605,206-05-5034,206-05-5034-12,5G,Smartphone
260319014026+0100,206,5,20605,206-05-6351,206-05-6351-22,5G,Smartphone
260307031005+0200,240,2,24002,240-02-2493,240-02-2493-41,5G,Tablet
260304231702-0600,310,120,310120,310-120-9789,310-120-9789-94,4G,IoT Device
260311231111+0100,240,1,24001,240-01-2790,240-01-2790-15,3G,Smartphone
260312014046+0200,240,16,24016,240-16-1749,240-16-1749-54,5G,Smartphone
260301191324-0600,310,120,310120,310-120-9740,310-120-9740-38,3G,Smartphone
260303222441+0100,234,10,23410,234-10-2376,234-10-2376-64,3G,Tablet
260322201258+0100,206,20,20620,206-20-9112,206-20-9112-98,5G,Smartphone
260311053750+0200,206,20,20620,206-20-8507,206-20-8507-40,5G,Smartphone
260302104843-0700,310,410,310410,310-410-7771,310-410-7771-59,3G,Tablet
260313160122+0000,234,38,23438,234-38-7045,234-38-7045-76,4G,Smartphone
260303193640+0200,206,1,20601,206-01-6347,206-01-6347-27,4G,Tablet
260305051557+0100,240,16,24016,240-16-7236,240-16-7236-90,5G,Smartphone
260228155544+0000,234,10,23410,234-10-4611,234-10-4611-43,3G,Smartphone
260302110517-0800,310,120,310120,310-120-5848,310-120-5848-94,5G,Smartphone
260325165350+0100,240,5,24005,240-05-2745,240-05-2745-39,4G,IoT Device
260323013012+0100,234,30,23430,234-30-2550,234-30-2550-31,3G,Smartphone
260306213700-0500,310,120,310120,310-120-8282,310-120-8282-72,5G,IoT Device
260308033455+0100,234,30,23430,234-30-5576,234-30-5576-39,3G,Tablet
260319062717+0200,240,24,24024,240-24-4856,240-24-4856-23,5G,Smartphone
260314195839-0800,310,120,310120,310-120-8052,310-120-8052-10,4G,Tablet
260319012001+0100,234,20,23420,234-20-8962,234-20-8962-10,4G,Smartphone
260301142205+0200,240,2,24002,240-02-8531,240-02-8531-34,5G,Tablet
260304014307+0200,240,24,24024,240-24-5014,240-24-5014-90,5G,Tablet
260325144023-0600,310,480,310480,310-480-9302,310-480-9302-34,4G,Tablet
260322131440+0000,234,15,23415,234-15-6128,234-15-6128-33,5G,Tablet
260303054200+0000,234,38,23438,234-38-7367,234-38-7367-99,5G,IoT Device
260311201315+0100,240,8,24008,240-08-6647,240-08-6647-94,5G,Smartphone
260318102100+0200,206,20,20620,206-20-8586,206-20-8586-65,3G,Smartphone
260324000026+0100,206,5,20605,206-05-8231,206-05-8231-39,5G,IoT Device
260310200300+0100,234,20,23420,234-20-2497,234-20-2497-97,4G,Smartphone
260312055205+0200,206,5,20605,206-05-5499,206-05-5499-35,5G,Smartphone
260227075017+0200,240,2,24002,240-02-8141,240-02-8141-60,4G,Smartphone
260316225511-0500,310,260,310260,310-260-3001,310-260-3001-52,5G,IoT Device
260304215225+0200,240,4,24004,240-04-6318,240-04-6318-50,5G,Smartphone
260318022857+0100,206,5,20605,206-05-7028,206-05-7028-99,4G,Tablet
260310155645+0100,234,38,23438,234-38-2705,234-38-2705-21,5G,Smartphone
260301035738+0100,206,20,20620,206-20-5600,206-20-5600-59,5G,Tablet
260301175121+0000,234,33,23433,234-33-8658,234-33-8658-60,4G,Smartphone
260306120351+0200,206,20,20620,206-20-6810,206-20-6810-82,3G,Smartphone
260326002950+0200,206,1,20601,206-01-9008,206-01-9008-98,4G,IoT Device
260310233411+0200,206,1,20601,206-01-4068,206-01-4068-38,3G,IoT Device
260301192636+0100,240,8,24008,240-08-6143,240-08-6143-57,4G,Smartphone
260303124630-0700,310,120,310120,310-120-8169,310-120-8169-61,3G,Smartphone
260227193800+0000,234,15,23415,234-15-3242,234-15-3242-72,3G,IoT Device
260308231522+0200,240,24,24024,240-24-1389,240-24-1389-18,5G,Smartphone
260304211649+0100,240,8,24008,240-08-4675,240-08-4675-13,5G,Smartphone
260325152811+0100,206,1,20601,206-01-3742,206-01-3742-63,5G,Smartphone
260227220944+0100,234,30,23430,234-30-9969,234-30-9969-78,3G,Tablet
260228172423+0200,240,7,24007,240-07-2958,240-07-2958-66,3G,Smartphone
260301000430+0200,206,5,20605,206-05-7112,206-05-7112-96,5G,Smartphone
260317160508+0000,234,20,23420,234-20-4704,234-20-4704-38,3G,Tablet
260314131400+0100,234,15,23415,234-15-4762,234-15-4762-97,4G,Smartphone
260225173923+0000,234,20,23420,234-20-4460,234-20-4460-66,3G,IoT Device
260321083919+0100,234,33,23433,234-33-9341,234-33-9341-20,3G,Tablet
260228181048+0100,240,2,24002,240-02-2483,240-02-2483-98,5G,IoT Device
260302025445+0200,206,10,20610,206-10-3537,206-10-3537-54,5G,IoT Device
260311231016+0200,240,7,24007,240-07-8773,240-07-8773-33,3G,Smartphone
260302062253-0700,310,120,310120,310-120-4860,310-120-4860-45,3G,IoT Device
260305075649+0100,234,10,23410,234-10-2145,234-10-2145-56,3G,IoT Device
260226025428-0500,310,480,310480,310-480-3653,310-480-3653-46,4G,IoT Device
260316120002+0100,234,20,23420,234-20-5857,234-20-5857-20,4G,Smartphone
260226215154+0100,206,5,20605,206-05-2298,206-05-2298-95,4G,Tablet
260309154833-0500,310,260,310260,310-260-3450,310-260-3450-10,4G,IoT Device
260316000612+0100,234,15,23415,234-15-1997,234-15-1997-26,4G,Smartphone
260326181951+0200,240,16,24016,240-16-5677,240-16-5677-61,5G,Smartphone
260311111959+0100,206,10,20610,206-10-6124,206-10-6124-84,5G,Tablet
260324110515+0200,206,20,20620,206-20-1873,206-20-1873-51,5G,Smartphone
260305044026-0700,310,410,310410,310-410-9104,310-410-9104-53,4G,Tablet
260225230331+0100,206,20,20620,206-20-6133,206-20-6133-22,5G,Tablet
260226200845+0100,240,7,24007,240-07-5681,240-07-5681-11,5G,Smartphone
260320020511+0200,206,10,20610,206-10-7662,206-10-7662-11,3G,IoT Device
260228020325+0100,240,2,24002,240-02-4339,240-02-4339-74,3G,Smartphone
260313021300+0100,240,5,24005,240-05-6258,240-05-6258-60,5G,Tablet
260320000433+0100,206,5,20605,206-05-5463,206-05-5463-43,5G,Smartphone
260307172510+0200,240,24,24024,240-24-1507,240-24-1507-34,5G,Smartphone
260302084509-0500,310,410,310410,310-410-1795,310-410-1795-81,4G,Smartphone
260324120133+0100,234,38,23438,234-38-5494,234-38-5494-55,3G,IoT Device
260325121209-0700,310,480,310480,310-480-6965,310-480-6965-76,4G,Smartphone
260322042255+0100,240,7,24007,240-07-5146,240-07-5146-20,4G,Smartphone
260313081723+0200,206,5,20605,206-05-7222,206-05-7222-74,5G,IoT Device
260227185644-0800,310,410,310410,310-410-3059,310-410-3059-98,3G,IoT Device
260225161830+0100,240,7,24007,240-07-9645,240-07-9645-90,4G,Smartphone
260324145043-0600,310,480,310480,310-480-6616,310-480-6616-31,4G,IoT Device
260307071824+0100,240,24,24024,240-24-1209,240-24-1209-69,5G,IoT Device
260226205026-0800,310,120,310120,310-120-4409,310-120-4409-16,5G,Smartphone
260320073014+0100,234,38,23438,234-38-2338,234-38-2338-23,5G,IoT Device
260325213345+0100,206,10,20610,206-10-2553,206-10-2553-30,3G,Tablet
260314155332+0100,206,1,20601,206-01-1227,206-01-1227-34,5G,Tablet
260301041219-0800,310,410,310410,310-410-9860,310-410-9860-66,5G,IoT Device
260320200512+0100,240,5,24005,240-05-6035,240-05-6035-52,5G,Tablet
260302072310+0000,234,38,23438,234-38-3432,234-38-3432-44,3G,Tablet
260303184127+0100,206,20,20620,206-20-3290,206-20-3290-38,4G,Smartphone
260308102348+0100,234,30,23430,234-30-2351,234-30-2351-26,3G,Tablet
260228213903+0200,206,5,20605,206-05-8128,206-05-8128-47,3G,Smartphone
260322143019+0100,206,1,20601,206-01-9352,206-01-9352-57,5G,Tablet
260302130332+0000,234,38,23438,234-38-1015,234-38-1015-39,4G,Smartphone
260316063021+0100,234,20,23420,234-20-8134,234-20-8134-94,4G,Smartphone
260301071324+0100,206,20,20620,206-20-7413,206-20-7413-10,5G,Smartphone
260307113948+0100,240,5,24005,240-05-9120,240-05-9120-22,5G,Smartphone
260321173324+0100,240,24,24024,240-24-9885,240-24-9885-48,5G,Smartphone
260310113201-0700,310,480,310480,310-480-3709,310-480-3709-43,5G,Smartphone
260317210249+0200,240,1,24001,240-01-4472,240-01-4472-71,5G,Smartphone
260318163929+0100,206,10,20610,206-10-3146,206-10-3146-79,4G,Tablet
260319012516+0200,240,2,24002,240-02-4107,240-02-4107-61,5G,Tablet
260311205845+0200,240,2,24002,240-02-7923,240-02-7923-20,4G,Smartphone
260228025919-0500,310,120,310120,310-120-3970,310-120-3970-63,5G,IoT Device
260301230422+0100,234,33,23433,234-33-3222,234-33-3222-17,3G,Smartphone
260305221740+0200,240,7,24007,240-07-2691,240-07-2691-98,5G,Tablet
260227072304-0700,310,410,310410,310-410-7526,310-410-7526-65,4G,Smartphone
260301214841+0200,240,5,24005,240-05-1735,240-05-1735-22,4G,Tablet
260307051704+0200,206,20,20620,206-20-9984,206-20-9984-86,5G,IoT Device
260318051213+0100,240,8,24008,240-08-9560,240-08-9560-89,4G,Smartphone
260315071344+0100,240,2,24002,240-02-3406,240-02-3406-84,4G,Smartphone
260228025157+0100,240,1,24001,240-01-1698,240-01-1698-97,5G,Smartphone
260309083830+0100,206,10,20610,206-10-4319,206-10-4319-51,3G,IoT Device
260316213526-0700,310,410,310410,310-410-9201,310-410-9201-67,3G,IoT Device
260226134152+0100,234,20,23420,234-20-3332,234-20-3332-85,4G,Tablet
260301163242+0200,206,5,20605,206-05-5824,206-05-5824-48,5G,Smartphone
260227170309+0100,240,5,24005,240-05-2925,240-05-2925-30,4G,Smartphone
260303014334-0500,310,120,310120,310-120-8361,310-120-8361-58,5G,Smartphone
260316052727+0100,206,20,20620,206-20-7568,206-20-7568-94,5G,Smartphone
260322092826+0200,206,1,20601,206-01-8763,206-01-8763-12,4G,Tablet
260311050225+0200,206,20,20620,206-20-8556,206-20-8556-64,5G,Smartphone
260227193443+0200,240,16,24016,240-16-2883,240-16-2883-56,5G,Smartphone
260308050542-0500,310,410,310410,310-410-2467,310-410-2467-53,5G,Smartphone
260310105506+0200,206,10,20610,206-10-8683,206-10-8683-23,5G,Tablet
260304233631-0500,310,120,310120,310-120-9581,310-120-9581-53,4G,Smartphone
260301144627-0700,310,410,310410,310-410-8251,310-410-8251-20,4G,IoT Device
260227154010+0000,234,30,23430,234-30-9601,234-30-9601-10,3G,Tablet
260326045205+0200,206,1,20601,206-01-6148,206-01-6148-23,3G,Tablet
260322072003+0000,234,10,23410,234-10-5647,234-10-5647-18,3G,Smartphone
260326011244-0700,310,410,310410,310-410-8750,310-410-8750-77,4G,IoT Device
260314061852-0800,310,410,310410,310-410-6962,310-410-6962-86,4G,Tablet
260227104828-0700,310,260,310260,310-260-1174,310-260-1174-39,4G,IoT Device
260312032824+0100,234,20,23420,234-20-5377,234-20-5377-15,4G,Tablet
260228163347+0100,240,5,24005,240-05-6869,240-05-6869-61,4G,IoT Device
260325131704+0100,206,20,20620,206-20-9473,206-20-9473-26,5G,Smartphone
260321080307+0100,240,24,24024,240-24-3381,240-24-3381-96,4G,Smartphone
260227102308+0100,234,38,23438,234-38-9221,234-38-9221-68,3G,Tablet
260326235938+0200,206,10,20610,206-10-9328,206-10-9328-75,3G,Smartphone
260306161047+0200,240,1,24001,240-01-5669,240-01-5669-52,5G,Smartphone
260227163712-0700,310,120,310120,310-120-3537,310-120-3537-29,4G,IoT Device
260322184346+0200,206,20,20620,206-20-7793,206-20-7793-63,5G,Smartphone
260320161636+0100,240,2,24002,240-02-7885,240-02-7885-14,5G,IoT Device
260228105825-0600,310,480,310480,310-480-1697,310-480-1697-33,5G,IoT Device
260324195430+0200,206,5,20605,206-05-7631,206-05-7631-65,4G,Smartphone
260320154149-0500,310,410,310410,310-410-5214,310-410-5214-59,5G,Smartphone
260323100237+0100,240,4,24004,240-04-3390,240-04-3390-41,5G,Smartphone
260314054901+0100,234,33,23433,234-33-7308,234-33-7308-97,4G,IoT Device
