MCC,MNC,PLMN,LAI,RAI,Network_Type
240,9,24009,240-09-4798,240-09-4798,4G
240,35,24035,240-35-1332,240-35-1332,3G
240,13,24013,240-13-9565,240-13-9565,5G
240,82,24082,240-82-7827,240-82-7827,5G
240,54,24054,240-54-2585,240-54-2585,3G
240,53,24053,240-53-7959,240-53-7959,5G
240,8,24008,240-08-5613,240-08-5613,4G
240,58,24058,240-58-3855,240-58-3855,4G
240,9,24009,240-09-2135,240-09-2135,3G
240,78,24078,240-78-3967,240-78-3967,4G
240,16,24016,240-16-5019,240-16-5019,4G
240,73,24073,240-73-8844,240-73-8844,5G
240,44,24044,240-44-9723,240-44-9723,5G
240,80,24080,240-80-8218,240-80-8218,5G
240,30,24030,240-30-5034,240-30-5034,4G
240,53,24053,240-53-4833,240-53-4833,4G
240,50,24050,240-50-3160,240-50-3160,3G
240,97,24097,240-97-2192,240-97-2192,3G
240,74,24074,240-74-2693,240-74-2693,3G
240,49,24049,240-49-7469,240-49-7469,5G
240,53,24053,240-53-8060,240-53-8060,5G
240,27,24027,240-27-6994,240-27-6994,4G
240,83,24083,240-83-1086,240-83-1086,3G
240,77,24077,240-77-7220,240-77-7220,5G
240,20,24020,240-20-7039,240-20-7039,5G
240,49,24049,240-49-3598,240-49-3598,4G
240,73,24073,240-73-5913,240-73-5913,4G
240,47,24047,240-47-5952,240-47-5952,4G
240,14,24014,240-14-5083,240-14-5083,4G
240,79,24079,240-79-4341,240-79-4341,4G
240,51,24051,240-51-4196,240-51-4196,4G
240,39,24039,240-39-2232,240-39-2232,3G
240,32,24032,240-32-1196,240-32-1196,3G
240,74,24074,240-74-8758,240-74-8758,5G
240,91,24091,240-91-4545,240-91-4545,4G
240,84,24084,240-84-4320,240-84-4320,4G
240,33,24033,240-33-8562,240-33-8562,5G
240,20,24020,240-20-6802,240-20-6802,4G
240,94,24094,240-94-6952,240-94-6952,4G
240,8,24008,240-08-9548,240-08-9548,5G
240,19,24019,240-19-5936,240-19-5936,4G
240,24,24024,240-24-2426,240-24-2426,3G
240,98,24098,240-98-9503,240-98-9503,5G
240,39,24039,240-39-3661,240-39-3661,4G
240,81,24081,240-81-9339,240-81-9339,5G
240,61,24061,240-61-8739,240-61-8739,5G
240,90,24090,240-90-2129,240-90-2129,3G
240,63,24063,240-63-6663,240-63-6663,4G
240,83,24083,240-83-4136,240-83-4136,4G
240,66,24066,240-66-3196,240-66-3196,3G
240,5,24005,240-05-2389,240-05-2389,3G
240,31,24031,240-31-3619,240-31-3619,4G
240,52,24052,240-52-3045,240-52-3045,3G
240,47,24047,240-47-4105,240-47-4105,4G
240,37,24037,240-37-6032,240-37-6032,4G
240,63,24063,240-63-1066,240-63-1066,3G
240,84,24084,240-84-4316,240-84-4316,4G
240,7,24007,240-07-9171,240-07-9171,5G
240,78,24078,240-78-9580,240-78-9580,5G
240,32,24032,240-32-2085,240-32-2085,3G
240,55,24055,240-55-8654,240-55-8654,5G
240,39,24039,240-39-9963,240-39-9963,5G
240,19,24019,240-19-9102,240-19-9102,5G
240,7,24007,240-07-1959,240-07-1959,3G
240,33,24033,240-33-3972,240-33-3972,4G
240,83,24083,240-83-8260,240-83-8260,5G
240,64,24064,240-64-8415,240-64-8415,5G
240,23,24023,240-23-9309,240-23-9309,5G
240,35,24035,240-35-2073,240-35-2073,3G
240,89,24089,240-89-3458,240-89-3458,3G
240,41,24041,240-41-4323,240-41-4323,4G
240,35,24035,240-35-1460,240-35-1460,3G
240,36,24036,240-36-5429,240-36-5429,4G
240,77,24077,240-77-6420,240-77-6420,4G
240,6,24006,240-06-4023,240-06-4023,4G
240,3,24003,240-03-9504,240-03-9504,5G
240,44,24044,240-44-5208,240-44-5208,4G
240,33,24033,240-33-1496,240-33-1496,3G
240,63,24063,240-63-6637,240-63-6637,4G
240,40,24040,240-40-9051,240-40-9051,5G
240,83,24083,240-83-7943,240-83-7943,5G
240,68,24068,240-68-5103,240-68-5103,4G
240,50,24050,240-50-4494,240-50-4494,4G
240,11,24011,240-11-5820,240-11-5820,4G
240,66,24066,240-66-9196,240-66-9196,5G
240,56,24056,240-56-3035,240-56-3035,3G
240,26,24026,240-26-1460,240-26-1460,3G
240,29,24029,240-29-8541,240-29-8541,5G
240,23,24023,240-23-8872,240-23-8872,5G
240,77,24077,240-77-7946,240-77-7946,5G
240,91,24091,240-91-3049,240-91-3049,3G
240,30,24030,240-30-6402,240-30-6402,4G
240,88,24088,240-88-3696,240-88-3696,4G
240,91,24091,240-91-3178,240-91-3178,3G
240,87,24087,240-87-2398,240-87-2398,3G
240,84,24084,240-84-2596,240-84-2596,3G
240,28,24028,240-28-3077,240-28-3077,3G
240,31,24031,240-31-2502,240-31-2502,3G
240,9,24009,240-09-4559,240-09-4559,4G
240,67,24067,240-67-3986,240-67-3986,4G
240,9,24009,240-09-5091,240-09-5091,4G
240,70,24070,240-70-5849,240-70-5849,4G
240,20,24020,240-20-9150,240-20-9150,5G
240,11,24011,240-11-2000,240-11-2000,3G
240,12,24012,240-12-9342,240-12-9342,5G
240,57,24057,240-57-4969,240-57-4969,4G
240,65,24065,240-65-8775,240-65-8775,5G
240,47,24047,240-47-1178,240-47-1178,3G
240,7,24007,240-07-8701,240-07-8701,5G
240,99,24099,240-99-2948,240-99-2948,3G
240,66,24066,240-66-4786,240-66-4786,4G
240,91,24091,240-91-8085,240-91-8085,5G
240,95,24095,240-95-1491,240-95-1491,3G
240,13,24013,240-13-1477,240-13-1477,3G
240,93,24093,240-93-1582,240-93-1582,3G
240,72,24072,240-72-5230,240-72-5230,4G
240,27,24027,240-27-2865,240-27-2865,3G
240,64,24064,240-64-2674,240-64-2674,3G
240,36,24036,240-36-7673,240-36-7673,5G
240,65,24065,240-65-7640,240-65-7640,5G
240,78,24078,240-78-3370,240-78-3370,3G
240,2,24002,240-02-1016,240-02-1016,3G
240,31,24031,240-31-5010,240-31-5010,4G
240,81,24081,240-81-7824,240-81-7824,5G
240,87,24087,240-87-2350,240-87-2350,3G
240,16,24016,240-16-5444,240-16-5444,4G
240,48,24048,240-48-8990,240-48-8990,5G
240,70,24070,240-70-1776,240-70-1776,3G
240,19,24019,240-19-7800,240-19-7800,5G
240,22,24022,240-22-9180,240-22-9180,5G
240,15,24015,240-15-7309,240-15-7309,5G
240,56,24056,240-56-6385,240-56-6385,4G
240,42,24042,240-42-6284,240-42-6284,4G
240,52,24052,240-52-9904,240-52-9904,5G
240,29,24029,240-29-3423,240-29-3423,3G
240,27,24027,240-27-4271,240-27-4271,4G
240,8,24008,240-08-9067,240-08-9067,5G
240,42,24042,240-42-2289,240-42-2289,3G
240,25,24025,240-25-8682,240-25-8682,5G
240,48,24048,240-48-8651,240-48-8651,5G
240,14,24014,240-14-4360,240-14-4360,4G
240,18,24018,240-18-2314,240-18-2314,3G
240,36,24036,240-36-2580,240-36-2580,3G
240,12,24012,240-12-9652,240-12-9652,5G
240,12,24012,240-12-1898,240-12-1898,3G
240,42,24042,240-42-4599,240-42-4599,4G
240,85,24085,240-85-3077,240-85-3077,3G
240,64,24064,240-64-5900,240-64-5900,4G
240,40,24040,240-40-8610,240-40-8610,5G
240,24,24024,240-24-9797,240-24-9797,5G
240,89,24089,240-89-1198,240-89-1198,3G
240,15,24015,240-15-3198,240-15-3198,3G
240,41,24041,240-41-1682,240-41-1682,3G
240,96,24096,240-96-2100,240-96-2100,3G
240,30,24030,240-30-1855,240-30-1855,3G
240,38,24038,240-38-1384,240-38-1384,3G
240,24,24024,240-24-1551,240-24-1551,3G
240,92,24092,240-92-1363,240-92-1363,3G
240,32,24032,240-32-3432,240-32-3432,3G
240,61,24061,240-61-7792,240-61-7792,5G
240,1,24001,240-01-5903,240-01-5903,4G
240,74,24074,240-74-4190,240-74-4190,4G
240,8,24008,240-08-3098,240-08-3098,3G
240,31,24031,240-31-2874,240-31-2874,3G
240,90,24090,240-90-7858,240-90-7858,5G
240,48,24048,240-48-7830,240-48-7830,5G
240,84,24084,240-84-5453,240-84-5453,4G
240,30,24030,240-30-8258,240-30-8258,5G
240,38,24038,240-38-4733,240-38-4733,4G
240,61,24061,240-61-4878,240-61-4878,4G
240,78,24078,240-78-7787,240-78-7787,5G
240,65,24065,240-65-3390,240-65-3390,3G
240,27,24027,240-27-7034,240-27-7034,5G
240,56,24056,240-56-1725,240-56-1725,3G
240,54,24054,240-54-5115,240-54-5115,4G
240,85,24085,240-85-8580,240-85-8580,5G
240,35,24035,240-35-5987,240-35-5987,4G
240,23,24023,240-23-8461,240-23-8461,5G
240,80,24080,240-80-3040,240-80-3040,3G
240,16,24016,240-16-9960,240-16-9960,5G
240,80,24080,240-80-3781,240-80-3781,4G
240,9,24009,240-09-8043,240-09-8043,5G
240,16,24016,240-16-2423,240-16-2423,3G
240,19,24019,240-19-9330,240-19-9330,5G
240,17,24017,240-17-6987,240-17-6987,4G
240,70,24070,240-70-8138,240-70-8138,5G
240,22,24022,240-22-5172,240-22-5172,4G
240,65,24065,240-65-3566,240-65-3566,4G
240,7,24007,240-07-8149,240-07-8149,5G
240,6,24006,240-06-8119,240-06-8119,5G
240,81,24081,240-81-4841,240-81-4841,4G
240,16,24016,240-16-5196,240-16-5196,4G
240,61,24061,240-61-3402,240-61-3402,3G
240,58,24058,240-58-3934,240-58-3934,4G
240,77,24077,240-77-1235,240-77-1235,3G
240,72,24072,240-72-2703,240-72-2703,3G
240,22,24022,240-22-2092,240-22-2092,3G
240,63,24063,240-63-5562,240-63-5562,4G
240,36,24036,240-36-6465,240-36-6465,4G
240,15,24015,240-15-6926,240-15-6926,4G
240,24,24024,240-24-1903,240-24-1903,3G
240,13,24013,240-13-6522,240-13-6522,4G
240,97,24097,240-97-1687,240-97-1687,3G
240,2,24002,240-02-2581,240-02-2581,3G
240,79,24079,240-79-7633,240-79-7633,5G
240,91,24091,240-91-6504,240-91-6504,4G
240,98,24098,240-98-8248,240-98-8248,5G
240,48,24048,240-48-2064,240-48-2064,3G
240,80,24080,240-80-9960,240-80-9960,5G
240,69,24069,240-69-8388,240-69-8388,5G
240,6,24006,240-06-3973,240-06-3973,4G
240,38,24038,240-38-5125,240-38-5125,4G
240,34,24034,240-34-6684,240-34-6684,4G
240,88,24088,240-88-7557,240-88-7557,5G
240,47,24047,240-47-2313,240-47-2313,3G
240,44,24044,240-44-4643,240-44-4643,4G
240,15,24015,240-15-6656,240-15-6656,4G
240,60,24060,240-60-1338,240-60-1338,3G
240,55,24055,240-55-3227,240-55-3227,3G
240,30,24030,240-30-2664,240-30-2664,3G
240,98,24098,240-98-7891,240-98-7891,5G
240,15,24015,240-15-3367,240-15-3367,3G
240,12,24012,240-12-4617,240-12-4617,4G
240,59,24059,240-59-1849,240-59-1849,3G
240,73,24073,240-73-6784,240-73-6784,4G
240,52,24052,240-52-1840,240-52-1840,3G
240,57,24057,240-57-5961,240-57-5961,4G
240,69,24069,240-69-5303,240-69-5303,4G
240,82,24082,240-82-7187,240-82-7187,5G
240,44,24044,240-44-5788,240-44-5788,4G
240,55,24055,240-55-7675,240-55-7675,5G
240,60,24060,240-60-6273,240-60-6273,4G
240,55,24055,240-55-6538,240-55-6538,4G
240,81,24081,240-81-4241,240-81-4241,4G
240,97,24097,240-97-6357,240-97-6357,4G
240,22,24022,240-22-3881,240-22-3881,4G
240,35,24035,240-35-7867,240-35-7867,5G
240,37,24037,240-37-8386,240-37-8386,5G
240,58,24058,240-58-5609,240-58-5609,4G
240,86,24086,240-86-8833,240-86-8833,5G
240,1,24001,240-01-4165,240-01-4165,4G
240,6,24006,240-06-7206,240-06-7206,5G
240,13,24013,240-13-4955,240-13-4955,4G
240,79,24079,240-79-4871,240-79-4871,4G
240,54,24054,240-54-9319,240-54-9319,5G
240,68,24068,240-68-9714,240-68-9714,5G
240,39,24039,240-39-5772,240-39-5772,4G
240,87,24087,240-87-8433,240-87-8433,5G
240,40,24040,240-40-4963,240-40-4963,4G
240,83,24083,240-83-1748,240-83-1748,3G
240,99,24099,240-99-9841,240-99-9841,5G
240,24,24024,240-24-2533,240-24-2533,3G
240,31,24031,240-31-8870,240-31-8870,5G
240,2,24002,240-02-2910,240-02-2910,3G
240,17,24017,240-17-1180,240-17-1180,3G
240,87,24087,240-87-6433,240-87-6433,4G
240,21,24021,240-21-3036,240-21-3036,3G
240,12,24012,240-12-1879,240-12-1879,3G
240,79,24079,240-79-2091,240-79-2091,3G
240,17,24017,240-17-1597,240-17-1597,3G
240,7,24007,240-07-2526,240-07-2526,3G
240,55,24055,240-55-5336,240-55-5336,4G
240,6,24006,240-06-6630,240-06-6630,4G
240,84,24084,240-84-3915,240-84-3915,4G
240,59,24059,240-59-2599,240-59-2599,3G
240,66,24066,240-66-7908,240-66-7908,5G
240,11,24011,240-11-7607,240-11-7607,5G
240,68,24068,240-68-5297,240-68-5297,4G
240,83,24083,240-83-5153,240-83-5153,4G
240,28,24028,240-28-4055,240-28-4055,4G
240,30,24030,240-30-9359,240-30-9359,5G
240,38,24038,240-38-9693,240-38-9693,5G
240,64,24064,240-64-7797,240-64-7797,5G
240,34,24034,240-34-5828,240-34-5828,4G
240,75,24075,240-75-5995,240-75-5995,4G
240,4,24004,240-04-3071,240-04-3071,3G
240,2,24002,240-02-9594,240-02-9594,5G
240,92,24092,240-92-8605,240-92-8605,5G
240,74,24074,240-74-8700,240-74-8700,5G
240,22,24022,240-22-4643,240-22-4643,4G
240,44,24044,240-44-2308,240-44-2308,3G
240,61,24061,240-61-1420,240-61-1420,3G
240,40,24040,240-40-3272,240-40-3272,3G
240,16,24016,240-16-2386,240-16-2386,3G
240,41,24041,240-41-8348,240-41-8348,5G
240,99,24099,240-99-7636,240-99-7636,5G
240,92,24092,240-92-6630,240-92-6630,4G
240,50,24050,240-50-3399,240-50-3399,3G
240,56,24056,240-56-8739,240-56-8739,5G
240,12,24012,240-12-2128,240-12-2128,3G
240,30,24030,240-30-7721,240-30-7721,5G
240,23,24023,240-23-2591,240-23-2591,3G
240,74,24074,240-74-1204,240-74-1204,3G
240,74,24074,240-74-2346,240-74-2346,3G
240,68,24068,240-68-6397,240-68-6397,4G
240,5,24005,240-05-4238,240-05-4238,4G
240,54,24054,240-54-9405,240-54-9405,5G
240,15,24015,240-15-8319,240-15-8319,5G
240,23,24023,240-23-5740,240-23-5740,4G
240,51,24051,240-51-4025,240-51-4025,4G
240,83,24083,240-83-9295,240-83-9295,5G
240,12,24012,240-12-3630,240-12-3630,4G
240,84,24084,240-84-6407,240-84-6407,4G
240,28,24028,240-28-4836,240-28-4836,4G
240,85,24085,240-85-2414,240-85-2414,3G
240,22,24022,240-22-6874,240-22-6874,4G
240,53,24053,240-53-3154,240-53-3154,3G
240,81,24081,240-81-7339,240-81-7339,5G
240,12,24012,240-12-2018,240-12-2018,3G
240,26,24026,240-26-7181,240-26-7181,5G
240,53,24053,240-53-5931,240-53-5931,4G
240,29,24029,240-29-9625,240-29-9625,5G
240,30,24030,240-30-6885,240-30-6885,4G
240,3,24003,240-03-7871,240-03-7871,5G
240,29,24029,240-29-8031,240-29-8031,5G
240,65,24065,240-65-8343,240-65-8343,5G
240,24,24024,240-24-3298,240-24-3298,3G
240,28,24028,240-28-3501,240-28-3501,4G
240,28,24028,240-28-8353,240-28-8353,5G
240,31,24031,240-31-4228,240-31-4228,4G
240,63,24063,240-63-6026,240-63-6026,4G
240,99,24099,240-99-6972,240-99-6972,4G
240,80,24080,240-80-4659,240-80-4659,4G
240,58,24058,240-58-4688,240-58-4688,4G
240,31,24031,240-31-5706,240-31-5706,4G
240,2,24002,240-02-8907,240-02-8907,5G
240,28,24028,240-28-8222,240-28-8222,5G
240,60,24060,240-60-7052,240-60-7052,5G
240,81,24081,240-81-5432,240-81-5432,4G
240,97,24097,240-97-1033,240-97-1033,3G
240,82,24082,240-82-5936,240-82-5936,4G
240,66,24066,240-66-1800,240-66-1800,3G
240,95,24095,240-95-9060,240-95-9060,5G
240,80,24080,240-80-4022,240-80-4022,4G
240,53,24053,240-53-7206,240-53-7206,5G
240,29,24029,240-29-6363,240-29-6363,4G
240,89,24089,240-89-5966,240-89-5966,4G
240,94,24094,240-94-4360,240-94-4360,4G
240,39,24039,240-39-9109,240-39-9109,5G
240,30,24030,240-30-2628,240-30-2628,3G
240,73,24073,240-73-8420,240-73-8420,5G
240,50,24050,240-50-5199,240-50-5199,4G
240,55,24055,240-55-7981,240-55-7981,5G
240,82,24082,240-82-4673,240-82-4673,4G
240,7,24007,240-07-9425,240-07-9425,5G
240,64,24064,240-64-2248,240-64-2248,3G
240,4,24004,240-04-4090,240-04-4090,4G
240,48,24048,240-48-5845,240-48-5845,4G
240,66,24066,240-66-9576,240-66-9576,5G
240,35,24035,240-35-8115,240-35-8115,5G
240,3,24003,240-03-6105,240-03-6105,4G
240,12,24012,240-12-9135,240-12-9135,5G
240,96,24096,240-96-9843,240-96-9843,5G
240,64,24064,240-64-1761,240-64-1761,3G
240,7,24007,240-07-1140,240-07-1140,3G
240,74,24074,240-74-6519,240-74-6519,4G
240,52,24052,240-52-8639,240-52-8639,5G
240,31,24031,240-31-8104,240-31-8104,5G
240,54,24054,240-54-8876,240-54-8876,5G
240,54,24054,240-54-2150,240-54-2150,3G
240,65,24065,240-65-9653,240-65-9653,5G
240,53,24053,240-53-9083,240-53-9083,5G
240,82,24082,240-82-7626,240-82-7626,5G
240,32,24032,240-32-4702,240-32-4702,4G
240,62,24062,240-62-9226,240-62-9226,5G
240,66,24066,240-66-9692,240-66-9692,5G
240,82,24082,240-82-1069,240-82-1069,3G
240,67,24067,240-67-6006,240-67-6006,4G
240,19,24019,240-19-3050,240-19-3050,3G
240,26,24026,240-26-6851,240-26-6851,4G
240,59,24059,240-59-4360,240-59-4360,4G
240,62,24062,240-62-1900,240-62-1900,3G
240,66,24066,240-66-3001,240-66-3001,3G
240,82,24082,240-82-5740,240-82-5740,4G
240,19,24019,240-19-5603,240-19-5603,4G
240,53,24053,240-53-5565,240-53-5565,4G
240,80,24080,240-80-9931,240-80-9931,5G
240,85,24085,240-85-9732,240-85-9732,5G
240,78,24078,240-78-2349,240-78-2349,3G
240,74,24074,240-74-2813,240-74-2813,3G
240,38,24038,240-38-1239,240-38-1239,3G
240,39,24039,240-39-9700,240-39-9700,5G
240,60,24060,240-60-4012,240-60-4012,4G
240,68,24068,240-68-3481,240-68-3481,3G
240,5,24005,240-05-3264,240-05-3264,3G
240,14,24014,240-14-5057,240-14-5057,4G
240,66,24066,240-66-5551,240-66-5551,4G
240,49,24049,240-49-4774,240-49-4774,4G
240,40,24040,240-40-5797,240-40-5797,4G
240,10,24010,240-10-6701,240-10-6701,4G
240,78,24078,240-78-6686,240-78-6686,4G
240,24,24024,240-24-9322,240-24-9322,5G
240,80,24080,240-80-1771,240-80-1771,3G
240,29,24029,240-29-7022,240-29-7022,5G
240,82,24082,240-82-4232,240-82-4232,4G
240,52,24052,240-52-6367,240-52-6367,4G
240,77,24077,240-77-3490,240-77-3490,3G
240,42,24042,240-42-6978,240-42-6978,4G
240,18,24018,240-18-8332,240-18-8332,5G
240,21,24021,240-21-1094,240-21-1094,3G
240,99,24099,240-99-8370,240-99-8370,5G
240,35,24035,240-35-4948,240-35-4948,4G
240,70,24070,240-70-8985,240-70-8985,5G
240,61,24061,240-61-4324,240-61-4324,4G
240,73,24073,240-73-7990,240-73-7990,5G
240,36,24036,240-36-3356,240-36-3356,3G
240,18,24018,240-18-8818,240-18-8818,5G
240,31,24031,240-31-4046,240-31-4046,4G
240,48,24048,240-48-7013,240-48-7013,5G
240,63,24063,240-63-5356,240-63-5356,4G
240,29,24029,240-29-9540,240-29-9540,5G
240,71,24071,240-71-7520,240-71-7520,5G
240,31,24031,240-31-7366,240-31-7366,5G
240,5,24005,240-05-2837,240-05-2837,3G
240,48,24048,240-48-9860,240-48-9860,5G
240,2,24002,240-02-4236,240-02-4236,4G
240,91,24091,240-91-8557,240-91-8557,5G
240,44,24044,240-44-7385,240-44-7385,5G
240,50,24050,240-50-4105,240-50-4105,4G
240,5,24005,240-05-4480,240-05-4480,4G
240,6,24006,240-06-6431,240-06-6431,4G
240,62,24062,240-62-1016,240-62-1016,3G
240,38,24038,240-38-3083,240-38-3083,3G
240,20,24020,240-20-1493,240-20-1493,3G
240,60,24060,240-60-1695,240-60-1695,3G
240,45,24045,240-45-9486,240-45-9486,5G
240,39,24039,240-39-5872,240-39-5872,4G
240,48,24048,240-48-2993,240-48-2993,3G
240,83,24083,240-83-8174,240-83-8174,5G
240,58,24058,240-58-7777,240-58-7777,5G
240,16,24016,240-16-9625,240-16-9625,5G
240,75,24075,240-75-7659,240-75-7659,5G
240,19,24019,240-19-4122,240-19-4122,4G
240,75,24075,240-75-5272,240-75-5272,4G
240,33,24033,240-33-9258,240-33-9258,5G
240,49,24049,240-49-6443,240-49-6443,4G
240,95,24095,240-95-3899,240-95-3899,4G
240,44,24044,240-44-5154,240-44-5154,4G
240,78,24078,240-78-6925,240-78-6925,4G
240,8,24008,240-08-3542,240-08-3542,4G
240,30,24030,240-30-6059,240-30-6059,4G
240,32,24032,240-32-2439,240-32-2439,3G
240,59,24059,240-59-2163,240-59-2163,3G
240,89,24089,240-89-1187,240-89-1187,3G
240,59,24059,240-59-1817,240-59-1817,3G
240,17,24017,240-17-3326,240-17-3326,3G
240,43,24043,240-43-5386,240-43-5386,4G
240,91,24091,240-91-8747,240-91-8747,5G
240,1,24001,240-01-6629,240-01-6629,4G
240,83,24083,240-83-2176,240-83-2176,3G
240,41,24041,240-41-9571,240-41-9571,5G
240,50,24050,240-50-1649,240-50-1649,3G
240,12,24012,240-12-8490,240-12-8490,5G
240,9,24009,240-09-9795,240-09-9795,5G
240,97,24097,240-97-2679,240-97-2679,3G
240,45,24045,240-45-8857,240-45-8857,5G
240,78,24078,240-78-8405,240-78-8405,5G
240,21,24021,240-21-1212,240-21-1212,3G
240,92,24092,240-92-2987,240-92-2987,3G
240,57,24057,240-57-9079,240-57-9079,5G
240,16,24016,240-16-7830,240-16-7830,5G
240,74,24074,240-74-7595,240-74-7595,5G
240,85,24085,240-85-3430,240-85-3430,3G
240,70,24070,240-70-6102,240-70-6102,4G
240,46,24046,240-46-9740,240-46-9740,5G
240,11,24011,240-11-7244,240-11-7244,5G
240,76,24076,240-76-8785,240-76-8785,5G
240,8,24008,240-08-9689,240-08-9689,5G
240,55,24055,240-55-3137,240-55-3137,3G
240,52,24052,240-52-5212,240-52-5212,4G
240,54,24054,240-54-3535,240-54-3535,4G
240,95,24095,240-95-5561,240-95-5561,4G
240,37,24037,240-37-8218,240-37-8218,5G
240,78,24078,240-78-5493,240-78-5493,4G
240,85,24085,240-85-6615,240-85-6615,4G
240,11,24011,240-11-9089,240-11-9089,5G
240,4,24004,240-04-6572,240-04-6572,4G
240,64,24064,240-64-3709,240-64-3709,4G
240,29,24029,240-29-5193,240-29-5193,4G
240,13,24013,240-13-2177,240-13-2177,3G
240,46,24046,240-46-3417,240-46-3417,3G
240,91,24091,240-91-2116,240-91-2116,3G
240,75,24075,240-75-9745,240-75-9745,5G
240,17,24017,240-17-4069,240-17-4069,4G
240,15,24015,240-15-3738,240-15-3738,4G
240,64,24064,240-64-4312,240-64-4312,4G
240,97,24097,240-97-1371,240-97-1371,3G
240,26,24026,240-26-7755,240-26-7755,5G
240,35,24035,240-35-5151,240-35-5151,4G
240,19,24019,240-19-6742,240-19-6742,4G
240,82,24082,240-82-5849,240-82-5849,4G
240,21,24021,240-21-1610,240-21-1610,3G
240,75,24075,240-75-5699,240-75-5699,4G
240,70,24070,240-70-1976,240-70-1976,3G
240,43,24043,240-43-7244,240-43-7244,5G
240,13,24013,240-13-9530,240-13-9530,5G
240,70,24070,240-70-2196,240-70-2196,3G
240,84,24084,240-84-4714,240-84-4714,4G
240,81,24081,240-81-3560,240-81-3560,4G
240,2,24002,240-02-8093,240-02-8093,5G
240,22,24022,240-22-4048,240-22-4048,4G
240,72,24072,240-72-9058,240-72-9058,5G
240,28,24028,240-28-3344,240-28-3344,3G
240,5,24005,240-05-5323,240-05-5323,4G
240,44,24044,240-44-6902,240-44-6902,4G
240,47,24047,240-47-2966,240-47-2966,3G
240,94,24094,240-94-8345,240-94-8345,5G
240,33,24033,240-33-2810,240-33-2810,3G
240,51,24051,240-51-3296,240-51-3296,3G
240,99,24099,240-99-3906,240-99-3906,4G
240,81,24081,240-81-1636,240-81-1636,3G
240,65,24065,240-65-9294,240-65-9294,5G
240,94,24094,240-94-9629,240-94-9629,5G
240,1,24001,240-01-2213,240-01-2213,3G
240,72,24072,240-72-1142,240-72-1142,3G
240,97,24097,240-97-2435,240-97-2435,3G
240,10,24010,240-10-7039,240-10-7039,5G
240,30,24030,240-30-5365,240-30-5365,4G
240,77,24077,240-77-4905,240-77-4905,4G
240,7,24007,240-07-5961,240-07-5961,4G
240,87,24087,240-87-4307,240-87-4307,4G
240,19,24019,240-19-1099,240-19-1099,3G
240,52,24052,240-52-2420,240-52-2420,3G
240,85,24085,240-85-4340,240-85-4340,4G
240,51,24051,240-51-8797,240-51-8797,5G
240,73,24073,240-73-6592,240-73-6592,4G
240,48,24048,240-48-8865,240-48-8865,5G
240,91,24091,240-91-8914,240-91-8914,5G
240,64,24064,240-64-5274,240-64-5274,4G
240,87,24087,240-87-7594,240-87-7594,5G
240,42,24042,240-42-8353,240-42-8353,5G
240,43,24043,240-43-3147,240-43-3147,3G
240,16,24016,240-16-1754,240-16-1754,3G
240,66,24066,240-66-2569,240-66-2569,3G
240,1,24001,240-01-8792,240-01-8792,5G
240,88,24088,240-88-1549,240-88-1549,3G
240,8,24008,240-08-7842,240-08-7842,5G
240,51,24051,240-51-8126,240-51-8126,5G
240,38,24038,240-38-7751,240-38-7751,5G
240,18,24018,240-18-2711,240-18-2711,3G
240,16,24016,240-16-5068,240-16-5068,4G
240,4,24004,240-04-9341,240-04-9341,5G
240,19,24019,240-19-5968,240-19-5968,4G
240,28,24028,240-28-1272,240-28-1272,3G
240,62,24062,240-62-6490,240-62-6490,4G
240,43,24043,240-43-3822,240-43-3822,4G
240,4,24004,240-04-7943,240-04-7943,5G
240,55,24055,240-55-5798,240-55-5798,4G
240,15,24015,240-15-7808,240-15-7808,5G
240,41,24041,240-41-7014,240-41-7014,5G
240,52,24052,240-52-8857,240-52-8857,5G
240,61,24061,240-61-6988,240-61-6988,4G
240,86,24086,240-86-1975,240-86-1975,3G
240,89,24089,240-89-9038,240-89-9038,5G
240,97,24097,240-97-6862,240-97-6862,4G
240,69,24069,240-69-2490,240-69-2490,3G
240,59,24059,240-59-7353,240-59-7353,5G
240,79,24079,240-79-6433,240-79-6433,4G
240,71,24071,240-71-7675,240-71-7675,5G
240,38,24038,240-38-9692,240-38-9692,5G
240,29,24029,240-29-7908,240-29-7908,5G
240,8,24008,240-08-6863,240-08-6863,4G
240,27,24027,240-27-5425,240-27-5425,4G
240,34,24034,240-34-6665,240-34-6665,4G
240,31,24031,240-31-1503,240-31-1503,3G
240,9,24009,240-09-4271,240-09-4271,4G
240,9,24009,240-09-2971,240-09-2971,3G
240,78,24078,240-78-2542,240-78-2542,3G
240,46,24046,240-46-9569,240-46-9569,5G
240,3,24003,240-03-1906,240-03-1906,3G
240,83,24083,240-83-2872,240-83-2872,3G
240,59,24059,240-59-8635,240-59-8635,5G
240,61,24061,240-61-2909,240-61-2909,3G
240,87,24087,240-87-2904,240-87-2904,3G
240,85,24085,240-85-1652,240-85-1652,3G
240,9,24009,240-09-3284,240-09-3284,3G
240,98,24098,240-98-7245,240-98-7245,5G
240,48,24048,240-48-5353,240-48-5353,4G
240,41,24041,240-41-5943,240-41-5943,4G
240,66,24066,240-66-3228,240-66-3228,3G
240,71,24071,240-71-2678,240-71-2678,3G
240,20,24020,240-20-4782,240-20-4782,4G
