Timestamp,MCC,MNC,PLMN,LAI,RAI,Network_Type,Device_Type
260226114300+0100,240,24,24004,310-410-XXXX,240-24-XXXX,4G,Smartphone
260320154422-0600,310,480,310480,234-33-XXXX,310-480-XXXX,4G,IoT Device
260309075424+0200,240,4,24004,240-04-XXXX,240-04-XXXX,4G,Smartphone
260319170823+0000,234,10,23410,234-10-XXXX,206-20-XXXX,3G,Smartphone
260306022925+0000,234,38,20601,234-38-XXXX,310-120-XXXX,5G,Tablet
260324123426-0700,310,410,310480,310-260-XXXX,206-20-XXXX,4G,Tablet
260313191224+0100,206,5,20605,206-05-XXXX,206-05-XXXX,5G,Smartphone
260304173325+0200,206,5,20605,206-05-XXXX,206-10-XXXX,3G,Smartphone
260324175747+0200,240,24,24024,240-24-XXXX,240-24-XXXX,4G,Smartphone
260313033704-0700,310,480,310480,310-120-XXXX,310-480-XXXX,4G,IoT Device
260305031509+0100,240,7,24007,310-120-XXXX,240-07-XXXX,5G,Smartphone
260323065801-0800,310,260,310260,310-260-XXXX,234-10-XXXX,4G,Tablet
260311110726+0200,240,16,24016,234-20-XXXX,240-16-XXXX,5G,Tablet
260306041520+0100,206,1,20601,206-01-XXXX,206-01-XXXX,4G,Smartphone
260325044255+0100,240,5,20605,234-38-XXXX,240-05-XXXX,5G,Smartphone
260319114247-0500,310,480,20620,206-10-XXXX,240-01-XXXX,4G,IoT Device
260317224840+0100,206,20,23415,206-05-XXXX,206-20-XXXX,5G,Smartphone
260324125104+0200,240,5,24005,206-01-XXXX,240-02-XXXX,5G,Smartphone
260308120212+0200,206,5,20605,206-05-XXXX,206-05-XXXX,5G,Smartphone
260306080127+0200,240,16,310260,240-16-XXXX,240-16-XXXX,5G,Smartphone
260311012859+0000,234,33,23410,234-33-XXXX,234-33-XXXX,5G,Tablet
260319221959+0100,206,1,24016,310-260-XXXX,206-01-XXXX,5G,Tablet
260308045204-0600,310,480,310480,310-480-XXXX,240-16-XXXX,4G,Smartphone
260319073943-0600,310,120,310120,206-10-XXXX,310-120-XXXX,5G,IoT Device
260305222955+0100,206,1,23430,206-01-XXXX,206-01-XXXX,5G,IoT Device
260308112641+0000,234,10,310410,234-10-XXXX,310-480-XXXX,4G,Tablet
260313142522-0500,310,260,310260,206-10-XXXX,310-260-XXXX,4G,Smartphone
260304191407+0200,206,10,20610,234-38-XXXX,206-10-XXXX,3G,Smartphone
260310214525-0600,310,410,20610,310-410-XXXX,310-410-XXXX,4G,IoT Device
260302034953+0200,206,20,20620,310-480-XXXX,310-480-XXXX,4G,Smartphone
260302142828+0100,234,38,23438,234-38-XXXX,234-38-XXXX,3G,Smartphone
260312191200-0600,310,120,24016,240-07-XXXX,234-10-XXXX,3G,IoT Device
260325102944+0000,234,15,23415,234-15-XXXX,234-15-XXXX,3G,Tablet
260309105257+0100,206,10,20610,206-10-XXXX,206-10-XXXX,5G,Smartphone
260227025349-0800,310,480,24004,310-480-XXXX,310-480-XXXX,5G,IoT Device
260312060516+0200,240,5,24005,240-05-XXXX,206-10-XXXX,5G,Tablet
260316203842+0100,240,24,23430,240-24-XXXX,240-24-XXXX,4G,Smartphone
260225102934+0000,234,30,23430,234-30-XXXX,240-02-XXXX,5G,Smartphone
260313034130-0500,310,480,310480,240-04-XXXX,310-480-XXXX,4G,Smartphone
260321062403+0200,240,1,310410,240-01-XXXX,240-01-XXXX,5G,Smartphone
260324145719-0500,310,260,24024,206-05-XXXX,234-30-XXXX,3G,Tablet
260302200904+0200,240,24,24016,240-24-XXXX,240-24-XXXX,5G,Smartphone
260305022602+0200,206,5,20605,234-38-XXXX,206-05-XXXX,5G,Smartphone
260325203916+0200,240,1,24001,240-01-XXXX,240-01-XXXX,4G,Smartphone
260326185541-0700,310,260,310260,206-20-XXXX,310-260-XXXX,4G,Smartphone
260316163859+0200,240,8,20610,240-08-XXXX,240-08-XXXX,4G,Tablet
260227211650-0600,310,480,310480,310-120-XXXX,206-10-XXXX,3G,Smartphone
260226182146+0100,206,10,20610,206-20-XXXX,240-02-XXXX,5G,Smartphone
260227132939+0100,234,20,310120,234-20-XXXX,234-20-XXXX,3G,Smartphone
260314012237+0200,206,10,20610,206-10-XXXX,206-10-XXXX,4G,Smartphone
260323221235+0100,240,16,310410,206-10-XXXX,240-16-XXXX,3G,Smartphone
260303101050+0100,206,1,20601,206-01-XXXX,206-01-XXXX,5G,Smartphone
260305050855-0500,310,410,310410,310-410-XXXX,310-410-XXXX,5G,IoT Device
260324012752+0200,206,20,20605,206-05-XXXX,206-20-XXXX,4G,Smartphone
260302110543+0100,206,20,20620,206-10-XXXX,240-16-XXXX,4G,Tablet
260325221305+0100,234,20,23420,206-10-XXXX,234-15-XXXX,4G,Smartphone
260324224500+0100,234,38,23438,234-38-XXXX,234-38-XXXX,3G,IoT Device
260314015852-0700,310,410,310120,310-410-XXXX,310-410-XXXX,4G,Smartphone
260308141946+0000,234,30,23415,234-15-XXXX,234-30-XXXX,3G,Smartphone
260312023152+0200,240,7,24007,240-07-XXXX,206-20-XXXX,5G,Tablet
260228001738+0000,234,15,23415,240-05-XXXX,234-15-XXXX,4G,Tablet
260307071113+0100,240,2,24007,240-02-XXXX,240-02-XXXX,3G,Smartphone
260326033459+0100,206,1,23415,206-01-XXXX,206-01-XXXX,4G,Smartphone
260320140653+0200,240,16,24016,240-16-XXXX,240-16-XXXX,4G,Tablet
260307180839+0200,240,1,24001,310-410-XXXX,206-01-XXXX,4G,Smartphone
260302154129-0600,310,480,20605,310-480-XXXX,310-480-XXXX,4G,Smartphone
260227153936-0500,310,260,23430,234-10-XXXX,310-260-XXXX,5G,Tablet
260318112354-0600,310,260,23430,310-260-XXXX,310-260-XXXX,5G,Tablet
260308113336+0000,234,38,310410,234-38-XXXX,234-38-XXXX,4G,Smartphone
260319063043+0200,206,20,20620,206-20-XXXX,206-20-XXXX,5G,Smartphone
260227195117+0100,240,16,20620,310-120-XXXX,240-16-XXXX,4G,Smartphone
260307210603+0100,206,10,310260,206-10-XXXX,206-10-XXXX,5G,Tablet
260227164851+0200,240,2,20620,206-10-XXXX,240-02-XXXX,3G,IoT Device
260228041952+0100,206,1,20601,234-15-XXXX,310-260-XXXX,4G,Tablet
260314234445+0200,206,1,20601,206-01-XXXX,206-01-XXXX,3G,IoT Device
260225105043-0700,310,480,23430,310-480-XXXX,310-480-XXXX,5G,IoT Device
260318195052+0200,206,1,20601,206-01-XXXX,206-01-XXXX,4G,Tablet
260314054618+0000,234,10,23410,234-30-XXXX,234-10-XXXX,4G,Tablet
260302040005-0600,310,120,24024,310-120-XXXX,310-120-XXXX,4G,Smartphone
260311210034+0100,240,16,23433,240-16-XXXX,234-15-XXXX,5G,Tablet
260305083910+0200,240,2,20601,240-08-XXXX,240-02-XXXX,5G,Smartphone
260307215812+0100,240,5,23415,310-260-XXXX,240-05-XXXX,4G,Smartphone
260314213003+0200,206,20,310410,206-20-XXXX,206-20-XXXX,4G,Smartphone
260301033045+0000,234,38,23438,206-01-XXXX,234-33-XXXX,4G,Tablet
260307010924+0000,234,38,23438,234-38-XXXX,234-38-XXXX,5G,Smartphone
260310065514+0100,206,20,20605,206-01-XXXX,310-410-XXXX,3G,Tablet
260306021625+0200,206,10,20610,206-10-XXXX,206-10-XXXX,4G,Tablet
260311105050+0000,234,38,23438,240-04-XXXX,310-260-XXXX,3G,Tablet
260326032632+0000,234,10,23410,234-10-XXXX,234-10-XXXX,3G,IoT Device
260326024458+0100,240,1,24001,240-01-XXXX,206-20-XXXX,4G,Smartphone
260308084312+0200,240,1,20620,206-10-XXXX,240-01-XXXX,5G,Smartphone
260308004617+0200,206,10,310480,206-10-XXXX,206-10-XXXX,4G,IoT Device
260314202149+0200,240,7,20601,206-10-XXXX,240-07-XXXX,3G,Smartphone
260325160724+0100,234,30,23430,240-16-XXXX,234-30-XXXX,5G,Tablet
260310053852+0100,234,10,23410,240-04-XXXX,310-480-XXXX,4G,Tablet
260321153655+0100,206,1,20605,206-01-XXXX,206-01-XXXX,3G,Smartphone
260317063015+0100,240,8,20610,240-08-XXXX,240-08-XXXX,4G,Smartphone
260304081255+0100,234,15,24005,240-05-XXXX,234-15-XXXX,4G,IoT Device
260320180543+0100,240,2,20601,240-02-XXXX,206-10-XXXX,3G,IoT Device
260314131033+0000,234,33,24008,310-410-XXXX,206-01-XXXX,4G,Smartphone
260313092305+0200,240,5,310120,240-05-XXXX,240-02-XXXX,5G,Smartphone
260318030813+0000,234,30,20610,240-04-XXXX,240-04-XXXX,5G,Smartphone
260228084222+0200,206,5,20605,234-30-XXXX,310-120-XXXX,4G,Tablet
260302014326+0200,206,1,20610,310-480-XXXX,240-08-XXXX,4G,Tablet
260326020351+0100,240,1,20601,234-15-XXXX,240-01-XXXX,3G,Tablet
260228061425-0800,310,480,23433,240-01-XXXX,310-480-XXXX,3G,Smartphone
260312093849+0200,240,24,310120,240-24-XXXX,234-33-XXXX,5G,Tablet
260310105515+0100,234,30,23430,234-30-XXXX,234-30-XXXX,4G,Smartphone
260307102012+0000,234,30,23430,234-30-XXXX,234-30-XXXX,3G,Smartphone
260305224017+0200,206,10,20610,206-05-XXXX,206-10-XXXX,4G,Smartphone
260228133148+0000,234,15,24016,240-24-XXXX,234-15-XXXX,4G,Smartphone
260307124524+0200,240,8,20605,240-08-XXXX,234-10-XXXX,3G,Tablet
260312170946+0200,240,5,310260,240-05-XXXX,240-05-XXXX,4G,Smartphone
260310052623-0800,310,120,310120,240-24-XXXX,310-120-XXXX,3G,Smartphone
260227021932+0200,240,8,20601,206-01-XXXX,240-08-XXXX,5G,Smartphone
260225181317-0700,310,480,20605,310-480-XXXX,310-480-XXXX,5G,Smartphone
260317093002+0100,240,8,24007,206-05-XXXX,240-08-XXXX,5G,Smartphone
260312132833+0100,234,20,23420,234-20-XXXX,206-01-XXXX,3G,Smartphone
260313210305+0200,206,5,20610,206-05-XXXX,206-05-XXXX,4G,Smartphone
260321002040+0200,240,5,310410,310-410-XXXX,240-05-XXXX,5G,Smartphone
260316070618+0100,234,38,23438,240-04-XXXX,310-480-XXXX,4G,Tablet
260319045247+0100,206,10,20610,310-410-XXXX,206-10-XXXX,4G,Smartphone
260314202047+0100,240,2,24002,240-02-XXXX,240-02-XXXX,4G,Smartphone
260303060730+0200,240,16,24001,206-20-XXXX,240-16-XXXX,5G,IoT Device
260314093902+0200,240,1,23438,240-01-XXXX,240-01-XXXX,5G,Smartphone
260308011952+0100,240,2,24002,310-410-XXXX,240-02-XXXX,3G,Smartphone
260304225117+0100,240,4,20620,240-04-XXXX,234-20-XXXX,4G,Tablet
260314234645+0000,234,38,20620,240-01-XXXX,240-01-XXXX,3G,IoT Device
260307122757+0100,206,20,20620,206-20-XXXX,206-20-XXXX,3G,Tablet
260321115106-0800,310,260,310260,234-33-XXXX,234-10-XXXX,4G,IoT Device
260324152442+0200,240,2,24005,310-120-XXXX,234-33-XXXX,4G,Smartphone
260306112714-0500,310,480,20620,310-480-XXXX,310-480-XXXX,5G,IoT Device
260302134508+0000,234,30,23430,234-15-XXXX,206-10-XXXX,3G,Smartphone
260309150532+0200,206,5,20605,310-260-XXXX,240-08-XXXX,4G,Smartphone
260309183253+0200,206,10,20610,310-260-XXXX,206-10-XXXX,5G,Smartphone
260313172950-0600,310,410,310410,240-01-XXXX,310-410-XXXX,4G,Smartphone
260302164016+0100,206,20,24008,206-20-XXXX,206-05-XXXX,4G,Tablet
260323010810+0100,234,20,23420,234-20-XXXX,234-20-XXXX,4G,IoT Device
260301041554+0100,206,10,20601,206-20-XXXX,206-10-XXXX,5G,Tablet
260309083213+0000,234,30,23430,206-10-XXXX,234-30-XXXX,3G,IoT Device
260311174926+0100,234,10,23410,234-30-XXXX,234-10-XXXX,3G,Tablet
260320225940+0100,206,1,20605,206-10-XXXX,206-01-XXXX,4G,Smartphone
260305075115+0100,206,5,20605,234-10-XXXX,206-05-XXXX,5G,Tablet
260320120535+0200,206,5,310480,310-260-XXXX,206-05-XXXX,5G,IoT Device
260313134547+0100,240,5,20605,310-480-XXXX,240-05-XXXX,4G,Smartphone
260305025025+0200,206,1,20601,240-04-XXXX,310-410-XXXX,5G,Tablet
260313081353+0000,234,38,24016,240-07-XXXX,234-38-XXXX,3G,Smartphone
260313112004+0200,206,20,24008,206-20-XXXX,206-01-XXXX,3G,IoT Device
260319035219+0200,206,20,23438,206-20-XXXX,206-20-XXXX,4G,Smartphone
260306001838-0500,310,410,20605,310-410-XXXX,234-33-XXXX,4G,Tablet
260304231114-0500,310,480,310480,310-480-XXXX,310-480-XXXX,4G,IoT Device
260310060526+0100,234,20,20610,234-30-XXXX,234-20-XXXX,4G,Smartphone
260303090421-0700,310,410,310410,310-260-XXXX,310-410-XXXX,5G,Smartphone
260322215455+0000,234,38,20601,234-38-XXXX,234-38-XXXX,5G,IoT Device
260302012801+0100,206,5,20605,206-05-XXXX,206-05-XXXX,5G,Smartphone
260321114206+0000,234,15,23415,234-15-XXXX,234-15-XXXX,5G,Smartphone
260313011208+0200,206,1,20601,206-05-XXXX,206-01-XXXX,5G,Smartphone
260306185927+0100,206,20,20620,206-01-XXXX,206-20-XXXX,5G,Smartphone
260314061947+0000,234,20,23420,234-20-XXXX,234-20-XXXX,3G,Tablet
260301033503+0100,206,20,20620,206-20-XXXX,206-20-XXXX,5G,Tablet
260324152825+0100,206,10,310410,310-260-XXXX,240-02-XXXX,5G,Smartphone
260318025914+0000,234,30,23430,234-30-XXXX,240-01-XXXX,4G,IoT Device
260318100952+0100,206,1,20601,206-01-XXXX,310-480-XXXX,3G,Tablet
260311182214+0100,240,5,310480,234-30-XXXX,240-05-XXXX,4G,IoT Device
260315215907+0000,234,20,24024,234-20-XXXX,234-20-XXXX,4G,Smartphone
260316021020-0600,310,480,310480,206-20-XXXX,310-480-XXXX,4G,Smartphone
260309040046+0200,240,8,310260,240-08-XXXX,240-08-XXXX,4G,Smartphone
260310172028-0800,310,120,310120,206-01-XXXX,310-120-XXXX,5G,Smartphone
260323033425+0200,206,10,23410,206-10-XXXX,206-10-XXXX,4G,Smartphone
260319001352-0600,310,260,20605,310-260-XXXX,310-260-XXXX,5G,IoT Device
260322140212+0200,240,24,24024,240-24-XXXX,310-410-XXXX,5G,Smartphone
260303144752-0800,310,120,23430,240-16-XXXX,310-120-XXXX,5G,Smartphone
260311220918+0100,206,20,20620,234-20-XXXX,206-20-XXXX,5G,Smartphone
260307050838+0000,234,20,23420,206-01-XXXX,234-20-XXXX,3G,IoT Device
260320173220+0100,206,5,20605,206-05-XXXX,206-05-XXXX,3G,Smartphone
260226110221+0200,240,24,24024,310-410-XXXX,240-24-XXXX,5G,Smartphone
260225134058+0100,240,2,24002,310-410-XXXX,234-10-XXXX,5G,IoT Device
260310074110+0200,240,8,310480,310-260-XXXX,240-08-XXXX,5G,Smartphone
260303033745-0500,310,120,310120,234-38-XXXX,310-120-XXXX,5G,Tablet
260323130624+0100,240,8,24008,240-08-XXXX,240-08-XXXX,5G,Smartphone
260227210954+0100,206,10,20610,240-04-XXXX,206-10-XXXX,3G,IoT Device
260308054116+0100,234,30,20610,234-30-XXXX,234-30-XXXX,5G,IoT Device
260226151449+0200,206,1,20601,206-01-XXXX,206-01-XXXX,5G,Smartphone
260309230023+0200,206,20,20620,234-20-XXXX,206-10-XXXX,4G,Smartphone
260225024432+0100,206,1,20601,206-01-XXXX,206-01-XXXX,3G,Smartphone
260314212434+0200,206,5,20605,206-05-XXXX,206-05-XXXX,5G,Smartphone
260225083848-0700,310,410,310120,206-01-XXXX,310-410-XXXX,4G,IoT Device
260326172554+0200,206,5,20605,206-05-XXXX,206-05-XXXX,4G,Smartphone
260311095416+0200,240,5,24005,240-16-XXXX,240-05-XXXX,5G,Tablet
260319000635+0100,206,1,20601,206-01-XXXX,206-01-XXXX,4G,Smartphone
260308023616-0800,310,410,310410,234-15-XXXX,240-04-XXXX,3G,IoT Device
260320065106+0200,240,8,20601,240-08-XXXX,310-120-XXXX,4G,Tablet
260316075342+0100,240,2,23430,310-120-XXXX,240-02-XXXX,5G,IoT Device
260312235534-0600,310,410,310410,206-01-XXXX,310-410-XXXX,5G,Smartphone
260310064954+0200,240,2,24016,240-02-XXXX,240-02-XXXX,3G,Smartphone
260324161702+0100,240,24,24008,240-24-XXXX,240-24-XXXX,4G,Smartphone
260322210759+0200,206,5,23410,206-01-XXXX,206-05-XXXX,4G,Smartphone
260301064611-0700,310,260,310260,310-260-XXXX,310-260-XXXX,4G,IoT Device
260307150357+0100,240,16,24016,240-16-XXXX,240-16-XXXX,4G,Tablet
260304122159+0100,234,10,23410,234-10-XXXX,234-10-XXXX,5G,IoT Device
260313162421+0100,206,1,20610,310-480-XXXX,206-01-XXXX,5G,Smartphone
260320104906-0800,310,260,20620,310-480-XXXX,206-01-XXXX,5G,IoT Device
260303055252-0700,310,120,24002,240-02-XXXX,310-120-XXXX,4G,IoT Device
260319122427-0500,310,480,310480,310-480-XXXX,310-480-XXXX,5G,Smartphone
260320141750+0000,234,38,20605,234-38-XXXX,234-38-XXXX,4G,Tablet
260311221645+0100,240,8,24008,240-08-XXXX,206-01-XXXX,4G,Smartphone
260316052246+0000,234,33,24008,240-05-XXXX,310-260-XXXX,5G,IoT Device
260326163056+0000,234,33,23433,234-33-XXXX,234-33-XXXX,5G,Tablet
260308162901+0100,234,38,23438,234-38-XXXX,310-410-XXXX,3G,IoT Device
260308010326-0500,310,260,24007,310-260-XXXX,310-260-XXXX,5G,IoT Device
260325170959+0100,240,16,23430,240-16-XXXX,240-16-XXXX,3G,Smartphone
260314165143+0200,206,20,23433,206-01-XXXX,206-20-XXXX,5G,Smartphone
260226063808+0100,206,10,20610,240-05-XXXX,206-10-XXXX,4G,IoT Device
260312064311+0100,206,20,20620,206-01-XXXX,206-20-XXXX,4G,IoT Device
260309185604+0000,234,38,23438,310-410-XXXX,234-38-XXXX,4G,Smartphone
260305094413+0100,240,8,23438,240-02-XXXX,240-08-XXXX,3G,Smartphone
260326072757+0100,234,33,23433,234-33-XXXX,234-33-XXXX,4G,Tablet
260308191713+0000,234,15,20601,234-15-XXXX,234-15-XXXX,3G,Tablet
260306091656+0200,240,4,23433,310-120-XXXX,240-08-XXXX,5G,Tablet
260226193909-0800,310,260,310260,310-260-XXXX,310-260-XXXX,5G,Smartphone
260228132814-0600,310,480,24005,310-480-XXXX,310-480-XXXX,5G,Smartphone
260306083856+0100,234,20,23420,234-20-XXXX,234-20-XXXX,5G,Smartphone
260228155733+0100,240,4,24004,240-04-XXXX,240-04-XXXX,5G,Smartphone
260301235511+0000,234,38,23438,240-01-XXXX,234-38-XXXX,4G,Tablet
260302021024+0100,206,5,24016,206-01-XXXX,206-05-XXXX,5G,Smartphone
260319014026+0100,206,5,20605,310-260-XXXX,206-05-XXXX,4G,Smartphone
260307031005+0200,240,2,24002,310-260-XXXX,240-02-XXXX,5G,Smartphone
260304231702-0600,310,120,24001,206-05-XXXX,310-120-XXXX,5G,IoT Device
260311231111+0100,240,1,24001,206-01-XXXX,240-01-XXXX,3G,Smartphone
260312014046+0200,240,16,24016,206-05-XXXX,206-20-XXXX,3G,Smartphone
260301191324-0600,310,120,20620,310-120-XXXX,206-20-XXXX,3G,Smartphone
260303222441+0100,234,10,23410,234-10-XXXX,234-10-XXXX,3G,Tablet
260322201258+0100,206,20,23438,240-24-XXXX,206-20-XXXX,5G,Smartphone
260311053750+0200,206,20,20620,206-20-XXXX,240-24-XXXX,3G,Smartphone
260302104843-0700,310,410,24008,240-24-XXXX,310-410-XXXX,3G,Tablet
260313160122+0000,234,38,310410,310-120-XXXX,234-38-XXXX,3G,Smartphone
260303193640+0200,206,1,310260,234-30-XXXX,206-01-XXXX,4G,Tablet
260305051557+0100,240,16,24005,310-480-XXXX,240-16-XXXX,5G,Smartphone
260228155544+0000,234,10,23410,234-10-XXXX,234-10-XXXX,4G,IoT Device
260302110517-0800,310,120,24001,310-120-XXXX,310-120-XXXX,5G,Smartphone
260325165350+0100,240,5,24005,240-05-XXXX,240-05-XXXX,4G,IoT Device
260323013012+0100,234,30,24005,240-07-XXXX,234-30-XXXX,3G,Smartphone
260306213700-0500,310,120,310120,310-120-XXXX,206-10-XXXX,5G,IoT Device
260308033455+0100,234,30,23430,240-24-XXXX,240-16-XXXX,4G,IoT Device
260319062717+0200,240,24,310260,240-24-XXXX,240-24-XXXX,5G,Smartphone
260314195839-0800,310,120,23410,310-120-XXXX,240-02-XXXX,5G,Tablet
260319012001+0100,234,20,24024,206-10-XXXX,234-20-XXXX,5G,Smartphone
260301142205+0200,240,2,24002,240-02-XXXX,240-02-XXXX,5G,Tablet
260304014307+0200,240,24,310410,206-01-XXXX,240-24-XXXX,5G,Smartphone
260325144023-0600,310,480,24005,310-480-XXXX,310-480-XXXX,4G,Tablet
260322131440+0000,234,15,310120,240-05-XXXX,310-480-XXXX,4G,Tablet
260303054200+0000,234,38,24016,234-38-XXXX,240-01-XXXX,4G,IoT Device
260311201315+0100,240,8,24008,240-08-XXXX,240-02-XXXX,5G,Smartphone
260318102100+0200,206,20,20620,310-120-XXXX,206-20-XXXX,3G,Smartphone
260324000026+0100,206,5,20605,206-05-XXXX,206-05-XXXX,5G,IoT Device
260310200300+0100,234,20,23438,234-10-XXXX,240-02-XXXX,5G,Smartphone
260312055205+0200,206,5,20605,206-20-XXXX,206-05-XXXX,5G,Smartphone
260227075017+0200,240,2,24002,240-02-XXXX,240-02-XXXX,4G,Smartphone
260316225511-0500,310,260,23438,310-260-XXXX,310-260-XXXX,3G,IoT Device
260304215225+0200,240,4,24016,240-04-XXXX,240-04-XXXX,3G,Smartphone
260318022857+0100,206,5,20605,240-08-XXXX,206-05-XXXX,4G,Tablet
260310155645+0100,234,38,23438,234-38-XXXX,234-38-XXXX,5G,Smartphone
260301035738+0100,206,20,310410,206-20-XXXX,234-20-XXXX,5G,Tablet
260301175121+0000,234,33,23433,234-33-XXXX,234-33-XXXX,3G,Smartphone
260306120351+0200,206,20,20620,310-260-XXXX,206-01-XXXX,3G,IoT Device
260326002950+0200,206,1,310120,234-15-XXXX,206-01-XXXX,5G,IoT Device
260310233411+0200,206,1,20601,206-05-XXXX,206-05-XXXX,3G,IoT Device
260301192636+0100,240,8,24008,234-10-XXXX,240-08-XXXX,4G,Smartphone
260303124630-0700,310,120,23420,310-120-XXXX,310-120-XXXX,3G,Smartphone
260227193800+0000,234,15,310410,310-480-XXXX,310-410-XXXX,5G,Smartphone
260308231522+0200,240,24,24008,240-05-XXXX,240-24-XXXX,5G,Smartphone
260304211649+0100,240,8,24008,206-01-XXXX,240-08-XXXX,5G,Smartphone
260325152811+0100,206,1,20601,240-01-XXXX,206-01-XXXX,4G,Smartphone
260227220944+0100,234,30,23433,234-30-XXXX,234-30-XXXX,3G,Smartphone
260228172423+0200,240,7,24005,240-07-XXXX,234-38-XXXX,3G,Smartphone
260301000430+0200,206,5,20605,206-01-XXXX,206-05-XXXX,3G,Smartphone
260317160508+0000,234,20,310260,310-480-XXXX,234-33-XXXX,3G,Tablet
260314131400+0100,234,15,23415,234-15-XXXX,234-15-XXXX,4G,Smartphone
260225173923+0000,234,20,310480,234-20-XXXX,234-20-XXXX,3G,Smartphone
260321083919+0100,234,33,23433,234-33-XXXX,240-16-XXXX,3G,Tablet
260228181048+0100,240,2,24002,206-20-XXXX,240-02-XXXX,5G,IoT Device
260302025445+0200,206,10,24005,234-33-XXXX,234-30-XXXX,3G,IoT Device
260311231016+0200,240,7,310260,234-15-XXXX,240-07-XXXX,5G,IoT Device
260302062253-0700,310,120,310120,240-01-XXXX,310-120-XXXX,3G,Tablet
260305075649+0100,234,10,310480,234-10-XXXX,234-10-XXXX,3G,IoT Device
260226025428-0500,310,480,310480,310-480-XXXX,310-480-XXXX,4G,Smartphone
260316120002+0100,234,20,23420,240-04-XXXX,234-20-XXXX,5G,Smartphone
260226215154+0100,206,5,20605,206-05-XXXX,206-05-XXXX,4G,Tablet
260309154833-0500,310,260,310260,240-24-XXXX,206-20-XXXX,3G,IoT Device
260316000612+0100,234,15,24005,206-20-XXXX,234-15-XXXX,3G,Smartphone
260326181951+0200,240,16,23415,240-16-XXXX,240-16-XXXX,3G,Smartphone
260311111959+0100,206,10,20610,310-260-XXXX,206-10-XXXX,5G,Tablet
260324110515+0200,206,20,20620,240-02-XXXX,310-480-XXXX,5G,Smartphone
260305044026-0700,310,410,310260,310-480-XXXX,310-410-XXXX,4G,Tablet
260225230331+0100,206,20,20601,206-20-XXXX,206-20-XXXX,5G,Tablet
260226200845+0100,240,7,24007,206-10-XXXX,240-07-XXXX,4G,Smartphone
260320020511+0200,206,10,20620,234-38-XXXX,206-10-XXXX,3G,IoT Device
260228020325+0100,240,2,24002,240-02-XXXX,206-01-XXXX,3G,Smartphone
260313021300+0100,240,5,24007,234-38-XXXX,240-05-XXXX,4G,IoT Device
260320000433+0100,206,5,20605,206-10-XXXX,206-05-XXXX,4G,Smartphone
260307172510+0200,240,24,310480,240-24-XXXX,240-24-XXXX,5G,Smartphone
260302084509-0500,310,410,310410,310-410-XXXX,310-410-XXXX,4G,Smartphone
260324120133+0100,234,38,310260,206-10-XXXX,310-260-XXXX,3G,IoT Device
260325121209-0700,310,480,310260,310-480-XXXX,310-480-XXXX,3G,IoT Device
260322042255+0100,240,7,24007,240-07-XXXX,240-07-XXXX,5G,Smartphone
260313081723+0200,206,5,20605,206-05-XXXX,206-05-XXXX,3G,Smartphone
260227185644-0800,310,410,310410,206-10-XXXX,234-33-XXXX,5G,IoT Device
260225161830+0100,240,7,24007,240-02-XXXX,240-07-XXXX,4G,Smartphone
260324145043-0600,310,480,23438,234-30-XXXX,310-480-XXXX,4G,IoT Device
260307071824+0100,240,24,310410,240-02-XXXX,234-30-XXXX,3G,IoT Device
260226205026-0800,310,120,20610,310-120-XXXX,310-120-XXXX,3G,IoT Device
260320073014+0100,234,38,23438,234-38-XXXX,234-38-XXXX,5G,IoT Device
260325213345+0100,206,10,24004,206-10-XXXX,206-10-XXXX,4G,Tablet
260314155332+0100,206,1,20620,206-01-XXXX,206-01-XXXX,5G,Tablet
260301041219-0800,310,410,310410,240-04-XXXX,310-410-XXXX,4G,IoT Device
260320200512+0100,240,5,20620,240-05-XXXX,240-05-XXXX,5G,Tablet
260302072310+0000,234,38,20601,310-410-XXXX,206-01-XXXX,5G,Tablet
260303184127+0100,206,20,20620,206-20-XXXX,240-07-XXXX,4G,Smartphone
260308102348+0100,234,30,23438,234-30-XXXX,234-30-XXXX,5G,Tablet
260228213903+0200,206,5,20605,240-24-XXXX,206-05-XXXX,5G,Smartphone
260322143019+0100,206,1,20601,234-15-XXXX,206-01-XXXX,5G,Smartphone
260302130332+0000,234,38,310410,234-38-XXXX,234-38-XXXX,3G,Smartphone
260316063021+0100,234,20,310480,240-01-XXXX,234-20-XXXX,5G,Smartphone
260301071324+0100,206,20,23420,206-20-XXXX,206-20-XXXX,4G,Smartphone
260307113948+0100,240,5,24005,240-05-XXXX,240-05-XXXX,5G,Smartphone
260321173324+0100,240,24,24024,240-05-XXXX,240-24-XXXX,5G,Smartphone
260310113201-0700,310,480,310480,310-480-XXXX,310-480-XXXX,5G,Smartphone
260317210249+0200,240,1,24001,234-15-XXXX,240-01-XXXX,4G,Smartphone
260318163929+0100,206,10,24016,234-38-XXXX,206-10-XXXX,4G,IoT Device
260319012516+0200,240,2,20605,240-24-XXXX,240-02-XXXX,5G,Tablet
260311205845+0200,240,2,24002,310-120-XXXX,240-02-XXXX,4G,Smartphone
260228025919-0500,310,120,310120,310-120-XXXX,310-120-XXXX,5G,IoT Device
260301230422+0100,234,33,23433,234-33-XXXX,234-33-XXXX,3G,Smartphone
260305221740+0200,240,7,310410,240-07-XXXX,240-07-XXXX,4G,Tablet
