Device_ID,Device_Type,LAI,RAI,Network_Type
D1486,Tablet,240-19-4849,240-19-4849-45,4G
D1487,IoT Device,240-01-7261,240-01-7261-51,5G
D1488,Smartphone,240-12-1492,240-12-1492-80,3G
D1489,IoT Device,240-18-8782,240-18-8782-46,5G
D1490,IoT Device,240-42-4145,240-42-4145-58,4G
D1491,Tablet,240-40-7341,240-40-7341-21,5G
D1492,Smartphone,240-36-5739,240-36-5739-51,4G
D1493,Smartphone,240-36-6088,240-36-6088-16,4G
D1494,Tablet,240-16-7540,240-16-7540-21,5G
D1495,Smartphone,240-67-6207,240-67-6207-57,4G
D1496,IoT Device,240-81-4050,240-81-4050-28,4G
D1497,IoT Device,240-88-3190,240-88-3190-83,3G
D1498,Tablet,240-09-7657,240-09-7657-72,5G
D1499,IoT Device,240-49-2908,240-49-2908-51,3G
D1500,IoT Device,240-67-6758,240-67-6758-82,4G
D1501,Smartphone,240-17-5780,240-17-5780-52,4G
D1502,Smartphone,240-74-7827,240-74-7827-18,5G
D1503,Tablet,240-74-8729,240-74-8729-51,5G
D1504,IoT Device,240-85-9258,240-85-9258-83,5G
D1505,Smartphone,240-40-5435,240-40-5435-74,4G
D1506,IoT Device,240-74-9045,240-74-9045-34,5G
D1507,IoT Device,240-47-1185,240-47-1185-17,3G
D1508,IoT Device,240-47-9537,240-47-9537-16,5G
D1509,Smartphone,240-84-4789,240-84-4789-70,4G
D1510,IoT Device,240-05-3740,240-05-3740-38,4G
D1511,Smartphone,240-80-5481,240-80-5481-18,4G
D1512,IoT Device,240-38-7214,240-38-7214-86,5G
D1513,Smartphone,240-40-1915,240-40-1915-33,3G
D1514,Smartphone,240-83-6815,240-83-6815-92,4G
D1515,IoT Device,240-16-9690,240-16-9690-68,5G
D1516,Tablet,240-95-9136,240-95-9136-89,5G
D1517,IoT Device,240-43-8034,240-43-8034-72,5G
D1518,Tablet,240-91-7760,240-91-7760-70,5G
D1519,Smartphone,240-17-4296,240-17-4296-28,4G
D1520,Tablet,240-12-7105,240-12-7105-54,5G
D1521,Tablet,240-61-8303,240-61-8303-49,5G
D1522,Tablet,240-38-4174,240-38-4174-73,4G
D1523,IoT Device,240-16-2302,240-16-2302-48,3G
D1524,IoT Device,240-89-1529,240-89-1529-68,3G
D1525,Tablet,240-81-1698,240-81-1698-38,3G
D1526,IoT Device,240-06-5862,240-06-5862-32,4G
D1527,Smartphone,240-79-4039,240-79-4039-83,4G
D1528,Smartphone,240-13-1770,240-13-1770-96,3G
D1529,IoT Device,240-88-9954,240-88-9954-15,5G
D1530,Tablet,240-47-7831,240-47-7831-92,5G
D1531,Tablet,240-60-3167,240-60-3167-94,3G
D1532,IoT Device,240-93-1645,240-93-1645-72,3G
D1533,Smartphone,240-10-1074,240-10-1074-35,3G
D1534,Tablet,240-14-7731,240-14-7731-33,5G
D1535,IoT Device,240-28-4496,240-28-4496-46,4G
D1536,Smartphone,240-41-1738,240-41-1738-74,3G
D1537,IoT Device,240-76-4832,240-76-4832-52,4G
D1538,IoT Device,240-38-8235,240-38-8235-28,5G
D1539,Tablet,240-97-9837,240-97-9837-77,5G
D1540,Tablet,240-31-1318,240-31-1318-69,3G
D1541,Tablet,240-64-9705,240-64-9705-16,5G
D1542,Smartphone,240-20-6267,240-20-6267-15,4G
D1543,IoT Device,240-51-3211,240-51-3211-32,3G
D1544,IoT Device,240-30-4548,240-30-4548-50,4G
D1545,Smartphone,240-46-4206,240-46-4206-26,4G
D1546,Tablet,240-55-9400,240-55-9400-19,5G
D1547,Smartphone,240-22-3780,240-22-3780-43,4G
D1548,Tablet,240-88-2151,240-88-2151-15,3G
D1549,IoT Device,240-65-9717,240-65-9717-96,5G
D1550,Smartphone,240-98-5061,240-98-5061-48,4G
D1551,Smartphone,240-85-5093,240-85-5093-32,4G
D1552,IoT Device,240-38-1046,240-38-1046-46,3G
D1553,Smartphone,240-76-7816,240-76-7816-54,5G
D1554,Tablet,240-93-6914,240-93-6914-84,4G
D1555,Smartphone,240-50-2366,240-50-2366-45,3G
D1556,IoT Device,240-88-7112,240-88-7112-96,5G
D1557,IoT Device,240-72-5951,240-72-5951-54,4G
D1558,Tablet,240-01-2425,240-01-2425-16,3G
D1559,Smartphone,240-87-9653,240-87-9653-65,5G
D1560,IoT Device,240-98-2452,240-98-2452-87,3G
D1561,Tablet,240-66-6519,240-66-6519-39,4G
D1562,Tablet,240-58-4477,240-58-4477-36,4G
D1563,IoT Device,240-01-1785,240-01-1785-97,3G
D1564,Smartphone,240-43-1452,240-43-1452-42,3G
D1565,Smartphone,240-64-3523,240-64-3523-77,4G
D1566,Tablet,240-12-8086,240-12-8086-70,5G
D1567,Tablet,240-01-9894,240-01-9894-13,5G
D1568,Tablet,240-86-7819,240-86-7819-52,5G
D1569,Smartphone,240-05-9395,240-05-9395-26,5G
D1570,IoT Device,240-33-8715,240-33-8715-33,5G
D1571,Smartphone,240-72-4692,240-72-4692-73,4G
D1572,Smartphone,240-46-6913,240-46-6913-19,4G
D1573,IoT Device,240-20-1335,240-20-1335-45,3G
D1574,Tablet,240-23-6160,240-23-6160-90,4G
D1575,Smartphone,240-54-9279,240-54-9279-93,5G
D1576,Tablet,240-32-7183,240-32-7183-86,5G
D1577,Tablet,240-39-5505,240-39-5505-89,4G
D1578,Smartphone,240-77-8258,240-77-8258-55,5G
D1579,Tablet,240-83-5000,240-83-5000-51,4G
D1580,IoT Device,240-98-9219,240-98-9219-63,5G
D1581,IoT Device,240-74-1977,240-74-1977-54,3G
D1582,Tablet,240-06-3188,240-06-3188-86,3G
D1583,Smartphone,240-74-9979,240-74-9979-79,5G
D1584,Smartphone,240-84-3454,240-84-3454-59,3G
D1585,IoT Device,240-28-4590,240-28-4590-28,4G
D1586,IoT Device,240-47-6348,240-47-6348-63,4G
D1587,IoT Device,240-54-1637,240-54-1637-97,3G
D1588,Tablet,240-11-5803,240-11-5803-39,4G
D1589,IoT Device,240-01-1810,240-01-1810-92,3G
D1590,Smartphone,240-37-3675,240-37-3675-80,4G
D1591,IoT Device,240-97-8056,240-97-8056-12,5G
D1592,IoT Device,240-67-2733,240-67-2733-83,3G
D1593,Tablet,240-21-6380,240-21-6380-50,4G
D1594,Tablet,240-04-2197,240-04-2197-69,3G
D1595,Smartphone,240-20-3014,240-20-3014-69,3G
D1596,Smartphone,240-96-6445,240-96-6445-36,4G
D1597,Smartphone,240-89-1424,240-89-1424-46,3G
D1598,IoT Device,240-33-7410,240-33-7410-51,5G
D1599,IoT Device,240-32-7109,240-32-7109-97,5G
D1600,IoT Device,240-59-6322,240-59-6322-77,4G
D1601,Smartphone,240-37-9045,240-37-9045-88,5G
D1602,Smartphone,240-95-1478,240-95-1478-81,3G
D1603,Smartphone,240-27-1206,240-27-1206-83,3G
D1604,Smartphone,240-96-1947,240-96-1947-13,3G
D1605,IoT Device,240-58-7131,240-58-7131-24,5G
D1606,IoT Device,240-77-7482,240-77-7482-48,5G
D1607,Tablet,240-33-9360,240-33-9360-56,5G
D1608,Smartphone,240-14-2960,240-14-2960-92,3G
D1609,Tablet,240-37-3734,240-37-3734-80,4G
D1610,Smartphone,240-44-4387,240-44-4387-82,4G
D1611,IoT Device,240-35-7019,240-35-7019-30,5G
D1612,Tablet,240-65-9765,240-65-9765-77,5G
D1613,Tablet,240-51-5172,240-51-5172-88,4G
D1614,Tablet,240-80-3322,240-80-3322-92,3G
D1615,IoT Device,240-80-9913,240-80-9913-43,5G
D1616,Tablet,240-11-7572,240-11-7572-42,5G
D1617,Tablet,240-66-2857,240-66-2857-74,3G
D1618,Smartphone,240-21-8390,240-21-8390-21,5G
D1619,Tablet,240-92-6703,240-92-6703-48,4G
D1620,Tablet,240-99-7326,240-99-7326-24,5G
D1621,Tablet,240-01-7850,240-01-7850-63,5G
D1622,IoT Device,240-79-2179,240-79-2179-79,3G
D1623,Smartphone,240-31-7874,240-31-7874-41,5G
D1624,Tablet,240-87-8819,240-87-8819-26,5G
D1625,Tablet,240-21-6444,240-21-6444-28,4G
D1626,IoT Device,240-44-1536,240-44-1536-87,3G
D1627,Smartphone,240-49-8908,240-49-8908-81,5G
D1628,IoT Device,240-71-7079,240-71-7079-75,5G
D1629,IoT Device,240-14-8229,240-14-8229-77,5G
D1630,IoT Device,240-29-2159,240-29-2159-32,3G
D1631,Smartphone,240-18-2449,240-18-2449-19,3G
D1632,Smartphone,240-49-3137,240-49-3137-11,3G
D1633,Smartphone,240-38-5338,240-38-5338-85,4G
D1634,Tablet,240-26-3514,240-26-3514-84,4G
D1635,IoT Device,240-76-5220,240-76-5220-24,4G
D1636,Smartphone,240-56-5610,240-56-5610-89,4G
D1637,IoT Device,240-21-7038,240-21-7038-56,5G
D1638,IoT Device,240-13-8829,240-13-8829-99,5G
D1639,Tablet,240-71-9106,240-71-9106-24,5G
D1640,IoT Device,240-62-9843,240-62-9843-86,5G
D1641,Smartphone,240-54-3511,240-54-3511-52,4G
D1642,IoT Device,240-73-9432,240-73-9432-47,5G
D1643,Tablet,240-98-8680,240-98-8680-69,5G
D1644,IoT Device,240-44-3122,240-44-3122-73,3G
D1645,Tablet,240-84-2488,240-84-2488-12,3G
D1646,IoT Device,240-59-1448,240-59-1448-21,3G
D1647,IoT Device,240-32-4809,240-32-4809-79,4G
D1648,IoT Device,240-59-4469,240-59-4469-13,4G
D1649,IoT Device,240-11-3067,240-11-3067-86,3G
D1650,Smartphone,240-93-4325,240-93-4325-14,4G
D1651,IoT Device,240-52-2373,240-52-2373-96,3G
D1652,Tablet,240-03-8508,240-03-8508-21,5G
D1653,Smartphone,240-54-6737,240-54-6737-33,4G
D1654,Smartphone,240-91-3019,240-91-3019-70,3G
D1655,Tablet,240-71-2792,240-71-2792-24,3G
D1656,Smartphone,240-42-7266,240-42-7266-37,5G
D1657,Smartphone,240-69-8518,240-69-8518-45,5G
D1658,Smartphone,240-06-7962,240-06-7962-13,5G
D1659,Smartphone,240-22-7571,240-22-7571-64,5G
D1660,IoT Device,240-04-3938,240-04-3938-23,4G
D1661,Smartphone,240-78-3833,240-78-3833-49,4G
D1662,IoT Device,240-79-7784,240-79-7784-23,5G
D1663,Tablet,240-84-6133,240-84-6133-84,4G
D1664,Tablet,240-21-1629,240-21-1629-46,3G
D1665,Tablet,240-30-9924,240-30-9924-89,5G
D1666,Tablet,240-35-9046,240-35-9046-12,5G
D1667,Tablet,240-86-9460,240-86-9460-52,5G
D1668,Smartphone,240-31-8808,240-31-8808-63,5G
D1669,Tablet,240-27-6628,240-27-6628-97,4G
D1670,Tablet,240-73-6985,240-73-6985-53,4G
D1671,Smartphone,240-64-8513,240-64-8513-90,5G
D1672,Smartphone,240-78-1560,240-78-1560-95,3G
D1673,Smartphone,240-13-3290,240-13-3290-99,3G
D1674,Smartphone,240-03-6524,240-03-6524-76,4G
D1675,Smartphone,240-36-9615,240-36-9615-32,5G
D1676,Tablet,240-33-9445,240-33-9445-13,5G
D1677,Smartphone,240-08-2329,240-08-2329-12,3G
D1678,IoT Device,240-30-7817,240-30-7817-52,5G
D1679,IoT Device,240-57-1792,240-57-1792-75,3G
D1680,Smartphone,240-60-7956,240-60-7956-71,5G
D1681,IoT Device,240-21-2450,240-21-2450-13,3G
D1682,IoT Device,240-97-7319,240-97-7319-87,5G
D1683,Smartphone,240-94-2029,240-94-2029-54,3G
D1684,Smartphone,240-14-3382,240-14-3382-56,3G
D1685,IoT Device,240-56-1291,240-56-1291-43,3G
D1686,Smartphone,240-46-5897,240-46-5897-38,4G
D1687,Smartphone,240-29-7994,240-29-7994-29,5G
D1688,IoT Device,240-58-8546,240-58-8546-58,5G
D1689,IoT Device,240-76-4429,240-76-4429-41,4G
D1690,Tablet,240-91-3788,240-91-3788-21,4G
D1691,IoT Device,240-44-2960,240-44-2960-66,3G
D1692,IoT Device,240-32-4881,240-32-4881-86,4G
D1693,IoT Device,240-18-4101,240-18-4101-60,4G
D1694,Tablet,240-36-8337,240-36-8337-46,5G
D1695,IoT Device,240-87-8695,240-87-8695-96,5G
D1696,Tablet,240-73-1152,240-73-1152-62,3G
D1697,Tablet,240-05-8171,240-05-8171-66,5G
D1698,Tablet,240-03-4361,240-03-4361-72,4G
D1699,Smartphone,240-76-4409,240-76-4409-67,4G
D1700,IoT Device,240-57-5815,240-57-5815-67,4G
D1701,Smartphone,240-93-3071,240-93-3071-62,3G
D1702,IoT Device,240-50-5800,240-50-5800-45,4G
D1703,Smartphone,240-35-9282,240-35-9282-15,5G
D1704,Tablet,240-08-7353,240-08-7353-20,5G
D1705,IoT Device,240-86-8754,240-86-8754-89,5G
D1706,Smartphone,240-75-2420,240-75-2420-30,3G
D1707,Tablet,240-21-9774,240-21-9774-65,5G
D1708,IoT Device,240-81-8416,240-81-8416-30,5G
D1709,IoT Device,240-67-9498,240-67-9498-28,5G
D1710,Smartphone,240-71-9913,240-71-9913-57,5G
D1711,IoT Device,240-30-8978,240-30-8978-36,5G
D1712,IoT Device,240-75-8150,240-75-8150-71,5G
D1713,Tablet,240-29-5589,240-29-5589-95,4G
D1714,IoT Device,240-43-7068,240-43-7068-72,5G
D1715,Tablet,240-69-8785,240-69-8785-13,5G
D1716,Smartphone,240-96-3795,240-96-3795-82,4G
D1717,Tablet,240-17-6489,240-17-6489-20,4G
D1718,Smartphone,240-86-9464,240-86-9464-36,5G
D1719,IoT Device,240-91-4957,240-91-4957-37,4G
D1720,Tablet,240-45-4094,240-45-4094-71,4G
D1721,IoT Device,240-22-6033,240-22-6033-69,4G
D1722,Tablet,240-57-7934,240-57-7934-62,5G
D1723,IoT Device,240-64-5374,240-64-5374-75,4G
D1724,IoT Device,240-51-5274,240-51-5274-42,4G
D1725,Smartphone,240-52-1438,240-52-1438-97,3G
D1726,IoT Device,240-18-4508,240-18-4508-15,4G
D1727,Tablet,240-46-3948,240-46-3948-15,4G
D1728,Tablet,240-86-6814,240-86-6814-45,4G
D1729,IoT Device,240-51-2127,240-51-2127-86,3G
D1730,Smartphone,240-06-9689,240-06-9689-96,5G
D1731,Smartphone,240-93-4855,240-93-4855-88,4G
D1732,Tablet,240-33-4709,240-33-4709-90,4G
D1733,IoT Device,240-93-3679,240-93-3679-43,4G
D1734,Tablet,240-01-3581,240-01-3581-12,4G
D1735,Tablet,240-83-4324,240-83-4324-10,4G
D1736,IoT Device,240-16-9170,240-16-9170-97,5G
D1737,IoT Device,240-34-1608,240-34-1608-56,3G
D1738,Smartphone,240-41-9979,240-41-9979-14,5G
D1739,IoT Device,240-98-4091,240-98-4091-77,4G
D1740,Tablet,240-81-1516,240-81-1516-78,3G
D1741,Smartphone,240-44-1744,240-44-1744-95,3G
D1742,Smartphone,240-58-2907,240-58-2907-56,3G
D1743,IoT Device,240-70-8221,240-70-8221-16,5G
D1744,Smartphone,240-26-1387,240-26-1387-98,3G
D1745,Tablet,240-58-8513,240-58-8513-72,5G
D1746,Smartphone,240-51-9976,240-51-9976-56,5G
D1747,IoT Device,240-51-8487,240-51-8487-30,5G
D1748,IoT Device,240-75-4454,240-75-4454-83,4G
D1749,IoT Device,240-44-2216,240-44-2216-84,3G
D1750,Tablet,240-85-3214,240-85-3214-27,3G
D1751,IoT Device,240-24-3718,240-24-3718-39,4G
D1752,IoT Device,240-21-8143,240-21-8143-26,5G
D1753,IoT Device,240-15-8098,240-15-8098-93,5G
D1754,Tablet,240-66-2392,240-66-2392-39,3G
D1755,IoT Device,240-05-7038,240-05-7038-16,5G
D1756,Tablet,240-28-6323,240-28-6323-63,4G
D1757,IoT Device,240-22-7308,240-22-7308-64,5G
D1758,IoT Device,240-95-4782,240-95-4782-47,4G
D1759,Smartphone,240-08-4578,240-08-4578-48,4G
D1760,Smartphone,240-25-9435,240-25-9435-86,5G
D1761,Smartphone,240-68-9854,240-68-9854-31,5G
D1762,Smartphone,240-24-3446,240-24-3446-60,3G
D1763,Smartphone,240-43-7554,240-43-7554-18,5G
D1764,IoT Device,240-67-5881,240-67-5881-72,4G
D1765,Smartphone,240-77-1001,240-77-1001-27,3G
D1766,Tablet,240-05-1566,240-05-1566-11,3G
D1767,Tablet,240-55-9715,240-55-9715-76,5G
D1768,IoT Device,240-28-6882,240-28-6882-22,4G
D1769,Smartphone,240-21-4082,240-21-4082-68,4G
D1770,Smartphone,240-27-3416,240-27-3416-59,3G
D1771,IoT Device,240-42-5536,240-42-5536-47,4G
D1772,IoT Device,240-02-2602,240-02-2602-71,3G
D1773,IoT Device,240-87-1383,240-87-1383-37,3G
D1774,Smartphone,240-89-2181,240-89-2181-17,3G
D1775,Smartphone,240-53-7687,240-53-7687-43,5G
D1776,Tablet,240-17-5644,240-17-5644-25,4G
D1777,IoT Device,240-24-7585,240-24-7585-59,5G
D1778,IoT Device,240-82-5630,240-82-5630-41,4G
D1779,Smartphone,240-78-7715,240-78-7715-25,5G
D1780,Tablet,240-65-6641,240-65-6641-83,4G
D1781,Smartphone,240-03-8315,240-03-8315-39,5G
D1782,Tablet,240-69-8637,240-69-8637-70,5G
D1783,IoT Device,240-58-5385,240-58-5385-60,4G
D1784,Tablet,240-72-7688,240-72-7688-64,5G
D1785,Tablet,240-02-4851,240-02-4851-90,4G
D1786,Smartphone,240-06-1116,240-06-1116-62,3G
D1787,Smartphone,240-16-4804,240-16-4804-69,4G
D1788,Smartphone,240-21-4583,240-21-4583-20,4G
D1789,Smartphone,240-81-5683,240-81-5683-45,4G
D1790,Tablet,240-56-9415,240-56-9415-20,5G
D1791,IoT Device,240-48-2060,240-48-2060-47,3G
D1792,Tablet,240-58-1557,240-58-1557-44,3G
D1793,Smartphone,240-83-5713,240-83-5713-13,4G
D1794,Tablet,240-17-1083,240-17-1083-52,3G
D1795,IoT Device,240-79-7326,240-79-7326-41,5G
D1796,Smartphone,240-47-8828,240-47-8828-32,5G
D1797,Tablet,240-01-1794,240-01-1794-70,3G
D1798,Smartphone,240-55-4004,240-55-4004-66,4G
D1799,Smartphone,240-78-1446,240-78-1446-46,3G
D1800,Smartphone,240-72-3209,240-72-3209-64,3G
D1801,IoT Device,240-08-5828,240-08-5828-85,4G
D1802,Smartphone,240-86-4138,240-86-4138-87,4G
D1803,Smartphone,240-31-6344,240-31-6344-28,4G
D1804,Smartphone,240-93-6032,240-93-6032-78,4G
D1805,IoT Device,240-70-2936,240-70-2936-61,3G
D1806,IoT Device,240-49-6494,240-49-6494-12,4G
D1807,IoT Device,240-62-4009,240-62-4009-20,4G
D1808,IoT Device,240-24-5968,240-24-5968-17,4G
D1809,Tablet,240-92-6169,240-92-6169-73,4G
D1810,Tablet,240-52-7335,240-52-7335-15,5G
D1811,Tablet,240-56-6308,240-56-6308-44,4G
D1812,IoT Device,240-08-3631,240-08-3631-30,4G
D1813,IoT Device,240-39-8294,240-39-8294-84,5G
D1814,IoT Device,240-88-1814,240-88-1814-36,3G
D1815,IoT Device,240-55-7922,240-55-7922-54,5G
D1816,Smartphone,240-82-3886,240-82-3886-91,4G
D1817,IoT Device,240-30-7454,240-30-7454-37,5G
D1818,IoT Device,240-54-6383,240-54-6383-25,4G
D1819,IoT Device,240-31-6939,240-31-6939-81,4G
D1820,IoT Device,240-36-1635,240-36-1635-23,3G
D1821,Smartphone,240-73-6490,240-73-6490-85,4G
D1822,Smartphone,240-59-3400,240-59-3400-34,3G
D1823,Smartphone,240-69-7710,240-69-7710-85,5G
D1824,Tablet,240-02-5441,240-02-5441-25,4G
D1825,Tablet,240-10-3770,240-10-3770-45,4G
D1826,Tablet,240-95-5350,240-95-5350-21,4G
D1827,Tablet,240-09-1894,240-09-1894-31,3G
D1828,Smartphone,240-22-9402,240-22-9402-68,5G
D1829,Tablet,240-17-6128,240-17-6128-98,4G
D1830,IoT Device,240-12-3971,240-12-3971-12,4G
D1831,Tablet,240-17-4744,240-17-4744-84,4G
D1832,Smartphone,240-71-2964,240-71-2964-61,3G
D1833,IoT Device,240-94-6790,240-94-6790-45,4G
D1834,Tablet,240-74-8932,240-74-8932-67,5G
D1835,IoT Device,240-26-2821,240-26-2821-62,3G
D1836,Smartphone,240-20-8750,240-20-8750-78,5G
D1837,Tablet,240-59-4000,240-59-4000-57,4G
D1838,IoT Device,240-48-7878,240-48-7878-36,5G
D1839,Tablet,240-20-2355,240-20-2355-16,3G
D1840,Smartphone,240-57-2651,240-57-2651-85,3G
D1841,IoT Device,240-45-7541,240-45-7541-68,5G
D1842,Smartphone,240-03-8817,240-03-8817-70,5G
D1843,Tablet,240-76-8171,240-76-8171-58,5G
D1844,Tablet,240-15-9465,240-15-9465-45,5G
D1845,IoT Device,240-99-6959,240-99-6959-73,4G
D1846,Smartphone,240-01-1409,240-01-1409-42,3G
D1847,Smartphone,240-51-6100,240-51-6100-26,4G
D1848,Smartphone,240-83-6076,240-83-6076-36,4G
D1849,Smartphone,240-06-8695,240-06-8695-75,5G
D1850,Tablet,240-27-2034,240-27-2034-66,3G
D1851,IoT Device,240-78-4093,240-78-4093-87,4G
D1852,Smartphone,240-84-7184,240-84-7184-36,5G
D1853,Smartphone,240-94-5600,240-94-5600-62,4G
D1854,Smartphone,240-48-3788,240-48-3788-98,4G
D1855,IoT Device,240-83-1206,240-83-1206-80,3G
D1856,IoT Device,240-20-9093,240-20-9093-32,5G
D1857,Smartphone,240-20-9568,240-20-9568-61,5G
D1858,IoT Device,240-52-2957,240-52-2957-34,3G
D1859,IoT Device,240-95-9048,240-95-9048-26,5G
D1860,IoT Device,240-72-4861,240-72-4861-80,4G
D1861,Tablet,240-69-9133,240-69-9133-88,5G
D1862,Smartphone,240-42-2465,240-42-2465-74,3G
D1863,Smartphone,240-05-8740,240-05-8740-30,5G
D1864,Tablet,240-63-2433,240-63-2433-87,3G
D1865,Smartphone,240-88-7080,240-88-7080-45,5G
D1866,IoT Device,240-38-7224,240-38-7224-10,5G
D1867,IoT Device,240-78-2980,240-78-2980-23,3G
D1868,Tablet,240-63-5037,240-63-5037-17,4G
D1869,Tablet,240-51-1037,240-51-1037-59,3G
D1870,Smartphone,240-06-4473,240-06-4473-65,4G
D1871,IoT Device,240-53-4379,240-53-4379-95,4G
D1872,Tablet,240-98-4310,240-98-4310-37,4G
D1873,IoT Device,240-39-2462,240-39-2462-93,3G
D1874,IoT Device,240-23-2100,240-23-2100-17,3G
D1875,IoT Device,240-89-9552,240-89-9552-62,5G
D1876,Smartphone,240-09-5077,240-09-5077-27,4G
D1877,Tablet,240-68-2086,240-68-2086-39,3G
D1878,Smartphone,240-25-6980,240-25-6980-12,4G
D1879,IoT Device,240-87-5446,240-87-5446-21,4G
D1880,Tablet,240-05-6338,240-05-6338-62,4G
D1881,Smartphone,240-90-6654,240-90-6654-65,4G
D1882,IoT Device,240-49-8374,240-49-8374-56,5G
D1883,IoT Device,240-54-3068,240-54-3068-89,3G
D1884,IoT Device,240-98-7141,240-98-7141-98,5G
D1885,Tablet,240-48-1148,240-48-1148-26,3G
D1886,Tablet,240-63-5048,240-63-5048-54,4G
D1887,Tablet,240-70-2397,240-70-2397-91,3G
D1888,Smartphone,240-41-1073,240-41-1073-21,3G
D1889,Smartphone,240-75-1334,240-75-1334-64,3G
D1890,Tablet,240-12-5012,240-12-5012-96,4G
D1891,Smartphone,240-31-7957,240-31-7957-74,5G
D1892,Tablet,240-86-9114,240-86-9114-12,5G
D1893,Smartphone,240-60-1673,240-60-1673-22,3G
D1894,IoT Device,240-73-3796,240-73-3796-11,4G
D1895,Tablet,240-59-5397,240-59-5397-56,4G
D1896,IoT Device,240-63-9786,240-63-9786-85,5G
D1897,IoT Device,240-78-1600,240-78-1600-51,3G
D1898,Smartphone,240-91-6944,240-91-6944-23,4G
D1899,Smartphone,240-13-2439,240-13-2439-76,3G
D1900,Tablet,240-71-3759,240-71-3759-99,4G
D1901,IoT Device,240-96-8486,240-96-8486-31,5G
D1902,IoT Device,240-93-3312,240-93-3312-14,3G
D1903,Tablet,240-36-4733,240-36-4733-87,4G
D1904,Tablet,240-95-7113,240-95-7113-40,5G
D1905,Smartphone,240-40-5975,240-40-5975-14,4G
D1906,Smartphone,240-03-6865,240-03-6865-52,4G
D1907,Smartphone,240-60-5453,240-60-5453-43,4G
D1908,IoT Device,240-40-8609,240-40-8609-44,5G
D1909,IoT Device,240-66-9229,240-66-9229-85,5G
D1910,IoT Device,240-24-8393,240-24-8393-46,5G
D1911,IoT Device,240-67-7210,240-67-7210-16,5G
D1912,Smartphone,240-15-3054,240-15-3054-46,3G
D1913,Tablet,240-51-8736,240-51-8736-62,5G
D1914,Tablet,240-39-1202,240-39-1202-89,3G
D1915,Smartphone,240-06-6691,240-06-6691-72,4G
D1916,Smartphone,240-71-5062,240-71-5062-71,4G
D1917,Smartphone,240-88-4261,240-88-4261-67,4G
D1918,Smartphone,240-12-4333,240-12-4333-32,4G
D1919,Tablet,240-08-2904,240-08-2904-13,3G
D1920,Tablet,240-65-7662,240-65-7662-52,5G
D1921,Smartphone,240-26-3538,240-26-3538-96,4G
D1922,IoT Device,240-27-9629,240-27-9629-32,5G
D1923,IoT Device,240-23-4885,240-23-4885-35,4G
D1924,Smartphone,240-30-7760,240-30-7760-32,5G
D1925,IoT Device,240-80-1690,240-80-1690-23,3G
D1926,Tablet,240-68-4954,240-68-4954-32,4G
D1927,Tablet,240-56-4072,240-56-4072-84,4G
D1928,Tablet,240-95-2461,240-95-2461-54,3G
D1929,Smartphone,240-56-2284,240-56-2284-95,3G
D1930,Smartphone,240-79-2241,240-79-2241-31,3G
D1931,Smartphone,240-69-5765,240-69-5765-96,4G
D1932,Tablet,240-44-3147,240-44-3147-84,3G
D1933,Tablet,240-47-4790,240-47-4790-57,4G
D1934,Smartphone,240-06-7030,240-06-7030-27,5G
D1935,Smartphone,240-40-1668,240-40-1668-32,3G
D1936,Tablet,240-64-7580,240-64-7580-34,5G
D1937,IoT Device,240-22-7881,240-22-7881-82,5G
D1938,Tablet,240-56-2626,240-56-2626-47,3G
D1939,IoT Device,240-79-6657,240-79-6657-47,4G
D1940,Smartphone,240-59-4717,240-59-4717-69,4G
D1941,Tablet,240-81-1982,240-81-1982-93,3G
D1942,IoT Device,240-03-5839,240-03-5839-21,4G
D1943,Smartphone,240-86-4434,240-86-4434-57,4G
D1944,IoT Device,240-95-4036,240-95-4036-87,4G
D1945,IoT Device,240-64-6646,240-64-6646-97,4G
D1946,IoT Device,240-70-1136,240-70-1136-26,3G
D1947,IoT Device,240-68-6348,240-68-6348-76,4G
D1948,IoT Device,240-69-9066,240-69-9066-13,5G
D1949,IoT Device,240-47-4955,240-47-4955-93,4G
D1950,IoT Device,240-84-4412,240-84-4412-98,4G
D1951,Tablet,240-82-8106,240-82-8106-82,5G
D1952,IoT Device,240-49-3263,240-49-3263-36,3G
D1953,IoT Device,240-18-4413,240-18-4413-15,4G
D1954,IoT Device,240-08-9565,240-08-9565-76,5G
D1955,Smartphone,240-38-5702,240-38-5702-43,4G
D1956,IoT Device,240-78-4574,240-78-4574-41,4G
D1957,IoT Device,240-79-8547,240-79-8547-75,5G
D1958,Tablet,240-71-1831,240-71-1831-51,3G
D1959,IoT Device,240-99-7778,240-99-7778-18,5G
D1960,Tablet,240-12-9167,240-12-9167-87,5G
D1961,IoT Device,240-67-8003,240-67-8003-54,5G
D1962,Smartphone,240-18-1256,240-18-1256-59,3G
D1963,Smartphone,240-30-7939,240-30-7939-18,5G
D1964,Smartphone,240-83-1155,240-83-1155-27,3G
D1965,Tablet,240-84-4121,240-84-4121-54,4G
D1966,Smartphone,240-60-5768,240-60-5768-99,4G
D1967,IoT Device,240-10-7209,240-10-7209-92,5G
D1968,Tablet,240-14-7070,240-14-7070-21,5G
D1969,Tablet,240-28-8684,240-28-8684-54,5G
D1970,IoT Device,240-85-1391,240-85-1391-94,3G
D1971,Smartphone,240-21-9262,240-21-9262-32,5G
